side,signal_ts,entry_ts,age_min,R,dow,hour,year
1,1668089700,1668094320,77.0,-0.535782471114349,3,14,2022
-1,1668300300,1668302340,34.0,2.2180056520185807,6,0,2022
-1,1668330900,1668331920,17.0,2.219626236769146,6,9,2022
-1,1668409200,1668410760,26.0,-0.4618991777688077,0,6,2022
-1,1668897000,1668898800,30.0,2.2118725016554155,5,22,2022
-1,1668980700,1668981900,20.0,2.217217450541741,6,21,2022
1,1669039200,1669041240,34.0,-1.002989022111204,0,13,2022
1,1669123800,1669125720,32.0,0.9912082520596794,1,13,2022
-1,1669228200,1669229340,19.0,-1.003622333364733,2,18,2022
1,1669289400,1669291800,40.0,-0.084228390183166,3,11,2022
1,1669433400,1669434780,23.0,-1.0045556743301811,5,3,2022
-1,1669558500,1669562280,63.0,2.2155432554921255,6,14,2022
-1,1669599900,1669602900,50.0,-0.34800731413771485,0,1,2022
1,1669814100,1669815060,16.0,-1.0068993535566115,2,13,2022
-1,1669896900,1669897860,16.0,-1.0076037104704068,3,12,2022
-1,1669934700,1669937880,53.0,-0.7182914626606448,3,22,2022
-1,1670103900,1670107860,66.0,-1.0100302295193382,5,21,2022
1,1670132700,1670135700,50.0,2.2148058754633393,6,5,2022
-1,1670396400,1670397360,16.0,-1.0087475339661158,2,6,2022
1,1670464800,1670467560,46.0,2.2164694734787385,3,1,2022
-1,1670667300,1670668860,26.0,-1.013787602641383,5,10,2022
1,1670744700,1670746140,24.0,-1.0125175610772503,6,7,2022
-1,1670791500,1670792760,21.0,-0.52526227057812,6,20,2022
1,1670880600,1670881800,20.0,2.2149046088280193,0,21,2022
-1,1671003000,1671004500,25.0,-1.0078289265643265,2,7,2022
-1,1671021900,1671025920,67.0,-1.0059186713947923,2,12,2022
1,1671047100,1671049680,43.0,-0.5350655298924183,2,19,2022
1,1671355800,1671356940,19.0,2.210710606776975,6,9,2022
-1,1671403500,1671404460,16.0,2.214111817302367,6,22,2022
1,1671592500,1671595980,58.0,0.13061421225553252,2,3,2022
1,1672029000,1672032480,58.0,0.09476093408411257,0,4,2022
-1,1672142400,1672144500,35.0,2.2113926345791386,1,11,2022
-1,1672306200,1672307160,16.0,0.7969658951372135,3,9,2022
-1,1672474500,1672475580,18.0,-1.0167386426973148,5,8,2022
1,1672497900,1672500420,42.0,-1.012510958225677,5,14,2022
-1,1672530300,1672532340,34.0,-0.56838028162275,5,23,2022
1,1672801200,1672802160,16.0,0.0936164928193578,2,2,2023
1,1673035200,1673036520,22.0,-0.2532778063113732,4,19,2023
-1,1673193600,1673194920,22.0,-1.0242976836505193,6,15,2023
1,1673289900,1673291100,20.0,-1.0045841018077302,0,18,2023
1,1673355600,1673357580,33.0,2.211350799837583,1,12,2023
-1,1673454600,1673457060,41.0,-1.006100922829737,2,16,2023
-1,1673460900,1673461920,17.0,-1.0065060105718848,2,18,2023
-1,1673604900,1673606580,28.0,-1.0065461144422139,4,10,2023
-1,1673657100,1673658300,20.0,0.31918761872031537,5,0,2023
1,1673856900,1673857920,17.0,2.218948244127011,0,8,2023
-1,1673966700,1673971080,73.0,-1.0024580360754651,1,14,2023
-1,1674103500,1674105000,25.0,-1.0045454301602952,3,4,2023
1,1674157500,1674160320,47.0,2.218807913442741,3,19,2023
-1,1674248400,1674249360,16.0,-1.0015733031044995,4,20,2023
-1,1674295200,1674297120,32.0,-1.0031319329081259,5,9,2023
-1,1674400500,1674401460,16.0,-1.0033653718451092,6,15,2023
-1,1674605700,1674606900,20.0,-1.0018901790574393,2,0,2023
-1,1674727200,1674728640,24.0,0.040590894965583164,3,9,2023
1,1674954900,1674956220,22.0,-1.0063808589315937,6,1,2023
1,1674989100,1674990240,19.0,-1.004143646892229,6,10,2023
1,1675174500,1675176000,25.0,0.07941143434344133,1,14,2023
-1,1675348200,1675349220,17.0,-1.005691308596413,3,14,2023
-1,1675493100,1675496820,62.0,-1.00708394324025,5,6,2023
1,1675662300,1675663920,27.0,0.7056780990889194,0,5,2023
-1,1675855800,1675857240,24.0,2.2145754404829314,2,11,2023
-1,1675875600,1675876920,22.0,1.01207131010085,2,16,2023
-1,1676152800,1676154240,24.0,-1.0068786827102985,5,21,2023
1,1676383200,1676386860,61.0,-1.0037821187894755,1,13,2023
1,1676466900,1676467920,17.0,2.2197520905430443,2,13,2023
-1,1676562300,1676564340,34.0,2.2199709324009333,3,15,2023
-1,1676645100,1676646060,16.0,-1.0037321168534268,4,14,2023
1,1676707200,1676709540,39.0,0.3508704891659813,5,7,2023
1,1676819700,1676821680,33.0,-1.0064435137385466,6,15,2023
-1,1676970000,1676970960,16.0,1.6323163499944802,1,8,2023
-1,1677089700,1677092640,49.0,-1.00210795956836,2,18,2023
-1,1677254400,1677256320,32.0,0.20653547113759985,4,15,2023
1,1677359700,1677361800,35.0,2.2183528009083098,5,21,2023
1,1677450600,1677451680,18.0,0.034862325341587945,6,22,2023
-1,1677573000,1677574920,32.0,-1.005168190005074,1,8,2023
1,1677645900,1677647640,29.0,-1.003531326130605,2,4,2023
-1,1677701700,1677705720,67.0,0.028672225178123525,2,20,2023
1,1677913200,1677916140,49.0,-1.0094230191861713,5,6,2023
1,1678111200,1678114860,61.0,-1.0102265265969717,0,13,2023
-1,1678183200,1678187220,67.0,2.2126141325482216,1,9,2023
1,1678274100,1678276140,34.0,-1.005454943552236,2,11,2023
-1,1678351500,1678355340,64.0,-1.006662682159281,3,8,2023
1,1678446000,1678447200,20.0,2.219821171116877,4,10,2023
1,1678585500,1678586940,24.0,2.219559316440559,6,1,2023
-1,1678646700,1678647720,17.0,-1.0019196041196432,6,18,2023
1,1678879800,1678880940,19.0,-1.0019735700333208,2,11,2023
-1,1678944600,1678946640,34.0,-1.0036078458222397,3,5,2023
1,1678967100,1678968420,22.0,2.2203995873933358,3,11,2023
-1,1679093100,1679094480,23.0,0.8111513822937032,4,22,2023
1,1679181300,1679184960,61.0,2.2196523601161915,5,23,2023
-1,1679286600,1679288580,33.0,-1.0015025029790845,0,4,2023
-1,1679508900,1679510760,31.0,0.19774627313503812,2,18,2023
-1,1679649300,1679653080,63.0,2.218743396711426,4,9,2023
1,1679723100,1679724120,17.0,0.44613644041091244,5,5,2023
1,1679875200,1679879340,69.0,-1.0029810912058343,6,23,2023
-1,1679984100,1679986800,45.0,-1.0045819933040834,1,6,2023
1,1680030000,1680033900,65.0,2.219070059016713,1,18,2023
-1,1680199200,1680200640,24.0,-1.0021415373380984,3,17,2023
1,1680330600,1680332700,35.0,-1.0061663494276427,5,6,2023
-1,1680450300,1680453720,57.0,-1.0032763254606283,6,15,2023
1,1680605100,1680607440,39.0,0.6182276880081206,1,10,2023
-1,1680695100,1680698820,62.0,-1.0058933339242,2,11,2023
-1,1680703200,1680704160,16.0,0.5575260573452552,2,13,2023
1,1680801300,1680803280,33.0,-0.26620333528220175,3,17,2023
-1,1680984000,1680988440,74.0,-1.0080557938127366,5,19,2023
1,1681140600,1681141860,21.0,2.216560067098831,0,15,2023
1,1681146000,1681147140,19.0,2.219015581716034,0,16,2023
-1,1681220700,1681224480,63.0,-1.0045721050457583,1,13,2023
1,1681379100,1681381080,33.0,2.2180272050257464,3,9,2023
-1,1681488000,1681491840,64.0,-0.12236705554492135,4,15,2023
-1,1681799400,1681800960,26.0,-1.007441144238524,1,6,2023
1,1681819200,1681821240,34.0,-1.003536956243079,1,11,2023
1,1681939800,1681941660,31.0,-1.0038749022739404,2,21,2023
-1,1682008200,1682011080,48.0,0.9073847230233947,3,16,2023
1,1682107200,1682109960,46.0,0.5702291746286904,4,19,2023
-1,1682298000,1682300880,48.0,2.2172529813815247,0,0,2023
1,1682516700,1682518680,33.0,-1.001585025148605,2,13,2023
-1,1682539200,1682540160,16.0,-1.0016045170057954,2,19,2023
-1,1682818200,1682820480,38.0,-1.0074921986910828,6,1,2023
1,1682868600,1682869560,16.0,-1.0044593801630812,6,15,2023
-1,1682909100,1682911680,43.0,0.8549951077649794,0,2,2023
-1,1683012600,1683014640,34.0,-1.0053672430512814,1,7,2023
1,1683038700,1683042540,64.0,-0.5422688173073891,1,14,2023
1,1683187200,1683189720,42.0,-1.0049002628564587,3,7,2023
-1,1683210600,1683212820,37.0,-1.0025158241758216,3,14,2023
1,1683252900,1683255240,39.0,-1.0039794835749238,4,2,2023
-1,1683379800,1683380820,17.0,0.10652419729310404,5,13,2023
-1,1683496800,1683501360,76.0,2.217395430673911,6,21,2023
-1,1683538200,1683539880,28.0,0.6613297468924215,0,9,2023
-1,1683635400,1683637440,34.0,-1.004618780748662,1,12,2023
1,1683724500,1683728340,64.0,-1.0035809997906446,2,13,2023
-1,1683807300,1683809160,31.0,2.2167364051698204,3,12,2023
1,1683905400,1683910200,80.0,-1.0028903135997966,4,15,2023
1,1684065600,1684069320,62.0,2.211523294901354,6,11,2023
-1,1684077300,1684079040,29.0,-1.005500715011179,6,15,2023
-1,1684197000,1684199040,34.0,0.4593725109991067,1,0,2023
1,1684355400,1684359720,72.0,-1.0027124809430725,2,20,2023
1,1684575000,1684578960,66.0,2.208303636363631,5,9,2023
1,1684634400,1684635780,23.0,-1.0065269792686544,6,1,2023
-1,1684730700,1684732260,26.0,-1.0055738236828378,0,4,2023
1,1684764900,1684766580,28.0,1.3898292258323162,0,14,2023
-1,1684871100,1684874820,62.0,2.216935374512338,1,19,2023
1,1685111400,1685114640,54.0,-0.3146139159845608,4,14,2023
-1,1685375100,1685376900,30.0,-1.0039267205952453,0,15,2023
1,1685449800,1685453460,61.0,-1.0042217594216065,1,12,2023
-1,1685466000,1685468880,48.0,1.4150389278377733,1,16,2023
-1,1685667600,1685669040,24.0,-1.0039166885146522,4,0,2023
1,1685689200,1685691960,46.0,0.33977681712124935,4,6,2023
1,1685807100,1685808060,16.0,-1.0096378837901872,5,15,2023
-1,1685917800,1685919660,31.0,2.213028327668085,6,22,2023
1,1686054600,1686055620,17.0,2.2176798803399262,1,12,2023
-1,1686134700,1686136320,27.0,0.41737470388119846,2,10,2023
-1,1686374100,1686377940,64.0,-0.3506594924146269,5,5,2023
1,1686550500,1686552540,34.0,0.8960250878729544,0,6,2023
-1,1686704400,1686705420,17.0,2.215697112366604,2,0,2023
-1,1686775500,1686776520,17.0,-1.0020178002594031,2,20,2023
-1,1687007700,1687009200,25.0,0.287698310708899,5,13,2023
1,1687197600,1687198620,17.0,-1.0036671446643703,0,17,2023
-1,1687365900,1687367100,20.0,0.3366561861123063,2,16,2023
-1,1687509000,1687509960,16.0,-1.0065510596924245,4,8,2023
-1,1687536000,1687539000,50.0,0.6298250880845487,4,15,2023
1,1687835700,1687837560,31.0,0.15111351851851118,1,3,2023
-1,1687942800,1687944360,26.0,-0.35665231481481063,2,8,2023
-1,1688093100,1688095200,35.0,-1.0045157621614824,4,2,2023
1,1688101200,1688103060,31.0,-1.0025719507416717,4,4,2023
-1,1688133600,1688136840,54.0,-0.5297611877137901,4,13,2023
1,1688265000,1688266380,23.0,-1.0084508164474493,6,2,2023
1,1688396400,1688397420,17.0,2.2156625106253793,0,14,2023
1,1688441400,1688442840,24.0,-1.0045083618829285,1,3,2023
-1,1688490900,1688494620,62.0,0.9777394701147247,1,17,2023
1,1688634000,1688636340,39.0,-1.004465288290216,3,8,2023
-1,1688655600,1688656920,22.0,-0.1407562537713498,3,14,2023
1,1689089400,1689090420,17.0,0.0656029077516688,1,15,2023
-1,1689226200,1689227820,27.0,-1.0077537426900514,3,5,2023
-1,1689360300,1689361980,28.0,-0.2245816120534103,4,18,2023
-1,1689727500,1689731460,66.0,0.013087181392135827,2,0,2023
1,1689832800,1689834780,33.0,-1.0066248336472128,3,5,2023
-1,1689867000,1689869280,38.0,0.053793816425116915,3,15,2023
1,1690133400,1690135380,33.0,2.2094525841062143,6,17,2023
-1,1690278300,1690279860,26.0,-1.0099891696627326,1,9,2023
1,1690555500,1690556520,17.0,-1.0063054325746439,4,14,2023
-1,1690591500,1690592760,21.0,-0.1225921835960362,5,0,2023
-1,1690701300,1690702620,22.0,-1.0287812979350934,6,7,2023
1,1690732800,1690733940,19.0,-1.0101384139665577,6,15,2023
-1,1690819200,1690820280,18.0,2.216622777777774,0,15,2023
-1,1690966800,1690967940,19.0,1.1832480796596192,2,8,2023
-1,1691175600,1691179440,64.0,0.004529615467710831,4,18,2023
-1,1691427600,1691430180,43.0,-1.0033495434072932,0,16,2023
1,1691496000,1691497860,31.0,2.2135560339681337,1,11,2023
-1,1691567100,1691570460,56.0,-1.0089631116267141,2,7,2023
-1,1691601300,1691602740,24.0,0.18961995573588722,2,17,2023
-1,1691727300,1691731260,66.0,-1.010587361786432,4,4,2023
-1,1691981100,1691982180,18.0,-1.005580404781309,0,2,2023
1,1692027900,1692032280,73.0,-1.0055112397353125,0,15,2023
-1,1692219600,1692221700,35.0,2.2184679522604944,2,20,2023
-1,1692290700,1692292080,23.0,2.220252313408853,3,16,2023
1,1692365400,1692366780,23.0,-1.0038678197481827,4,13,2023
-1,1692684900,1692687240,39.0,2.2118613242398326,1,6,2023
-1,1692799200,1692800520,22.0,-1.005862073902106,2,13,2023
-1,1692889200,1692891660,41.0,0.4237259827666279,3,14,2023
-1,1693201500,1693205880,73.0,-1.0116993118778261,0,5,2023
1,1693318500,1693319460,16.0,2.215590594986624,1,14,2023
-1,1693560600,1693564680,68.0,2.2132972314100106,4,9,2023
-1,1693667700,1693670700,50.0,-1.0082275728904202,5,15,2023
-1,1693887300,1693888380,18.0,-0.31281399226192336,1,4,2023
-1,1694009700,1694010660,16.0,-1.0075938629382444,2,14,2023
1,1694088000,1694089860,31.0,-1.0139770163170145,3,11,2023
1,1694111400,1694113440,34.0,-0.2305595032729248,3,18,2023
-1,1694394000,1694396820,47.0,2.217556675742255,0,0,2023
-1,1694561400,1694563980,43.0,-1.0042296737797418,1,23,2023
1,1694609100,1694610360,21.0,0.8742576275093095,2,12,2023
-1,1694851200,1694853000,30.0,-0.18594666468784007,5,7,2023
1,1694950200,1694951280,18.0,-1.0128145914678308,6,11,2023
-1,1694996100,1694998080,33.0,-1.0066387598647133,0,0,2023
1,1695119400,1695120600,20.0,-0.20359589431631314,1,10,2023
-1,1695291300,1695294060,46.0,0.2939421802934987,3,10,2023
-1,1695446100,1695449220,52.0,0.01899752567987456,5,5,2023
1,1695548700,1695550560,31.0,2.1965007550301068,6,9,2023
-1,1695603600,1695608160,76.0,-0.19735815946898566,0,0,2023
1,1695703500,1695706260,46.0,-1.0081013395782539,1,4,2023
1,1695804300,1695807240,49.0,2.2076933507191345,2,8,2023
-1,1695854700,1695857820,52.0,-1.0074486572473946,2,22,2023
1,1695913200,1695914220,17.0,0.16319212409555287,3,14,2023
-1,1696143600,1696145940,39.0,-1.013070199076934,6,6,2023
1,1696157100,1696158180,18.0,2.21542758485173,6,10,2023
-1,1696284000,1696285740,29.0,0.277707829897572,0,21,2023
-1,1696498200,1696499460,21.0,-1.007945079950803,3,9,2023
1,1696512600,1696516260,61.0,-1.0062610311417526,3,13,2023
-1,1696837500,1696839240,29.0,2.2114161548065003,0,7,2023
-1,1696846500,1696848660,36.0,-0.3042784058222352,0,10,2023
-1,1696943700,1696945560,31.0,-1.0062058343858287,1,13,2023
-1,1696992300,1696993320,17.0,-1.0088143339831008,2,2,2023
1,1697103900,1697105940,34.0,0.09071175690918842,3,9,2023
-1,1697316300,1697319120,47.0,-1.0136814698162677,5,20,2023
-1,1697375700,1697378520,47.0,-1.0200962289562325,6,13,2023
1,1697434200,1697435160,16.0,2.2153522418020497,0,5,2023
-1,1697529600,1697532480,48.0,-1.0040731101693148,1,7,2023
1,1697605200,1697607960,46.0,-1.005828992180581,2,4,2023
-1,1697619600,1697623260,61.0,-0.20842089072835265,2,8,2023
1,1697728500,1697732880,73.0,2.2190860591728883,3,15,2023
1,1697911200,1697915160,66.0,-1.00359311874106,5,17,2023
-1,1698102000,1698102960,16.0,-0.4173946838795094,0,22,2023
-1,1698324300,1698326160,31.0,0.3563268659470477,3,12,2023
1,1698543000,1698544800,30.0,2.2127042812868827,6,1,2023
-1,1698640200,1698643920,62.0,-1.0050653162019865,0,4,2023
1,1698873300,1698877320,67.0,-1.0018617790409987,2,21,2023
1,1699137900,1699138860,16.0,-1.0078678072027183,5,22,2023
-1,1699318800,1699321800,50.0,-1.0047554245393027,1,0,2023
-1,1699459200,1699460400,20.0,-1.0045553680013324,2,15,2023
-1,1699539300,1699540440,19.0,2.219029875789565,3,14,2023
-1,1699549200,1699552140,49.0,-0.2964020431733291,3,16,2023
1,1699772400,1699775520,52.0,-1.007669588253506,6,6,2023
-1,1699848000,1699849080,18.0,0.8586142627339324,0,3,2023
1,1699951500,1699952700,20.0,-1.0065018294702996,1,8,2023
1,1700039700,1700040660,16.0,2.216725274852641,2,9,2023
1,1700314200,1700318220,67.0,0.061255074309982664,5,13,2023
1,1700419500,1700420580,18.0,2.216158895006817,6,18,2023
-1,1700468100,1700469960,31.0,-1.005918112545826,0,8,2023
1,1700494200,1700497200,50.0,-1.002416016402074,0,15,2023
-1,1700578800,1700580180,23.0,-1.0035148312380013,1,14,2023
-1,1700610300,1700611440,19.0,-1.0021098328625202,1,23,2023
1,1700648100,1700650020,32.0,2.2176088800712686,2,10,2023
-1,1700729100,1700732580,58.0,2.215082692720881,3,8,2023
-1,1700756100,1700759100,50.0,-1.0029856800321226,3,16,2023
1,1700822700,1700825700,50.0,-0.17089286862772485,4,10,2023
-1,1701001800,1701002760,16.0,2.2093882577367223,6,12,2023
-1,1701084600,1701086820,37.0,-0.3208005902287279,0,11,2023
1,1701174600,1701175680,18.0,2.2166131810791407,1,12,2023
1,1701250200,1701252120,32.0,-1.003895220015868,2,9,2023
-1,1701271800,1701276480,78.0,0.13484990082763526,2,15,2023
-1,1701544500,1701545460,16.0,-1.0066790027620331,5,19,2023
-1,1701597600,1701599640,34.0,-1.0099053165510377,6,9,2023
1,1701690300,1701693060,46.0,0.14864275963140336,0,11,2023
1,1701788400,1701791160,46.0,2.2190696342424068,1,14,2023
-1,1701850500,1701854400,65.0,0.7053386034814846,2,8,2023
1,1702020600,1702022220,27.0,2.21626810631098,4,7,2023
1,1702070100,1702071600,25.0,-1.0043209791082024,4,21,2023
-1,1702204200,1702205400,20.0,-1.0056118022082867,6,10,2023
-1,1702245600,1702249440,64.0,2.216417699688963,6,21,2023
-1,1702309500,1702311900,40.0,0.5559271649538079,0,15,2023
-1,1702656000,1702659780,63.0,-0.7653533901269794,4,15,2023
1,1702913400,1702914540,19.0,2.219618521217028,0,15,2023
1,1702979100,1702983480,73.0,-1.0039545570216744,1,9,2023
1,1703079900,1703081220,22.0,0.5690842332886318,2,13,2023
1,1703331000,1703332560,26.0,0.28364548600345657,5,11,2023
1,1703430000,1703431320,22.0,-1.0061096510329461,6,14,2023
1,1703494800,1703496840,34.0,2.2145746514719926,0,8,2023
1,1703511000,1703513820,47.0,-1.003767111629089,0,13,2023
-1,1703569500,1703571420,32.0,2.2178803909115894,1,5,2023
1,1703676600,1703677740,19.0,0.03171124832342114,2,11,2023
-1,1703777400,1703781120,62.0,0.24544036654582346,3,15,2023
1,1703905200,1703906160,16.0,0.35975811795989754,5,2,2023
-1,1704064500,1704066420,32.0,-1.0039181378447637,6,23,2023
1,1704145500,1704147180,28.0,2.2195273519497802,0,21,2024
-1,1704270600,1704272100,25.0,2.217802245435919,2,8,2024
-1,1704283200,1704284160,16.0,-1.0021095742471473,2,11,2024
-1,1704527100,1704529380,38.0,-1.003780386946734,5,7,2024
1,1704635100,1704636720,27.0,-1.0052845099791539,6,13,2024
-1,1704791700,1704792900,20.0,-1.0037441759880645,1,9,2024
-1,1704835800,1704837660,31.0,-1.002020748400737,1,21,2024
1,1704971700,1704972660,16.0,2.218875648148148,3,11,2024
-1,1705077000,1705077960,16.0,0.604852480943489,4,16,2024
-1,1705213800,1705214760,16.0,2.2167339041458853,6,6,2024
-1,1705296600,1705298160,26.0,-1.003688709408832,0,5,2024
1,1705345200,1705347360,36.0,-1.002788192717463,0,18,2024
1,1705667400,1705671780,73.0,-1.0037984537578948,4,12,2024
1,1705755600,1705756740,19.0,0.37722485098482916,5,12,2024
-1,1705902300,1705905120,47.0,2.219347075359238,0,5,2024
1,1705990500,1705991820,22.0,-1.005320250752164,1,6,2024
-1,1706054400,1706055720,22.0,-0.20644536709059239,1,23,2024
1,1706238000,1706239140,19.0,2.216836229148076,4,2,2024
-1,1706417100,1706421360,71.0,0.8624530071455957,6,4,2024
1,1706570100,1706572980,48.0,-1.0046094932857497,0,23,2024
-1,1706702400,1706703600,20.0,-1.0033166019342035,2,11,2024
1,1706789700,1706790840,19.0,2.2175477016330336,3,12,2024
-1,1706883300,1706884260,16.0,-1.0039365614727138,4,14,2024
-1,1706952600,1706955360,46.0,0.8603522715527255,5,9,2024
1,1707122700,1707124320,27.0,-1.0044864816679777,0,8,2024
-1,1707152400,1707154800,40.0,-0.447744182177833,0,16,2024
1,1707327000,1707330780,63.0,2.2190464236925806,2,17,2024
1,1707403500,1707405000,25.0,2.2185729682175395,3,14,2024
-1,1707447600,1707449520,32.0,-1.003618795315744,4,2,2024
-1,1707480900,1707482520,27.0,0.20422223229575528,4,12,2024
1,1707598800,1707600660,31.0,0.09199067368032075,5,20,2024
1,1707750000,1707750960,16.0,2.2182902953833055,0,14,2024
-1,1707822000,1707823020,17.0,2.2180602996066936,1,10,2024
-1,1707835500,1707836520,17.0,-1.0018209364566302,1,14,2024
1,1707902100,1707903060,16.0,1.1318492562297282,2,9,2024
-1,1708011900,1708013820,32.0,-0.19150624826177615,3,15,2024
1,1708295400,1708298820,57.0,-0.5961280141576392,6,22,2024
-1,1708499700,1708502820,52.0,2.216745573879731,2,7,2024
-1,1708608600,1708610220,27.0,-1.0040228547207173,3,13,2024
1,1708634700,1708635660,16.0,-1.003986005229661,3,20,2024
-1,1708697700,1708700040,39.0,-0.24554869421760478,4,14,2024
1,1708797600,1708798620,17.0,-0.19281773563499194,5,17,2024
-1,1708915500,1708917360,31.0,-1.00589383295335,0,2,2024
-1,1709000100,1709002860,46.0,-1.002636987506244,1,2,2024
1,1709216100,1709217600,25.0,-1.0016532574719355,3,14,2024
1,1709468100,1709469120,17.0,2.2168641491105765,6,12,2024
-1,1709616600,1709618160,26.0,2.2209779880770215,1,5,2024
1,1710064800,1710065880,18.0,-1.0037138875409644,6,9,2024
-1,1710215100,1710216780,28.0,-1.00319871761592,1,3,2024
-1,1710416700,1710420960,71.0,2.2188675579751562,3,11,2024
-1,1710471600,1710473460,31.0,-1.0017465524609501,4,2,2024
-1,1710589500,1710591660,36.0,2.219485843473299,5,11,2024
-1,1710773100,1710775560,41.0,2.220436578489286,0,14,2024
-1,1710890100,1710891060,16.0,-1.0015117431538,1,23,2024
1,1710945900,1710947760,31.0,1.104726944483686,2,14,2024
-1,1711036800,1711038240,24.0,1.6576091823085335,3,15,2024
-1,1711242000,1711243560,26.0,-1.0027250824104728,6,0,2024
1,1711374300,1711375500,20.0,2.219018289032464,0,13,2024
1,1711402200,1711403280,18.0,0.08005220245156504,0,21,2024
1,1711545300,1711546260,16.0,-1.0035517237175968,2,13,2024
-1,1711683900,1711686420,42.0,0.8299171428571472,4,3,2024
1,1711808100,1711809600,25.0,-1.0083116210404983,5,14,2024
-1,1711840500,1711841460,16.0,-1.0065160194537914,5,23,2024
1,1711862100,1711864980,48.0,2.2152901593936707,6,5,2024
-1,1711984500,1711987260,46.0,-1.0027073427298527,0,15,2024
-1,1712026800,1712030640,64.0,0.3227996427804111,1,2,2024
1,1712381400,1712382540,19.0,2.2176059051665655,5,5,2024
1,1712506500,1712509260,46.0,-1.0035613367896754,6,16,2024
1,1712565000,1712567100,35.0,-1.0030021952594463,0,8,2024
-1,1712649600,1712651100,25.0,0.8422796809240737,1,7,2024
-1,1712754000,1712755020,17.0,-1.0022955618386173,2,12,2024
1,1712787300,1712788260,16.0,-0.43234094353566044,2,22,2024
-1,1712927700,1712928720,17.0,2.2179542172269007,4,13,2024
1,1713029400,1713030360,16.0,-1.0028978000743187,5,17,2024
1,1713079800,1713084240,74.0,-1.0019213014513424,6,7,2024
1,1713256200,1713260700,75.0,-1.002099493160754,1,8,2024
-1,1713571200,1713575760,76.0,-1.0021503656372033,4,23,2024
1,1713700800,1713702060,21.0,-1.004283544649517,6,11,2024
-1,1713906000,1713909840,64.0,2.218166895678968,1,20,2024
1,1714032000,1714033500,25.0,-1.004064698288192,3,7,2024
-1,1714146300,1714148640,39.0,0.33659837890783256,4,15,2024
-1,1714346100,1714348140,34.0,-1.004478508496608,6,23,2024
1,1714545000,1714546200,20.0,-1.0036213165513779,2,6,2024
1,1714651200,1714652520,22.0,0.307307329724561,3,11,2024
1,1714743900,1714745940,34.0,1.2737224026886,4,13,2024
-1,1714984200,1714986420,37.0,2.218440792532683,0,8,2024
1,1715076900,1715079900,50.0,-1.0033979612528603,1,10,2024
-1,1715176800,1715177820,17.0,1.0515111045169758,2,13,2024
1,1715325300,1715326380,18.0,-1.004402634755588,4,7,2024
1,1715410800,1715414940,69.0,-1.006550675206593,5,6,2024
1,1715564700,1715566440,29.0,2.2177429206528103,0,1,2024
1,1715589000,1715590020,17.0,-1.0027682484189702,0,8,2024
-1,1715690700,1715692020,22.0,-1.004273931684892,1,12,2024
1,1715767200,1715769660,41.0,2.217916796073177,2,9,2024
-1,1715847300,1715848920,27.0,2.2165641536236618,3,8,2024
-1,1715882400,1715884920,42.0,-1.002144011600266,3,17,2024
1,1716037200,1716039360,36.0,-0.23744620043673736,5,12,2024
-1,1716147000,1716148020,17.0,-1.0039714796246237,6,19,2024
1,1716221700,1716222660,16.0,2.2192319414370467,0,16,2024
1,1716464700,1716466680,33.0,-1.0045131782259498,3,11,2024
1,1716528600,1716531660,51.0,-1.0052265439224959,4,5,2024
1,1716564600,1716566880,38.0,0.6019477920653337,4,15,2024
1,1716822000,1716823680,28.0,-1.0040885422653962,0,14,2024
-1,1716905700,1716907800,35.0,0.1876364898002799,1,14,2024
-1,1716997500,1716999540,34.0,-0.6786587737253535,2,15,2024
-1,1717148700,1717149840,19.0,-1.0051387695061877,4,9,2024
1,1717321500,1717323240,29.0,2.211365416838908,6,9,2024
1,1717423200,1717424280,18.0,-1.0033885874908743,0,13,2024
-1,1717482600,1717483680,18.0,-1.0057475342873023,1,6,2024
1,1717509600,1717511220,27.0,1.180691080917864,1,13,2024
-1,1717650900,1717651980,18.0,-1.0082923642527484,3,5,2024
1,1717686000,1717688280,38.0,-1.0033490742581093,3,14,2024
1,1717729200,1717731120,32.0,2.21422228663447,4,2,2024
1,1717762500,1717763460,16.0,-1.0064848334943715,4,12,2024
-1,1717893000,1717896540,59.0,-1.0166717219817354,6,0,2024
-1,1717940700,1717943580,48.0,-1.0088103138460407,6,13,2024
1,1717988400,1717990680,38.0,-1.0092196040314718,0,2,2024
1,1718036100,1718038920,47.0,-1.0041263714724264,0,16,2024
-1,1718073000,1718073960,16.0,2.2183438299669427,1,2,2024
1,1718196300,1718199960,61.0,-1.0045662007304905,2,12,2024
-1,1718251200,1718255160,66.0,0.5730108083271532,3,3,2024
1,1718378100,1718379660,26.0,-1.0035316418699727,4,15,2024
1,1718455500,1718456460,16.0,-1.0113148899129512,5,12,2024
1,1718537400,1718541420,67.0,-1.0064101686422025,6,11,2024
-1,1718618400,1718620500,35.0,-1.0039370206516132,0,9,2024
1,1718649900,1718651040,19.0,-1.0021225970297492,0,18,2024
-1,1718676000,1718677020,17.0,-0.20076052407524128,1,1,2024
1,1719002700,1719004560,31.0,0.23128616608359878,4,20,2024
1,1719109800,1719112440,44.0,-1.0106129439444638,6,2,2024
-1,1719178200,1719181320,52.0,2.2153367808642015,6,21,2024
-1,1719248400,1719250380,33.0,-1.0020408288618403,0,16,2024
-1,1719410400,1719412380,33.0,-0.4128142695079726,2,13,2024
