impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,raw_24h,cont_24h,rev_24h,tail_cont,tail_rev,p_cont,p_rev,router_conf,router_side,selected_top20,selected_rev,bucket,is_fresh_aug,signal_id,aligned_ret30d,eff30d,rv30d,oriented_pos30d,aligned_ret60d,eff60d,rv60d,oriented_pos60d,aligned_ret90d,eff90d,rv90d,oriented_pos90d,rv30_90_ratio,accept_rate_10,accept_rate_20,mean_cont_10,mean_cont_20,same_dir_accept_rate_10,same_dir_mean_cont_10,accept_ewm20,accept_streak_signed,known_impulses_30d,filled,signal_net_R,gross_R,cost_R,outcome,fill_time,stop_frac,d7_aligned_ret30d,d30_aligned_ret30d,d7_aligned_ret60d,d30_aligned_ret60d,d7_aligned_ret90d,d30_aligned_ret90d,curve_ret30_60,curve_ret60_90,d7_eff30d,d30_eff30d,d7_eff60d,d30_eff60d,d7_eff90d,d30_eff90d,d7_rv30d,d30_rv30d,d7_rv60d,d30_rv60d,d7_rv90d,d30_rv90d,d7_rv30_90_ratio,d30_rv30_90_ratio,d7_oriented_pos30d,d30_oriented_pos30d,d7_oriented_pos90d,d30_oriented_pos90d
1.0,0.4836824167913967,3.0159216216718767,0.028927420893967118,-1.885187446517571,-0.05152570204832797,0.4677529255741822,-0.05753324121162552,-0.6087614290087209,0.7933533402912349,30645,2021-11-16 21:30:00+00:00,DEV_2021_2024,60393.02,60700.0,60321.05,60489.99,59916.8,-0.009475782687350387,-0.009475782687350387,0.009475782687350387,0,0,0.2008880398737261,0.3595465278816481,0.3595465278816481,REV,True,True,2021,False,232,-0.002859427865629103,0.00043198430763128254,0.0032998297762084,0.13654203935599293,0.2344765504303653,0.016742933647769045,0.0035568902479911606,0.6716510204081633,0.26428488846027137,0.013027617163434792,0.0034753186944149754,0.6716510204081633,0.949504222882179,0.4,0.45,-0.0056943766791610175,-0.002777630151693805,0.3,-0.008398764791827796,-0.19989503521656732,-1.0,21.0,True,-1.0800626269956464,-1.0,0.08006262699564648,SL,2021-11-16 22:15:00+00:00,0.006245111093184442,-0.19592987608891813,-0.2401954061616235,-0.15154216090017913,-0.032667765895535106,-0.10964616582365871,-0.4012641469495842,-0.2373359782959944,-0.029808338029906067,-0.02866016728633187,-0.031704624161455086,-0.011025838473208906,-0.002803414669901385,-0.0053830643147914775,-0.01806922472772001,1.0380807432974586e-05,-0.0004962974663797175,-1.5608013215076457e-05,-2.8251518279388127e-06,3.3707869421853963e-06,-0.00018067197656487354,0.0020680699101156552,-0.08882644702916143,-0.7808707736721223,-0.7170335831529001,-0.28653251071191777,-0.22683300871083845
1.0,5.155479469277847,3.6796958716781605,1.8839820617663756,-1.2749662907002686,1.849420829045472,3.665215012921596,-0.02971698798744881,0.8314696123025451,-0.5555702330196023,30880,2021-11-19 08:15:00+00:00,DEV_2021_2024,56377.79,57373.72,56377.79,57358.37,58474.04,0.019451044276719287,0.019451044276719287,-0.019451044276719287,0,0,0.26665623553518725,0.3335068645482517,0.3335068645482517,REV,True,True,2021,False,235,-0.13301009994973348,0.019755990700985448,0.0033507465709378607,0.03202985074626844,0.20144217816201337,0.014104197345725534,0.003611780816558861,0.5588163265306122,0.13601828930315368,0.006654791915039928,0.0035033392438175996,0.5588163265306122,0.9564436492557717,0.4,0.35,-0.0030464455217207196,-0.0053042084210942475,0.2,-0.008941217336412243,-0.4758748619400372,-3.0,23.0,False,0.0,0.0,0.0,NO_FILL,,,-0.29300431676801597,-0.4674623780614804,-0.16421730711546212,-0.06758621109087365,-0.16854078634259023,-0.555468395643016,-0.3344522781117468,0.06542388885885969,-0.004109679991141309,-0.024543607873907438,-0.012016412038014436,-0.0055235939523366265,-0.008261248726696679,-0.025608616395523316,2.098671729034666e-05,-0.0005027253626851669,1.918841661853422e-05,3.4987380111467254e-05,2.472064345971194e-05,-0.00014719464740725694,-0.0007638621698675685,-0.09914768298360088,-0.6603763757205977,-0.948441096774426,-0.28599727891156457,-0.4263566553474768
-1.0,-0.81370148494047,-3.018597778132655,-1.9089983044255467,-0.22440223317024896,0.5042717300924547,0.21329411368758971,-0.07017255243568289,0.6087614290087207,0.7933533402912352,31337,2021-11-24 02:30:00+00:00,DEV_2021_2024,56423.65,56555.2,56244.5,56267.79,57599.06,0.023659357572181516,-0.023659357572181516,0.023659357572181516,0,1,0.14209536526295227,0.35393016036723457,0.35393016036723457,REV,True,True,2021,False,241,0.07371999794431372,0.011032277309577667,0.0033567435072132546,0.8505342395673464,-0.29773637507742234,0.021730006823407994,0.00344327354915751,0.4119596460176992,-0.15756440979518802,0.007636014708173235,0.003552889841005578,0.3958455782312925,0.9447924527440997,0.4,0.4,-0.0006434116695079872,-0.0031688941743345024,0.4,-0.0018067408136976048,-0.23557501646182596,-2.0,25.0,False,0.0,0.0,0.0,NO_FILL,,,0.036116394373546044,0.4451763709660498,-0.05701566121833507,-0.06645196733792061,0.13273227266158968,0.2708495549546196,0.37145637302173606,-0.14017196528223433,0.005341853449176721,-0.04188615896029987,0.004555818510649033,0.005153054557566816,-0.006662834597621573,-0.012340365793113088,5.933544020627745e-05,-0.00016924454724944697,-0.00011864040917749239,-0.00020353804352540774,7.377558426030842e-05,-8.539938315537581e-05,-0.002979831714221115,-0.02434107051939216,0.05380257588219439,0.6505590014721083,0.09287074829931974,0.22439344379617487
1.0,0.8256924395085176,2.7692253978203474,-1.4633044316254185,-1.7190848980621694,0.34076263027372394,0.1778630289317909,0.007016837411857083,-0.6087614290087209,0.7933533402912349,32277,2021-12-03 21:30:00+00:00,DEV_2021_2024,53714.11,53949.99,53650.9,53860.84,48722.17,-0.09540642143717026,-0.09540642143717026,0.09540642143717026,0,1,0.24440215986212627,0.369429522455597,0.369429522455597,REV,True,True,2021,False,250,-0.17068350222707884,0.024811972691532912,0.0033644253770046674,0.07116512702078533,0.07496295472895559,0.0054513014647486575,0.0034024679355856417,0.21309475535746364,0.058215988271880834,0.002758495194778015,0.0036127142724223893,0.452808843537415,0.931273586368833,0.2,0.3,-0.012263851182364349,-0.007950990965873855,0.3,-0.008198111155941313,-0.6360629707043097,-4.0,25.0,False,0.0,0.0,0.0,NO_FILL,,,-0.09429540174472144,-0.41632995918311333,-0.15808379122462304,-0.15393653577000413,-0.046528656091741116,-0.4329993505635836,-0.24564645695603443,0.016746966457074755,0.013410401050111024,-0.010932414767979032,-0.011661293038779736,-0.010639850277179844,-0.0023023495891343966,-0.02069929006753868,1.0280608817712922e-05,-7.414545020479734e-05,-7.600216145889349e-06,-0.00032776131459923445,5.475230987566542e-05,4.4811272442230304e-05,-0.011441598193207558,-0.032477621897923914,0.021169643149817563,-0.6989714654913229,-0.04633843537414961,-0.39954359962744523
-1.0,-2.645537027382447,-3.2096258106396136,-2.246972648559138,-2.4156149255587867,0.9722168605584125,1.7189625956675425,0.013698306266426577,0.8314696123025451,0.5555702330196024,32302,2021-12-04 03:45:00+00:00,DEV_2021_2024,52467.29,52555.64,52000.0,52000.0,49170.79,-0.05440806645998719,0.05440806645998719,-0.05440806645998719,1,0,0.2209188757390479,0.3942235990009415,0.3942235990009415,REV,True,True,2021,False,251,0.1634119190252041,0.02359902404635299,0.0033802435265079004,0.91729792147806,-0.07398302000626367,0.005371687782429517,0.0034077106357458292,0.797890719164323,-0.057093049607820266,0.0027001000950623586,0.003617303270834658,0.5403945578231293,0.9344650623468299,0.2,0.3,-0.012263851182364349,-0.007950990965873855,0.4,-0.0009265253372187198,-0.6360629707043097,-4.0,25.0,True,-1.046542887481103,-1.0,0.04654288748110292,SL,2021-12-04 04:45:00+00:00,0.01074277998336496,0.083043445601432,0.4008068580566718,0.1763407524602772,0.14652194862676063,0.035599263874718616,0.36731198420700306,0.23739493903146777,-0.0168899703984434,0.011613745540362114,-0.011066028861643842,-0.013002041083138575,-0.010134696502816374,-0.0017714954185837038,-0.01765708188117819,1.8532527101522943e-05,-5.3304673750774034e-05,-4.137240303476314e-06,-0.00032207374552340124,5.549036677563379e-05,6.392153560481374e-05,-0.00935514661905601,-0.031811137650742616,-0.026298852715488374,0.6683586628804717,0.042920068027210934,0.377657331545757
-1.0,0.8882316644709115,-2.4069835449713732,-0.9519335512556354,-5.492927547420951,1.0762330266711928,1.3198424785132397,0.07576179555185203,0.06540312923014312,-0.9978589232386035,32334,2021-12-04 11:45:00+00:00,DEV_2021_2024,46331.58,46783.45,46250.0,46489.67,49242.58,0.059215748190027506,-0.059215748190027506,0.059215748190027506,0,1,0.263421044697529,0.46205634402195367,0.46205634402195367,REV,True,True,2021,False,252,0.2674362369769492,0.03711994269486138,0.0038173022033191613,0.8011007529713295,0.05402271114085297,0.003846954073778211,0.003629770751136874,0.8011007529713295,0.05695181770337801,0.0026578933747343266,0.0037603611478210976,0.7356965986394559,1.0151424433078875,0.2,0.3,-0.012263851182364349,-0.007950990965873855,0.4,-0.0009265253372187198,-0.6360629707043097,-4.0,25.0,False,0.0,0.0,0.0,NO_FILL,,,0.15847115639115986,0.4808497628130455,0.3223988579361208,0.2645071304144242,0.17786453900765425,0.49342819809361516,0.2134135258360962,-0.002929106562525041,0.020843448148826656,0.005911524340405882,-0.01584679685067275,-0.010952154983684981,-0.0031718458885662305,-0.018309471311917527,0.00046001315898681894,0.000387325936397653,0.00021617241580709507,-0.00010104608179605607,0.00019737956239268637,0.00021091770996488563,0.0728728963467955,0.04880044435124531,-0.11982698896415411,0.5081041723810421,0.2501734693877553,0.5493757957197478
1.0,1.0853445301031972,2.588534583458689,-0.37074984763927066,0.13146515711151868,-0.2515814049086062,0.5516861492020303,0.031814733784819714,0.25881904510252074,0.9659258262890683,32963,2021-12-11 01:00:00+00:00,DEV_2021_2024,47746.28,48053.65,47655.45,47952.6,49366.59,0.02948724365310751,0.02948724365310751,-0.02948724365310751,1,0,0.20442935832224934,0.3729773385769644,0.3729773385769644,REV,True,True,2021,False,259,-0.31806728806827755,0.041376710406453056,0.004044081066588423,0.20448357315445917,-0.19101948384346887,0.013254140289960283,0.0037103687683045926,0.18480612747549047,0.04081356191236062,0.0018824853560711057,0.003753317732316077,0.25136088435374154,1.0774683506724925,0.4,0.3,0.0003031279234318784,-0.0060735230738623025,0.3,-0.015202299750590342,-0.32336852482471273,-2.0,29.0,True,-1.0604617026619783,-1.0,0.06046170266197824,SL,2021-12-11 01:30:00+00:00,0.00826969764307396,-0.1593016401659509,-0.4451150922930862,-0.2770776548730476,-0.549900333824107,-0.028018605467203493,-0.3386476902822664,-0.12704780422480869,-0.2318330457558295,0.01837733944283476,0.022484709579501154,0.006998439487865288,-0.012391984108820506,-0.0013759746204419032,-0.01671035863892828,0.0006707636539258926,0.0007023543162428033,0.0003055916352566767,0.000112612782484596,0.0001381325156973555,0.00026376393767788085,0.14437164592949459,0.11983108613732962,0.08239119440157237,-0.5036243562152917,-0.23144999999999993,-0.5985132653061225
-1.0,-0.32451303061795767,-2.4565374172170555,-1.2053029958470796,-1.1016615266789713,0.4472126969871171,-0.34789875319749114,-0.02449687572597885,-0.19509032201612792,-0.9807852804032305,34738,2021-12-29 12:45:00+00:00,DEV_2021_2024,46886.74,46982.93,46808.3,46824.23,47514.17,0.014734679032629039,-0.014734679032629039,0.014734679032629039,0,0,0.15017407891619705,0.3538436562903286,0.3538436562903286,REV,True,True,2021,False,268,0.17527494583251418,0.023420083495631856,0.00389111345583679,0.6659629998562007,0.25485418170610635,0.018076562117210315,0.003595008624350528,0.7874920832453696,-0.1028468121467287,0.0048856435778193265,0.003572040358133383,0.7874920832453696,1.089325165931256,0.5,0.45,0.0050352136479580815,0.00266917078569498,0.3,0.00769514878378198,0.08248998555076932,2.0,23.0,True,1.3661830298345052,1.5,0.1338169701654948,TP,2021-12-29 13:15:00+00:00,0.00373644687502368,0.020514519302392203,0.09569570995892214,0.026420778552003754,0.5329759396853491,0.004755154525415806,0.07964609259496927,-0.07957923587359217,0.35770099385283505,0.003881375178093678,0.011389307966727595,0.0022492418312546336,-0.0024235169281351422,-8.007578293404809e-05,-0.0038820376709277427,-0.0002042963897716625,0.0006189798930290218,-9.510690370336666e-05,0.00019429462800437444,-0.00011133971386988054,-5.691394171387747e-06,-0.022536701579228824,0.17474190778176957,0.06620434773537753,-0.10367639097269477,0.0807662226981497,0.37535909004809065
-1.0,-0.7559262019633509,-2.690735144550849,-1.4417840521748782,-0.24594146309373596,0.4762099692731889,0.353577530678044,-0.01355188726924182,0.8660254037844386,0.5000000000000001,36719,2022-01-19 04:00:00+00:00,DEV_2021_2024,41706.41,41807.97,41587.53,41612.38,41895.54,0.006804947663399119,-0.006804947663399119,0.006804947663399119,0,0,0.16444727110974353,0.3641858467110151,0.3641858467110151,REV,True,True,2022,False,287,0.10048720638473999,0.0166836398384807,0.002928887310969379,0.7892337996462452,0.32792392417150457,0.023605478615991944,0.0035659188145794104,0.8713669837132527,0.4233904501626705,0.020497761225221678,0.0034947270874549816,0.9106810902896081,0.8380875638281464,0.5,0.45,-0.002320403010555927,-0.0010704640928144327,0.3,-0.006771336372828651,0.27753483206251867,2.0,20.0,False,0.0,0.0,0.0,NO_FILL,,,-0.037591520667845296,-0.1269495114020245,-0.07590934373668012,0.005020680393574117,0.11144959028456736,0.5392227799173334,-0.22743671778676458,-0.09546652599116595,-0.004045200561489753,-0.012220123003316138,-0.004440012595985674,0.001537714691889576,0.0057039364477079885,0.015234714061722613,-0.0003041423433662411,-0.0011762559988780538,-0.0001141859639765758,-0.00017979023969593973,-6.930212690745442e-05,-0.00025290015809618016,-0.06904014469541353,-0.2573104149117833,0.021822640295867557,0.05212076353756523,0.009248040885860287,0.1535385732828054
-1.0,-2.9140686525097035,-2.9845348070536177,-2.298512056943535,-4.436235240389165,2.0577886776889542,3.607635310133152,0.024493819102821092,-0.8660254037844386,0.5000000000000001,36975,2022-01-21 20:00:00+00:00,DEV_2021_2024,37984.11,38172.05,37601.16,37645.36,35277.56,-0.06289752575084961,0.06289752575084961,-0.06289752575084961,1,0,0.280254957277989,0.3420055114772491,0.3420055114772491,REV,True,True,2022,False,293,0.23953108137786827,0.038971336980648336,0.0030422020071921765,0.9558137432188066,0.39310971271002404,0.028063991481198917,0.0035778106601772205,0.9707080580389048,0.4661609429903201,0.022654089783149593,0.0034864787852908015,0.9796960690316395,0.8725714953514141,0.4,0.35,-0.015061032794387575,-0.010456218490780534,0.3,-0.00801161722167656,-0.48209636031700437,-4.0,23.0,False,0.0,0.0,0.0,NO_FILL,,,0.11320932108952034,0.0859524500457125,-5.346213819368284e-06,0.16647985109757216,0.12133107769615226,0.5602243936865188,-0.15357863133215577,-0.07305123028029609,0.019262802215571324,0.01943525135168411,0.0009249403472985918,0.012359616534451612,0.006187743528010443,0.018309040233848203,-6.64389836423653e-05,-0.0010008191203181608,-0.00011757285143086226,-0.00011070729998049166,-5.1528197590113445e-05,-0.0001929469600662091,-0.006070351845633981,-0.2262470180027798,0.2375101574333104,0.34224081206342605,0.0990739225239734,0.26384752534231903
1.0,6.662509634487038,2.976147836846286,-0.0006441750076190524,-1.7388324031170022,1.8505942361173868,6.823923215553511,0.028433221270555836,-0.8660254037844386,0.5000000000000001,37071,2022-01-22 20:00:00+00:00,DEV_2021_2024,34528.61,35400.0,34415.95,35277.56,35284.44,0.00039551477736776697,0.00039551477736776697,-0.00039551477736776697,0,0,0.23721334358206353,0.3665339445667976,0.3665339445667976,REV,True,True,2022,False,295,-0.37944778815833047,0.05887460939818753,0.0032403782536768195,0.03477544247787599,-0.5050471015682685,0.035580506156296085,0.003635226454755436,0.024762414880921825,-0.5587021372624722,0.026757265063200034,0.003546225943053027,0.017968106995884716,0.9137540319518118,0.5,0.5,0.009105332709702707,0.004534052860472976,0.4,-0.012900819759884507,0.2525504232162539,3.0,25.0,False,0.0,0.0,0.0,NO_FILL,,,-0.2794791902069958,-0.2538484747483925,-0.17564339897180103,-0.3257927524641267,-0.22275411089870256,-0.7456081553486149,0.12559931340993802,0.05365503569420371,0.04303260984092943,0.042667144576277016,0.012502612670006921,0.02316279233332152,0.010674193938835841,0.01804887204671983,0.00017570767171511906,-0.000750336849731875,-8.465648533142155e-06,-5.397080683790679e-05,1.2203829443476269e-05,-9.128837704465041e-05,0.04656348151365053,-0.18334545748787034,-0.26445514121725194,-0.4606960322384802,-0.10884041089167923,-0.3314410965439382
-1.0,-0.48430057072041166,-2.688306416339215,-0.00899063656358176,0.18216035919626647,-0.5419279084895237,-0.646155787989247,0.015906768225429954,-0.19509032201612872,0.9807852804032303,43900,2022-04-03 23:15:00+00:00,DEV_2021_2024,46575.56,46575.56,46478.1,46509.02,46806.29,0.0063916633805658485,-0.0063916633805658485,0.0063916633805658485,0,0,0.12566076837481718,0.34581775701991424,0.34581775701991424,REV,True,True,2022,False,347,-0.20167738617391656,0.035693697769530915,0.0030720737630598213,0.08166588731689794,-0.24504854124980963,0.018981108117101388,0.0034813252433573082,0.0649840346823809,-0.021860355866602215,0.0010781927633357286,0.003560252229223313,0.05900539984167785,0.8628809323798976,0.4,0.5,0.0020955293558997056,0.00923323710015302,0.6,0.004119987913633427,-0.18184320384521577,-2.0,14.0,True,-1.2383556843833388,-1.0,0.23835568438333885,SL,2022-04-03 23:30:00+00:00,0.002097705373771863,-0.01738406046362556,-0.15830623109802347,0.008003112079355501,-0.42486557155712396,-0.10994619927015004,-0.2538080915328695,0.043371155075893064,-0.22318818538320742,0.006549523573588966,0.029719630763053288,-7.288873258793141e-05,0.006685736397550154,-0.003217727132368389,-0.009721301281114696,-0.00043183919185895304,-0.0007750164340356298,-8.417666017636631e-05,-0.00029899993361140985,-3.1896067895293995e-05,-7.772174718245978e-05,-0.11255567688520163,-0.1946005729980711,0.06126284701286733,-0.5418122041576311,-0.18014461696215156,-0.6418614901156164
1.0,4.2536415842494115,2.726776291218844,-0.38986132966072357,0.22531940295201308,0.9477911482274108,3.0387739665985736,0.0005260747171076648,-0.7518398074789772,0.6593458151000691,46578,2022-05-01 20:45:00+00:00,DEV_2021_2024,37903.87,38349.98,37903.86,38313.23,38316.36,8.169501762167464e-05,8.169501762167464e-05,-8.169501762167464e-05,0,0,0.19483487172575337,0.3249748940562068,0.3249748940562068,REV,True,True,2022,False,373,-0.20395597393837933,0.04112186584603244,0.0025417076287809915,0.0419070704821073,-0.14493195913866738,0.013472995699393498,0.002854045515914552,0.059164428301633994,-0.01595129097874227,0.0008899847629954129,0.0032078811874443926,0.25134847081966866,0.7923322218819088,0.4,0.55,-0.006027887114125041,-0.0007825432159872192,0.5,-0.005772463640173253,-0.49469933235022684,-4.0,25.0,False,0.0,0.0,0.0,NO_FILL,,,-0.09115001903641647,-0.2629799887380914,-0.19895290820092476,-0.3329366420983043,-0.11203499678225116,0.004715148762658397,-0.05902401479971195,-0.12898066815992512,0.017547069297447045,0.030940791126001097,0.008848759655650379,-0.0010298322768293594,-0.004308117793689852,-0.00012962055324783383,9.137580944003571e-05,-0.0005930499308476221,-0.0003337916674991002,-0.0006390971806843554,-7.310993341381241e-05,-0.00034822359703053345,0.045505507306702775,-0.0891821736764532,-0.07900768121497512,-0.7924212931371208,-0.1367125867852741,-0.6289501279191245
-1.0,-0.7278463646344848,-3.386363116221984,-1.6272195721692075,-1.732443969838518,0.8506858412142126,0.5093653621059124,0.009169744609030053,-0.9914448613738104,-0.13052619222005163,47237,2022-05-08 17:30:00+00:00,DEV_2021_2024,33987.97,33988.92,33813.48,33921.06,31811.75,-0.06218262701184085,0.06218262701184085,-0.06218262701184085,1,0,0.1644548090263014,0.32967832513232603,0.32967832513232603,REV,True,True,2022,False,382,0.23219421367740742,0.047211467965284554,0.00259480603770977,0.9648622343456852,0.20233629119669266,0.01958550011569921,0.0027743095880626814,0.9764482283059034,0.23092523524822053,0.012981398455990759,0.0031937089175016514,0.9764482283059034,0.8124741811910692,0.4,0.45,-0.003648678823345919,-0.004596876304640935,0.3,-0.0015573494881499284,-0.28700929907770545,-2.0,29.0,True,1.4035757523939782,1.5,0.09642424760602186,TP,2022-05-08 18:00:00+00:00,0.0051854176974544955,0.047418530392208585,0.2620521361581222,0.06421461323547595,0.20360526962587955,0.24717932766787726,0.28101554262204104,0.029857922480714755,-0.02858894405152787,0.00994041495876763,0.04169524633849749,0.006748498527849672,0.019486906212399954,0.012074501552328058,0.010482030132776033,5.225739630824143e-05,-0.0003473750219584637,-8.068972116028307e-05,-0.0006798150827566091,-1.4595835562414023e-05,-0.00033216442074618683,0.019984428160816026,-0.02198037160076005,0.08388412099406439,0.5301354307454428,0.28372578830924955,0.6737342955096077
-1.0,4.472245563379164,-2.723003048833171,-4.42146967271836,-3.6236162183519722,3.186215078192919,5.954276028098967,0.0455886405272325,-0.9807852804032304,0.1950903220161283,47338,2022-05-09 18:45:00+00:00,DEV_2021_2024,30415.9,31084.6,30399.99,30786.98,31624.51,0.02720436600289,-0.02720436600289,0.02720436600289,0,1,0.26867214942157625,0.3962924497916411,0.3962924497916411,REV,True,True,2022,False,386,0.3086845548489176,0.06032470078763381,0.0027122781596870455,0.978396976704834,0.22516669837837636,0.021588364883523933,0.002794132235491639,0.9844035779274269,0.31752810782531327,0.017793299249776674,0.0032052615366591104,0.9844035779274269,0.8461955845619049,0.6,0.45,0.00792321963193059,-0.0042660687821752695,0.5,0.011382680245321464,0.3410512388722147,3.0,32.0,True,1.4777649501175851,1.5,0.022235049882414905,TP,2022-05-09 19:30:00+00:00,0.02248701948698736,0.11955744874095289,0.3922024113194589,0.12534775087984512,0.2163231454019807,0.30466687028720996,0.3288918423169619,0.08351785647054125,-0.09236140944693691,0.02231141764452793,0.04460502908322088,0.012275441243311537,0.020893571727963984,0.017075247699873484,0.017223139701046945,0.00016137889298672992,-0.00015976369192930578,-5.053223975566351e-05,-0.0006305729276588358,-2.12407157453888e-07,-0.00030850292873147887,0.05040085610340006,0.028826668715379644,0.07625007079266499,0.4504934069285139,0.27632804048608905,0.6168077351573024
-1.0,-1.5144720991200007,-2.824048374635801,-5.102240740354452,-3.349695836353962,1.6749158993066748,2.8977742560861413,0.10476192672086834,0.9469301294951056,0.3214394653031617,47570,2022-05-12 04:45:00+00:00,DEV_2021_2024,27951.69,28004.77,27506.61,27793.62,30471.6,0.09635193387837426,-0.09635193387837426,0.09635193387837426,0,1,0.31805430558253756,0.4707541044743328,0.4707541044743328,REV,True,True,2022,False,399,0.3359319662163223,0.05394132552827131,0.0036539865924315024,0.9591106576262259,0.32192004396400287,0.027889838351768625,0.003284153393295914,0.9695586929375579,0.42255592364007566,0.022617035267650295,0.0034567925067083304,0.9695586929375579,1.0570453926119352,0.4,0.5,-0.014001006837358831,0.000306765243482171,0.7,0.025196217306066037,-0.23954293890828512,-1.0,40.0,True,-1.0276462783041593,-1.0,0.02764627830415932,SL,2022-05-12 05:00:00+00:00,0.018085616968008898,0.17544036584452075,0.3499438884686416,0.33277350420229895,0.23529608654024953,0.48571812547369414,0.35312147416763867,0.014011922252319453,-0.10063587967607279,0.021193244117634485,0.05130494234620544,0.026862899389162018,0.02093508092018905,0.01906255662854535,0.01910424436155708,0.0011359208042184708,0.0007882708230476793,0.00046785162772698067,-6.918397528932023e-05,0.0002673106858057314,-2.535089260472488e-05,0.2675548328255063,0.2340707356954046,0.19786353373106857,0.1652378772176818,0.35947083321313666,0.41676013184771565
-1.0,0.19133260781608502,-3.220507533194929,-2.8034767967715366,-3.2006235453645098,2.31861305310218,3.005907115829286,0.15294054476191857,0.8660254037844387,-0.4999999999999998,50655,2022-06-13 08:00:00+00:00,DEV_2021_2024,24811.59,24941.17,24576.45,24825.14,22709.75,-0.0852112355504282,0.0852112355504282,-0.0852112355504282,1,0,0.33987064438348874,0.4074212205424204,0.4074212205424204,REV,True,True,2022,False,421,0.1512532759945606,0.024028854390773534,0.003154133223227414,0.9380837444992663,0.4849116765624633,0.036987622781421446,0.003635607817328932,0.9743134543040495,0.41078297596917035,0.022284042989460365,0.003386715364161531,0.9800638389958882,0.9313251584720351,0.4,0.4,0.003021577552699395,-0.0030513932010178546,0.5,0.0030854019381153287,0.0010837838745892286,2.0,14.0,True,-1.033783148716824,-1.0,0.03378314871682409,SL,2022-06-13 08:15:00+00:00,0.01480027821536359,0.01708438833392853,-0.1824051245733422,0.1566075542757468,0.22538197658785347,0.21240402090258187,0.04804630477396099,-0.33365840056790275,0.07412870059329296,0.006934535788517694,-0.02492729317817998,0.011273867595761187,0.015608325589013695,0.011456710749867115,0.0034783882423097996,-0.0011203246555779294,-0.0009060054868080605,0.00010235806982914278,0.00013839969011621676,1.6173360509331124e-05,-0.00021723892616144639,-0.3368560047277388,-0.1952536999051101,0.42650672492546493,0.11048974105861764,0.19476017921991973,0.11064089308284286
1.0,8.09233712448853,3.064248040276713,-1.2618504265157862,-3.616611288159992,2.2038222672869408,7.202319756906251,0.12012246968585978,1.2246467991473532e-16,-1.0,50671,2022-06-13 12:00:00+00:00,DEV_2021_2024,23729.43,24376.09,23657.01,24353.31,21950.0,-0.09868477783298357,-0.09868477783298357,0.09868477783298357,0,1,0.32531900876770137,0.4809626372191113,0.4809626372191113,REV,True,True,2022,False,422,-0.19624416330643374,0.03077421598642888,0.003211579439862437,0.00898269655092307,-0.5425142436375913,0.04108486516596698,0.0036630255616420366,0.004031165311653041,-0.4831538109981708,0.026080014109578248,0.003406072215368554,0.00316984292987736,0.9428982231707991,0.4,0.4,0.003021577552699395,-0.0030513932010178546,0.3,-0.01882272193031198,0.0010837838745892286,2.0,14.0,False,0.0,0.0,0.0,NO_FILL,,,-0.05688505820562323,0.15002591702472395,-0.2157141665180659,-0.2556045959458541,-0.2699341356955581,-0.1016871275838474,0.3462700803311575,-0.05936043263942048,0.013047030720117956,-0.01994036950076743,0.01550099363203724,0.01746881128180753,0.014425331909569834,0.006317175376719119,-0.0010645220617791214,-0.0008528901720790609,0.00012938151609262136,0.00016377440412494206,3.873843854722801e-05,-0.00019934495460748308,-0.32697930755562765,-0.18442475231958266,-0.49027521395371876,-0.13478297068918507,-0.2162892130705396,-0.10571556524440409
1.0,7.350139958145649,6.3027183183423725,-1.3746384457817007,-4.68214377203597,2.4088651233387957,10.468852394215197,0.09477184794807175,-0.8660254037844384,-0.5000000000000004,50687,2022-06-13 16:00:00+00:00,DEV_2021_2024,23271.53,24138.58,23123.97,23845.56,22538.18,-0.05481984350847002,-0.05481984350847002,0.05481984350847002,0,1,0.39851694182893505,0.4889979687426104,0.4889979687426104,REV,True,True,2022,False,423,-0.23938530990741025,0.037027083633972564,0.003295831044342483,0.024787223186039334,-0.5708411488087353,0.04291001475791894,0.003699877628530856,0.01192039654495482,-0.5386920562495665,0.02892643577876232,0.003433532302420283,0.009491657626620544,0.959895161615129,0.4,0.4,-0.01460814171083893,-0.011578682565103127,0.3,-0.027861190385029343,-0.19913297290032855,-1.0,15.0,False,0.0,0.0,0.0,NO_FILL,,,-0.10179936906595227,0.09207052899391477,-0.24926497847180756,-0.2715344024665789,-0.326732238974748,-0.1546252569053579,0.331455838901325,-0.03214909255916876,0.019552591578199635,-0.011445020329002922,0.017717104187009718,0.018291291923903892,0.017330852540540016,0.009045145757631417,-0.0009828435982639516,-0.0007680557224109415,0.000167036934965364,0.0001995717295252713,6.739921853176527e-05,-0.00017359807171353752,-0.31119975233395336,-0.16673081117890542,-0.4717233516368257,-0.1178252123017955,-0.2073550010734908,-0.09852031454255336
