impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,raw_24h,cont_24h,rev_24h,tail_cont,tail_rev,p_cont,p_rev,router_conf,router_side,selected_top20,selected_rev,bucket,is_fresh_aug,signal_id,aligned_ret30d,eff30d,rv30d,oriented_pos30d,aligned_ret60d,eff60d,rv60d,oriented_pos60d,aligned_ret90d,eff90d,rv90d,oriented_pos90d,rv30_90_ratio,accept_rate_10,accept_rate_20,mean_cont_10,mean_cont_20,same_dir_accept_rate_10,same_dir_mean_cont_10,accept_ewm20,accept_streak_signed,known_impulses_30d,filled,signal_net_R,gross_R,cost_R,outcome,fill_time,stop_frac,d7_aligned_ret30d,d30_aligned_ret30d,d7_aligned_ret60d,d30_aligned_ret60d,d7_aligned_ret90d,d30_aligned_ret90d,curve_ret30_60,curve_ret60_90,d7_eff30d,d30_eff30d,d7_eff60d,d30_eff60d,d7_eff90d,d30_eff90d,d7_rv30d,d30_rv30d,d7_rv60d,d30_rv60d,d7_rv90d,d30_rv90d,d7_rv30_90_ratio,d30_rv30_90_ratio,d7_oriented_pos30d,d30_oriented_pos30d,d7_oriented_pos90d,d30_oriented_pos90d
-1.0,-2.4590044519388776,-2.71026016487471,-0.9921662635935519,-2.128505002597663,1.2187967502991717,1.795306574826616,0.02992584214375842,0.9978589232386035,0.06540312923014327,5394,2021-02-26 05:45:00+00:00,DEV_2021_2024,46223.69,46414.31,45502.69,45517.53,47803.71,0.0500690289921768,-0.0500690289921768,0.0500690289921768,0,1,0.2409916265054947,0.36193050883433875,0.36193050883433875,REV,True,True,2021,False,24,-0.39241161862430285,0.03230214098258646,0.006314316458480719,0.38912125554943355,,,0.006986676110110787,0.3748077610280981,,,0.006986676110110787,0.3748077610280981,0.9037654471119592,0.4,0.4,-0.017630887720980724,-0.007768421151088861,0.2,-0.018919750884698994,-0.204559617948212,-1.0,19.0,False,0.0,0.0,0.0,NO_FILL,,,-0.021700886957856935,,,,,,,,0.0005239392455978001,,,,,,0.00034492692188168705,-0.0013713849499324597,7.960262764771051e-05,,7.960262764771051e-05,,0.039522500840257435,,0.32801410388720853,-0.34807483706995856,0.3154972370893412,
-1.0,-0.3299167060160787,-2.6391872860325565,-0.6828693861480178,-0.11983262371666527,0.4510253515027906,0.1890128772509553,-0.031572085012952875,0.8660254037844386,0.5000000000000001,5963,2021-03-04 04:00:00+00:00,DEV_2021_2024,49574.89,49811.66,49338.54,49485.62,47138.01,-0.0474456360296569,0.0474456360296569,-0.0474456360296569,1,0,0.15395479761358424,0.34960717001629343,0.34960717001629343,REV,True,True,2021,False,26,-0.4116897352811789,0.034904737950508746,0.005861722646254098,0.29854503315521785,-0.44665857778627555,0.016218175735804353,0.006922389030852146,0.24549942427571236,,,0.006882840545104024,0.24549942427571236,0.8516429529118935,0.4,0.35,-0.01921348260874529,-0.015236035473110093,0.3,-0.021336472260235363,-0.34046690461852064,-2.0,21.0,True,1.447952887216774,1.5,0.052047112783225956,TP,2021-03-04 04:45:00+00:00,0.00960668081786744,0.02115143567546135,-0.3767208927760823,,,,,0.03496884250509663,,-0.0010462745802510554,0.032683923117725534,,,,,-0.00039987439416800264,-0.0019785957350417363,-6.976156973349367e-05,-0.000793963990358742,-0.00010931005548161545,,-0.043875092694511175,,0.028863180060107574,-0.2951807266132337,-0.01426241115978677,
-1.0,-0.6065706499938499,-2.7744557137562627,-2.0381408014739057,-1.5391256679228895,1.3954745687594012,0.6461623082568745,-0.09632581723741604,0.25881904510252074,0.9659258262890683,10265,2021-04-18 01:00:00+00:00,DEV_2021_2024,59386.59,59665.43,59256.99,59271.37,57060.23,-0.03730552587100211,0.03730552587100211,-0.03730552587100211,1,0,0.17985247692273282,0.32916356272592795,0.32916356272592795,REV,True,True,2021,False,47,-0.05228632013010509,0.007856189951251112,0.0032238058300428254,0.31576189274692845,-0.21028463275083173,0.011765937819784559,0.004496333038022406,0.20844330557335045,-0.4961191023259793,0.016672046362613192,0.00507085674176661,0.12652260859904452,0.6357517071010174,0.3,0.4,-0.0008969047985488921,-0.0034800884326326663,0.2,-0.010620512131513393,-0.578845718165028,-3.0,11.0,True,1.4276917662324948,1.5,0.07230823376750523,TP,2021-04-18 01:15:00+00:00,0.0069148418367908785,-0.011393659482579262,0.10571199249062158,0.027630874292938423,0.23354814944504257,-0.02570697728672089,,0.15799831262072664,0.2858344695751476,0.002265260251816759,-0.0062295572127873365,-0.001030542956077428,-0.007445846675390623,0.0023750164895116194,,-0.0003599962430295375,-0.0022571086829738436,-0.00015850189446819755,-0.0012805834189932395,-0.0006313432020507827,-0.0014023129265453562,0.007257071980742769,-0.21096092270186373,0.1673785087848526,0.07074438054145182,0.07517963714969,-0.010426729954672087
1.0,2.2100842125658096,2.76475071497768,-0.4333916196912349,-0.6816907702395207,0.7823667534825471,0.9144169429351022,0.041190163873910515,0.25881904510252074,0.9659258262890683,10639,2021-04-22 01:00:00+00:00,DEV_2021_2024,54070.0,54524.84,54034.72,54504.74,51045.76,-0.06346200348813691,-0.06346200348813691,0.06346200348813691,0,1,0.26732226734249337,0.3506718649016098,0.3506718649016098,REV,True,True,2021,False,55,-0.02198213607388333,0.0030793888581304406,0.003621091656500766,0.20949381829474212,-0.058276169362106674,0.0031996871981748863,0.004629934546522305,0.47816463805253034,0.5210809351641058,0.01763896766802553,0.0050553901415416255,0.6832521386512609,0.7162833243561545,0.2,0.25,-0.00887860249119785,-0.006806669974398017,0.5,0.00010047089047392488,-0.7244240592594052,-5.0,19.0,False,0.0,0.0,0.0,NO_FILL,,,-0.12369756772057247,0.014311897214340029,-0.3541116765581051,-0.6013392406000958,0.05356251810584994,,0.036294033288223344,-0.5793571045262125,-0.011607313377276426,-0.00019784026259496304,-0.01313259266202806,-0.021040963368607748,0.0023322445607871865,,0.00023554789098918913,-0.0018342058310676342,7.450622151318215e-05,-0.0010070717197551348,-0.00012859818045225704,-0.0013042596644504698,0.06320628111748106,-0.14151508498839627,-0.6478105478551884,-0.4080905586952813,-0.2595711587601379,-0.10300164316044946
-1.0,-1.3352783031297193,-2.561383552034437,-0.6939601075571005,-1.1771608344416769,1.21871866585252,0.8090916423079393,0.043324931739682306,0.7933533402912352,-0.6087614290087207,10669,2021-04-22 08:30:00+00:00,DEV_2021_2024,53659.74,53822.99,53364.21,53399.96,48287.71,-0.09573525977636321,0.09573525977636321,-0.09573525977636321,1,0,0.2246005886124924,0.33711657237264747,0.33711657237264747,REV,True,True,2021,False,56,-0.004294811362150116,0.0005990897302440082,0.003642834164323437,0.7260446790753641,0.039090558693719836,0.002146633579016666,0.00462849231138691,0.47928251121076226,-0.5792917704305649,0.019700296621533192,0.005026089280770573,0.2941187702668854,0.7247850089453519,0.2,0.25,-0.00887860249119785,-0.006806669974398017,0.1,-0.008242628571199983,-0.7244240592594052,-5.0,19.0,True,1.4420522145690744,1.5,0.05794778543092565,TP,2021-04-22 08:45:00+00:00,0.00862845743425355,0.1429664911334842,-0.04768018141802003,0.32289693133311964,0.6140875177621345,-0.11037153215854245,,-0.043385370055869954,0.6183823291242847,-0.020886801044824245,-0.0033302913222587145,-0.013513610907661056,-0.02371180649537785,0.0043165372558700305,,0.00030972114475366803,-0.0017955023791538533,7.195868206913425e-05,-0.000962036874780468,-0.00015062332150686877,-0.0013262525336420455,0.08091827813564845,-0.13133021633084918,0.5964680128985387,0.3175703636433963,0.24219870582960057,0.0658073862721057
-1.0,-1.7056389153260807,-3.100171992295483,-3.274155488269935,-3.722697115045594,2.916192142380748,2.079391437715342,0.03599203133774062,0.8968727415326884,-0.44228869021900113,10762,2021-04-23 07:45:00+00:00,DEV_2021_2024,48251.59,48386.21,47700.0,47942.44,49805.2,0.0389936582109478,-0.0389936582109478,0.0389936582109478,0,1,0.35270439566483675,0.35697079095080425,0.35697079095080425,REV,True,True,2021,False,59,0.1035853349409109,0.014077425729720507,0.00374711362087003,0.9629230168320131,0.147635918858043,0.008010645250183395,0.00467804213152608,0.7230950855678593,-0.40136802995886195,0.01368872105059949,0.005012714198143655,0.4437379465734852,0.7475218958738339,0.2,0.25,-0.014643654952782692,-0.009507625562388471,0.1,-0.008242628571199983,-0.7795392474075242,-5.0,19.0,True,1.465317224319086,1.5,0.03468277568091406,TP,2021-04-23 08:00:00+00:00,0.014416377875867362,0.22537429993326516,0.05953475102377888,0.43855133279731456,0.6525892837578158,0.12856420764930682,,-0.0440505839171321,0.549003948816905,-0.003916846752646325,0.010098763580970197,-0.008157688092054225,-0.014980638139721569,-0.0038794628999876853,,0.0004505968762679143,-0.001705141162202327,0.00015573850133548603,-0.0008595954689543167,-0.00011618746013460773,-0.0013177668770966156,0.10478842889822915,-0.11374831696941667,0.8136900806398547,0.5681543902134609,0.38394181281056994,0.22308717834663594
-1.0,-1.076851959965524,-3.1757434359548724,0.8617861330164616,-3.3795864343349744,1.0136391247336132,1.0273534629031522,0.03340704206183563,-0.38268343236508967,-0.9238795325112868,10785,2021-04-23 13:30:00+00:00,DEV_2021_2024,48925.09,49025.0,48541.0,48724.28,49578.29,0.017527401123218267,-0.017527401123218267,0.017527401123218267,0,0,0.20114967404608394,0.33653941693126516,0.33653941693126516,REV,True,True,2021,False,60,0.12036788146906656,0.01629535803549108,0.003764029215287274,0.8624847297453035,0.11273729627672825,0.006107629725599855,0.004689291896907264,0.6848888075409535,-0.41191617608192693,0.014046330929209606,0.0050155801552287365,0.42029210148858764,0.7504673634541117,0.3,0.3,-0.004157060851843741,-0.0025269828251963168,0.2,0.0024378386387638672,-0.41896592263972426,1.0,20.0,False,0.0,0.0,0.0,NO_FILL,,,0.22239659829891037,0.127998466661405,0.36242267328310623,0.6450213538277217,0.09425870086869831,,0.007630585192338307,0.5246534723586552,0.0012110163436913277,0.015606167037713213,-0.007780505496807367,-0.01815448345219764,-0.002766886557697563,,0.00046802719999135137,-0.0016958254919925346,0.000170667612396788,-0.0008464198755803575,-0.00010484773311420902,-0.0013132550149813323,0.10677076481642189,-0.11222767606586737,0.5889480845299904,0.5665549908363671,0.31068872408607673,0.2548860387253439
-1.0,-1.32723935167623,-3.0301408437288186,-1.6793282322989456,-0.9553158883836786,1.1195813324477246,1.443604176905674,0.038027793662533727,0.13052619222005157,0.9914448613738104,10829,2021-04-24 00:30:00+00:00,DEV_2021_2024,50068.74,50321.05,49736.31,49815.68,49999.99,0.0036996376041362744,-0.0036996376041362744,0.0036996376041362744,0,0,0.20699369293578024,0.33152735688897805,0.33152735688897805,REV,True,True,2021,False,61,0.05889346973152115,0.007914293604808227,0.0037881904809262657,0.8015322115938689,0.047401117478398175,0.002590362462973003,0.004622115131375801,0.6364871419419786,-0.466690395603324,0.015914770734299474,0.0050155681053247,0.3905897066966788,0.7552864204763947,0.3,0.3,-0.001127067454296493,-0.0005543726458757392,0.3,0.009687443694653963,-0.13517273811177943,2.0,20.0,False,0.0,0.0,0.0,NO_FILL,,,0.12814288641637356,0.07038582198464402,0.29312880219789744,0.5729849828132433,0.048647810074288256,,0.011492352253122978,0.5140915130817222,-0.0024108832714128375,0.006855834298867354,-0.011087542017478774,-0.021427599894476564,-0.0012634061670848719,,0.0005350291333931401,-0.001538835970153136,0.00010448257388595734,-0.0009055003472473429,-8.648895317483855e-05,-0.0013022373880584104,0.11766882619377683,-0.08789028964211221,0.6092470740270126,0.3871085223559151,0.31354298966523786,0.15895299791101114
-1.0,-1.8114055142280276,-2.8055471340695797,-1.579181206788605,-0.82373564055274,1.246667503029927,0.883177033181571,0.019494111774025324,0.8314696123025451,0.5555702330196024,11592,2021-05-02 03:45:00+00:00,DEV_2021_2024,56845.0,56849.96,56323.66,56450.19,57925.8,0.02614003602113657,-0.02614003602113657,0.02614003602113657,0,1,0.2214938672924181,0.3327211388314244,0.3327211388314244,REV,True,True,2021,False,70,0.021773202845132768,0.0028792095649079227,0.003836373749248757,0.4019192144610578,-0.18709832468236728,0.01160081203658394,0.003958222830824512,0.3882720707125148,-0.5614198427116261,0.020150534598537505,0.004679563276876179,0.22042492074463482,0.8198144831604265,0.6,0.4,0.0025381275351489484,-0.0014658238147260416,0.3,-0.003253658629440015,0.5429793641508611,5.0,29.0,True,1.4466207106213183,1.5,0.053379289378681805,TP,2021-05-02 04:00:00+00:00,0.009366928743710215,-0.010649922900107328,0.23064473037263278,-0.12132106578347474,0.3960947208743917,-0.09927977217577788,0.13698818683348002,0.20887152752750004,0.37432151802925884,-0.0015437900860920408,-0.021505086416889314,0.007879200862471762,-0.01712922226823818,0.004438539954112981,0.0007861752432639299,0.00011521882807701781,-0.00023966423037303326,-0.0003985997514969744,-0.0010900085882177297,-0.00034393902750639357,-0.0014649943184665282,0.07906536119319818,0.15645704588760478,-0.4234812695772042,0.2137430693246707,-0.18179588623542942,0.1336654143081395
-1.0,-1.1902706393659472,-2.441570814850369,-2.7289441704141257,-3.1750492828547188,2.0907736380941504,2.0848884867757893,-0.023575581382784885,0.258819045102521,-0.9659258262890682,12677,2021-05-13 11:00:00+00:00,DEV_2021_2024,49176.56,49273.06,48457.12,48907.11,50813.07,0.03893851883838928,-0.03893851883838928,0.03893851883838928,0,1,0.25330591295619564,0.36372008030777164,0.36372008030777164,REV,True,True,2021,False,84,0.198581033449131,0.0223193466965013,0.004470910886416651,0.7895390898483081,0.20241748680788432,0.012666650118773517,0.004002709294357241,0.7895390898483081,-0.032473637280574355,0.0012019888050173108,0.004524418764512575,0.6811553948933834,0.9881735354570591,0.3,0.45,-0.014824699256811657,-0.00657391760572727,0.3,-0.02426044874764278,-0.5253922787529228,-3.0,37.0,False,0.0,0.0,0.0,NO_FILL,,,0.18487988241114478,0.19474458009037762,0.3581121019825876,0.4334721575375896,0.4139817163352478,0.5785238381831918,-0.0038364533587533223,0.2348911240884587,0.020607646402347024,0.021777711042085687,0.0027943022189883034,-8.518384738288344e-05,-0.014953214288412422,-0.018492418047297097,0.0004574410596595094,0.00099930707438177,0.00011861783629773257,-0.0005477918396155001,-0.00012194283623193428,-0.0007307271098236003,0.12438587284508262,0.3275631746698031,0.4060320601674331,0.7312862801401637,0.4381211705969613,0.6538943777387493
1.0,1.4903602821484054,2.6732324730031904,1.0078274371977973,0.46511506384485896,-0.0025787665735643606,0.5567876085103455,0.006412345318420889,0.44228869021900125,0.8968727415326884,12832,2021-05-15 01:45:00+00:00,DEV_2021_2024,50277.65,50700.0,50221.76,50619.19,48059.99,-0.05055771349911242,-0.05055771349911242,0.05055771349911242,0,1,0.19953577794411198,0.3334107609954341,0.3334107609954341,REV,True,True,2021,False,86,-0.2303059109822822,0.025093537387989705,0.0045878158863892965,0.1935224719101122,-0.12513572038002105,0.0077765683362117635,0.004028914052806811,0.1827039355044021,0.04928785396409103,0.0018075235881774843,0.004563988705831423,0.29489795918367334,1.005220692270213,0.3,0.45,-0.006751189004613634,-0.0023217242077344102,0.6,0.009610996064948207,-0.4799386953932394,-3.0,40.0,False,0.0,0.0,0.0,NO_FILL,,,-0.2593228188756507,-0.33547610158454344,-0.2523321204916502,-0.4047294853263943,-0.3061045926144762,-0.40501696963051675,-0.10517019060226115,-0.17442357434411207,0.02150106998259304,0.009881206909369562,-0.00029161025893721746,-0.0076789102243556085,-0.011092929524699658,-0.013050083904472995,0.0005427116292958329,0.001210026974536176,0.00014012903953518818,-0.0005225096030813331,-7.58189501587972e-05,-0.0006238479074901441,0.1333948415000772,0.35412291035867827,-0.4073913866036124,-0.6259853207261862,-0.44501332322188236,-0.6327806320839636
