bucket,n,d7_aligned_ret30d,d30_aligned_ret30d,d7_aligned_ret60d,d30_aligned_ret60d,d7_aligned_ret90d,d30_aligned_ret90d,curve_ret30_60,curve_ret60_90,d7_eff30d,d30_eff30d,d7_eff60d,d30_eff60d,d7_eff90d,d30_eff90d,d7_rv30d,d30_rv30d,d7_rv60d,d30_rv60d,d7_rv90d,d30_rv90d,d7_rv30_90_ratio,d30_rv30_90_ratio,d7_oriented_pos30d,d30_oriented_pos30d,d7_oriented_pos90d,d30_oriented_pos90d
2021,47,0.005397668418496992,0.019646694789634975,0.02726024880137093,0.08848093464514764,-0.0006101732505687698,0.016757413835757816,0.014762619199841473,0.07169475017332641,0.006347266337583334,-5.3472038783651453e-05,-0.0010495175509851395,-0.002982122557003918,-0.0020788090858647116,-0.00876318407638179,0.00021294958588133489,-0.000383383046422047,8.497976399124279e-05,-0.0002865140147458546,-2.7543471358149066e-05,-0.0005659689629203524,0.0498197209268353,0.11773277642749654,0.03444856493673786,-0.01661911505732482,0.030235754397844407,0.024670072177034926
2022,33,0.027586346610700134,0.0020161119353752895,0.029335976356460132,0.029877128751211127,0.06449059042575458,0.04729664526932395,-0.07538672097155895,-0.047525704155723124,0.012204899958051909,0.008434247060292267,0.010906663907186455,0.008944391222644947,0.009778623113435771,0.009848285459018214,2.6680893589601164e-05,-0.0004347891636556265,0.00011240078989902349,2.222957278200261e-05,6.766694992302032e-05,-0.00017658120682583931,-0.0035434598930911445,-0.0821681994427295,0.08512220865106451,-0.0276360810184171,0.04526023867752708,0.030119426842730786
2023,9,0.0019807502047672313,-0.023128730630174534,-0.007647542951474781,-0.0502080026625973,0.012388923601789122,-0.08177077048682459,0.06228561721348247,0.03520634518105975,0.009052828593277974,0.014810627473802764,-0.0035323719472708116,-0.00789896708984278,-0.0021247438054614615,0.002181185328107316,0.00017906100446763153,0.00013306898661059817,0.00012155155129349268,0.00012142140953671227,0.00011524330296290903,0.00011303190648714856,0.04271722683686089,-0.010679251849384687,0.05308486811426397,-0.08278963845029169,0.03248474578174189,-0.09167910789343975
2024,33,0.034797735177477654,0.02197616335126118,0.009876083923804345,-0.027120836669021136,0.0023984647457296992,-0.01397020224451979,0.05764107691797886,0.00854407689769654,-0.0026352266424212504,-0.005417758101285745,0.0017754920922023517,0.006390907289500566,-0.0005535921984320377,0.0019106945631691117,0.00013372177485642937,0.00023764572562832718,6.444627557281046e-05,1.1300996587268274e-05,3.137171503143161e-05,-5.171864450577979e-05,0.034030777891055,0.09712568088181128,0.05888927862128905,0.10253156812026876,0.042447226851001316,0.0840163852610858
2025,27,0.01895276473302608,-0.012009892617102821,0.022966109514189224,0.027098612636513985,0.04558147924523519,0.03162850179314836,-0.020705631143550944,0.018402874110065894,0.0034944716882281198,0.013595128655421592,0.001390833508804353,0.003747489770585029,0.0014481756680114995,0.0017474228000426656,0.000118523505172241,-8.928874753117233e-06,0.00011218812430434384,-2.1601390831341134e-08,8.62574903056852e-05,2.9415598846202175e-05,0.032858982373462825,-0.006479632327857824,0.09903872244832514,0.02227058196054376,0.07799252921066897,0.05846056481856489
2026_JAN_JUL,22,0.04319594403336285,0.07209989208515234,0.013657154891468137,0.015750654845659576,0.052391939461202956,0.04279973725194284,0.02296416996438202,-0.03338506727511079,0.031599676907722675,0.020028960482060584,0.004643006234983,0.00102830451274595,0.0030962327936438117,0.0030036786983607083,0.0002944670428585453,1.9806607185941405e-05,7.053384092378044e-05,-0.00018947369892343246,3.753813452007638e-06,-0.0002373139734290335,0.11543728721190556,0.0753626135202255,0.035152612896505356,0.1405228249807585,0.1290257155901034,0.18387746384877568
