window,policy,opportunities,admitted_signals,fills,fill_rate,cum_R,ev_per_opportunity,ev_per_admitted,profit_factor,max_dd_R,max_consecutive_losses,episodes,positive_episodes,negative_episodes,worst_episode_R,top_episode_positive_share,worst_loeo_remaining_R,bootstrap_ci025,bootstrap_ci975,max_episode_fills
2025_H2,BASE_ALL,16,16,12,0.75,6.641638379143569,0.4151023986964731,0.4151023986964731,2.458382503186557,2.382687970462153,2,5,2,3,-1.200929553264599,0.6280794069279425,-0.3901823617918634,-1.1709594135439578,0.8212725193240897,5
2025_H2,MAX1_FILL_SLOTS,16,6,5,0.8333333333333334,-0.7608648502734536,-0.04755405314209085,-0.12681080837890898,0.7808637836655522,2.382687970462153,2,5,2,3,-1.200929553264599,0.5123919148285014,-2.1500844815534377,-1.1709594135439578,0.1604839765619586,1
2025_H2,MAX2_FILL_SLOTS,16,9,7,0.7777777777777778,2.066395629688861,0.12914972685555381,0.22959951440987345,1.5951413310488876,2.382687970462153,2,5,2,3,-1.200929553264599,0.5055773164123997,-0.7337467270981395,-1.1709594135439578,0.37747307361541893,2
2025_H2,MAX3_FILL_SLOTS,16,11,9,0.8181818181818182,2.3847327364506183,0.14904579602816365,0.21679388513187436,1.5236437606324849,2.382687970462153,2,5,2,3,-1.200929553264599,0.6053576393653534,-1.815750398357424,-1.1709594135439578,0.4663170910735622,3
2025_H2,LOSSSTOP_1R,16,16,12,0.75,6.641638379143569,0.4151023986964731,0.4151023986964731,2.458382503186557,2.382687970462153,2,5,2,3,-1.200929553264599,0.6280794069279425,-0.3901823617918634,-1.1709594135439578,0.8212725193240897,5
2025_H2,MAX2_PLUS_LOSSSTOP_1R,16,9,7,0.7777777777777778,2.066395629688861,0.12914972685555381,0.22959951440987345,1.5951413310488876,2.382687970462153,2,5,2,3,-1.200929553264599,0.5055773164123997,-0.7337467270981395,-1.1709594135439578,0.37821042500261304,2
2026_JAN_JUL,BASE_ALL,22,22,15,0.6818181818181818,6.172553540376626,0.2805706154716648,0.2805706154716648,1.9289693029183879,2.2803130256894093,2,8,4,3,-1.6995729636177934,0.5585652099150752,0.11336644364882176,-0.25700428054047014,0.8630234629964604,6
2026_JAN_JUL,MAX1_FILL_SLOTS,22,12,7,0.5833333333333334,-0.33149642322935957,-0.015068019237698162,-0.027624701935779945,0.9270450662558252,3.4993995222880487,2,8,3,4,-1.2190864965986394,0.3485936496071726,-1.7998968349484359,-0.29527889071062097,0.5757962202286735,1
2026_JAN_JUL,MAX2_FILL_SLOTS,22,16,9,0.5625,0.07114555130618538,0.0032338886957356994,0.0044465969566366,1.0127529961535138,2.2803130256894093,2,8,4,3,-2.0793327575442833,0.2598994979371397,-1.397254860412891,-0.330345242338296,0.5986135288502025,2
2026_JAN_JUL,MAX3_FILL_SLOTS,22,18,11,0.6111111111111112,2.976762702268105,0.13530739555764112,0.16537570568156137,1.533591244919459,2.2803130256894093,2,8,4,3,-1.2190864965986394,0.33868216479323304,1.179152471348661,-0.24362480783255422,0.6815155085152313,3
2026_JAN_JUL,LOSSSTOP_1R,22,17,10,0.5882352941176471,-0.9866168868471528,-0.04484622212941603,-0.058036287461597225,0.8515141593140422,3.4993995222880487,2,8,3,4,-1.6995729636177934,0.25953092896788094,-2.4550172985662293,-0.32310540072263944,0.5943188342851969,4
2026_JAN_JUL,MAX2_PLUS_LOSSSTOP_1R,22,15,8,0.5333333333333333,-1.3663766807736426,-0.06210803094425648,-0.09109177871824285,0.7550739823609695,3.4993995222880487,2,8,3,4,-2.0793327575442833,0.3485936496071726,-2.834777092492719,-0.3454870658086768,0.5765124179597039,2
POOLED_RECENT,BASE_ALL,38,38,27,0.7105263157894737,12.814191919520198,0.3372155768294789,0.3372155768294789,2.1442641366163375,2.382687970462153,2,13,6,6,-1.6995729636177934,0.2981394744193446,5.782371178584765,-0.1951486480127454,0.7093075733163848,6
POOLED_RECENT,MAX1_FILL_SLOTS,38,18,12,0.6666666666666666,-1.0923612735028136,-0.028746349302705622,-0.06068673741682298,0.8637267250661609,3.4993995222880487,2,13,5,7,-1.2190864965986394,0.21208626211382348,-2.56076168522189,-0.31867755969088046,0.21366549604726986,1
POOLED_RECENT,MAX2_FILL_SLOTS,38,25,16,0.64,2.137541180995046,0.05625108371039595,0.08550164723980186,1.2361704389611465,2.382687970462153,2,13,6,6,-2.0793327575442833,0.250272310787545,-0.6626011757919543,-0.3038421508279473,0.3429391846234893,2
POOLED_RECENT,MAX3_FILL_SLOTS,38,29,20,0.6896551724137931,5.361495438718722,0.14109198522944005,0.18487915305926628,1.5291204408175734,3.1613364288035672,2,13,6,6,-1.2190864965986394,0.2710978978623767,1.16101230391068,-0.20949629155711244,0.4101300482453868,3
POOLED_RECENT,LOSSSTOP_1R,38,33,22,0.6666666666666666,5.655021492296417,0.148816355060432,0.17136428764534595,1.504974353909293,3.4993995222880487,2,13,5,7,-1.6995729636177934,0.4172282959091361,-1.3767992486390161,-0.3015340463443151,0.5864884663645303,5
POOLED_RECENT,MAX2_PLUS_LOSSSTOP_1R,38,24,15,0.625,0.7000189489152184,0.01842155128724259,0.029167456204800785,1.0773429695373018,3.4993995222880487,2,13,5,7,-2.0793327575442833,0.2871687485174127,-2.100123407871782,-0.32339351208990874,0.3318979593849965,2
