trade_index,year,raw_R,target_boost_state,side,H1,H4,weighted_R_1x,equity_1x,drawdown_1x,weighted_R_1.25x,equity_1.25x,drawdown_1.25x,weighted_R_1.5x,equity_1.5x,drawdown_1.5x,weighted_R_2x,equity_2x,drawdown_2x
29,2021,-1.0016529102970486,0,SHORT,DOWN,UP,-1.0016529102970486,-4.980861756634754,8.621423909257654,-1.0016529102970486,-4.848603783531144,8.871887491538168,-1.0016529102970486,-4.7163458104275335,9.122351073818681,-1.0016529102970486,-4.451829864220314,9.62327823837971
30,2021,-1.0016410974333563,1,LONG,UP,UP,-1.0016410974333563,-5.982502854068111,9.62306500669101,-1.2520513717916955,-6.100655155322839,10.123938863329862,-1.5024616461500344,-6.218807456577568,10.624812719968716,-2.0032821948667126,-6.455112059087027,11.626560433246421
31,2021,0.9868169443501564,0,LONG,DOWN,UP,0.9868169443501564,-4.995685909717954,8.636248062340854,0.9868169443501564,-5.113838210972682,9.137121918979705,0.9868169443501564,-5.231990512227411,9.63799577561856,0.9868169443501564,-5.46829511473687,10.639743488896265
32,2021,2.2200574108880042,1,LONG,UP,UP,2.2200574108880042,-2.77562849882995,6.416190651452849,2.775071763610005,-2.3387664473626772,6.362050155369701,3.3300861163320064,-1.901904395895405,6.307909659286553,4.4401148217760085,-1.0281802929608617,6.199628667120257
33,2021,0.8928909477754934,0,SHORT,UP,UP,0.8928909477754934,-1.8827375510544566,5.523299703677356,0.8928909477754934,-1.4458754995871839,5.469159207594208,0.8928909477754934,-1.0090134481199116,5.415018711511059,0.8928909477754934,-0.13528934518536828,5.306737719344764
34,2021,2.2195151060629876,1,LONG,UP,UP,2.2195151060629876,0.336777555008531,3.303784597614369,2.7743938825787344,1.3285183829915506,2.6947653250154735,3.3292726590944817,2.3202592109745703,2.085746052416577,4.439030212125975,4.303740866940607,0.867707507218789
35,2021,2.2205826467036394,0,SHORT,UP,UP,2.2205826467036394,2.5573602017121706,1.0832019509107291,2.2205826467036394,3.5491010296951897,0.47418267831183414,2.2205826467036394,4.54084185767821,0.0,2.2205826467036394,6.524323513644246,0.0
36,2021,-1.0008821123434832,0,LONG,DOWN,UP,-1.0008821123434832,1.5564780893686874,2.0840840632542124,-1.0008821123434832,2.5482189173517065,1.4750647906553174,-1.0008821123434832,3.5399597453347265,1.0008821123434832,-1.0008821123434832,5.523441401300763,1.0008821123434828
37,2021,0.6403760747018986,0,LONG,DOWN,DOWN,0.6403760747018986,2.196854164070586,1.4437079885523136,0.6403760747018986,3.188594992053605,0.8346887159534186,0.6403760747018986,4.180335820036625,0.36050603764158495,0.6403760747018986,6.163817476002662,0.36050603764158407
38,2021,1.5334342635133034,1,SHORT,DOWN,DOWN,1.5334342635133034,3.7302884275838895,0.0,1.9167928293916292,5.105387821445234,0.0,2.300151395269955,6.48048721530658,0.0,3.0668685270266067,9.23068600302927,0.0
39,2021,-1.0011476022560983,0,LONG,DOWN,DOWN,-1.0011476022560983,2.729140825327791,1.0011476022560983,-1.0011476022560983,4.104240219189135,1.0011476022560988,-1.0011476022560983,5.479339613050481,1.0011476022560988,-1.0011476022560983,8.229538400773171,1.0011476022560988
40,2021,-1.0012949033136367,1,SHORT,DOWN,DOWN,-1.0012949033136367,1.7278459220141544,2.002442505569735,-1.251618629142046,2.8526215900470895,2.2527662313981445,-1.501942354970455,3.977397258080026,2.5030899572265537,-2.0025898066272734,6.226948594145897,3.0037374088833726
41,2021,0.566966775878414,0,LONG,UP,DOWN,0.566966775878414,2.2948126978925685,1.435475729691321,0.566966775878414,3.4195883659255033,1.6857994555197306,0.566966775878414,4.54436403395844,1.9361231813481394,0.566966775878414,6.793915370024311,2.4367706330049588
42,2021,-1.0015056215408153,1,LONG,UP,UP,-1.0015056215408153,1.2933070763517531,2.436981351232136,-1.2518820269260191,2.1677063389994844,2.9376814824457496,-1.5022584323112231,3.042105601647217,3.4383816136593626,-2.0030112430816307,4.79090412694268,4.43978187608659
43,2021,-1.0022905273667528,0,SHORT,NEUTRAL,UP,-1.0022905273667528,0.2910165489850003,3.4392718785988894,-1.0022905273667528,1.1654158116327316,3.9399720098125024,-1.0022905273667528,2.0398150742804644,4.440672141026115,-1.0022905273667528,3.788613599575927,5.442072403453343
44,2021,1.2670568196158687,0,LONG,UP,NEUTRAL,1.2670568196158687,1.558073368600869,2.1722150589830207,1.2670568196158687,2.4324726312486002,2.6729151901966337,1.2670568196158687,3.306871893896333,3.1736153214102467,1.2670568196158687,5.055670419191795,4.1750155838374745
45,2021,2.219768265713929,1,LONG,UP,UP,2.219768265713929,3.7778416343147976,0.0,2.774710332142411,5.207182963391011,0.0,3.329652398570893,6.636524292467226,0.0,4.439536531427858,9.495206950619654,0.0
46,2021,-1.0020943439280992,0,SHORT,UP,UP,-1.0020943439280992,2.7757472903866987,1.002094343928099,-1.0020943439280992,4.205088619462912,1.002094343928099,-1.0020943439280992,5.634429948539127,1.002094343928099,-1.0020943439280992,8.493112606691554,1.0020943439280998
47,2021,0.8873188939070317,1,LONG,UP,UP,0.8873188939070317,3.66306618429373,0.11477545002106737,1.1091486173837897,5.314237236846702,0.0,1.3309783408605476,6.965408289399675,0.0,1.7746377878140633,10.267750394505617,0.0
48,2021,2.219938691461644,1,LONG,UP,UP,2.219938691461644,5.883004875755374,0.0,2.774923364327055,8.089160601173756,0.0,3.3299080371924656,10.29531632659214,0.0,4.439877382923288,14.707627777428904,0.0
49,2021,-1.0028151816718236,1,LONG,UP,UP,-1.0028151816718236,4.88018969408355,1.0028151816718234,-1.2535189770897794,6.835641624083976,1.2535189770897794,-1.5042227725077355,8.791093554084405,1.5042227725077346,-2.005630363343647,12.701997414085257,2.0056303633436467
50,2021,2.220110062098038,0,SHORT,NEUTRAL,UP,2.220110062098038,7.100299756181588,0.0,2.220110062098038,9.055751686182013,0.0,2.220110062098038,11.011203616182442,0.0,2.220110062098038,14.922107476183296,0.0
51,2021,-1.0022844458387883,0,SHORT,DOWN,NEUTRAL,-1.0022844458387883,6.0980153103428,1.0022844458387885,-1.0022844458387883,8.053467240343226,1.0022844458387876,-1.0022844458387883,10.008919170343654,1.0022844458387876,-1.0022844458387883,13.919823030344508,1.0022844458387876
52,2021,2.220270494696879,0,SHORT,NEUTRAL,UP,2.220270494696879,8.318285805039679,0.0,2.220270494696879,10.273737735040104,0.0,2.220270494696879,12.229189665040533,0.0,2.220270494696879,16.140093525041387,0.0
53,2021,-1.002312579901487,0,LONG,DOWN,DOWN,-1.002312579901487,7.315973225138192,1.0023125799014867,-1.002312579901487,9.271425155138617,1.0023125799014867,-1.002312579901487,11.226877085139046,1.0023125799014867,-1.002312579901487,15.1377809451399,1.0023125799014867
54,2021,-1.0015873534156974,1,SHORT,DOWN,DOWN,-1.0015873534156974,6.314385871722495,2.003899933317184,-1.2519841917696217,8.019440963368996,2.2542967716711075,-1.502381030123546,9.7244960550155,2.5046936100250328,-2.0031747068313948,13.134606238308505,3.0054872867328815
55,2021,1.2625721421125569,0,LONG,DOWN,DOWN,1.2625721421125569,7.576958013835052,0.7413277912046272,1.2625721421125569,9.282013105481553,0.9917246295585507,1.2625721421125569,10.987068197128057,1.242121467912476,1.2625721421125569,14.397178380421062,1.7429151446203246
56,2021,0.7404143259360101,0,LONG,UP,NEUTRAL,0.7404143259360101,8.317372339771062,0.0009134652686171307,0.7404143259360101,10.022427431417563,0.2513103036225406,0.7404143259360101,11.727482523064067,0.5017071419764658,0.7404143259360101,15.137592706357072,1.0025008186843145
57,2021,-1.0020000575979786,0,SHORT,NEUTRAL,UP,-1.0020000575979786,7.315372282173083,1.0029135228665957,-1.0020000575979786,9.020427373819585,1.2533103612205192,-1.0020000575979786,10.725482465466088,1.5037071995744444,-1.0020000575979786,14.135592648759093,2.004500876282293
58,2021,-1.002842543453854,0,SHORT,UP,UP,-1.002842543453854,6.312529738719229,2.0057560663204494,-1.002842543453854,8.017584830365731,2.256152904674373,-1.002842543453854,9.722639922012235,2.506549743028298,-1.002842543453854,13.13275010530524,3.007343419736147
59,2021,-0.1899920531317273,1,LONG,UP,UP,-0.1899920531317273,6.122537685587502,2.195748119452177,-0.2374900664146591,7.780094763951072,2.4936429710890318,-0.28498807969759093,9.437651842314644,2.791537822725889,-0.3799841062634546,12.752765999041785,3.387327525999602
60,2021,-1.0024944861945568,1,LONG,UP,UP,-1.0024944861945568,5.120043199392945,3.198242605646734,-1.253118107743196,6.526976656207876,3.746761078832228,-1.5037417292918351,7.933910113022808,4.295279552017725,-2.0049889723891137,10.74777702665267,5.392316498388716
61,2021,-1.0025062696719889,1,LONG,UP,UP,-1.0025062696719889,4.117536929720956,4.200748875318723,-1.2531328370899861,5.273843819117889,4.999893915922215,-1.5037594045079832,6.430150708514825,5.799038956525708,-2.0050125393439777,8.742764487308692,7.397329037732694
62,2021,-1.0043258646178435,0,SHORT,DOWN,UP,-1.0043258646178435,3.113211065103112,5.205074739936567,-1.0043258646178435,4.269517954500046,6.004219780540058,-1.0043258646178435,5.425824843896981,6.803364821143552,-1.0043258646178435,7.738438622690849,8.401654902350538
63,2021,-1.0023044971275692,0,LONG,UP,DOWN,-1.0023044971275692,2.110906567975543,6.207379237064136,-1.0023044971275692,3.2672134573724767,7.006524277667627,-1.0023044971275692,4.423520346769412,7.8056693182711205,-1.0023044971275692,6.73613412556328,9.403959399478108
64,2021,2.218795433289904,1,LONG,UP,UP,2.218795433289904,4.3297020012654475,3.9885838037742314,2.77349429161238,6.040707748984857,4.233029986055247,3.3281931499348563,7.7517134967042685,4.477476168336264,4.437590866579808,11.173724992143088,4.966368532898299
65,2021,-1.001772196895821,1,LONG,UP,UP,-1.001772196895821,3.327929804369626,4.990356000670053,-1.2522152461197764,4.78849250286508,5.485245232175024,-1.5026582953437315,6.249055201360537,5.980134463679995,-2.003544393791642,9.170180598351445,6.969912926689942
66,2021,2.2192320383368975,0,SHORT,UP,UP,2.2192320383368975,5.547161842706524,2.7711239623331547,2.2192320383368975,7.007724541201977,3.266013193838127,2.2192320383368975,8.468287239697435,3.7609024253430974,2.2192320383368975,11.389412636688343,4.750680888353044
67,2021,-0.27304113977187616,0,SHORT,UP,UP,-0.27304113977187616,5.274120702934648,3.0441651021050307,-0.27304113977187616,6.734683401430101,3.539054333610003,-0.27304113977187616,8.195246099925559,4.033943565114974,-0.27304113977187616,11.116371496916466,5.02372202812492
68,2021,2.2192482020697994,1,SHORT,DOWN,DOWN,2.2192482020697994,7.493368905004448,0.8249169000352312,2.7740602525872493,9.508743654017351,0.7649940810227527,3.328872303104699,11.524118403030258,0.705071262010275,4.438496404139599,15.554867901056065,0.5852256239853215
69,2021,0.6421868729245394,0,LONG,DOWN,DOWN,0.6421868729245394,8.135555777928987,0.18273002711069175,0.6421868729245394,10.15093052694189,0.1228072080982141,0.6421868729245394,12.166305275954796,0.06288438908573646,0.6421868729245394,16.197054773980604,0.0
70,2021,-1.0017564914900634,1,SHORT,DOWN,DOWN,-1.0017564914900634,7.133799286438924,1.184486518600755,-1.2521956143625792,8.898734912579311,1.375002822460793,-1.5026347372350952,10.663670538719701,1.5655191263208312,-2.003512982980127,14.193541791000477,2.0035129829801264
71,2021,2.2206643055726425,1,SHORT,DOWN,DOWN,2.2206643055726425,9.354463592011566,0.0,2.775830381965803,11.674565294545115,0.0,3.330996458358964,13.994666997078665,0.0,4.441328611145285,18.63487040214576,0.0
72,2021,0.13080285810572612,0,LONG,DOWN,DOWN,0.13080285810572612,9.485266450117292,0.0,0.13080285810572612,11.805368152650841,0.0,0.13080285810572612,14.125469855184392,0.0,0.13080285810572612,18.76567326025149,0.0
73,2021,-1.002192966713398,0,LONG,DOWN,DOWN,-1.002192966713398,8.483073483403894,1.0021929667133982,-1.002192966713398,10.803175185937443,1.0021929667133982,-1.002192966713398,13.123276888470993,1.0021929667133982,-1.002192966713398,17.76348029353809,1.0021929667133982
74,2021,-0.4541967693943997,1,LONG,UP,UP,-0.4541967693943997,8.028876714009494,1.4563897361077984,-0.5677459617429996,10.235429224194442,1.5699389284563985,-0.6812951540915995,12.441981734379393,1.6834881208049985,-0.9083935387887994,16.85508675474929,1.9105865055021987
75,2021,-1.0023028452599316,0,SHORT,DOWN,UP,-1.0023028452599316,7.026573868749562,2.45869258136773,-1.0023028452599316,9.23312637893451,2.57224177371633,-1.0023028452599316,11.439678889119461,2.68579096606493,-1.0023028452599316,15.852783909489359,2.9128893507621303
76,2021,0.18520612627378893,0,SHORT,UP,UP,0.18520612627378893,7.211779995023351,2.2734864550939413,0.18520612627378893,9.4183325052083,2.3870356474425414,0.18520612627378893,11.62488501539325,2.5005848397911414,0.18520612627378893,16.037990035763148,2.7276832244883416
77,2021,1.3626342848155923,0,LONG,DOWN,UP,1.3626342848155923,8.574414279838944,0.9108521702783481,1.3626342848155923,10.780966790023893,1.0244013626269481,1.3626342848155923,12.987519300208842,1.13795055497555,1.3626342848155923,17.40062432057874,1.36504893967275
78,2021,0.7831716665191437,0,SHORT,UP,UP,0.7831716665191437,9.357585946358087,0.1276805037592048,0.7831716665191437,11.564138456543036,0.24122969610780487,0.7831716665191437,13.770690966727985,0.3547788884564067,0.7831716665191437,18.183795987097884,0.581877273153605
79,2021,-1.0021948689088112,1,LONG,UP,UP,-1.0021948689088112,8.355391077449276,1.1298753726680157,-1.2527435861360139,10.311394870407023,1.493973282243818,-1.5032923033632168,12.267398663364768,1.858071191819624,-2.0043897378176223,16.179406249280262,2.586267010971227
80,2021,0.31220666876166275,0,SHORT,DOWN,UP,0.31220666876166275,8.667597746210939,0.817668703906353,0.31220666876166275,10.623601539168686,1.1817666134821554,0.31220666876166275,12.57960533212643,1.5458645230579613,0.31220666876166275,16.491612918041927,2.2740603422095624
81,2021,-1.0013622878955803,0,LONG,DOWN,DOWN,-1.0013622878955803,7.6662354583153585,1.8190309918019336,-1.0013622878955803,9.622239251273106,2.183128901377735,-1.0013622878955803,11.57824304423085,2.547226810953541,-1.0013622878955803,15.490250630146347,3.275422630105142
82,2021,0.5409644952041175,1,SHORT,DOWN,DOWN,0.5409644952041175,8.207199953519476,1.2780664965978161,0.6762056190051469,10.298444870278253,1.506923282372588,0.8114467428061762,12.389689787037026,1.7357800681473652,1.081928990408235,16.572179620554582,2.193493639696907
83,2021,2.221280416778294,1,SHORT,DOWN,DOWN,2.221280416778294,10.42848037029777,0.0,2.7766005209728672,13.07504539125112,0.0,3.3319206251674407,15.721610412204466,0.0,4.442560833556588,21.01474045411117,0.0
84,2021,-1.000763750039451,0,LONG,DOWN,DOWN,-1.000763750039451,9.42771662025832,1.0007637500394502,-1.000763750039451,12.07428164121167,1.0007637500394502,-1.000763750039451,14.720846662165016,1.0007637500394502,-1.000763750039451,20.01397670407172,1.0007637500394502
85,2021,1.5339311761535495,0,LONG,DOWN,DOWN,1.5339311761535495,10.961647796411869,0.0,1.5339311761535495,13.608212817365219,0.0,1.5339311761535495,16.254777838318567,0.0,1.5339311761535495,21.547907880225267,0.0
86,2021,2.2212966585871916,0,SHORT,UP,DOWN,2.2212966585871916,13.18294445499906,0.0,2.2212966585871916,15.82950947595241,0.0,2.2212966585871916,18.47607449690576,0.0,2.2212966585871916,23.76920453881246,0.0
87,2021,-1.0007572635336026,1,SHORT,DOWN,DOWN,-1.0007572635336026,12.182187191465458,1.0007572635336022,-1.2509465794170032,14.578562896535406,1.250946579417004,-1.501135895300404,16.974938601605356,1.5011358953004041,-2.0015145270672052,21.767690011745255,2.0015145270672043
88,2021,2.2211253980364303,1,SHORT,DOWN,DOWN,2.2211253980364303,14.403312589501887,0.0,2.776406747545538,17.354969644080946,0.0,3.3316880970546454,20.30662669866,0.0,4.4422507960728606,26.209940807818114,0.0
89,2021,-1.0006030850648373,1,SHORT,DOWN,DOWN,-1.0006030850648373,13.40270950443705,1.0006030850648369,-1.2507538563310465,16.1042157877499,1.2507538563310447,-1.500904627597256,18.805722071062746,1.5009046275972544,-2.0012061701296746,24.20873463768844,2.0012061701296737
90,2021,2.2211633174509173,0,LONG,UP,DOWN,2.2211633174509173,15.623872821887968,0.0,2.2211633174509173,18.325379105200817,0.0,2.2211633174509173,21.026885388513662,0.0,2.2211633174509173,26.429897955139356,0.0
91,2021,1.2966079268745763,1,LONG,UP,UP,1.2966079268745763,16.920480748762543,0.0,1.6207599085932203,19.94613901379404,0.0,1.9449118903118645,22.971797278825527,0.0,2.5932158537491525,29.02311380888851,0.0
92,2021,-1.0029772197774571,1,SHORT,DOWN,DOWN,-1.0029772197774571,15.917503528985087,1.0029772197774562,-1.2537215247218214,18.692417489072216,1.253721524721822,-1.5044658296661857,21.467331449159342,1.5044658296661844,-2.0059544395549143,27.017159369333598,2.0059544395549125
93,2021,-1.0012404690832244,1,SHORT,DOWN,DOWN,-1.0012404690832244,14.916263059901862,2.004217688860681,-1.2515505863540306,17.440866902718184,2.505272111075854,-1.5018607036248366,19.965470745534507,3.00632653329102,-2.002480938166449,25.014678431167148,4.008435377721362
94,2021,0.07996264112098292,1,LONG,UP,UP,0.07996264112098292,14.996225701022844,1.924255047739699,0.09995330140122866,17.540820204119413,2.4053188096746254,0.11994396168147438,20.085414707215982,2.886382571609545,0.15992528224196584,25.174603713409113,3.848510095479398
95,2021,-1.0018403688318518,1,SHORT,DOWN,DOWN,-1.0018403688318518,13.994385332190992,2.9260954165715507,-1.2523004610398147,16.288519743079597,3.6576192707144415,-1.5027605532477777,18.582654153968203,4.389143124857323,-2.0036807376637036,23.17092297574541,5.852190833143101
96,2021,-1.0018120848098846,0,SHORT,UP,UP,-1.0018120848098846,12.992573247381108,3.9279075013814353,-1.0018120848098846,15.286707658269712,4.659431355524326,-1.0018120848098846,17.58084206915832,5.390955209667208,-1.0018120848098846,22.169110890935524,6.854002917952986
97,2021,0.44606430152621357,0,SHORT,UP,UP,0.44606430152621357,13.438637548907321,3.4818431998552217,0.44606430152621357,15.732771959795926,4.2133670539981125,0.44606430152621357,18.026906370684532,4.944890908140994,0.44606430152621357,22.615175192461738,6.407938616426772
98,2021,-1.0024536948574927,1,LONG,UP,UP,-1.0024536948574927,12.436183854049828,4.484296894712715,-1.2530671185718658,14.47970484122406,5.466434172569979,-1.5036805422862392,16.523225828398292,6.4485714504272345,-2.0049073897149854,20.61026780274675,8.41284600614176
99,2021,2.2201382063146373,0,SHORT,DOWN,NEUTRAL,2.2201382063146373,14.656322060364465,2.264158688398078,2.2201382063146373,16.699843047538696,3.2462959662553423,2.2201382063146373,18.74336403471293,4.228433244112598,2.2201382063146373,22.830406009061388,6.192707799827122
100,2021,2.2201333456664956,1,SHORT,DOWN,DOWN,2.2201333456664956,16.87645540603096,0.044025342731583095,2.7751666820831193,19.475009729621817,0.4711292841722212,3.3302000184997436,22.07356405321267,0.8982332256128558,4.440266691332991,27.27067270039438,1.752441108494132
101,2021,-1.0013083831216554,0,LONG,DOWN,DOWN,-1.0013083831216554,15.875147022909305,1.0453337258532382,-1.0013083831216554,18.47370134650016,1.4724376672938781,-1.0013083831216554,21.072255670091014,1.8995416087345127,-1.0013083831216554,26.26936431727272,2.753749491615789
102,2021,1.1094818028479254,0,LONG,DOWN,DOWN,1.1094818028479254,16.98462882575723,0.0,1.1094818028479254,19.583183149348084,0.3629558644459543,1.1094818028479254,22.181737472938938,0.7900598058865889,1.1094818028479254,27.378846120120645,1.644267688767865
103,2021,0.3896250004570025,1,SHORT,DOWN,DOWN,0.3896250004570025,17.374253826214233,0.0,0.4870312505712531,20.070214399919337,0.0,0.5844375006855037,22.76617497362444,0.2056223052010857,0.779250000914005,28.15809612103465,0.8650176878538609
104,2021,-1.0024257594443582,1,LONG,UP,UP,-1.0024257594443582,16.371828066769876,1.0024257594443569,-1.2530321993054478,18.81718220061389,1.2530321993054478,-1.5036386391665373,21.262536334457902,1.7092609443676245,-2.0048515188887164,26.153244602145932,2.869869206742578
105,2021,1.2002575913642608,1,LONG,UP,UP,1.2002575913642608,17.572085658134135,0.0,1.5003219892053261,20.317504189819214,0.0,1.8003863870463912,23.062922721504293,0.0,2.4005151827285216,28.553759784874455,0.4693540240140557
