entry_ts,entry_time_utc,month,raw_R,target_boost_state,side,H1,H4,weighted_R_1x,equity_1x,drawdown_1x,weighted_R_1.25x,equity_1.25x,drawdown_1.25x,weighted_R_1.5x,equity_1.5x,drawdown_1.5x,weighted_R_2x,equity_2x,drawdown_2x
1772376563,2026-03-01 14:49:23+00:00,2026-03,0.053937487481562664,0,SHORT,NEUTRAL,NEUTRAL,0.053937487481562664,0.053937487481562664,0.0,0.053937487481562664,0.053937487481562664,0.0,0.053937487481562664,0.053937487481562664,0.0,0.053937487481562664,0.053937487481562664,0.0
1772466742,2026-03-02 15:52:22+00:00,2026-03,-1.0016101787878313,0,LONG,NEUTRAL,DOWN,-1.0016101787878313,-0.9476726913062686,1.0016101787878313,-1.0016101787878313,-0.9476726913062686,1.0016101787878313,-1.0016101787878313,-0.9476726913062686,1.0016101787878313,-1.0016101787878313,-0.9476726913062686,1.0016101787878313
1772533415,2026-03-03 10:23:35+00:00,2026-03,-1.0022251199374392,0,SHORT,DOWN,UP,-1.0022251199374392,-1.9498978112437078,2.0038352987252703,-1.0022251199374392,-1.9498978112437078,2.0038352987252703,-1.0022251199374392,-1.9498978112437078,2.0038352987252703,-1.0022251199374392,-1.9498978112437078,2.0038352987252703
1772781648,2026-03-06 07:20:48+00:00,2026-03,2.219347859404499,0,SHORT,DOWN,UP,2.219347859404499,0.2694500481607913,0.0,2.219347859404499,0.2694500481607913,0.0,2.219347859404499,0.2694500481607913,0.0,2.219347859404499,0.2694500481607913,0.0
1772964172,2026-03-08 10:02:52+00:00,2026-03,2.217890902749247,1,SHORT,DOWN,DOWN,2.217890902749247,2.4873409509100384,0.0,2.7723636284365587,3.04181367659735,0.0,3.326836354123871,3.596286402284662,0.0,4.435781805498494,4.705231853659285,0.0
1773049949,2026-03-09 09:52:29+00:00,2026-03,2.2194323888888925,0,LONG,UP,DOWN,2.2194323888888925,4.70677333979893,0.0,2.2194323888888925,5.261246065486242,0.0,2.2194323888888925,5.815718791173555,0.0,2.2194323888888925,6.924664242548177,0.0
1773158745,2026-03-10 16:05:45+00:00,2026-03,-0.2838977375617715,1,LONG,UP,UP,-0.2838977375617715,4.422875602237159,0.2838977375617713,-0.3548721719522144,4.9063738935340275,0.35487217195221454,-0.42584660634265725,5.389872184830898,0.4258466063426569,-0.567795475123543,6.3568687674246345,0.5677954751235426
1773288103,2026-03-12 04:01:43+00:00,2026-03,-1.00352750937612,0,SHORT,NEUTRAL,UP,-1.00352750937612,3.419348092861039,1.2874252469378913,-1.00352750937612,3.9028463841579075,1.3583996813283346,-1.00352750937612,4.386344675454778,1.429374115718777,-1.00352750937612,5.3533412580485145,1.5713229844996626
1773316275,2026-03-12 11:51:15+00:00,2026-03,1.3224616129643092,1,LONG,UP,UP,1.3224616129643092,4.741809705825348,0.0,1.6530770162053865,5.5559234003632945,0.0,1.9836924194464638,6.3700370949012415,0.0,2.6449232259286184,7.998264483977133,0.0
1773412535,2026-03-13 14:35:35+00:00,2026-03,-1.0025685134426676,1,LONG,UP,UP,-1.0025685134426676,3.7392411923826807,1.0025685134426676,-1.2532106418033346,4.302712758559959,1.253210641803335,-1.5038527701640014,4.86618432473724,1.5038527701640012,-2.0051370268853352,5.993127457091798,2.0051370268853352
1773534370,2026-03-15 00:26:10+00:00,2026-03,-1.0063316103925888,0,SHORT,DOWN,UP,-1.0063316103925888,2.732909581990092,2.0089001238352564,-1.0063316103925888,3.2963811481673706,2.259542252195924,-1.0063316103925888,3.8598527143446515,2.51018438055659,-1.0063316103925888,4.986795846699209,3.0114686372779236
1773559833,2026-03-15 07:30:33+00:00,2026-03,2.217239791389728,1,LONG,UP,UP,2.217239791389728,4.95014937337982,0.0,2.77154973923716,6.067930887404531,0.0,3.3258596870845922,7.185712401429244,0.0,4.434479582779456,9.421275429478666,0.0
1773756458,2026-03-17 14:07:38+00:00,2026-03,-1.0033072812093422,0,SHORT,UP,UP,-1.0033072812093422,3.9468420921704777,1.0033072812093424,-1.0033072812093422,5.064623606195188,1.0033072812093424,-1.0033072812093422,6.182405120219902,1.0033072812093424,-1.0033072812093422,8.417968148269324,1.0033072812093415
1773880174,2026-03-19 00:29:34+00:00,2026-03,2.218502725351408,0,SHORT,DOWN,NEUTRAL,2.218502725351408,6.165344817521886,0.0,2.218502725351408,7.283126331546596,0.0,2.218502725351408,8.400907845571309,0.0,2.218502725351408,10.636470873620732,0.0
1773930896,2026-03-19 14:34:56+00:00,2026-03,-1.0029507032160145,1,SHORT,DOWN,DOWN,-1.0029507032160145,5.162394114305871,1.0029507032160145,-1.2536883790200182,6.029437952526577,1.2536883790200184,-1.5044260548240218,6.896481790747288,1.5044260548240214,-2.005901406432029,8.630569467188703,2.005901406432029
1774103657,2026-03-21 14:34:17+00:00,2026-03,2.2136218505818785,0,SHORT,UP,DOWN,2.2136218505818785,7.37601596488775,0.0,2.2136218505818785,8.243059803108455,0.0,2.2136218505818785,9.110103641329166,0.0,2.2136218505818785,10.844191317770582,0.0
1774138524,2026-03-22 00:15:24+00:00,2026-03,0.9368780555555447,1,SHORT,DOWN,DOWN,0.9368780555555447,8.312894020443295,0.0,1.1710975694444308,9.414157372552886,0.0,1.405317083333317,10.515420724662484,0.0,1.8737561111110894,12.717947428881672,0.0
1774363929,2026-03-24 14:52:09+00:00,2026-03,-1.0023526473941227,0,SHORT,NEUTRAL,UP,-1.0023526473941227,7.310541373049173,1.0023526473941224,-1.0023526473941227,8.411804725158763,1.0023526473941224,-1.0023526473941227,9.513068077268361,1.0023526473941224,-1.0023526473941227,11.71559478148755,1.0023526473941224
1774496162,2026-03-26 03:36:02+00:00,2026-03,2.218214969355915,0,SHORT,UP,UP,2.218214969355915,9.528756342405087,0.0,2.218214969355915,10.630019694514678,0.0,2.218214969355915,11.731283046624275,0.0,2.218214969355915,13.933809750843464,0.0
1774657075,2026-03-28 00:17:55+00:00,2026-03,-1.0056002344258763,1,SHORT,DOWN,DOWN,-1.0056002344258763,8.523156107979212,1.0056002344258754,-1.2570002930323454,9.373019401482333,1.2570002930323447,-1.5084003516388145,10.222882694985461,1.508400351638814,-2.0112004688517526,11.922609281991711,2.0112004688517526
1774789629,2026-03-29 13:07:09+00:00,2026-03,-1.005115803612989,0,LONG,DOWN,DOWN,-1.005115803612989,7.518040304366222,2.010716038038865,-1.005115803612989,8.367903597869343,2.262116096645334,-1.005115803612989,9.217766891372472,2.5135161552518035,-1.005115803612989,10.917493478378722,3.016316272464742
1774831076,2026-03-30 00:37:56+00:00,2026-03,0.2996303225806422,0,LONG,DOWN,DOWN,0.2996303225806422,7.817670626946864,1.711085715458223,0.2996303225806422,8.667533920449985,1.9624857740646924,0.2996303225806422,9.517397213953114,2.2138858326711617,0.2996303225806422,11.217123800959364,2.7166859498841003
1774947926,2026-03-31 09:05:26+00:00,2026-03,-1.00342490960836,0,SHORT,UP,DOWN,-1.00342490960836,6.814245717338504,2.714510625066583,-1.00342490960836,7.664109010841625,2.9659106836730524,-1.00342490960836,8.513972304344755,3.217310742279521,-1.00342490960836,10.213698891351005,3.7201108594924595
