mode,trade_index,signal_time_utc,period_label,quality_state,raw_R,risk_multiplier,weighted_R,equity_R,drawdown_R
FLAT_1_1_1,15,2026-03-17 13:45:00+00:00,2026-03,NORMAL,-1.0033072812093422,1.0,-1.0033072812093422,10.10310441369786,1.0033072812093415
FLAT_1_1_1,16,2026-03-17 20:00:00+00:00,2026-03,HIGH,-1.003191140866455,1.0,-1.003191140866455,9.099913272831404,2.006498422075797
FLAT_1_1_1,17,2026-03-18 14:15:00+00:00,2026-03,NORMAL,1.6228005462626942,1.0,1.6228005462626942,10.722713819094098,0.38369787581310355
FLAT_1_1_1,18,2026-03-19 14:45:00+00:00,2026-03,LOW,-1.002023371405143,1.0,-1.002023371405143,9.720690447688956,1.385721247218246
FLAT_1_1_1,19,2026-03-21 14:15:00+00:00,2026-03,NORMAL,2.2136218505818785,1.0,2.2136218505818785,11.934312298270834,0.0
FLAT_1_1_1,20,2026-03-22 00:00:00+00:00,2026-03,HIGH,0.9368780555555448,1.0,0.9368780555555448,12.871190353826378,0.0
FLAT_1_1_1,21,2026-03-23 07:15:00+00:00,2026-03,HIGH,-1.002540854721404,1.0,-1.002540854721404,11.868649499104974,1.0025408547214045
FLAT_1_1_1,22,2026-03-24 01:00:00+00:00,2026-03,NORMAL,-0.1023294933250778,1.0,-0.1023294933250778,11.766320005779896,1.1048703480464823
FLAT_1_1_1,23,2026-03-25 12:00:00+00:00,2026-03,HIGH,-1.0035602735501852,1.0,-1.0035602735501852,10.76275973222971,2.1084306215966677
FLAT_1_1_1,24,2026-03-26 02:30:00+00:00,2026-03,LOW,-1.004167860493261,1.0,-1.004167860493261,9.75859187173645,3.112598482089929
FLAT_1_1_1,25,2026-03-26 06:15:00+00:00,2026-03,NORMAL,1.4871014974918455,1.0,1.4871014974918455,11.245693369228295,1.6254969845980831
FLAT_1_1_1,26,2026-03-27 07:45:00+00:00,2026-03,HIGH,2.218228792610327,1.0,2.218228792610327,13.463922161838623,0.0
FLAT_1_1_1,27,2026-03-28 00:00:00+00:00,2026-03,HIGH,-1.0056002344258763,1.0,-1.0056002344258763,12.458321927412747,1.0056002344258754
FLAT_1_1_1,28,2026-03-28 22:15:00+00:00,2026-03,NORMAL,-1.0069496631304615,1.0,-1.0069496631304615,11.451372264282286,2.0125498975563367
FLAT_1_1_1,29,2026-03-29 23:30:00+00:00,2026-03,NORMAL,0.2996303225806422,1.0,0.2996303225806422,11.751002586862928,1.712919574975695
FLAT_1_1_1,30,2026-03-31 08:45:00+00:00,2026-03,NORMAL,-1.00342490960836,1.0,-1.00342490960836,10.747577677254569,2.716344484584054
FLAT_1_1_1,31,2026-04-01 07:00:00+00:00,2026-04,NORMAL,-1.0030545892784883,1.0,-1.0030545892784883,9.74452308797608,3.719399073862542
FLAT_1_1_1,32,2026-04-02 01:30:00+00:00,2026-04,NORMAL,0.5550521007748141,1.0,0.5550521007748141,10.299575188750895,3.164346973087728
FLAT_1_1_1,33,2026-04-04 08:15:00+00:00,2026-04,NORMAL,-1.0127736419979974,1.0,-1.0127736419979974,9.286801546752898,4.177120615085725
FLAT_1_1_1,34,2026-04-05 06:45:00+00:00,2026-04,LOW,-1.006828621643911,1.0,-1.006828621643911,8.279972925108986,5.183949236729637
FLAT_1_1_1,35,2026-04-06 00:30:00+00:00,2026-04,HIGH,-0.1815576305759548,1.0,-0.1815576305759548,8.09841529453303,5.365506867305593
FLAT_1_1_1,36,2026-04-07 11:15:00+00:00,2026-04,NORMAL,-1.0032583905464063,1.0,-1.0032583905464063,7.095156903986624,6.368765257851999
FLAT_1_1_1,37,2026-04-07 20:45:00+00:00,2026-04,HIGH,2.219480304581637,1.0,2.219480304581637,9.31463720856826,4.149284953270362
FLAT_1_1_1,38,2026-04-09 02:00:00+00:00,2026-04,NORMAL,-1.0033102554975606,1.0,-1.0033102554975606,8.3113269530707,5.152595208767922
FLAT_1_1_1,39,2026-04-09 16:15:00+00:00,2026-04,LOW,0.3934609523547987,1.0,0.3934609523547987,8.7047879054255,4.759134256413123
FLAT_1_1_1,40,2026-04-11 05:00:00+00:00,2026-04,NORMAL,-1.0070212424587208,1.0,-1.0070212424587208,7.697766662966779,5.766155498871844
FLAT_1_1_1,41,2026-04-12 01:45:00+00:00,2026-04,NORMAL,0.5788146944075542,1.0,0.5788146944075542,8.276581357374333,5.18734080446429
FLAT_1_1_1,42,2026-04-13 07:45:00+00:00,2026-04,NORMAL,-1.0055387231306772,1.0,-1.0055387231306772,7.271042634243656,6.192879527594966
FLAT_1_1_1,43,2026-04-14 00:15:00+00:00,2026-04,HIGH,0.1840656959071347,1.0,0.1840656959071347,7.455108330150791,6.0088138316878315
FLAT_1_1_1,44,2026-04-15 20:45:00+00:00,2026-04,HIGH,-1.0030452318166478,1.0,-1.0030452318166478,6.452063098334143,7.011859063504479
FLAT_1_1_1,45,2026-04-16 15:15:00+00:00,2026-04,NORMAL,-1.002215691997346,1.0,-1.002215691997346,5.449847406336797,8.014074755501825
FLAT_1_1_1,46,2026-04-18 00:30:00+00:00,2026-04,NORMAL,2.2170319148363045,1.0,2.2170319148363045,7.666879321173102,5.797042840665521
FLAT_1_1_1,47,2026-04-18 20:45:00+00:00,2026-04,NORMAL,1.7878923215005862,1.0,1.7878923215005862,9.454771642673688,4.009150519164935
FLAT_1_1_1,48,2026-04-19 23:45:00+00:00,2026-04,NORMAL,-1.0029579808165048,1.0,-1.0029579808165048,8.451813661857184,5.012108499981439
FLAT_1_1_1,49,2026-04-20 14:45:00+00:00,2026-04,LOW,0.0567312020062051,1.0,0.0567312020062051,8.508544863863388,4.955377297975234
FLAT_1_1_1,50,2026-04-22 02:30:00+00:00,2026-04,HIGH,0.1926696102914637,1.0,0.1926696102914637,8.701214474154852,4.76270768768377
FLAT_1_1_1,51,2026-04-24 02:30:00+00:00,2026-04,HIGH,-1.0042215082530837,1.0,-1.0042215082530837,7.696992965901769,5.766929195936854
FLAT_1_1_1,52,2026-04-25 01:15:00+00:00,2026-04,NORMAL,0.0444061007074454,1.0,0.0444061007074454,7.7413990666092145,5.722523095229408
FLAT_1_1_1,53,2026-04-26 05:00:00+00:00,2026-04,NORMAL,2.2136266369237263,1.0,2.2136266369237263,9.955025703532941,3.5088964583056814
FLAT_1_1_1,54,2026-04-27 16:30:00+00:00,2026-04,NORMAL,0.4750206120444012,1.0,0.4750206120444012,10.430046315577343,3.03387584626128
FLAT_1_1_1,55,2026-04-29 05:45:00+00:00,2026-04,NORMAL,-1.00506589159503,1.0,-1.00506589159503,9.424980423982312,4.038941737856311
FLAT_1_1_1,56,2026-04-29 16:45:00+00:00,2026-04,HIGH,-0.1612523265298245,1.0,-0.1612523265298245,9.263728097452487,4.200194064386135
FLAT_1_1_1,57,2026-05-01 03:15:00+00:00,2026-05,NORMAL,2.2157272768206435,1.0,2.2157272768206435,11.479455374273131,1.9844667875654913
FLAT_1_1_1,58,2026-05-01 13:15:00+00:00,2026-05,LOW,-0.2307112215450397,1.0,-0.2307112215450397,11.248744152728092,2.215178009110531
FLAT_1_1_1,59,2026-05-03 22:00:00+00:00,2026-05,HIGH,-1.005419649148552,1.0,-1.005419649148552,10.24332450357954,3.2205976582590825
FLAT_1_1_1,60,2026-05-04 02:15:00+00:00,2026-05,LOW,-1.0026531766558076,1.0,-1.0026531766558076,9.240671326923733,4.223250834914889
FLAT_1_1_1,61,2026-05-06 06:00:00+00:00,2026-05,NORMAL,-1.005009961716168,1.0,-1.005009961716168,8.235661365207566,5.228260796631057
FLAT_1_1_1,62,2026-05-06 14:30:00+00:00,2026-05,LOW,1.1761398401768373,1.0,1.1761398401768373,9.411801205384403,4.052120956454219
FLAT_1_1_1,63,2026-05-08 04:30:00+00:00,2026-05,NORMAL,-1.004800168251023,1.0,-1.004800168251023,8.40700103713338,5.056921124705243
FLAT_1_1_1,64,2026-05-09 01:15:00+00:00,2026-05,NORMAL,-1.0094501542859609,1.0,-1.0094501542859609,7.397550882847419,6.066371278991204
FLAT_1_1_1,65,2026-05-09 18:15:00+00:00,2026-05,HIGH,0.6119787609668341,1.0,0.6119787609668341,8.009529643814254,5.454392518024369
FLAT_1_1_1,66,2026-05-10 23:30:00+00:00,2026-05,HIGH,-0.2284270728371984,1.0,-0.2284270728371984,7.781102570977056,5.682819590861567
FLAT_1_1_1,67,2026-05-12 02:00:00+00:00,2026-05,NORMAL,0.1889475429171153,1.0,0.1889475429171153,7.970050113894171,5.493872047944452
FLAT_1_1_1,68,2026-05-13 11:30:00+00:00,2026-05,NORMAL,2.216404153988227,1.0,2.216404153988227,10.186454267882398,3.2774678939562243
FLAT_1_1_1,69,2026-05-14 06:30:00+00:00,2026-05,NORMAL,2.218100609384515,1.0,2.218100609384515,12.404554877266914,1.0593672845717084
FLAT_1_1_1,70,2026-05-15 00:00:00+00:00,2026-05,HIGH,-1.0055274403479089,1.0,-1.0055274403479089,11.399027436919006,2.0648947249196166
FLAT_1_1_1,71,2026-05-15 13:30:00+00:00,2026-05,NORMAL,1.6835480929999684,1.0,1.6835480929999684,13.082575529918975,0.3813466319196479
FLAT_1_1_1,72,2026-05-16 14:45:00+00:00,2026-05,LOW,0.263328357140753,1.0,0.263328357140753,13.345903887059727,0.11801827477889582
FLAT_1_1_1,73,2026-05-17 23:45:00+00:00,2026-05,NORMAL,-1.0033537464931936,1.0,-1.0033537464931936,12.342550140566534,1.121372021272089
FLAT_1_1_1,74,2026-05-18 16:00:00+00:00,2026-05,LOW,-0.1752802944823172,1.0,-0.1752802944823172,12.167269846084217,1.2966523157544056
FLAT_1_1_1,75,2026-05-20 06:45:00+00:00,2026-05,NORMAL,0.4725447108476439,1.0,0.4725447108476439,12.63981455693186,0.8241076049067626
FLAT_1_1_1,76,2026-05-22 02:30:00+00:00,2026-05,NORMAL,2.2163839020147846,1.0,2.2163839020147846,14.856198458946645,0.0
FLAT_1_1_1,77,2026-05-23 08:00:00+00:00,2026-05,LOW,-1.005252196497164,1.0,-1.005252196497164,13.850946262449481,1.005252196497164
FLAT_1_1_1,78,2026-05-23 15:00:00+00:00,2026-05,NORMAL,2.2165710925088407,1.0,2.2165710925088407,16.067517354958323,0.0
FLAT_1_1_1,79,2026-05-24 11:45:00+00:00,2026-05,NORMAL,-1.005808759042491,1.0,-1.005808759042491,15.061708595915832,1.0058087590424911
FLAT_1_1_1,80,2026-05-25 05:30:00+00:00,2026-05,NORMAL,-1.0049264909933218,1.0,-1.0049264909933218,14.05678210492251,2.010735250035813
FLAT_1_1_1,81,2026-05-26 01:00:00+00:00,2026-05,NORMAL,-1.0047465435878355,1.0,-1.0047465435878355,13.052035561334675,3.015481793623648
FLAT_1_1_1,82,2026-05-26 15:45:00+00:00,2026-05,NORMAL,0.8199208570797497,1.0,0.8199208570797497,13.871956418414424,2.195560936543899
FLAT_1_1_1,83,2026-05-27 22:00:00+00:00,2026-05,LOW,2.2174768749061218,1.0,2.2174768749061218,16.089433293320546,0.0
FLAT_1_1_1,84,2026-05-28 05:45:00+00:00,2026-05,HIGH,-0.4408529305296155,1.0,-0.4408529305296155,15.64858036279093,0.4408529305296156
FLAT_1_1_1,85,2026-05-29 07:00:00+00:00,2026-05,NORMAL,-1.0061762141779849,1.0,-1.0061762141779849,14.642404148612945,1.4470291447076011
FLAT_1_1_1,86,2026-05-29 14:30:00+00:00,2026-05,LOW,-1.003640935488132,1.0,-1.003640935488132,13.638763213124813,2.4506700801957333
FLAT_1_1_1,87,2026-05-30 02:00:00+00:00,2026-05,HIGH,-1.007528370565044,1.0,-1.007528370565044,12.631234842559769,3.4581984507607775
FLAT_1_1_1,88,2026-06-01 14:45:00+00:00,2026-06,HIGH,2.2200915466734976,1.0,2.2200915466734976,14.851326389233266,1.2381069040872799
FLAT_1_1_1,89,2026-06-03 05:15:00+00:00,2026-06,HIGH,2.220454680439625,1.0,2.220454680439625,17.07178106967289,0.0
FLAT_1_1_1,90,2026-06-04 05:15:00+00:00,2026-06,NORMAL,-0.4469156908927472,1.0,-0.4469156908927472,16.624865378780143,0.4469156908927481
FLAT_1_1_1,91,2026-06-05 14:15:00+00:00,2026-06,HIGH,-0.1149638975313569,1.0,-0.1149638975313569,16.509901481248786,0.5618795884241052
FLAT_1_1_1,92,2026-06-07 01:30:00+00:00,2026-06,HIGH,-1.002858815690412,1.0,-1.002858815690412,15.507042665558373,1.564738404114518
FLAT_1_1_1,93,2026-06-07 22:15:00+00:00,2026-06,LOW,-0.0434975434530721,1.0,-0.0434975434530721,15.463545122105302,1.6082359475675894
FLAT_1_1_1,94,2026-06-09 02:00:00+00:00,2026-06,NORMAL,1.364215222602464,1.0,1.364215222602464,16.827760344707766,0.24402072496512517
FLAT_1_1_1,95,2026-06-10 06:15:00+00:00,2026-06,HIGH,-1.0039401136358383,1.0,-1.0039401136358383,15.823820231071927,1.2479608386009637
FLAT_1_1_1,96,2026-06-10 14:15:00+00:00,2026-06,NORMAL,0.4606442570832672,1.0,0.4606442570832672,16.284464488155194,0.7873165815176968
FLAT_1_1_1,97,2026-06-13 07:45:00+00:00,2026-06,NORMAL,2.214568269890265,1.0,2.214568269890265,18.49903275804546,0.0
FLAT_1_1_1,98,2026-06-13 22:30:00+00:00,2026-06,NORMAL,-1.0062597010040424,1.0,-1.0062597010040424,17.49277305704142,1.0062597010040406
FLAT_1_1_1,99,2026-06-14 21:45:00+00:00,2026-06,NORMAL,-1.0034751207332235,1.0,-1.0034751207332235,16.489297936308194,2.009734821737265
FLAT_1_1_1,100,2026-06-15 11:30:00+00:00,2026-06,NORMAL,-1.0046427270678313,1.0,-1.0046427270678313,15.484655209240362,3.014377548805097
FLAT_1_1_1,101,2026-06-16 00:45:00+00:00,2026-06,NORMAL,0.6928827247630065,1.0,0.6928827247630065,16.177537934003368,2.321494824042091
FLAT_1_1_1,102,2026-06-17 12:00:00+00:00,2026-06,NORMAL,-1.0039853886119685,1.0,-1.0039853886119685,15.173552545391399,3.3254802126540604
FLAT_1_1_1,103,2026-06-18 16:15:00+00:00,2026-06,HIGH,-0.1559643662165021,1.0,-0.1559643662165021,15.017588179174897,3.481444578870562
FLAT_1_1_1,104,2026-06-20 00:15:00+00:00,2026-06,NORMAL,-1.0056374386292062,1.0,-1.0056374386292062,14.011950740545691,4.487082017499768
FLAT_1_1_1,105,2026-06-21 08:45:00+00:00,2026-06,LOW,-1.0083880987321132,1.0,-1.0083880987321132,13.003562641813577,5.495470116231882
FLAT_1_1_1,106,2026-06-21 22:15:00+00:00,2026-06,NORMAL,2.2182873437638078,1.0,2.2182873437638078,15.221849985577386,3.2771827724680733
FLAT_1_1_1,107,2026-06-22 13:45:00+00:00,2026-06,NORMAL,-1.002806353874498,1.0,-1.002806353874498,14.219043631702888,4.279989126342571
FLAT_1_1_1,108,2026-06-23 01:00:00+00:00,2026-06,NORMAL,2.21842630649825,1.0,2.21842630649825,16.43746993820114,2.061562819844319
FLAT_1_1_1,109,2026-06-23 14:15:00+00:00,2026-06,HIGH,1.4784086009083768,1.0,1.4784086009083768,17.915878539109517,0.5831542189359418
FLAT_1_1_1,110,2026-06-24 14:45:00+00:00,2026-06,HIGH,1.093537157090165,1.0,1.093537157090165,19.00941569619968,0.0
FLAT_1_1_1,111,2026-06-26 01:30:00+00:00,2026-06,NORMAL,0.6757157463796739,1.0,0.6757157463796739,19.685131442579355,0.0
FLAT_1_1_1,112,2026-06-27 05:00:00+00:00,2026-06,NORMAL,-0.6251636143162401,1.0,-0.6251636143162401,19.059967828263115,0.6251636143162393
FLAT_1_1_1,113,2026-06-28 05:45:00+00:00,2026-06,NORMAL,-1.0051880432710785,1.0,-1.0051880432710785,18.054779784992036,1.630351657587319
FLAT_1_1_1,114,2026-06-28 22:30:00+00:00,2026-06,HIGH,-1.0031735875816563,1.0,-1.0031735875816563,17.05160619741038,2.6335252451689755
FLAT_1_1_1,115,2026-06-29 13:45:00+00:00,2026-06,NORMAL,0.1690574538854163,1.0,0.1690574538854163,17.220663651295794,2.4644677912835604
FLAT_1_1_1,116,2026-06-30 23:15:00+00:00,2026-06,NORMAL,-1.0048048847612816,1.0,-1.0048048847612816,16.215858766534513,3.4692726760448416
FLAT_1_1_1,117,2026-07-01 14:00:00+00:00,2026-07,NORMAL,2.219315085058809,1.0,2.219315085058809,18.435173851593323,1.2499575909860319
FLAT_1_1_1,118,2026-07-03 01:15:00+00:00,2026-07,NORMAL,-1.004679255499155,1.0,-1.004679255499155,17.430494596094167,2.2546368464851874
FLAT_1_1_1,119,2026-07-03 21:30:00+00:00,2026-07,HIGH,0.8261770244629236,1.0,0.8261770244629236,18.256671620557093,1.428459822022262
FLAT_1_1_1,120,2026-07-05 22:30:00+00:00,2026-07,LOW,2.21795904165889,1.0,2.21795904165889,20.474630662215983,0.0
FLAT_1_1_1,121,2026-07-07 05:45:00+00:00,2026-07,NORMAL,-1.0036331328901915,1.0,-1.0036331328901915,19.470997529325793,1.0036331328901902
FLAT_1_1_1,122,2026-07-09 00:15:00+00:00,2026-07,LOW,-1.0052843853079805,1.0,-1.0052843853079805,18.465713144017812,2.008917518198171
FLAT_1_1_1,123,2026-07-09 06:45:00+00:00,2026-07,NORMAL,1.0981173881000783,1.0,1.0981173881000783,19.56383053211789,0.9108001300980924
FLAT_1_1_1,124,2026-07-10 11:45:00+00:00,2026-07,HIGH,-1.0046160683996883,1.0,-1.0046160683996883,18.559214463718202,1.9154161984977804
FLAT_1_1_1,125,2026-07-11 08:30:00+00:00,2026-07,HIGH,-1.0107908247212352,1.0,-1.0107908247212352,17.54842363899697,2.926207023219014
FLAT_1_1_1,126,2026-07-12 00:30:00+00:00,2026-07,NORMAL,-0.1900751154485381,1.0,-0.1900751154485381,17.35834852354843,3.116282138667554
FLAT_1_1_1,127,2026-07-14 06:15:00+00:00,2026-07,NORMAL,2.2167848266875216,1.0,2.2167848266875216,19.57513335023595,0.8994973119800314
FLAT_1_1_1,128,2026-07-14 13:15:00+00:00,2026-07,NORMAL,1.7799793047398602,1.0,1.7799793047398602,21.355112654975812,0.0
FLAT_1_1_1,129,2026-07-15 15:00:00+00:00,2026-07,HIGH,-1.0027490867752964,1.0,-1.0027490867752964,20.352363568200516,1.002749086775296
FLAT_1_1_1,130,2026-07-16 08:00:00+00:00,2026-07,NORMAL,-1.0046320110620015,1.0,-1.0046320110620015,19.347731557138516,2.007381097837296
FLAT_1_1_1,131,2026-07-16 23:45:00+00:00,2026-07,NORMAL,2.2157918323763512,1.0,2.2157918323763512,21.563523389514867,0.0
FLAT_1_1_1,132,2026-07-18 05:00:00+00:00,2026-07,NORMAL,-1.0144627457824436,1.0,-1.0144627457824436,20.549060643732425,1.014462745782442
FLAT_1_1_1,133,2026-07-18 17:00:00+00:00,2026-07,HIGH,1.0245780051886877,1.0,1.0245780051886877,21.57363864892111,0.0
FLAT_1_1_1,134,2026-07-20 00:00:00+00:00,2026-07,LOW,-1.005371953056322,1.0,-1.005371953056322,20.56826669586479,1.005371953056322
FLAT_1_1_1,135,2026-07-21 08:00:00+00:00,2026-07,HIGH,-0.2127785355608756,1.0,-0.2127785355608756,20.355488160303914,1.2181504886171979
FLAT_1_1_1,136,2026-07-22 13:45:00+00:00,2026-07,NORMAL,-1.0053158074027737,1.0,-1.0053158074027737,19.35017235290114,2.2234662960199714
FLAT_1_1_1,137,2026-07-23 12:45:00+00:00,2026-07,NORMAL,-1.006486782576516,1.0,-1.006486782576516,18.343685570324624,3.2299530785964876
FLAT_1_1_1,138,2026-07-26 06:00:00+00:00,2026-07,NORMAL,2.21026142326272,1.0,2.21026142326272,20.553946993587346,1.0196916553337658
FLAT_1_1_1,139,2026-07-26 22:30:00+00:00,2026-07,NORMAL,-1.0079386978502662,1.0,-1.0079386978502662,19.546008295737078,2.0276303531840334
FLAT_1_1_1,140,2026-07-27 14:00:00+00:00,2026-07,HIGH,-1.0035158875409222,1.0,-1.0035158875409222,18.542492408196157,3.0311462407249543
FLAT_1_1_1,141,2026-07-27 22:45:00+00:00,2026-07,NORMAL,0.3789391630391676,1.0,0.3789391630391676,18.921431571235324,2.6522070776857873
FLAT_1_1_1,142,2026-07-29 07:45:00+00:00,2026-07,NORMAL,-1.005646466955716,1.0,-1.005646466955716,17.915785104279607,3.6578535446415046
FLAT_1_1_1,143,2026-07-29 16:30:00+00:00,2026-07,NORMAL,-1.002980508313981,1.0,-1.002980508313981,16.912804595965625,4.660834052955487
FLAT_1_1_1,144,2026-07-31 02:30:00+00:00,2026-07,NORMAL,1.275181920991485,1.0,1.275181920991485,18.18798651695711,3.385652131964001
FLAT_1_1_1,145,2026-08-01 03:00:00+00:00,2026-08,HIGH,2.2111218436288467,1.0,2.2111218436288467,20.399108360585956,1.1745302883351556
FLAT_1_1_1,146,2026-08-01 19:15:00+00:00,2026-08,HIGH,-1.0050322990250145,1.0,-1.0050322990250145,19.39407606156094,2.17956258736017
FLAT_1_1_1,147,2026-08-02 02:30:00+00:00,2026-08,NORMAL,-0.4587336695386017,1.0,-0.4587336695386017,18.93534239202234,2.638296256898773
FLAT_1_1_1,148,2026-08-03 04:45:00+00:00,2026-08,HIGH,-1.0061023719242783,1.0,-1.0061023719242783,17.92924002009806,3.644398628823051
FLAT_1_1_1,149,2026-08-03 14:15:00+00:00,2026-08,NORMAL,0.3350877488256583,1.0,0.3350877488256583,18.264327768923717,3.309310879997394
FLAT_1_1_1,150,2026-08-06 04:30:00+00:00,2026-08,NORMAL,1.0871473108402394,1.0,1.0871473108402394,19.351475079763958,2.2221635691571535
FLAT_1_1_1,151,2026-08-07 06:00:00+00:00,2026-08,NORMAL,-1.0072361704383896,1.0,-1.0072361704383896,18.34423890932557,3.229399739595543
FLAT_1_1_1,152,2026-08-07 09:30:00+00:00,2026-08,NORMAL,0.3343119683927149,1.0,0.3343119683927149,18.678550877718283,2.895087771202828
FLAT_1_1_1,153,2026-08-08 14:30:00+00:00,2026-08,LOW,2.203935165523048,1.0,2.203935165523048,20.882486043241332,0.691152605679779
FLAT_1_1_1,154,2026-08-09 13:45:00+00:00,2026-08,HIGH,-1.0157303623263292,1.0,-1.0157303623263292,19.866755680915002,1.7068829680061093
FLAT_1_1_1,155,2026-08-09 23:45:00+00:00,2026-08,LOW,1.6579351270092209,1.0,1.6579351270092209,21.524690807924223,0.0489478409968882
FLAT_1_1_1,156,2026-08-11 01:15:00+00:00,2026-08,HIGH,-1.0101741338783945,1.0,-1.0101741338783945,20.51451667404583,1.059121974875282
FLAT_1_1_1,157,2026-08-12 01:15:00+00:00,2026-08,HIGH,-1.0098131917513018,1.0,-1.0098131917513018,19.504703482294527,2.0689351666265843
FLAT_1_1_1,158,2026-08-12 10:30:00+00:00,2026-08,NORMAL,-1.0075057082119716,1.0,-1.0075057082119716,18.497197774082554,3.076440874838557
FLAT_1_1_1,159,2026-08-13 06:00:00+00:00,2026-08,NORMAL,-1.007043078462431,1.0,-1.007043078462431,17.490154695620124,4.083483953300988
FLAT_1_1_1,160,2026-08-13 15:30:00+00:00,2026-08,NORMAL,-1.0041537504374018,1.0,-1.0041537504374018,16.48600094518272,5.087637703738391
FLAT_1_1_1,161,2026-08-14 07:00:00+00:00,2026-08,LOW,-0.1934524339199094,1.0,-0.1934524339199094,16.29254851126281,5.2810901376583
FLAT_1_1_1,162,2026-08-15 21:30:00+00:00,2026-08,NORMAL,-1.0263458301284998,1.0,-1.0263458301284998,15.266202681134311,6.3074359677868
FLAT_1_1_1,163,2026-08-16 16:15:00+00:00,2026-08,NORMAL,-1.0299928999932049,1.0,-1.0299928999932049,14.236209781141106,7.337428867780005
FLAT_1_1_1,164,2026-08-16 23:00:00+00:00,2026-08,LOW,-1.0065570603264025,1.0,-1.0065570603264025,13.229652720814704,8.343985928106408
FLAT_1_1_1,165,2026-08-17 11:30:00+00:00,2026-08,NORMAL,2.214063370068067,1.0,2.214063370068067,15.44371609088277,6.129922558038341
FLAT_1_1_1,166,2026-08-18 22:00:00+00:00,2026-08,NORMAL,-1.011297564852289,1.0,-1.011297564852289,14.432418526030482,7.14122012289063
FLAT_1_1_1,167,2026-08-19 12:45:00+00:00,2026-08,LOW,2.213798932443706,1.0,2.213798932443706,16.646217458474187,4.927421190446925
FLAT_1_1_1,168,2026-08-20 06:45:00+00:00,2026-08,HIGH,2.2183106124215537,1.0,2.2183106124215537,18.86452807089574,2.7091105780253706
FLAT_1_1_1,169,2026-08-23 02:30:00+00:00,2026-08,HIGH,-1.005698547309076,1.0,-1.005698547309076,17.858829523586664,3.7148091253344475
FLAT_1_1_1,170,2026-08-23 05:45:00+00:00,2026-08,LOW,1.0347207115617918,1.0,1.0347207115617918,18.893550235148457,2.680088413772655
FLAT_1_1_1,171,2026-08-24 15:00:00+00:00,2026-08,HIGH,-0.0427796387614633,1.0,-0.0427796387614633,18.850770596386994,2.7228680525341176
FLAT_1_1_1,172,2026-08-25 19:30:00+00:00,2026-08,NORMAL,0.3381367376277264,1.0,0.3381367376277264,19.18890733401472,2.384731314906393
FLAT_1_1_1,173,2026-08-27 16:30:00+00:00,2026-08,HIGH,-1.0023971061861057,1.0,-1.0023971061861057,18.186510227828613,3.3871284210924983
FLAT_1_1_1,174,2026-08-28 16:15:00+00:00,2026-08,NORMAL,-0.0621767185837963,1.0,-0.0621767185837963,18.124333509244817,3.4493051396762944
FLAT_1_1_1,175,2026-08-30 12:30:00+00:00,2026-08,NORMAL,-1.0071848418196383,1.0,-1.0071848418196383,17.11714866742518,4.456489981495931
