source_index,parent_time,signal_time,fill_time,real_fill,real_R,episode_7d,ret_24h,ret_72h,ret_7d,range_pos_7d,range_pos_30d,rv_ratio_24h_7d,range_ratio_24h_7d,parent_range_pct,parent_body_frac,parent_reclaim_frac,router_conf,child_latency_h,child_parent_range_ratio,prior_virtual_fills,episode_age_h
137,2025-01-08 19:45:00+00:00,2025-01-08 20:30:00+00:00,2025-01-08 20:45:00+00:00,True,-1.173841720569209,67,-0.021243460221878063,-0.042127912961901326,-0.0055211972633762985,0.16629660350487338,0.15875001114575385,1.4674929092622182,0.46635294439858005,0.032408997548806676,0.4092130895280509,0.5706582415243839,0.3646617228790201,0.75,0.08857858464157756,1.0,60.0
138,2025-01-09 23:45:00+00:00,2025-01-10 00:00:00+00:00,2025-01-10 00:15:00+00:00,True,1.3076238459618998,67,-0.024343654152674032,-0.09207105303083463,-0.044431694974924496,0.12448017526697618,0.08362425820717227,1.386703177039597,0.36270768034261835,0.016390698942837734,0.4237969676994125,0.889136453526702,0.3871165801092966,0.25,0.1585102175346024,2.0,87.5
142,2025-02-02 19:45:00+00:00,2025-02-02 22:00:00+00:00,2025-02-02 22:30:00+00:00,False,0.0,68,-0.03522824021557325,-0.07214442530341247,-0.06624698810294671,0.09470486049633878,0.40591776919440986,1.011885389935226,0.49404540887922604,0.025850700231884346,0.42264892163924556,0.5714072027176523,0.313810029849091,2.25,0.2866522596568236,0.0,0.0
143,2025-02-02 23:45:00+00:00,2025-02-03 03:15:00+00:00,2025-02-03 03:30:00+00:00,True,-1.1155399899458072,68,-0.051961611050877377,-0.09288618399648585,-0.07249089271032794,0.2104891228678535,0.25474551320106764,1.36263793575083,0.6097938848476732,0.025370778211267764,0.23099639332886893,0.6255557258929912,0.3389049086897864,3.5,0.164515035864993,1.0,5.25
144,2025-02-12 15:45:00+00:00,2025-02-12 16:30:00+00:00,,False,0.0,69,-0.0056858068694924935,-0.004975537080940784,-0.017437917148595772,0.30939574462458036,0.2576128997112818,1.4040344243714764,0.42041833064452205,0.026544890434997595,0.10948600905077016,0.6793778480241217,0.3269065290099921,0.75,0.23471453902800318,0.0,0.0
145,2025-02-18 19:45:00+00:00,2025-02-18 20:00:00+00:00,2025-02-18 20:15:00+00:00,False,0.0,69,-0.01268154955179479,-0.03236620498705767,-0.008086941845415807,0.19417570353315938,0.17502859944435364,0.9301704886607324,0.6189547087024252,0.023857186304449492,0.6424549900670838,0.3189447052640035,0.3257543318697294,0.25,0.22306308071944364,0.0,147.5
146,2025-02-25 03:45:00+00:00,2025-02-25 05:45:00+00:00,2025-02-25 06:00:00+00:00,True,-1.1940240124915544,69,-0.038202754718372645,-0.04600039187717986,-0.03701672292154268,0.1352716749640022,0.07451257379178326,1.4555377285241846,0.6148751779460206,0.017673473068376005,0.3690411867278935,0.7625316206989663,0.3596467025426288,2.0,0.14549205491564046,1.0,301.25
147,2025-02-25 15:45:00+00:00,2025-02-25 16:45:00+00:00,2025-02-25 17:00:00+00:00,True,-1.0785427927927929,69,-0.07385532552778129,-0.09371641655098062,-0.07586624595651859,0.10496193015350817,0.06904728651970309,1.8794331057722269,0.6811377524301602,0.04004768474053899,0.5748337584194272,0.33785613483673355,0.3559319442065428,1.0,0.15887055913849268,2.0,312.25
148,2025-02-26 23:45:00+00:00,2025-02-27 00:00:00+00:00,2025-02-27 00:15:00+00:00,True,1.3960877179981206,69,-0.04696018496220389,-0.1257634051107429,-0.12647858817875235,0.12067722903608177,0.08586021569799808,1.5048355192329665,0.4157119552308235,0.037317348859805435,0.1250353849725985,0.6342513812066827,0.3802357965602344,0.25,0.12875995152656075,3.0,343.5
149,2025-03-11 03:45:00+00:00,2025-03-11 04:15:00+00:00,2025-03-11 04:30:00+00:00,False,0.0,70,-0.02910135290829896,-0.07060707075547612,-0.044089934927070695,0.2154784061848952,0.15268485723031178,1.243602937054764,0.46390786836362957,0.041903597092085805,0.27801768764235546,0.8751661780107824,0.3730929211876581,0.5,0.13648653920600584,0.0,0.0
151,2025-03-29 19:45:00+00:00,2025-03-29 23:00:00+00:00,,False,0.0,72,-0.022056516970971662,-0.04885534873253761,-0.016837329997407946,0.11428920515348358,0.3181809285636618,1.0183785880906457,0.41849164819917367,0.013456035882762426,0.3090696839080381,0.9999910201149341,0.3586077475509763,3.25,0.12279992816091889,0.0,0.0
157,2025-05-30 03:45:00+00:00,2025-05-30 04:30:00+00:00,,False,0.0,75,-0.013035197958137346,-0.028495420776505243,-0.04189365200312012,0.2063821409769197,0.686418458311484,1.0361859638706123,0.6328477196211244,0.015226976676013826,0.26918478967809295,0.8819397558271389,0.3859516855365811,0.75,0.06759041890946672,0.0,0.0
158,2025-05-30 19:45:00+00:00,2025-05-30 21:15:00+00:00,2025-05-30 21:30:00+00:00,False,0.0,75,-0.012701530610082168,-0.03893224444433241,-0.03324026772933886,0.15698395017179292,0.6144369187765412,1.2405662473600985,0.3942184676429014,0.017720385510390235,0.4867144482734473,0.5035890134662152,0.3241654846005602,1.5,0.06232641416838305,0.0,16.75
159,2025-05-31 03:45:00+00:00,2025-05-31 06:15:00+00:00,2025-05-31 06:30:00+00:00,True,0.8261411856474106,75,-0.021185472435969355,-0.047016443197833824,-0.04150503033581043,0.08318898744354059,0.5551738966833303,1.1488807261314862,0.38722914719358875,0.011806449229731755,0.24626268237293655,0.5027692910941495,0.4168072807405911,2.5,0.0628359501364209,1.0,25.75
164,2025-07-01 23:45:00+00:00,2025-07-02 00:00:00+00:00,2025-07-02 00:15:00+00:00,True,-1.3863099634369287,77,-0.015008420359867491,-0.014342101975601595,-0.0067086810272364295,0.13373305379272604,0.6102227301002334,1.111154460167909,0.6468096769271615,0.008035019304295867,0.33282694459164724,0.506730259671432,0.4228540253809734,0.25,0.16104339633751508,2.0,164.0
165,2025-07-02 03:45:00+00:00,2025-07-02 04:00:00+00:00,2025-07-02 04:15:00+00:00,True,0.979156936813178,77,-0.008960533681657057,-0.009545953198963009,0.0003911353454497668,0.3033822971434759,0.6504054688621488,1.1605915537209757,0.5647379261748611,0.010507963203436702,0.4602335355635347,0.9808404054163002,0.4355152481916748,0.25,0.0913351674448183,3.0,168.0
170,2025-08-18 07:45:00+00:00,2025-08-18 09:45:00+00:00,,False,0.0,79,-0.02794796849475001,-0.030912241037861055,-0.052711653309562956,0.04050494922644892,0.24840369603313736,0.8151660694353489,0.4001338233409872,0.0072372979249861755,0.13555134447936415,0.3925136127035789,0.3626996429752855,2.0,0.2004845402863935,0.0,0.0
171,2025-08-18 11:45:00+00:00,2025-08-18 12:45:00+00:00,2025-08-18 13:30:00+00:00,False,0.0,79,-0.02236418291405229,-0.02636919793278747,-0.034466587041356855,0.08947147915467638,0.2867603950931978,0.8599375408617432,0.4001338233409872,0.006632345422383631,0.33936277660453945,0.4028621273135178,0.3808536981106811,1.0,0.41974369400684963,0.0,3.0
172,2025-08-19 07:45:00+00:00,2025-08-19 08:00:00+00:00,2025-08-19 08:30:00+00:00,True,1.266419336151881,79,-0.0004075181095748448,-0.021269270035732535,-0.03259435231592056,0.06668084685397653,0.24852716265731997,0.9782205068378338,0.25860704392560346,0.009716977505463258,0.150486914181379,0.5479037628441485,0.3640688889304949,0.25,0.22017650639075229,1.0,22.25
173,2025-08-20 03:45:00+00:00,2025-08-20 04:00:00+00:00,2025-08-20 04:30:00+00:00,True,1.0966949062233855,79,-0.010086486970666164,-0.03485589972388492,-0.050950316683122,0.08757313366907485,0.13452525091604284,0.9441902754832099,0.2779503509828275,0.009426218208689188,0.6101745598624456,0.8970022053601464,0.3982696237074742,0.25,0.1315366500953239,2.0,42.25
174,2025-08-26 03:45:00+00:00,2025-08-26 04:00:00+00:00,2025-08-26 04:15:00+00:00,True,1.3237885293175216,79,-0.023898122727116777,-0.04856491242648431,-0.040248445494771024,0.1689710227460769,0.09366471525253438,1.1396755019158298,0.4873784435525001,0.013153674805395948,0.1608086790468543,0.8391913209531456,0.4407196254020062,0.25,0.2159383389145607,3.0,186.25
178,2025-09-22 03:45:00+00:00,2025-09-22 07:30:00+00:00,2025-09-22 07:45:00+00:00,True,-1.2217553245834678,81,-0.023295144293509096,-0.03401256849068246,-0.02424183073758568,0.19538196721311504,0.53892249882574,1.0548805533457077,0.6588622950819668,0.010721772170910936,0.47378482814723955,0.40666259914582015,0.4281586667177265,3.75,0.20702054098026923,1.0,124.0
179,2025-09-23 03:45:00+00:00,2025-09-23 04:45:00+00:00,,False,0.0,81,-0.01740075657895024,-0.02704986596250658,-0.02649896310061528,0.15015571473061398,0.48729920150305334,1.4170838546473483,0.47863593895982603,0.0120624009313157,0.22950505132500484,0.6361127305197496,0.4089713934740839,1.0,0.16514032278298815,2.0,145.25
180,2025-09-24 07:45:00+00:00,2025-09-24 08:45:00+00:00,2025-09-24 09:00:00+00:00,True,1.1033834132074123,81,-0.004517127678155264,-0.026003722230294013,-0.03625877117918874,0.2304304584576527,0.5042555190230158,1.083383325647745,0.32780057573344734,0.0154259672417477,0.5184745870064617,0.8872408174076255,0.3158581836298881,1.0,0.08170045661048769,2.0,173.25
181,2025-09-25 15:45:00+00:00,2025-09-25 18:15:00+00:00,,False,0.0,81,-0.037340814614005624,-0.028685478330488734,-0.07100978664112234,0.08769580746432482,0.20554156881164914,1.5146039640829427,0.5501564298335203,0.009854117335809735,0.211708639145816,0.8647149236491954,0.3524397122110034,2.5,0.47885914890908354,3.0,206.75
182,2025-11-04 11:45:00+00:00,2025-11-04 14:45:00+00:00,2025-11-04 15:30:00+00:00,False,0.0,82,-0.032944478340225736,-0.049428269818622805,-0.09184260078178008,0.12503273810462875,0.10330777784618997,1.3096463281270814,0.41287562044624754,0.010461084387438544,0.08594514062171363,0.8955185682817265,0.3830940594413447,3.0,0.7968228723938992,0.0,0.0
184,2025-11-16 23:45:00+00:00,2025-11-17 03:00:00+00:00,2025-11-17 04:00:00+00:00,True,1.3768201840681402,82,-0.0044506850853970326,-0.04020907664993012,-0.09953517984654947,0.16205651128535395,0.10040501059011854,1.0287318103833278,0.25041032947093533,0.01839766080382394,0.13894094649375027,0.7241940041171946,0.3174036567029819,3.25,0.22273799295348465,1.0,300.25
186,2026-01-20 11:45:00+00:00,2026-01-20 12:45:00+00:00,2026-01-20 13:00:00+00:00,False,0.0,84,-0.01923582742563179,-0.04168810560292446,-0.009000606344524265,0.08121562776136,0.4224707049160802,0.7883585779019057,0.3771007081528147,0.00822065668563097,0.05467541473302361,0.7014322291566677,0.3524233310465181,1.0,0.14814370299249263,0.0,0.0
187,2026-01-25 23:45:00+00:00,2026-01-26 00:00:00+00:00,2026-01-26 00:15:00+00:00,True,1.4025252194705795,84,-0.02480367811085571,-0.02776193082189482,-0.05838194863070412,0.13295068397664866,0.08241172613476863,0.9505380071641808,0.44169997603903516,0.010834961340878154,0.18655691269021876,0.6342871138466826,0.3572489901050774,0.25,0.4742883917067073,1.0,131.25
188,2026-02-23 19:45:00+00:00,2026-02-23 20:30:00+00:00,,False,0.0,85,-0.04664778042114015,-0.051149791832757585,-0.05815777985254267,0.07110977430124132,0.13952352941176466,1.4491859833293055,0.7216251207332365,0.026060617372085895,0.8146481495849218,0.14704846708881125,0.3439348858777843,0.75,0.19907852253263056,0.0,0.0
189,2026-02-23 23:45:00+00:00,2026-02-24 00:00:00+00:00,2026-02-24 01:00:00+00:00,False,0.0,85,-0.0404055743554218,-0.045905045417816925,-0.05812729435809805,0.18798515144664965,0.15996797385620903,1.4865659383494827,0.6990290899376214,0.017742972734789465,0.3146035094448134,0.6687906972689741,0.3580403390127951,0.25,0.20834386631682136,0.0,3.5
190,2026-02-24 15:45:00+00:00,2026-02-24 16:00:00+00:00,2026-02-24 16:15:00+00:00,True,1.4323206995849918,85,-0.01629243189716234,-0.06134695051463801,-0.05285466377184189,0.267115030977213,0.13605555555555565,1.2427175453227735,0.5193571218501655,0.023782797909837443,0.4908773036779971,0.9620172463653806,0.3255668577389677,0.25,0.3104082866682427,1.0,19.5
191,2026-03-19 15:45:00+00:00,2026-03-19 18:45:00+00:00,,False,0.0,86,-0.017940766341747905,-0.055367212529223275,2.2486509526631338e-05,0.14262660181915335,0.5419630652081738,1.108227953359456,0.3913663075076478,0.019970175404980934,0.38973293511665724,0.446666378103848,0.3178567130996702,3.0,0.19618664242738929,0.0,0.0
192,2026-03-22 03:45:00+00:00,2026-03-22 04:45:00+00:00,2026-03-22 05:00:00+00:00,False,0.0,86,-0.01817796264070748,-0.020672510701819413,-0.03139834584433343,0.1453387376954256,0.507625065605513,0.9194701855197986,0.36961204400694875,0.019617683821413785,0.3101323982386196,0.8170978247285582,0.4011674724431432,1.0,0.07732909894213941,0.0,58.0
193,2026-03-27 19:45:00+00:00,2026-03-27 21:00:00+00:00,2026-03-27 21:30:00+00:00,True,1.3090722357089128,86,-0.040073617545156925,-0.054884328168424035,-0.05678563856324592,0.0930989342126391,0.24065767154973028,0.9746649875383135,0.5645678189025964,0.011231716945287948,0.09728345129761172,0.663849005729698,0.3176589320025703,1.25,0.23324570273002326,1.0,194.25
194,2026-03-29 23:45:00+00:00,2026-03-30 01:15:00+00:00,,False,0.0,86,0.0007950373799798793,-0.03347272319889283,-0.021857340867896147,0.22818381204909216,0.275500385505012,0.8214804626950043,0.30322697261207887,0.027174742122251603,0.18824526292904414,0.5635595346270227,0.3558460147952169,1.5,0.18504540564044641,2.0,246.5
198,2026-05-16 11:45:00+00:00,2026-05-16 14:30:00+00:00,2026-05-16 15:00:00+00:00,False,0.0,90,-0.0126824310431074,-0.018668121996813225,-0.0263535125403056,0.11964904160088674,0.49253371525879197,0.7318730578010179,0.3971508393741269,0.011404975633858479,0.32348515474104017,0.4960135651080317,0.4273976595820204,2.75,0.2758725239186061,0.0,0.0
199,2026-05-18 07:45:00+00:00,2026-05-18 11:30:00+00:00,,False,0.0,90,-0.013457762757257519,-0.0407215842203954,-0.046688427018854894,0.13912310742123038,0.3979644278953149,1.0535688163487833,0.35410421089210714,0.006564626657942442,0.2945489762036549,0.9691675231243744,0.3173211504426819,3.75,1.2278440983476968,1.0,45.0
200,2026-05-23 03:45:00+00:00,2026-05-23 09:30:00+00:00,2026-05-23 09:45:00+00:00,True,1.078227075098828,90,-0.03331319948419409,-0.03572936678964933,-0.0432990783369438,0.10455202429478284,0.05264473622727784,1.0624781154396936,0.7645108679261035,0.005878478306799337,0.21528496243984113,0.9338761189330339,0.4930194347441274,5.75,0.19915883226126543,1.0,163.0
201,2026-05-28 07:45:00+00:00,2026-05-28 08:45:00+00:00,2026-05-28 09:00:00+00:00,True,1.0760086206896466,90,-0.033573892455363685,-0.05333363285458992,-0.05901535881530651,0.11119305832592997,0.058988356066257214,1.0857935031256618,0.641665316400057,0.010657296797191674,0.30639992850668585,0.9819479375454818,0.3528363226557972,1.0,0.11032950758978023,2.0,282.25
202,2026-05-28 15:45:00+00:00,2026-05-28 16:15:00+00:00,,False,0.0,90,-0.02593930251946741,-0.05722361129011466,-0.05224002329040134,0.10284044138711257,0.05524399104720064,1.117924659083016,0.5136564563562704,0.013683633322560163,0.5781167015722568,0.34662751896424737,0.368992119385178,0.5,0.25457697433688203,3.0,289.75
203,2026-06-23 11:45:00+00:00,2026-06-23 13:45:00+00:00,,False,0.0,91,-0.04730260148220444,-0.014539783569708642,-0.054139314479501044,0.11934302440366172,0.1765298491906469,1.0607800387967188,0.8174106518956611,0.01611146004947284,0.3763156849505526,0.5650593795924819,0.3915061505749876,2.0,0.26484489812130196,0.0,0.0
204,2026-06-25 15:45:00+00:00,2026-06-25 16:00:00+00:00,2026-06-25 16:30:00+00:00,False,0.0,91,-0.012598040892207396,-0.07674957515835001,-0.045944930706406484,0.2193699369457443,0.08857165904813115,1.9056481658087385,0.5124510177388376,0.06122335559007275,0.47280560781496067,0.3957338043078806,0.3618013875946158,0.25,0.1642743134211293,0.0,50.25
205,2026-07-01 03:45:00+00:00,2026-07-01 04:30:00+00:00,2026-07-01 05:00:00+00:00,True,-1.170796277086218,91,-0.004295826623725185,-0.013529262882762905,-0.05259329082977071,0.28677096529242296,0.09878259481725621,0.7556067277790033,0.3516704756686585,0.025639925449088455,0.3771354780901425,0.9203655266469434,0.3226407189631022,0.75,0.11432260954928289,1.0,182.75
207,2026-08-01 19:45:00+00:00,2026-08-01 20:00:00+00:00,,False,0.0,92,-0.007005470216037146,-0.016558069575081658,-0.02827067813994255,0.08156559833986612,0.22938031885535884,0.4692876462152551,0.25219045423103487,0.012036657070178699,0.6340795854646875,0.3385637414468866,0.4323501840572097,0.25,0.1178635487942589,0.0,0.0
209,2026-08-11 19:45:00+00:00,2026-08-11 20:00:00+00:00,,False,0.0,93,-0.005912540734487659,-0.021561870692085927,-0.007826037093271676,0.19462901192062412,0.36021149131388885,0.9770290361498928,0.5711839245951195,0.006641903802568623,0.17502369668246584,0.7061611374407583,0.3375432655624469,0.25,0.4260189573459688,1.0,43.5
210,2026-08-13 19:45:00+00:00,2026-08-13 20:15:00+00:00,2026-08-13 20:30:00+00:00,True,-1.6967328646749174,93,-0.0008424292068158756,-0.010439820500524388,-0.0159833471843166,0.24363911248825956,0.25171592450573066,1.2916081198139355,0.45196262241831686,0.012091536098211036,0.01567757923569063,0.790035215860177,0.3461510341120942,0.5,0.059371331681226734,1.0,91.75
211,2026-08-14 11:45:00+00:00,2026-08-14 14:30:00+00:00,2026-08-14 14:45:00+00:00,True,-1.225276633599309,93,-0.018980300187617316,-0.018944101126933455,-0.03616625750417124,0.059557498026696895,0.10062057400425053,1.1995492149028193,0.4807512675658251,0.004737323726240837,0.17442836517475332,0.5668670046670945,0.354783598296572,2.75,0.46707853473457933,2.0,110.0
