time,ratio_arc,delta_ls_12_arc,q20,q80,ratio_rest,delta_ls_12_rest,side_arc,side_rest,decision_match,short_arc,short_rest,buy_arc,buy_rest,short_match,buy_match,ratio_abs_err,delta_abs_err,band_width,normalized_delta_err,dist_q20,dist_q80,nearest_threshold_dist,margin_error_ratio,q80_signed_margin_arc,q80_signed_margin_rest,ratio_rest_lag12,ratio_lo,ratio_hi,ratio_lo_lag12,ratio_hi_lag12,delta_lo,delta_hi,expected_current_raw,expected_lag_raw,fresh_current,fresh_lag,transport_fresh,recovered_side,recovered_label
2026-08-25 15:45:00+00:00,0.95362051,0.04240352,-0.04313053,0.0416597899999997,0.9535,0.0422,-1,-1,True,True,True,False,False,True,True,0.00012051,0.00020352,0.0847903199999997,0.0024002739935409,0.08553405,0.0007437300000002,0.0007437300000002,3.654333726416223,0.0007437300000002,0.0005402100000002,0.9113,0.9528753099999998,0.9541069399999997,0.9106753099999998,0.9119069399999997,0.04096837000000009,0.04343162999999994,2026-08-25 15:55:00+00:00,2026-08-25 12:55:00+00:00,True,True,True,,UNCERTAIN
2026-08-25 16:00:00+00:00,0.9530965,0.04094574,-0.04313053,0.0416597899999997,0.9531,0.0410999999999999,0,0,True,False,False,False,False,True,True,3.499999999934112e-06,0.0001542599999998,0.0847903199999997,0.0018193114497014,0.08407627,0.0007140499999996,0.0007140499999996,4.628873330742771,-0.0007140499999996,-0.0005597899999998,0.912,0.9524753099999997,0.9537069399999997,0.9113753099999998,0.9126069399999998,0.039868369999999986,0.04233162999999984,2026-08-25 16:10:00+00:00,2026-08-25 13:10:00+00:00,True,True,True,,UNCERTAIN
2026-08-25 16:15:00+00:00,0.9501564,0.04087676,-0.04313053,0.0416513260000001,0.9501,0.0409999999999999,0,0,True,False,False,False,False,True,True,5.640000000006751e-05,0.0001232399999998,0.0847818560000001,0.0014536129050991,0.08400729,0.000774566,0.000774566,6.285021097054146,-0.000774566,-0.0006513260000002,0.9091,0.9494753099999997,0.9507069399999997,0.9084753099999998,0.9097069399999997,0.03976837,0.04223162999999985,2026-08-25 16:25:00+00:00,2026-08-25 13:25:00+00:00,True,True,True,,UNCERTAIN
2026-08-27 12:45:00+00:00,1.0645084,0.04053021,-0.042862048,0.0406342299999999,1.0644,0.0404999999999999,0,0,True,False,False,False,False,True,True,0.0001084,3.021000000003049e-05,0.0834962779999999,0.0003618125349255,0.083392258,0.0001040199999999,0.0001040199999999,3.443230718300222,-0.0001040199999999,-0.0001342299999999,1.0239,1.0637753099999998,1.0650069399999997,1.0232753099999998,1.0245069399999998,0.03926837000000005,0.04173162999999991,2026-08-27 12:55:00+00:00,2026-08-27 09:55:00+00:00,True,True,True,,UNCERTAIN
2026-08-27 13:30:00+00:00,1.06936176,0.03922917,-0.042862048,0.040669484,1.0695,0.0394999999999998,0,0,True,False,False,False,False,True,True,0.0001382399999998,0.0002708299999998,0.083531532,0.0032422486875953,0.082091218,0.0014403139999999,0.0014403139999999,5.318147915669872,-0.0014403139999999,-0.0011694840000001,1.03,1.0688753099999997,1.0701069399999996,1.0293753099999998,1.0306069399999997,0.03826836999999994,0.0407316299999998,2026-08-27 13:40:00+00:00,2026-08-27 10:40:00+00:00,True,True,True,,UNCERTAIN
2026-08-28 04:45:00+00:00,0.92637225,0.0407334,-0.0429064639999999,0.040327978,0.9264,0.0406999999999999,-1,-1,True,True,True,False,False,True,True,2.7749999999993055e-05,3.340000000007226e-05,0.0832344419999999,0.0004012761928538,0.0836398639999999,0.000405422,0.000405422,12.138383233507373,0.000405422,0.0003720219999999,0.8857,0.9257753099999998,0.9270069399999997,0.8850753099999998,0.8863069399999998,0.03946837000000003,0.041931629999999886,2026-08-28 04:55:00+00:00,2026-08-28 01:55:00+00:00,True,True,True,,UNCERTAIN
2026-08-28 05:15:00+00:00,0.92699687,0.0402090299999999,-0.0429064639999999,0.040383488,0.9272,0.0403999999999999,0,-1,False,False,True,False,False,False,True,0.00020313,0.00019097,0.0832899519999999,0.0022928335941412,0.0831154939999998,0.000174458,0.000174458,0.9135361575117124,-0.000174458,1.651199999998937e-05,0.8868,0.9265753099999998,0.9278069399999997,0.8861753099999998,0.8874069399999998,0.03916837000000006,0.04163162999999992,2026-08-28 05:25:00+00:00,2026-08-28 02:25:00+00:00,True,True,True,,UNCERTAIN
2026-08-28 15:00:00+00:00,1.02943244,0.0404313899999998,-0.0428763500000001,0.040535078,1.0296,0.0407,0,-1,False,False,True,False,False,False,True,0.0001675600000001,0.0002686100000002,0.0834114280000001,0.0032203021389374,0.0833077399999999,0.0001036880000002,0.0001036880000002,0.3860169018284241,-0.0001036880000002,0.000164922,0.9889,1.0289753099999999,1.0302069399999998,0.9882753099999998,0.9895069399999997,0.03946837000000014,0.04193163,2026-08-28 15:10:00+00:00,2026-08-28 12:10:00+00:00,True,True,True,,UNCERTAIN
2026-08-28 15:15:00+00:00,1.03182743,0.0403859800000001,-0.042862048,0.040535078,1.0317,0.0401,0,0,True,False,False,False,False,True,True,0.00012743,0.0002859800000001,0.083397126,0.003429134956043,0.0832480280000001,0.0001490979999999,0.0001490979999999,0.5213581369321012,-0.0001490979999999,-0.000435078,0.9916,1.0310753099999999,1.0323069399999998,0.9909753099999998,0.9922069399999998,0.038868370000000096,0.04133162999999995,2026-08-28 15:25:00+00:00,2026-08-28 12:25:00+00:00,True,True,True,,UNCERTAIN
2026-08-29 00:15:00+00:00,1.19593507,0.04030526,-0.0423162859999999,0.0411137140000001,1.1959,0.0403,0,0,True,False,False,False,False,True,True,3.5070000000025914e-05,5.260000000006926e-06,0.08343,6.304686563594535e-05,0.0826215459999999,0.0008084540000001,0.0008084540000001,153.69847908727783,-0.0008084540000001,-0.0008137140000001,1.1556,1.1952753099999998,1.1965069399999997,1.1549753099999998,1.1562069399999997,0.039068370000000074,0.04153162999999993,2026-08-29 00:25:00+00:00,2026-08-28 21:25:00+00:00,True,True,True,,UNCERTAIN
