ticker,window_start,session_end_date,open,high,low,close,transactions,volume,dollar_volume
GCZ6,1790299740000000000,2026-09-25,4328.4,4329.4,4328.4,4328.9,29,44,190470.9
GCZ6,1790299800000000000,2026-09-25,4328.9,4329.1,4326.6,4327.6,57,72,311606.3
GCZ6,1790299860000000000,2026-09-25,4327.3,4328.9,4326.7,4328.2,84,120,519332.7
GCZ6,1790299920000000000,2026-09-25,4328.2,4330.3,4328.2,4328.9,83,119,515203.5
GCZ6,1790299980000000000,2026-09-25,4328.7,4329.4,4328.5,4328.7,34,38,164502.8
GCZ6,1790300040000000000,2026-09-25,4328.2,4328.3,4327.4,4327.8,37,59,255343.2
GCZ6,1790300100000000000,2026-09-25,4327.5,4328.7,4326.7,4328.7,28,43,186079.0
GCZ6,1790300160000000000,2026-09-25,4329.2,4330.4,4328.8,4329.1,38,44,190493.2
GCZ6,1790300220000000000,2026-09-25,4329.2,4330.5,4329.2,4329.6,28,36,155883.2
GCZ6,1790300280000000000,2026-09-25,4330.0,4330.8,4329.5,4330.1,51,69,298783.0
GCZ6,1790300340000000000,2026-09-25,4330.1,4330.9,4329.5,4329.8,46,53,229506.4
GCZ6,1790300400000000000,2026-09-25,4329.9,4330.0,4328.9,4329.9,15,19,82262.9
GCZ6,1790300460000000000,2026-09-25,4330.2,4331.0,4329.5,4329.9,45,59,255491.0
GCZ6,1790300520000000000,2026-09-25,4330.3,4330.8,4329.6,4330.0,17,20,86605.0
GCZ6,1790300580000000000,2026-09-25,4329.6,4330.7,4329.4,4330.4,34,37,160218.4
GCZ6,1790300640000000000,2026-09-25,4330.2,4330.4,4327.9,4327.9,32,37,160189.5
GCZ6,1790300700000000000,2026-09-25,4327.9,4327.9,4326.1,4326.5,85,114,493260.9
GCZ6,1790300760000000000,2026-09-25,4326.7,4326.9,4325.3,4325.4,95,121,523463.2
GCZ6,1790300820000000000,2026-09-25,4325.6,4325.7,4323.9,4324.6,70,109,471424.6
GCZ6,1790300880000000000,2026-09-25,4324.7,4325.0,4322.9,4322.9,60,75,324281.3
GCZ6,1790300940000000000,2026-09-25,4323.2,4324.0,4322.8,4323.7,22,23,99439.5
GCZ6,1790301000000000000,2026-09-25,4323.5,4323.5,4322.5,4322.9,45,58,250727.0
GCZ6,1790301060000000000,2026-09-25,4322.8,4322.8,4321.6,4321.7,39,43,185852.5
GCZ6,1790301120000000000,2026-09-25,4322.0,4323.5,4322.0,4322.7,32,39,168584.2
GCZ6,1790301180000000000,2026-09-25,4322.8,4322.8,4321.7,4322.5,27,32,138312.2
GCZ6,1790301240000000000,2026-09-25,4323.0,4323.1,4322.6,4322.8,12,12,51874.7
GCZ6,1790301300000000000,2026-09-25,4322.9,4323.4,4322.3,4323.2,25,30,129686.2
GCZ6,1790301360000000000,2026-09-25,4323.0,4323.5,4322.8,4323.1,14,17,73492.1
GCZ6,1790301420000000000,2026-09-25,4323.0,4323.5,4322.3,4323.2,17,17,73487.4
GCZ6,1790301480000000000,2026-09-25,4323.6,4324.0,4322.7,4323.9,15,25,108079.2
GCZ6,1790301540000000000,2026-09-25,4324.2,4324.5,4322.9,4323.2,30,37,159979.1
GCZ6,1790301600000000000,2026-09-25,4323.2,4324.3,4323.2,4324.0,39,55,237803.1
GCZ6,1790301660000000000,2026-09-25,4324.2,4324.4,4324.2,4324.4,5,7,30270.1
GCZ6,1790301720000000000,2026-09-25,4324.2,4327.4,4324.2,4326.9,80,117,506154.6
GCZ6,1790301780000000000,2026-09-25,4326.3,4327.6,4325.8,4326.6,25,31,134119.3
GCZ6,1790301840000000000,2026-09-25,4326.3,4327.0,4326.3,4326.5,18,21,90860.7
GCZ6,1790301900000000000,2026-09-25,4326.3,4328.0,4326.1,4327.3,32,40,173078.2
GCZ6,1790301960000000000,2026-09-25,4327.0,4328.7,4326.6,4328.3,27,28,121170.5
GCZ6,1790302020000000000,2026-09-25,4328.5,4329.8,4328.2,4328.8,62,91,393954.2
GCZ6,1790302080000000000,2026-09-25,4329.1,4329.2,4328.1,4328.8,31,47,203447.8
GCZ6,1790302140000000000,2026-09-25,4329.0,4330.5,4329.0,4330.0,18,20,86600.7
GCZ6,1790302200000000000,2026-09-25,4329.7,4330.0,4328.8,4328.8,19,21,90916.9
GCZ6,1790302260000000000,2026-09-25,4328.7,4328.7,4327.9,4327.9,25,35,151489.6
GCZ6,1790302320000000000,2026-09-25,4328.1,4328.5,4326.3,4326.5,26,34,147118.5
GCZ6,1790302380000000000,2026-09-25,4326.4,4326.7,4325.3,4326.3,27,42,181688.6
GCZ6,1790302440000000000,2026-09-25,4326.5,4326.5,4325.3,4325.3,23,28,121121.5
GCZ6,1790302500000000000,2026-09-25,4325.3,4325.4,4324.0,4324.7,26,43,185964.8
GCZ6,1790302560000000000,2026-09-25,4324.1,4324.7,4323.6,4324.6,28,36,155668.3
GCZ6,1790302620000000000,2026-09-25,4324.8,4324.9,4324.4,4324.4,8,8,34597.1
GCZ6,1790302680000000000,2026-09-25,4324.9,4326.1,4324.9,4326.1,7,9,38929.6
GCZ6,1790302740000000000,2026-09-25,4325.9,4326.1,4325.5,4326.1,15,18,77864.4
GCZ6,1790302800000000000,2026-09-25,4325.7,4327.6,4325.6,4327.6,18,19,82207.9
GCZ6,1790302860000000000,2026-09-25,4327.4,4327.6,4326.7,4327.1,20,22,95197.9
GCZ6,1790302920000000000,2026-09-25,4327.0,4327.6,4326.4,4327.5,13,13,56252.2
GCZ6,1790302980000000000,2026-09-25,4327.3,4327.7,4325.7,4325.9,18,19,82210.6
GCZ6,1790303040000000000,2026-09-25,4325.7,4326.6,4325.7,4325.8,13,15,64890.2
GCZ6,1790303100000000000,2026-09-25,4325.5,4325.6,4324.7,4325.0,15,16,69203.9
GCZ6,1790303160000000000,2026-09-25,4325.0,4325.4,4324.8,4325.4,6,6,25950.4
GCZ6,1790303220000000000,2026-09-25,4325.1,4325.1,4324.0,4324.1,30,36,155682.4
GCZ6,1790303280000000000,2026-09-25,4325.0,4325.0,4324.1,4324.2,15,20,86491.7
GCZ6,1790303340000000000,2026-09-25,4324.0,4324.2,4323.0,4323.3,26,32,138357.4
GCZ6,1790303400000000000,2026-09-25,4323.0,4323.5,4322.7,4323.1,17,19,82139.9
GCZ6,1790303460000000000,2026-09-25,4323.1,4323.4,4322.7,4322.7,12,16,69169.0
GCZ6,1790303520000000000,2026-09-25,4322.5,4322.7,4322.1,4322.7,19,28,121029.7
GCZ6,1790303580000000000,2026-09-25,4322.9,4323.6,4322.8,4323.4,18,20,86463.2
GCZ6,1790303640000000000,2026-09-25,4323.1,4323.1,4322.7,4322.7,14,14,60520.9
GCZ6,1790303700000000000,2026-09-25,4322.9,4322.9,4321.4,4321.8,41,53,229065.9
GCZ6,1790303760000000000,2026-09-25,4322.0,4323.3,4321.8,4323.3,35,61,263677.2
GCZ6,1790303820000000000,2026-09-25,4323.1,4323.1,4319.5,4319.5,77,130,561714.3
GCZ6,1790303880000000000,2026-09-25,4319.8,4321.1,4319.4,4320.9,35,51,220336.8
GCZ6,1790303940000000000,2026-09-25,4320.8,4321.5,4320.4,4320.4,14,16,69133.4
GCZ6,1790304000000000000,2026-09-25,4320.4,4320.6,4319.4,4319.4,24,26,112316.0
GCZ6,1790304060000000000,2026-09-25,4319.3,4319.3,4318.0,4318.2,49,69,297980.0
GCZ6,1790304120000000000,2026-09-25,4318.3,4318.5,4317.2,4318.3,38,61,263394.9
GCZ6,1790304180000000000,2026-09-25,4318.4,4320.5,4318.4,4320.5,41,62,267816.6
GCZ6,1790304240000000000,2026-09-25,4320.6,4322.7,4320.6,4321.3,65,80,345756.2
GCZ6,1790304300000000000,2026-09-25,4321.2,4321.6,4319.7,4319.9,37,49,211700.7
GCZ6,1790304360000000000,2026-09-25,4319.9,4320.4,4317.9,4318.3,39,46,198689.3
GCZ6,1790304420000000000,2026-09-25,4318.2,4319.9,4318.0,4318.3,30,41,177083.2
GCZ6,1790304480000000000,2026-09-25,4318.1,4318.1,4317.1,4317.1,35,43,185653.9
GCZ6,1790304540000000000,2026-09-25,4317.4,4317.5,4316.3,4316.3,50,54,233111.0
GCZ6,1790304600000000000,2026-09-25,4316.2,4316.4,4314.7,4315.7,73,93,401336.9
GCZ6,1790304660000000000,2026-09-25,4315.4,4315.4,4313.0,4315.0,120,174,750723.4
GCZ6,1790304720000000000,2026-09-25,4314.8,4315.2,4313.6,4314.6,51,61,263178.4
GCZ6,1790304780000000000,2026-09-25,4314.9,4316.4,4314.2,4315.8,60,72,310721.7
GCZ6,1790304840000000000,2026-09-25,4316.1,4317.6,4315.4,4317.6,52,58,250340.8
GCZ6,1790304900000000000,2026-09-25,4317.5,4318.1,4316.6,4317.7,31,43,185647.6
GCZ6,1790304960000000000,2026-09-25,4317.8,4319.1,4317.8,4318.2,30,35,151145.6
GCZ6,1790305020000000000,2026-09-25,4318.2,4318.8,4317.7,4318.4,10,11,47501.5
GCZ6,1790305080000000000,2026-09-25,4318.6,4318.9,4318.1,4318.4,16,18,77734.8
GCZ6,1790305140000000000,2026-09-25,4318.5,4319.0,4318.5,4318.9,8,9,38868.4
GCZ6,1790305200000000000,2026-09-25,4319.0,4319.8,4318.7,4318.9,36,38,164126.6
GCZ6,1790305260000000000,2026-09-25,4318.6,4319.5,4317.7,4317.8,28,30,129554.0
GCZ6,1790305320000000000,2026-09-25,4318.1,4318.5,4317.7,4318.5,13,13,56135.9
GCZ6,1790305380000000000,2026-09-25,4318.1,4318.3,4317.6,4317.8,26,35,151129.2
GCZ6,1790305440000000000,2026-09-25,4317.6,4318.7,4317.5,4318.5,35,41,177044.1
GCZ6,1790305500000000000,2026-09-25,4318.8,4320.8,4318.6,4319.7,44,63,272148.9
GCZ6,1790305560000000000,2026-09-25,4319.7,4321.6,4319.2,4320.5,35,41,177147.4
GCZ6,1790305620000000000,2026-09-25,4320.5,4320.5,4319.6,4320.4,38,48,207367.6
GCZ6,1790305680000000000,2026-09-25,4321.2,4321.3,4319.5,4320.0,27,36,155533.5
GCZ6,1790305740000000000,2026-09-25,4319.3,4319.6,4319.1,4319.6,18,25,107984.7
GCZ6,1790305800000000000,2026-09-25,4319.4,4319.4,4318.2,4319.4,26,42,181387.5
GCZ6,1790305860000000000,2026-09-25,4319.3,4319.7,4319.0,4319.0,8,8,34554.3
GCZ6,1790305920000000000,2026-09-25,4319.0,4319.4,4318.7,4319.1,9,10,43191.1
GCZ6,1790305980000000000,2026-09-25,4318.9,4318.9,4317.9,4318.5,23,25,107960.2
GCZ6,1790306040000000000,2026-09-25,4318.5,4318.8,4317.6,4318.0,24,30,129547.2
GCZ6,1790306100000000000,2026-09-25,4318.0,4319.7,4317.9,4319.2,16,22,95007.5
GCZ6,1790306160000000000,2026-09-25,4319.1,4319.9,4319.0,4319.0,8,8,34555.6
GCZ6,1790306220000000000,2026-09-25,4319.0,4319.1,4317.8,4317.8,17,24,103645.3
GCZ6,1790306280000000000,2026-09-25,4318.2,4318.7,4318.1,4318.7,13,14,60458.3
GCZ6,1790306340000000000,2026-09-25,4318.6,4319.1,4318.4,4318.9,8,8,34550.0
GCZ6,1790306400000000000,2026-09-25,4319.4,4319.4,4318.6,4318.6,13,19,82060.7
GCZ6,1790306460000000000,2026-09-25,4319.0,4319.8,4319.0,4319.3,13,17,73429.8
GCZ6,1790306520000000000,2026-09-25,4319.5,4319.6,4319.2,4319.4,7,7,30236.0
GCZ6,1790306580000000000,2026-09-25,4319.0,4319.1,4318.0,4318.0,5,5,21593.2
GCZ6,1790306640000000000,2026-09-25,4317.8,4317.8,4317.5,4317.7,7,7,30223.6
GCZ6,1790306700000000000,2026-09-25,4317.8,4318.1,4316.5,4317.0,31,43,185639.2
GCZ6,1790306760000000000,2026-09-25,4316.8,4316.9,4314.4,4314.5,43,69,297784.5
GCZ6,1790306820000000000,2026-09-25,4314.6,4315.1,4313.5,4314.4,35,41,176888.9
GCZ6,1790306880000000000,2026-09-25,4314.4,4314.9,4313.8,4313.8,14,16,69029.5
GCZ6,1790306940000000000,2026-09-25,4313.8,4313.9,4313.1,4313.3,26,36,155284.7
GCZ6,1790307000000000000,2026-09-25,4313.3,4313.3,4311.7,4312.7,67,81,349306.0
GCZ6,1790307060000000000,2026-09-25,4312.5,4312.8,4311.5,4312.5,27,37,159549.2
GCZ6,1790307120000000000,2026-09-25,4312.3,4312.8,4312.2,4312.6,17,19,81937.5
GCZ6,1790307180000000000,2026-09-25,4312.3,4313.2,4312.0,4312.9,37,42,181130.3
GCZ6,1790307240000000000,2026-09-25,4312.6,4312.6,4310.8,4311.4,41,62,267329.9
GCZ6,1790307300000000000,2026-09-25,4311.6,4311.9,4310.9,4311.1,29,41,176766.9
GCZ6,1790307360000000000,2026-09-25,4311.0,4311.0,4308.7,4309.0,84,118,508528.7
GCZ6,1790307420000000000,2026-09-25,4308.7,4309.8,4308.6,4309.6,51,67,288713.0
GCZ6,1790307480000000000,2026-09-25,4309.5,4310.7,4309.1,4309.8,31,49,211189.6
GCZ6,1790307540000000000,2026-09-25,4310.1,4310.5,4309.5,4309.8,25,38,163779.6
GCZ6,1790307600000000000,2026-09-25,4309.5,4310.1,4309.2,4309.9,11,13,56026.3
GCZ6,1790307660000000000,2026-09-25,4309.8,4310.1,4309.0,4309.2,14,16,68953.2
GCZ6,1790307720000000000,2026-09-25,4309.7,4311.0,4309.7,4310.4,12,12,51727.7
GCZ6,1790307780000000000,2026-09-25,4310.3,4310.6,4309.3,4310.5,27,36,155167.0
GCZ6,1790307840000000000,2026-09-25,4310.2,4310.2,4308.3,4308.3,29,40,172379.3
GCZ6,1790307900000000000,2026-09-25,4308.6,4309.1,4307.7,4307.7,32,40,172340.8
GCZ6,1790307960000000000,2026-09-25,4307.5,4308.0,4306.4,4307.2,61,70,301501.9
GCZ6,1790308020000000000,2026-09-25,4307.3,4307.3,4306.8,4306.8,8,8,34456.6
GCZ6,1790308080000000000,2026-09-25,4307.0,4307.3,4306.3,4306.9,27,40,172272.4
GCZ6,1790308140000000000,2026-09-25,4306.9,4307.2,4306.0,4306.6,54,62,267010.9
GCZ6,1790308200000000000,2026-09-25,4306.2,4308.0,4306.1,4307.2,37,42,180901.3
GCZ6,1790308260000000000,2026-09-25,4307.1,4307.7,4306.9,4307.7,18,19,81836.0
GCZ6,1790308320000000000,2026-09-25,4307.6,4307.6,4307.0,4307.0,14,16,68917.4
GCZ6,1790308380000000000,2026-09-25,4307.2,4307.3,4306.6,4306.6,10,12,51685.3
GCZ6,1790308440000000000,2026-09-25,4306.6,4307.2,4306.2,4306.8,14,15,64601.2
GCZ6,1790308500000000000,2026-09-25,4306.7,4306.8,4305.7,4306.8,22,29,124878.5
GCZ6,1790308560000000000,2026-09-25,4306.5,4306.7,4305.9,4306.6,16,18,77513.7
GCZ6,1790308620000000000,2026-09-25,4306.4,4306.4,4305.6,4305.9,14,17,73200.4
GCZ6,1790308680000000000,2026-09-25,4305.9,4306.0,4305.4,4305.7,28,38,163615.6
GCZ6,1790308740000000000,2026-09-25,4305.5,4305.5,4304.5,4304.9,41,52,223857.0
GCZ6,1790308800000000000,2026-09-25,4304.8,4305.3,4304.5,4304.8,32,36,154975.9
GCZ6,1790308860000000000,2026-09-25,4305.0,4305.5,4304.7,4305.2,31,32,137765.1
GCZ6,1790308920000000000,2026-09-25,4305.5,4305.9,4304.9,4305.4,34,38,163604.7
GCZ6,1790308980000000000,2026-09-25,4305.1,4305.3,4303.2,4304.7,108,154,662854.6
GCZ6,1790309040000000000,2026-09-25,4305.3,4305.8,4305.2,4305.6,19,19,81804.6
GCZ6,1790309100000000000,2026-09-25,4305.9,4306.6,4305.7,4306.3,34,39,167940.8
GCZ6,1790309160000000000,2026-09-25,4306.1,4306.7,4304.0,4304.3,42,50,215270.0
GCZ6,1790309220000000000,2026-09-25,4304.3,4305.5,4303.9,4304.7,62,90,387427.6
GCZ6,1790309280000000000,2026-09-25,4304.9,4305.4,4304.6,4304.8,33,35,150675.7
GCZ6,1790309340000000000,2026-09-25,4304.6,4306.0,4303.9,4305.5,29,32,137761.8
GCZ6,1790309400000000000,2026-09-25,4305.2,4305.4,4304.7,4304.7,14,15,64576.2
GCZ6,1790309460000000000,2026-09-25,4304.8,4304.8,4304.0,4304.7,7,11,47347.7
GCZ6,1790309520000000000,2026-09-25,4305.0,4305.0,4304.5,4304.8,9,9,38743.0
GCZ6,1790309580000000000,2026-09-25,4304.9,4305.0,4303.8,4303.9,14,15,64565.1
GCZ6,1790309640000000000,2026-09-25,4303.7,4303.8,4302.7,4303.1,39,55,236676.9
GCZ6,1790309700000000000,2026-09-25,4303.0,4303.4,4302.4,4303.3,27,37,159206.1
GCZ6,1790309760000000000,2026-09-25,4303.1,4303.5,4303.0,4303.2,21,25,107581.6
GCZ6,1790309820000000000,2026-09-25,4303.6,4303.9,4303.5,4303.6,13,21,90378.1
GCZ6,1790309880000000000,2026-09-25,4304.0,4304.5,4302.4,4302.7,22,42,180732.0
GCZ6,1790309940000000000,2026-09-25,4302.5,4303.3,4302.3,4303.2,22,29,124784.6
GCZ6,1790310000000000000,2026-09-25,4303.1,4303.7,4303.1,4303.7,8,8,34427.2
GCZ6,1790310060000000000,2026-09-25,4303.6,4303.7,4303.5,4303.5,7,7,30124.9
GCZ6,1790310120000000000,2026-09-25,4303.4,4304.5,4303.4,4304.5,16,19,81778.5
GCZ6,1790310180000000000,2026-09-25,4304.0,4304.3,4304.0,4304.1,4,4,17216.7
GCZ6,1790310240000000000,2026-09-25,4304.3,4305.4,4304.3,4305.3,24,53,228173.6
GCZ6,1790310300000000000,2026-09-25,4305.3,4305.5,4304.8,4305.2,32,36,154989.4
GCZ6,1790310360000000000,2026-09-25,4305.2,4305.7,4304.5,4305.0,22,27,116238.0
GCZ6,1790310420000000000,2026-09-25,4304.8,4305.8,4304.8,4305.6,18,27,116246.6
GCZ6,1790310480000000000,2026-09-25,4305.7,4305.9,4305.7,4305.9,9,11,47363.6
GCZ6,1790310540000000000,2026-09-25,4305.9,4306.5,4305.9,4306.0,17,23,99041.7
GCZ6,1790310600000000000,2026-09-25,4306.0,4306.7,4305.6,4306.3,22,30,129188.9
GCZ6,1790310660000000000,2026-09-25,4306.2,4306.6,4305.8,4305.8,16,17,73204.2
GCZ6,1790310720000000000,2026-09-25,4306.2,4306.6,4305.8,4306.1,9,12,51673.9
GCZ6,1790310780000000000,2026-09-25,4305.5,4305.9,4305.0,4305.8,19,25,107640.1
GCZ6,1790310840000000000,2026-09-25,4306.0,4306.3,4305.7,4306.3,9,10,43059.8
GCZ6,1790310900000000000,2026-09-25,4306.3,4306.7,4305.7,4306.2,20,21,90429.7
GCZ6,1790310960000000000,2026-09-25,4305.9,4306.1,4305.3,4305.6,13,15,64586.2
GCZ6,1790311020000000000,2026-09-25,4305.3,4305.8,4305.2,4305.6,9,12,51667.1
