family,N,AUC,Brier,base_rate
TREND_ONLY,2696,0.5137322688366525,0.2105523590832765,0.3008160237388724
PRICE_ONLY,2696,0.5224162461119815,0.21046233164186656,0.3008160237388724
FLOW_ONLY,2696,0.4998295976738938,0.2105967612390762,0.3008160237388724
FULL,2696,0.5262004206091965,0.21047417709425248,0.3008160237388724
