impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,raw_24h,cont_24h,rev_24h,tail_cont,tail_rev,p_cont,p_rev,router_conf,router_side,selected_top20,selected_rev,bucket,is_fresh_aug
1.0,1.682533529858948,2.5202148992200244,1.697413251459207,2.8017806860386627,1.4354582112973362,1.034513645755427,0.014152303791207965,-0.0654031292301428,0.9978589232386035,166489,2025-10-01 23:45:00+00:00,BRIDGE_2025,118310.5,118649.1,118275.46,118594.99,120529.35,0.01631063841735636,0.01631063841735636,-0.01631063841735636,0,0,0.22591273116669772,0.20231260079063235,0.22591273116669772,CONT,False,False,2025,False
1.0,1.6889789198448275,3.364572493875077,1.692164902454527,1.350934080272975,2.2285384271613817,0.8780520639643081,0.04230071180597948,-0.8314696123025452,-0.5555702330196022,166553,2025-10-02 15:45:00+00:00,BRIDGE_2025,119626.17,119910.79,119563.47,119910.78,122258.05,0.01957513744802597,0.01957513744802597,-0.01957513744802597,0,0,0.2980587412375435,0.18631680376057416,0.2980587412375435,CONT,False,False,2025,False
1.0,2.634212547533744,2.555725011959668,1.495034234748135,0.9439510873668144,2.828256863876195,2.6768548069390876,0.006722936459156632,-0.7518398074789773,-0.6593458151000691,166647,2025-10-03 15:15:00+00:00,BRIDGE_2025,120849.99,121472.46,120849.99,121293.73,121733.94,0.003629371743236076,0.003629371743236076,-0.003629371743236076,0,0,0.2805238468147676,0.18765161668860536,0.2805238468147676,CONT,False,False,2025,False
1.0,4.770778034761416,3.7581644029910644,1.9711378153758043,0.9012903743440578,3.8814782771335263,8.181455794579751,0.01863901868255035,0.6087614290087207,0.7933533402912352,166788,2025-10-05 02:30:00+00:00,BRIDGE_2025,122853.91,124362.28,122835.0,123672.99,123839.07,0.0013428153275170107,0.0013428153275170107,-0.0013428153275170107,0,0,0.3615151667774104,0.2132796989203835,0.3615151667774104,CONT,True,False,2025,False
-1.0,-5.96307579053451,-5.024496790851688,-3.366264733007962,0.143579198222974,3.331797118925764,5.728554371311288,0.05016967239459543,0.6087614290087209,-0.793353340291235,166816,2025-10-05 09:30:00+00:00,BRIDGE_2025,124013.4,124026.3,122876.27,122988.76,123806.01,0.006644834321052118,-0.006644834321052118,0.006644834321052118,0,0,0.27065152568381584,0.23813508846478212,0.27065152568381584,CONT,False,False,2025,False
-1.0,0.5424083520104104,-3.074254583878796,-0.4421703307134603,-0.9669191027207508,2.7783828716834646,2.6930678936524655,0.029997902126995216,-0.44228869021900147,-0.8968727415326883,167025,2025-10-07 13:45:00+00:00,BRIDGE_2025,123792.2,123951.78,123288.0,123891.68,122599.04,-0.010433630410048522,0.010433630410048522,-0.010433630410048522,0,0,0.2353663248377773,0.2469768947200192,0.2469768947200192,REV,False,False,2025,False
1.0,0.8508250841886381,2.664939900418874,1.4097534291734684,-1.9687304923409772,0.24108881739690818,0.09250845194251234,0.007288950197155818,-0.8314696123025455,0.5555702330196018,167051,2025-10-07 20:15:00+00:00,BRIDGE_2025,122042.95,122196.48,121953.91,122196.47,123563.37,0.011186084180664135,0.011186084180664135,-0.011186084180664135,0,0,0.22920172563550575,0.32040712341307537,0.32040712341307537,REV,False,False,2025,False
1.0,5.101135135022091,3.8370825430480573,1.6326265372594997,-0.7820487988350939,2.5073218526048437,4.072020497599742,0.01933230966842659,0.7933533402912352,-0.6087614290087207,167100,2025-10-08 08:30:00+00:00,BRIDGE_2025,121916.42,122821.25,121916.42,122821.24,121330.12,-0.012140571125971444,-0.012140571125971444,0.012140571125971444,0,0,0.32487662258298283,0.29947265675172585,0.32487662258298283,CONT,True,False,2025,False
1.0,3.4205573420224624,2.6518597496713583,1.3412262102100336,1.032764412318654,2.0071544932077567,2.826494753748595,-0.019883075337627603,-0.9659258262890683,-0.25881904510252063,167134,2025-10-08 17:00:00+00:00,BRIDGE_2025,123051.02,123669.93,122958.05,123669.93,120261.36,-0.02756183334137885,-0.02756183334137885,0.02756183334137885,0,1,0.21738596749134304,0.21901377977740538,0.21901377977740538,REV,False,False,2025,False
1.0,2.3944684481627885,2.6615635850894215,1.0562550443652157,-0.3945005387579933,1.6138681381824689,1.7073553432957884,-0.019104721709925748,0.19509032201612816,-0.9807852804032304,167207,2025-10-09 11:15:00+00:00,BRIDGE_2025,122246.82,122767.64,122246.81,122680.97,121449.81,-0.010035379573162806,-0.010035379573162806,0.010035379573162806,0,0,0.24581091313217918,0.2843964622064249,0.2843964622064249,REV,False,False,2025,False
-1.0,-5.629348994881579,-3.8571814132361997,-5.314811082271656,-2.0442960129074734,3.734377808518538,5.658289589327416,-0.011988135277416606,-0.9469301294951056,-0.3214394653031618,167229,2025-10-09 16:45:00+00:00,BRIDGE_2025,120815.97,120877.14,119707.29,119819.77,118205.61,-0.01347148416922217,0.01347148416922217,-0.01347148416922217,0,0,0.30492521106085657,0.24853670255889207,0.30492521106085657,CONT,False,False,2025,False
-1.0,-4.758389803660283,-3.4320348385110746,-1.47751651111071,-0.6516009747395882,2.116033090129139,4.135624061260609,-0.01843889157517013,-0.6593458151000688,-0.7518398074789775,167317,2025-10-10 14:45:00+00:00,BRIDGE_2025,121348.69,121407.45,120479.2,120493.17,111991.97,-0.07055329945699829,0.07055329945699829,-0.07055329945699829,1,0,0.198814162128078,0.24263097805914138,0.24263097805914138,REV,False,False,2025,False
-1.0,-4.4707287770233295,-4.541290613618534,-4.429089069765086,-3.0841321256384955,2.9013297621436522,4.5763848950233905,-0.04056655810020929,-0.9469301294951057,0.3214394653031615,167335,2025-10-10 19:15:00+00:00,BRIDGE_2025,116827.4,116937.21,115952.47,116040.38,111391.55,-0.04006217490842412,0.04006217490842412,-0.04006217490842412,1,0,0.24582669792817344,0.2901973837232394,0.2901973837232394,REV,False,False,2025,False
1.0,3.4033687775190695,3.4128387707301053,-2.8706257628658163,-4.397971414928945,2.981938357140081,2.547454870120108,0.11321295908970418,-0.19509032201612872,0.9807852804032303,167351,2025-10-10 23:15:00+00:00,BRIDGE_2025,113050.99,113850.0,112820.01,113771.8,110949.88,-0.024803248678780476,-0.024803248678780476,0.024803248678780476,0,1,0.5171256199833535,0.37889582787818604,0.5171256199833535,CONT,True,False,2025,False
-1.0,0.004594428868437949,-3.054644868085848,-3.3972584919016073,-5.0832690203495785,1.7278414850326802,0.4927753852084853,0.10761280349088438,0.7933533402912352,0.6087614290087207,167368,2025-10-11 03:30:00+00:00,BRIDGE_2025,111880.25,112187.67,111800.0,111880.48,110954.7,-0.00827481181035239,0.00827481181035239,-0.00827481181035239,0,0,0.35033090239424536,0.46379492720509236,0.46379492720509236,REV,True,True,2025,False
-1.0,-0.5580908726523315,-3.5904153893253397,-1.5608894483203037,-5.228415341092612,2.045090751934183,0.8542717868232655,0.10658355426377639,0.9238795325112868,-0.3826834323650895,167384,2025-10-11 07:30:00+00:00,BRIDGE_2025,110754.18,110999.99,110501.78,110632.88,111584.69,0.008603228208175828,-0.008603228208175828,0.008603228208175828,0,0,0.3472157884868742,0.416711994181687,0.416711994181687,REV,True,True,2025,False
-1.0,-0.8412204430543463,-2.589002462379408,-0.7343554077051264,-1.2635787383829653,1.2764682684243938,1.7377590996029626,0.10693080503681308,0.13052619222005157,0.9914448613738104,167452,2025-10-12 00:30:00+00:00,BRIDGE_2025,109924.91,110472.02,109701.01,109742.33,115136.36,0.04915177215573974,-0.04915177215573974,0.04915177215573974,0,1,0.25238487696964235,0.3265214940144805,0.3265214940144805,REV,True,True,2025,False
1.0,3.9620630010495432,4.161896062305881,1.680587400927829,0.46934116161469375,3.036867696190341,3.2965797476190386,0.09552899575252863,-0.7071067811865471,-0.7071067811865479,167510,2025-10-12 15:00:00+00:00,BRIDGE_2025,112338.11,113381.6,112078.0,113218.53,114418.31,0.01059711785668993,0.01059711785668993,-0.01059711785668993,0,0,0.37624394728369437,0.20611801037571528,0.37624394728369437,CONT,True,False,2025,False
-1.0,-3.958703708130057,-2.7578104986435066,-2.174196730169566,0.835028901675729,1.6244775569593266,2.2555143167949754,0.09307800242220657,0.19509032201612816,-0.9807852804032304,167591,2025-10-13 11:15:00+00:00,BRIDGE_2025,114550.0,114604.63,113616.5,113643.33,111480.83,-0.019028833456393834,0.019028833456393834,-0.019028833456393834,0,0,0.23532312381745796,0.2752710816442829,0.2752710816442829,REV,False,False,2025,False
