idx,time,side,conf,tag,dist,htf,disposition,relevant,pre,htf_pre,bosH1,bosM15,microUp,microDn,bullLiq,bearLiq,fvgBull,fvgBear,slope,dist_pre,choch_h1,choch_m15,panic,episode15,exec_time,exec_entry,exec_lot,close_time,close_price,log_net,gross_nocomm
102,2026-08-04 15:48:20,BUY,69,CHoCHBull,1.77,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 15:48:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.77 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
103,2026-08-04 15:51:20,BUY,69,CHoCHBull,1.77,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 15:51:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.77 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
104,2026-08-04 15:54:20,BUY,69,CHoCHBull,1.77,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 15:54:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.77 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
105,2026-08-04 15:57:20,BUY,69,CHoCHBull,1.73,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 15:57:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.73 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
106,2026-08-04 16:00:20,BUY,69,CHoCHBull,1.69,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:00:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.69 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
107,2026-08-04 16:03:20,BUY,69,CHoCHBull,1.68,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:03:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.68 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
108,2026-08-04 16:06:20,BUY,69,CHoCHBull,1.68,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:06:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.68 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
109,2026-08-04 16:09:20,BUY,69,CHoCHBull,1.67,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:09:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.67 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
110,2026-08-04 16:12:20,BUY,69,CHoCHBull,1.67,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:12:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.67 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
111,2026-08-04 16:15:20,BUY,69,CHoCHBull,1.66,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:15:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.66 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
112,2026-08-04 16:18:20,BUY,69,CHoCHBull,1.68,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:18:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.68 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
113,2026-08-04 16:21:20,BUY,69,CHoCHBull,1.68,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:21:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.68 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
114,2026-08-04 16:24:20,BUY,69,CHoCHBull,1.68,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:24:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.68 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
115,2026-08-04 16:27:20,BUY,69,CHoCHBull,1.69,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:27:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.69 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
116,2026-08-04 16:30:20,BUY,69,CHoCHBull,1.71,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:30:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.71 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
117,2026-08-04 16:33:20,BUY,69,CHoCHBull,1.72,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:33:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.72 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
118,2026-08-04 16:36:20,BUY,69,CHoCHBull,1.72,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:36:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.72 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
119,2026-08-04 16:39:20,BUY,69,CHoCHBull,1.75,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:39:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.75 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
120,2026-08-04 16:42:20,BUY,69,CHoCHBull,1.73,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:42:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.73 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
121,2026-08-04 16:45:20,BUY,69,CHoCHBull,1.72,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:45:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.72 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
122,2026-08-04 16:48:20,BUY,69,CHoCHBull,1.7,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:48:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.70 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
123,2026-08-04 16:51:20,BUY,69,CHoCHBull,1.7,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:51:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.70 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
124,2026-08-04 16:54:20,BUY,69,CHoCHBull,1.72,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:54:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.72 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
125,2026-08-04 16:57:20,BUY,69,CHoCHBull,1.7,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 16:57:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.70 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
126,2026-08-04 17:00:20,BUY,69,CHoCHBull,1.71,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:00:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.71 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
127,2026-08-04 17:03:20,BUY,69,CHoCHBull,1.73,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:03:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.73 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
128,2026-08-04 17:06:20,BUY,69,CHoCHBull,1.73,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:06:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.73 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
129,2026-08-04 17:09:20,BUY,69,CHoCHBull,1.75,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:09:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.75 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
130,2026-08-04 17:12:20,BUY,69,CHoCHBull,1.77,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:12:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.77 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
131,2026-08-04 17:15:20,BUY,69,CHoCHBull,1.78,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:15:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.78 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
132,2026-08-04 17:18:20,BUY,69,CHoCHBull,1.8,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:18:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.80 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
133,2026-08-04 17:21:20,BUY,69,CHoCHBull,1.8,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:21:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.80 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
134,2026-08-04 17:24:20,BUY,69,CHoCHBull,1.82,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:24:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.82 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
135,2026-08-04 17:27:20,BUY,69,CHoCHBull,1.82,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:27:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.82 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
136,2026-08-04 17:30:20,BUY,69,CHoCHBull,1.83,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:30:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.83 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
137,2026-08-04 17:33:20,BUY,69,CHoCHBull,1.8,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:33:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.80 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
138,2026-08-04 17:36:20,BUY,69,CHoCHBull,1.77,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:36:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.77 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
139,2026-08-04 17:39:20,BUY,69,CHoCHBull,1.76,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:39:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.76 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
140,2026-08-04 17:42:20,BUY,69,CHoCHBull,1.76,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:42:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.76 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
141,2026-08-04 17:45:20,BUY,69,CHoCHBull,1.78,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:45:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.78 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
142,2026-08-04 17:48:20,BUY,69,CHoCHBull,1.77,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:48:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.77 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
143,2026-08-04 17:51:20,BUY,69,CHoCHBull,1.78,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:51:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.78 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
144,2026-08-04 17:54:20,BUY,69,CHoCHBull,1.8,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:54:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.80 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
145,2026-08-04 17:57:20,BUY,69,CHoCHBull,1.82,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.04 17:57:20   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.82 limit=1.5 trigger= | reason=overextended | pre=50 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",50,1,1,0,0,1,0,0,0,0,0.001,1.49,1,0,0,4,,,,,,,
146,2026-08-07 03:00:10,SELL,81,CHoCHBear,-1.56,-1,KNIFE,"2026.08.12 21:35:37.835	Core 1	2026.08.07 03:00:10   KNIFE_BTC: blocked   body=106 atr=71 ratio=1.51 dir=BULL\",72,-1,-1,-1,0,1,0,0,1,1,-0.018,-1.56,-1,-1,0,5,,,,,,,
147,2026-08-07 03:03:10,SELL,81,CHoCHBear,-1.5,-1,KNIFE,"2026.08.12 21:35:37.835	Core 1	2026.08.07 03:03:10   KNIFE_BTC: blocked   body=106 atr=71 ratio=1.51 dir=BULL\",72,-1,-1,-1,0,1,0,0,1,1,-0.018,-1.56,-1,-1,0,5,,,,,,,
148,2026-08-07 03:06:10,SELL,81,CHoCHBear,-1.42,-1,KNIFE,"2026.08.12 21:35:37.835	Core 1	2026.08.07 03:06:10   KNIFE_BTC: blocked   body=106 atr=71 ratio=1.51 dir=BULL\",72,-1,-1,-1,0,1,0,0,1,1,-0.018,-1.56,-1,-1,0,5,,,,,,,
149,2026-08-07 03:09:10,SELL,81,CHoCHBear,-1.08,-1,ORACLE,"2026.08.12 21:35:37.835	Core 1	2026.08.07 03:09:10   ORACLE_GATE_BLOCK: action=SELL reason=EXHAUST_VETO2 del=0.00 d1m=1.84 | d1m=1.84 ei=-0.22 selDel=0.00 buyDel=0.00\",72,-1,-1,-1,0,1,0,0,1,1,-0.018,-1.56,-1,-1,0,5,,,,,,,
150,2026-08-07 03:12:10,SELL,81,CHoCHBear,-0.84,-1,ORACLE,"2026.08.12 21:35:37.835	Core 1	2026.08.07 03:12:10   ORACLE_GATE_BLOCK: action=SELL reason=EXHAUST_VETO2 del=0.00 d1m=1.84 | d1m=1.84 ei=-0.16 selDel=0.00 buyDel=0.00\",72,-1,-1,-1,0,1,0,0,1,1,-0.018,-1.56,-1,-1,0,5,,,,,,,
151,2026-08-07 03:13:10,SELL,81,CHoCHBear,-0.73,-1,EXEC,"2026.08.12 21:35:37.835	Core 1	2026.08.07 03:15:10   EXEC_EVENT | event_type=EXEC_MARKET time=2026.08.07 03:15:08 sym=BTCUSD action=SELL lot=1.00 entry=64246.05 limit_price=0.00 sl=64579.13 tp=63746.42 pre=100 ai=81 final=150 mult=2.00 rr=1.50 htfBias=-1 bosH1=-1 bosM15=0 microUp=0 microDn=1 raid=NONE reclaim=NONE choch_h1=-1 choch_m15=-1 liq=NONE bullFVG=1 bearFVG=1 bullOB=1 bearOB=1 bullOverlap=1 bearOverlap=0 dist_ema=-0.68 slope=-0.018 impulse=0.08 m15BodyATR=0.47 m15Panic=0 regime=TRD regimeRatio=1.00 session=ASIA sessionScore=0 ti\",72,-1,-1,-1,0,1,0,0,1,1,-0.018,-1.56,-1,-1,0,5,2026-08-07 03:15:08,64246.05,1.0,2026-08-07 05:16:30,64491.84,-266.75,-245.79
152,2026-08-09 08:06:40,SELL,69,CHoCHBear,-0.5,-1,ORACLE,"2026.08.12 21:35:39.051	Core 1	2026.08.09 08:06:40   ORACLE_GATE_BLOCK: action=SELL reason=EXHAUST_VETO2 del=0.00 d1m=0.48 | d1m=0.48 ei=0.03 selDel=0.00 buyDel=0.00\",50,-1,-1,0,1,0,0,0,0,0,-0.034,-0.91,-1,0,0,6,,,,,,,
153,2026-08-09 08:09:40,SELL,69,CHoCHBear,-0.45,-1,ORACLE,"2026.08.12 21:35:39.051	Core 1	2026.08.09 08:09:40   ORACLE_GATE_BLOCK: action=SELL reason=EXHAUST_VETO2 del=0.00 d1m=0.48 | d1m=0.48 ei=0.04 selDel=0.00 buyDel=0.00\",50,-1,-1,0,1,0,0,0,0,0,-0.034,-0.91,-1,0,0,6,,,,,,,
154,2026-08-09 08:12:40,SELL,69,CHoCHBear,-0.42,-1,ORACLE,"2026.08.12 21:35:39.051	Core 1	2026.08.09 08:12:40   ORACLE_GATE_BLOCK: action=SELL reason=EXHAUST_VETO2 del=0.00 d1m=0.48 | d1m=0.48 ei=0.04 selDel=0.00 buyDel=0.00\",50,-1,-1,0,1,0,0,0,0,0,-0.034,-0.91,-1,0,0,6,,,,,,,
155,2026-08-09 08:15:40,SELL,69,CHoCHBear,-0.38,-1,ORACLE,"2026.08.12 21:35:39.051	Core 1	2026.08.09 08:15:40   ORACLE_GATE_BLOCK: action=SELL reason=EXHAUST_VETO2 del=0.00 d1m=0.48 | d1m=0.48 ei=0.04 selDel=0.00 buyDel=0.00\",50,-1,-1,0,1,0,0,0,0,0,-0.034,-0.91,-1,0,0,6,,,,,,,
156,2026-08-09 08:18:40,SELL,69,CHoCHBear,-0.33,-1,ORACLE,"2026.08.12 21:35:39.051	Core 1	2026.08.09 08:18:40   ORACLE_GATE_BLOCK: action=SELL reason=EXHAUST_VETO2 del=0.00 d1m=0.48 | d1m=0.48 ei=0.04 selDel=0.00 buyDel=0.00\",50,-1,-1,0,1,0,0,0,0,0,-0.034,-0.91,-1,0,0,6,,,,,,,
