sample,accept_trades,original_signals,ev_trade,policy_ev_original_signal,cum_atr,t,pf,dd_atr,trigger_rate,median_hold_h,long_n,short_n,side_name
LONG,736,1563,0.3782361427598818,0.17810735833094882,278.381801071273,2.479611748627994,1.3631269909630082,56.619432773208985,0.7228260869565217,3.0,736,0,LONG
SHORT,760,1633,0.0845727320449147,0.039360242715330784,64.27527635413517,0.736751428279557,1.0875024283109507,103.20314295470362,0.7460526315789474,2.25,0,760,SHORT
