regime,bias,trades,ev,cumr,win_rate
EXPANSION,BEAR,13,0.32624625894096576,4.241201366232555,0.5384615384615384
EXPANSION,BULL,24,0.12583492102076554,3.020038104498373,0.4583333333333333
EXPANSION,NEUTRAL,12,-0.13867865220053485,-1.6641438264064181,0.3333333333333333
PULLBACK,BEAR,79,0.14041346666106072,11.092663866223797,0.4430379746835443
PULLBACK,BULL,99,0.04571938920441696,4.526219531237279,0.42424242424242425
PULLBACK,NEUTRAL,64,0.1409355482384844,9.019875087263001,0.453125
RANGE,BEAR,5,-0.34553939494903835,-1.7276969747451918,0.4
RANGE,BULL,2,0.20331142079859987,0.40662284159719975,0.5
RANGE,NEUTRAL,29,0.14674068695755196,4.255479921769007,0.4482758620689655
