split,router,portfolio,target,n,trades_per_week,ev,pf,positive_rate,total_R,gross_ev,tp_rate,max_dd_R,worst_day_R,max_consec_losses,stress10_ev,buy_ev,sell_ev,mid_ev,high_ev,low_ev
CONFIRMATION,PHASE_ROUTED,INDEPENDENT,1.5,131,1.6996410169940932,-0.2992449756175219,0.589021199626532,0.29770992366412213,-39.201091805895366,-0.261396491234683,0.2900763358778626,48.37418236014406,-2.1174265472030647,16,-0.3749419443831997,-0.21832577073445497,-0.38140909134494366,-0.4893878642547057,0.02321965463439191,-0.26247136794998777
CONFIRMATION,PHASE_ROUTED,SERIAL,1.5,129,1.6736922991773895,-0.32633277201836086,0.558661659574069,0.2868217054263566,-42.09692759036855,-0.2887049639670036,0.27906976744186046,48.374182360144054,-2.1174265472030647,16,-0.4015883881210754,-0.2703958852023003,-0.38140909134494366,-0.5230154818035305,-0.02545628247807936,-0.26247136794998777
CONFIRMATION,BASELINE,SERIAL,1.5,2058,26.41831701766473,-0.18058070652626185,0.7301902968759422,0.34499514091350825,-371.6350940310469,-0.14267729963690812,0.32798833819241985,375.4141459522738,-9.34893948982033,16,-0.25638752030496925,-0.18732971084364702,-0.17403837028366742,-0.26144921711001645,-0.1314500807816765,-0.11503202354413036
CONFIRMATION,PHASE_ROUTED,SERIAL,2.0,129,1.6736922991773895,-0.3154527996400663,0.595308958004791,0.24806201550387597,-40.69341115356855,-0.27782499158870894,0.2248062015503876,49.37418236014405,-2.1174265472030647,16,-0.3907084157427807,-0.28048634551464535,-0.34988130831740366,-0.4910463345619802,-0.05823883776117939,-0.25056660604522585
DISCOVERY_2023,PHASE_ROUTED,INDEPENDENT,1.5,158,3.0882652358800633,0.09552086600468794,1.1672380996212612,0.4620253164556962,15.092296828740695,0.1550632911392405,0.4620253164556962,25.903405954915975,-3.1558652246554306,14,-0.02356398426441722,0.05133639366790966,0.132512517263386,0.07900317120149797,0.17016752500280294,0.010310494625276308
