selected,future_health,n,direction_correct,ev_1p5,mean_score
True,True,2602,0.8420445810914681,0.1917442515426209,0.594063230660987
True,False,1796,0.5267260579064588,-0.7506477902832771,0.5925150632663283
False,True,1754,0.8511972633979475,0.18567388868307427,0.24057929356725866
False,False,8425,0.6899703264094955,-0.28411448698154257,0.15388197559607267
