n,trades_per_week,ev,pf,positive_rate,total_R,gross_ev,tp_rate,max_dd_R,worst_day_R,max_consec_losses,stress05_ev,stress10_ev,buy_ev,sell_ev,back_ev,through_ev,correct_rate,future_health_rate,median_score,split,target,portfolio
2775,33.31903945111492,-0.19950735694135577,0.7073761008659598,0.3463063063063063,-553.6329155122622,-0.14058438533629833,0.32576576576576577,558.5105556480805,-11.609599720167385,17,-0.2584303285464132,-0.31735330015147056,-0.19652420974319743,-0.20231318420116198,-0.249824171865606,-0.15312807670300602,0.6951351351351351,0.5841441441441442,0.5899502714572319,DISCOVERY,1.5,SERIAL_SELECTED
2731,32.79073756432247,-0.20781924571402977,0.7156547263504216,0.2969608202123764,-567.5543600450153,-0.14903818049873452,0.2537532039545954,573.9057113464456,-13.731127248825292,20,-0.266600310929325,-0.32538137614462026,-0.1879197473100799,-0.22654485757389448,-0.26979417493639324,-0.150601546974228,0.6949835225192237,0.5829366532405712,0.5901223033341396,DISCOVERY,2.0,SERIAL_SELECTED
2498,31.677536231884055,-0.18589636728163025,0.722267169323782,0.3458767013610889,-464.36912546951237,-0.14703070876048943,0.322257806244996,475.4115005943129,-10.609072284331361,15,-0.22476202580277105,-0.26362768432391187,-0.17861790510665612,-0.19375662160381293,-0.20618419618926984,-0.16743878593599482,0.7005604483586869,0.5856685348278623,0.5887948478315599,CONFIRMATION,1.5,SERIAL_SELECTED
2471,31.33514492753623,-0.16135778124805328,0.7721867147374787,0.30513961958721164,-398.7150774639397,-0.1224902028925798,0.2622420072845002,402.64533208821,-10.609072284331361,15,-0.20022535960352686,-0.23909293795900033,-0.14811663099120506,-0.1757042214504563,-0.17332722147578294,-0.15048823552773666,0.6997167138810199,0.5876163496560097,0.5887920417593084,CONFIRMATION,2.0,SERIAL_SELECTED
4993,59.95025728987993,-0.1890580929822386,0.7216654578918789,0.35049068696174646,-943.9670582603173,-0.12927588389594402,0.3324654516322852,951.3870090319099,-17.4541077821764,21,-0.24884030206853314,-0.30862251115482775,-0.16861865815899926,-0.2083593505548069,-0.226451719479271,-0.15683711205955328,0.7039855798117365,0.5868215501702383,0.5903220480320877,DISCOVERY,1.5,INDEPENDENT_SELECTED
4398,55.77173913043478,-0.19309797381420332,0.7140641122615381,0.34220100045475216,-849.2448888348662,-0.153783958963332,0.3226466575716235,869.9395161930354,-18.320290533709723,21,-0.2324119886650746,-0.2717260035159459,-0.18617298782551062,-0.2004314561673975,-0.1857533546308553,-0.19942889873261843,0.7132787630741246,0.5916325602546612,0.5892260355128753,CONFIRMATION,1.5,INDEPENDENT_SELECTED
