router,n,accept_rate,residual_mean,hit,sum_residual
HIGH_RESPONSE,475,0.6968421052631579,0.7986111640276734,0.5242105263157895,379.34030291314485
LOW_RESPONSE,488,0.6618852459016393,-0.19534466484676824,0.45491803278688525,-95.3281964452229
