state,n,accept_rate,residual_mean,hit
DRIVEN_MOVE,367,0.6866485013623979,0.6501138344139075,0.5231607629427792
THIN_BOOK,108,0.7314814814814815,1.3032270896596376,0.5277777777777778
ABSORPTION,153,0.5947712418300654,-0.3020553889745976,0.42483660130718953
WEAK,335,0.6925373134328359,-0.14660812517047603,0.46865671641791046
