slice,high_n,low_n,high,low,gap
2021,82,81,1.1231554958707608,-0.13639646898305519,1.259551964853816
2022,79,83,0.7841273221508651,0.3966205105230722,0.38750681162779294
2023,83,85,0.47612432558020684,-0.043976275803626966,0.5201006013838338
2024,94,86,0.6698382662913892,-0.9716771383119741,1.6415154046033633
2025_H1,46,41,1.1066472115336023,-0.1850222678655743,1.2916694793991765
2025_H2,44,50,0.06344856331888508,-0.2578292973208963,0.3212778606397814
2026_JAN_JUL,47,62,1.4705291325680803,-0.15193531684417771,1.622464449412258
POOLED_RECENT,91,112,0.7901824837003376,-0.1992094152712843,0.9893918989716219
AUG_REUSED,1,0,-3.1732411262436955,,
