open_time_server,symbol,side,limit_060,sl_060,tp_060,atr,confirm_ref,actual_state
2026-09-24 05:30:26,BTCUSDT,1,84040.86,83241.43,85817.36,177.6511111111,84147.4506666667,expired
2026-09-24 09:00:33,BTCUSDT,-1,84093.59,85108.76,81837.65,225.5933333333,83958.2340000000,filled
2026-09-24 12:30:26,ETHUSDT,-1,2659.25,2705.27,2556.98,10.2266666667,2653.1140000000,expired
2026-09-24 13:30:28,ETHUSDT,-1,2643.21,2696.16,2525.52,11.7666666667,2636.1500000000,filled
2026-09-24 13:45:37,SOLUSDT,1,112.9211,110.4397,118.4355,0.5514222222,113.2519533333,expired
2026-09-24 19:30:36,ETHUSDT,1,2683.64,2610.59,2845.97,16.2333333333,2693.3800000000,expired
2026-09-24 19:30:41,SOLUSDT,1,116.6822,112.9344,125.0109,0.8328444444,117.1819066667,expired
