period,variant,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses,positive_periods,periods_total,skips
historical,CONTROL,5297,0.39022087974325087,0.1322202021482657,1.2256575126182987,700.3704107793633,31.976920699121933,21.902371944106395,14,5,5,0
historical,SKIP_RET60_GT_1ATR_AND_EFF60_LT_0P25,5292,0.391156462585034,0.13523756085327376,1.2313577831418026,715.6771720355248,35.019033723809414,20.436805243684848,14,5,5,68
forward_2026,CONTROL,544,0.3694852941176471,0.06525338378964178,1.1054907878098506,35.49784078156513,27.632952848676066,1.2846198875653596,16,4,6,0
forward_2026,SKIP_RET60_GT_1ATR_AND_EFF60_LT_0P25,544,0.3694852941176471,0.05998331500277396,1.0970052763950913,32.63092336150903,27.63295284867606,1.1808699396044617,16,4,6,7
