R,signal_ts,entry_ts,exit_ts,side,response_ratio,confirm_min,abs_z,branch,align_tf,entry_overlap,lane,policy
-1.002425608972488,1609499100,1609499280,1609526700,1,722790732.2538805,3.0,1.886513991757587,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
2.219174612101505,1609547400,1609547460,1609590000,1,29.55855761605503,1.0,1.9034293452730253,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-0.2115948490028303,1609765200,1609765800,1609852200,-1,436388594.04007965,10.0,1.7005984161508148,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.00087118204824,1610281800,1610284320,1610300160,1,0.6354201327632719,42.0,1.6141219615909528,MID_RESPONSE_0.50_1.00,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0010176271144782,1610300400,1610300460,1610310420,1,1278721151.0055614,1.0,1.6957904987559065,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.000489080374931,1610310600,1610310660,1610347740,1,590503433.4800938,1.0,1.5646493526750158,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0012963752441508,1611356100,1611356640,1611400800,1,0.793048971371716,9.0,1.2240580266567684,MID_RESPONSE_0.50_1.00,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0016924066978554,1611472200,1611472740,1611546600,-1,2.6001066757473557,9.0,1.7876185450637485,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_OPPOSITE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0013369844094269,1611549900,1611550500,1611610260,1,3.7052814889826,10.0,2.0042213025888658,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-0.012958671428033273,1611610500,1611610560,1611696960,-1,582801891.2466632,1.0,1.1739364208144987,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0013691159734437,1611830400,1611830460,1611852660,-1,339110882.6204617,1.0,1.8526608560256168,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_OPPOSITE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
2.22108057827307,1611852900,1611859440,1611910500,1,0.5910927894164886,109.0,1.3783135031471863,MID_RESPONSE_0.50_1.00,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
0.2408953501291697,1611979800,1611980160,1612066560,1,4.152596615096564,6.0,1.5738839451819813,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_OPPOSITE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0017978993818153,1612067100,1612068960,1612106040,1,0.5068501304096795,31.0,1.5558401400581987,MID_RESPONSE_0.50_1.00,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0013304670626018,1612196400,1612197180,1612256160,-1,2.7647058650066327,13.0,1.2801817756697096,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
2.2211172225563094,1612711800,1612711860,1612788660,1,382748973.7757193,1.0,1.0914214707409526,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_OPPOSITE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
1.1994408747787952,1612972200,1612972260,1613058660,1,434773412.9449499,1.0,1.250349055199265,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0016446477219418,1613234100,1613237940,1613281620,-1,0.5408599610369698,64.0,1.7001877514491885,MID_RESPONSE_0.50_1.00,H1_ALIGN,CORE_OPPOSITE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
2.2209224044451505,1613973900,1613977260,1614003180,-1,0.6211063506885766,56.0,1.343629834050316,MID_RESPONSE_0.50_1.00,H1_ALIGN,CORE_OPPOSITE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0007655280548609,1614019200,1614019320,1614055980,1,519059411.6480631,2.0,1.560061685574488,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-0.1603767161361743,1614065100,1614067380,1614153780,-1,0.742933288322962,38.0,1.1852496897115115,MID_RESPONSE_0.50_1.00,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
2.220378101874249,1614581400,1614581460,1614612240,1,619930208.3144698,1.0,1.7116339607295419,STRONG_RESPONSE_GE_2.50,H1_ALIGN,CORE_OPPOSITE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-0.08494891909499748,1614612300,1614612360,1614698760,1,554769775.7907182,1.0,1.5467987614573502,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
2.2211233229272715,1614706800,1614707100,1614776400,1,339384412.1805639,5.0,1.1787880274663542,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0010781918655023,1614853200,1614853440,1614903660,1,10.980271730507296,4.0,1.0720025740074948,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
0.628114511969343,1614996600,1614996660,1615083060,1,455513265.7827412,1.0,1.1351927190664821,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
0.9565018128579783,1615083900,1615084380,1615170780,1,0.9353249138667008,8.0,1.251553935235602,MID_RESPONSE_0.50_1.00,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
0.11897264036102394,1615803600,1615803840,1615890240,-1,510690880.8396978,4.0,1.4888895047454098,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0016159528985076,1615976700,1615979940,1616004720,-1,0.7050213131096659,54.0,1.9232781659019658,MID_RESPONSE_0.50_1.00,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
0.4916991477193178,1616122200,1616123640,1616210040,1,0.9611937130286674,24.0,1.2916584249838543,MID_RESPONSE_0.50_1.00,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
1.1335934514092503,1616291700,1616292060,1616378460,-1,2.8477314934417315,6.0,1.0933477737842674,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
2.2203701720336992,1616383200,1616383440,1616450460,-1,373490975.9427628,4.0,1.657670758980597,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0021940332657318,1616587500,1616587620,1616606100,1,520043878.872529,2.0,1.53541498062329,STRONG_RESPONSE_GE_2.50,H1_ALIGN,CORE_OPPOSITE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0020381318186475,1616757300,1616757540,1616794920,-1,3.5431429548440736,4.0,1.1805450236462085,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_OPPOSITE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
0.7278799948168653,1616801400,1616802720,1616889120,1,2.9744784886485345,22.0,1.3087087772344834,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
2.2194111284687157,1617001200,1617001500,1617010620,1,4.946200366995692,5.0,1.0311420298182514,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_OPPOSITE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
0.4058468300205795,1617186600,1617186840,1617273240,1,0.7486140897223236,4.0,1.1093425811832909,MID_RESPONSE_0.50_1.00,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.002774672359223,1617400200,1617400800,1617437400,-1,5.100558623914871,10.0,1.1212396133687932,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-1.0022195785140713,1617473400,1617474660,1617489120,1,0.82395460216585,21.0,1.161937619136516,MID_RESPONSE_0.50_1.00,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
0.4532997508932247,1617489300,1617489360,1617575760,1,570662145.822593,1.0,1.634785616292408,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
0.5979208655132595,1617722700,1617723120,1617809520,-1,4.269376146896518,7.0,1.8496891413936878,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
0.013245240992067397,1617925500,1617926280,1618012680,1,0.7661764690620096,13.0,1.3787627429519245,MID_RESPONSE_0.50_1.00,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
-0.4805690789038939,1618431000,1618431300,1618517700,-1,393170848.2272664,5.0,1.646353648749975,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,BLOCK_SAME_SIDE_CORE_OPEN
