R,signal_ts,entry_ts,exit_ts,side,response_ratio,confirm_min,abs_z,branch,align_tf,entry_overlap,lane,policy
-1.002425608972488,1609499100,1609499280,1609526700,1,722790732.2538805,3.0,1.886513991757587,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
2.219174612101505,1609547400,1609547460,1609590000,1,29.55855761605503,1.0,1.9034293452730253,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-0.2115948490028303,1609765200,1609765800,1609852200,-1,436388594.04007965,10.0,1.7005984161508148,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
2.2210640196697513,1609858200,1609858260,1609907040,1,800482954.3483263,1.0,1.4092382752338581,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
-1.00087118204824,1610281800,1610284320,1610300160,1,0.6354201327632719,42.0,1.6141219615909528,MID_RESPONSE_0.50_1.00,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-1.0010176271144782,1610300400,1610300460,1610310420,1,1278721151.0055614,1.0,1.6957904987559065,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-1.000489080374931,1610310600,1610310660,1610347740,1,590503433.4800938,1.0,1.5646493526750158,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-0.391313004168932,1610737500,1610737620,1610824020,-1,392266847.05502343,2.0,1.5818240794033558,STRONG_RESPONSE_GE_2.50,H1_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
-1.0011892673611311,1610825400,1610825520,1610868660,1,3.874876626740194,2.0,1.3139819385967784,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-1.0014987547926053,1610924700,1610927340,1610971560,-1,0.8791575392266634,44.0,1.6902644446423558,MID_RESPONSE_0.50_1.00,H4_ALIGN,CORE_OPPOSITE,G1_RESPONSE,ALLOW_ALL
-1.0017220158687412,1611005700,1611005940,1611020760,-1,7.465309069258402,4.0,1.4550899376471542,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-1.0011816080616656,1611084900,1611084960,1611115080,1,420173096.3043014,1.0,1.9669441977952413,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
-1.0012963752441508,1611356100,1611356640,1611400800,1,0.793048971371716,9.0,1.2240580266567684,MID_RESPONSE_0.50_1.00,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-1.0016924066978554,1611472200,1611472740,1611546600,-1,2.6001066757473557,9.0,1.7876185450637485,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_OPPOSITE,G1_RESPONSE,ALLOW_ALL
-1.0013369844094269,1611549900,1611550500,1611610260,1,3.7052814889826,10.0,2.0042213025888658,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-0.012958671428033273,1611610500,1611610560,1611696960,-1,582801891.2466632,1.0,1.1739364208144987,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
2.2209087159895953,1611702900,1611704940,1611758220,-1,0.7092165579427625,34.0,1.5882681354777812,MID_RESPONSE_0.50_1.00,H4_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
-1.0013691159734437,1611830400,1611830460,1611852660,-1,339110882.6204617,1.0,1.8526608560256168,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_OPPOSITE,G1_RESPONSE,ALLOW_ALL
2.22108057827307,1611852900,1611859440,1611910500,1,0.5910927894164886,109.0,1.3783135031471863,MID_RESPONSE_0.50_1.00,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
0.2408953501291697,1611979800,1611980160,1612066560,1,4.152596615096564,6.0,1.5738839451819813,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_OPPOSITE,G1_RESPONSE,ALLOW_ALL
-1.0017978993818153,1612067100,1612068960,1612106040,1,0.5068501304096795,31.0,1.5558401400581987,MID_RESPONSE_0.50_1.00,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-1.0014054655863676,1612106400,1612107000,1612161600,-1,4.064473163559583,10.0,1.4017298681389239,STRONG_RESPONSE_GE_2.50,H1_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
-1.0013304670626018,1612196400,1612197180,1612256160,-1,2.7647058650066327,13.0,1.2801817756697096,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-1.0011796355284788,1612710000,1612710660,1612788180,-1,0.7832069627546596,11.0,1.379342775420858,MID_RESPONSE_0.50_1.00,H1_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
1.1994408747787952,1612972200,1612972260,1613058660,1,434773412.9449499,1.0,1.250349055199265,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
1.5446711889236524,1613221500,1613221620,1613308020,1,410087055.566196,2.0,1.8828089052890373,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
1.2940428108190656,1613382000,1613382060,1613468460,1,851724971.070359,1.0,1.1699140580042195,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
2.2209224044451505,1613973900,1613977260,1614003180,-1,0.6211063506885766,56.0,1.343629834050316,MID_RESPONSE_0.50_1.00,H1_ALIGN,CORE_OPPOSITE,G1_RESPONSE,ALLOW_ALL
-1.0007655280548609,1614019200,1614019320,1614055980,1,519059411.6480631,2.0,1.560061685574488,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-0.1603767161361743,1614065100,1614067380,1614153780,-1,0.742933288322962,38.0,1.1852496897115115,MID_RESPONSE_0.50_1.00,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
2.2211660663937898,1614269700,1614271620,1614318720,-1,0.6942805919123024,32.0,1.0272390848212913,MID_RESPONSE_0.50_1.00,H4_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
-1.0011901049653182,1614563400,1614563700,1614603600,-1,4.7893293977178795,5.0,1.121154376326115,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
0.3277888721892365,1614603900,1614604500,1614690900,1,2.9830508332604952,10.0,1.0818007357476291,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
2.2211233229272715,1614706800,1614707100,1614776400,1,339384412.1805639,5.0,1.1787880274663542,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-1.0010781918655023,1614853200,1614853440,1614903660,1,10.980271730507296,4.0,1.0720025740074948,STRONG_RESPONSE_GE_2.50,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
0.628114511969343,1614996600,1614996660,1615083060,1,455513265.7827412,1.0,1.1351927190664821,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
0.9565018128579783,1615083900,1615084380,1615170780,1,0.9353249138667008,8.0,1.251553935235602,MID_RESPONSE_0.50_1.00,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
0.34015632444453736,1615458300,1615458360,1615544760,1,364263640.0553369,1.0,1.0326162504602983,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
0.11897264036102394,1615803600,1615803840,1615890240,-1,510690880.8396978,4.0,1.4888895047454098,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-1.0016159528985076,1615976700,1615979940,1616004720,-1,0.7050213131096659,54.0,1.9232781659019658,MID_RESPONSE_0.50_1.00,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
-0.5008769008076264,1616022600,1616022660,1616109060,1,406601098.3296017,1.0,1.095824106522744,STRONG_RESPONSE_GE_2.50,H1_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
0.4916991477193178,1616122200,1616123640,1616210040,1,0.9611937130286674,24.0,1.2916584249838543,MID_RESPONSE_0.50_1.00,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
1.1335934514092503,1616291700,1616292060,1616378460,-1,2.8477314934417315,6.0,1.0933477737842674,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
2.2203701720336992,1616383200,1616383440,1616450460,-1,373490975.9427628,4.0,1.657670758980597,STRONG_RESPONSE_GE_2.50,H1_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
1.70713867362878,1616574000,1616574180,1616660580,-1,445641078.0689021,3.0,1.6281671932587265,STRONG_RESPONSE_GE_2.50,H4_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
0.9083502709940576,1616749200,1616749260,1616835660,1,707716084.036154,1.0,1.0999196831970515,STRONG_RESPONSE_GE_2.50,H1_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
-1.0027650181577072,1616837700,1616839140,1616847480,1,0.843697027507916,24.0,2.0027315218824726,MID_RESPONSE_0.50_1.00,H1_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
2.219677406810897,1616847600,1616847660,1616881860,1,480236419.6206718,1.0,1.7825161606397057,STRONG_RESPONSE_GE_2.50,H1_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
-1.0017907117346434,1616969700,1616969820,1617007620,-1,393728847.4683774,2.0,1.8065229303882695,STRONG_RESPONSE_GE_2.50,H1_ALIGN,CORE_SAME,G1_RESPONSE,ALLOW_ALL
0.4058468300205795,1617186600,1617186840,1617273240,1,0.7486140897223236,4.0,1.1093425811832909,MID_RESPONSE_0.50_1.00,H4_ALIGN,NONE,G1_RESPONSE,ALLOW_ALL
