R,signal_ts,entry_ts,entry_k,side,signal_z,confirm_z,confirm_age_min,pre_fav_atr,pre_adv_atr,response_ratio,ret_15m,mfe_15m,mae_15m,impulse15,ret_30m,mfe_30m,mae_30m,impulse30,ret_60m,mfe_60m,mae_60m,impulse60,ret_120m,mfe_120m,mae_120m,impulse120,period,h4_event_end_ts,h4_event_side,profile_class,relation,poc_location
1.4978761995750902,1614325500,1614325800,16046,1,-2.7390306937334707,-3.2604951746111976,5.0,0.5279065048732756,0.4395890113453135,1.2009092357808648,0.8357401476614503,1.038183770291724,0.3933390228160531,1,0.7172031400234715,1.441372327701965,0.3933390228160531,1,1.5065505522774765,1.9092965943653728,0.3933390228160531,1,2.6632856048949898,2.8967053000896152,0.3933390228160531,1,historical,1614312000,1,POC_MIDDLE,SUPPORTIVE,0.5525485862152612
-1.003022549443228,1619403000,1619403600,32970,-1,3.8613667329701102,2.827988626956239,10.0,0.5074267873868172,0.22396503278176436,2.265651824388191,-0.021553388623351724,0.25685051492343797,0.37723800536533625,0,-0.27503842426009184,0.25685051492343797,0.37723800536533625,0,-0.34252702484982567,0.25685051492343797,0.768994115525957,0,-0.6437195195241333,0.25685051492343797,1.5976538824486164,0,historical,1619395200,1,POC_MIDDLE,ADVERSE,0.3972552369633038
-1.004107155909697,1620692700,1620693000,37239,1,-1.0844594110811738,-1.1130181339798044,5.0,0.8006132433743349,0.15716622919270043,5.094053871450047,-0.9437128330428834,0.06164399968858333,0.9437128330428834,0,-1.6085709323703712,0.06164399968858333,1.8904439374068045,0,-2.2319906816861725,0.06164399968858333,2.7144320080487345,0,-1.4179167939251416,0.06164399968858333,2.7144320080487345,0,historical,1620691200,1,POC_MIDDLE,SUPPORTIVE,0.6434348200527286
-1.0037997056605605,1620694800,1620695100,37246,1,-1.3987541940578259,-1.3300126393824097,5.0,0.7163402205647119,0.020999069661464212,34.11294871631063,-0.3874297682040454,-0.08193113158083029,1.2553844985446179,0,-0.2859308570068306,0.0008587740270478138,1.2553844985446179,0,-0.6837272545374093,0.06009373489295164,1.2553844985446179,0,-1.8725976599868355,0.5094983620492005,2.470508852821036,0,historical,1620691200,1,POC_MIDDLE,SUPPORTIVE,0.6434348200527286
0.531385995270729,1620702000,1620702600,37271,1,-1.9013840253829457,-1.5703171393647517,10.0,0.6087184034562206,0.25860833432146363,2.353823602396852,-0.19330666240481284,-0.09610298552860609,0.6791626497017564,0,0.15987090720681932,0.32138382937479854,0.6791626497017564,0,0.46151446880687924,0.7406389680825282,0.6791626497017564,0,0.46220014538405957,1.0411637942145446,0.6791626497017564,0,historical,1620691200,1,POC_MIDDLE,SUPPORTIVE,0.6434348200527286
1.4957662574280852,1620889200,1620889800,37895,-1,2.0214297381049926,2.0093062392063166,10.0,0.5955768208399722,0.09412723728513768,6.327358920653804,0.4717278043593813,0.6347758284600216,0.23514442672338898,0,0.9833989012936304,0.9859790891369783,0.23514442672338898,0,1.1267978025872756,1.5923232323232297,0.23514442672338898,1,2.2166046429204225,2.964784688995204,0.23514442672338898,1,historical,1620878400,1,POC_OPPOSITE,ADVERSE,0.8403119531803084
-1.0036899722083596,1624472700,1624473000,49674,1,-1.869142577800478,-1.57024853162662,5.0,0.7126535072091826,0.10265802038054028,6.942014833575122,0.23327568004672247,0.7413688537478378,-0.14355668366315957,0,0.05691951750937342,0.7413688537478378,0.36651766661424073,0,-0.26629528965161026,0.8238235360183327,0.36651766661424073,0,-0.5302949302544897,0.8238235360183327,1.765825827174915,0,historical,1624464000,-1,POC_MIDDLE,ADVERSE,0.4301371842103544
1.4954383701285265,1625577300,1625577600,53349,-1,1.2923820680150309,0.9813341446036272,5.0,0.4661521323544179,0.045709792391384466,10.198080056128186,0.7302797459807497,0.9240876702649888,-0.038610016609829725,0,1.43463334444454,1.5621102174662433,-0.038610016609829725,1,1.3281765941019354,1.5621102174662433,-0.038610016609829725,1,1.2490819009849223,1.7138380100114823,-0.038610016609829725,1,historical,1625572800,-1,POC_MIDDLE,SUPPORTIVE,0.352112676056338
1.4948791476992795,1627281600,1627282200,59031,-1,1.7779670327650525,1.4536092347690728,10.0,0.45770379517205867,0.37126621587636494,1.2328183237972288,0.3747237667287224,1.7057638261501502,0.03801812669725604,1,0.07511437835330327,1.7057638261501502,0.06464187788582064,1,2.084617593063284,3.8940739238425732,0.06464187788582064,1,2.673326994344932,4.307073942280074,0.06464187788582064,1,historical,1627272000,-1,POC_OPPOSITE,SUPPORTIVE,0.2167824196205687
-1.0042557497182927,1634342400,1634343000,82566,-1,1.2796426651318138,1.285634266947292,10.0,0.7102818974166714,0.20362534809240018,3.4881801336746285,-0.303985630212127,0.49449795405401364,0.3205843950861764,0,0.38206207048843155,0.6902388888312494,0.344839340258386,0,-0.05988004428313453,0.6902388888312494,0.344839340258386,0,0.6066433592343161,0.7444546046011079,0.344839340258386,0,historical,1634342400,-1,POC_MIDDLE,SUPPORTIVE,0.3739587446644478
