open_ts,open,high,low,close,quote_volume,bars,end_ts,volume_percentile,high_volume,close_loc,long_rejection,short_rejection,oi_change_h4,oi_flush,event_side,period,day,poc,poc_location,lower_third_share,upper_third_share,q15_price,q85_price,profile_class,agg_trade_rows,profile_total_quote_notional,ret_1h,ret_4h,ret_8h,ret_12h,mfe_4h,mae_4h,mfe_8h,mae_8h,mfe_12h,mae_12h
1612425600,37884.42,38833.0,36800.0,37361.16,3148304714.3636,240,1612440000,0.8555555555555555,True,0.27602557796360233,False,True,-0.03021663246648887,True,-1,historical,2021-02-04,37300.0,0.24594195769798327,0.3816999724406073,0.25399217406207475,37220.0,38476.27,POC_OPPOSITE,444045.0,3148304714.3636,-0.00819540935024488,0.020249638929840583,-0.003932426080988873,0.010284209590922851,0.03019606457615351,0.011745887975640919,0.03019606457615351,0.011745887975640919,0.03019606457615351,0.013333900767535007
1613822400,56448.5,57699.0,55824.39,56226.39,3445963792.50848,240,1613836800,0.9111111111111111,True,0.2144446044777313,False,True,-0.03411823976769046,True,-1,historical,2021-02-20,57200.0,0.7338112994169455,0.24092505839929165,0.4816960555858583,56265.01,57408.22,POC_ALIGNED,406778.0,3445963792.50848,-0.010410414042231838,-0.014882691206033376,0.005495284331787901,-0.006627670743222203,-3.610404295916625e-05,0.023293510396096905,0.041286484869471424,0.023293510396096905,0.041286484869471424,0.023293510396096905
1613995200,54606.16,54774.72,47751.42,53277.04,9837765858.73918,240,1614009600,1.0,True,0.7867555137898139,True,False,-0.08279896490849581,True,1,historical,2021-02-22,53300.0,0.7900246322953597,0.07686514875035692,0.6625250521776725,51104.57,53711.47,POC_OPPOSITE,1209507.0,9837765858.73918,-0.0005020924585900418,0.006924746570004645,0.01584284712514054,-0.024629934395754702,0.011674071982978016,0.030520464350121568,0.03278729448933345,0.030520464350121568,0.03278729448933345,0.044549584586531105
1614297600,47087.97,47830.0,45975.05,47346.45,4182370827.36525,240,1614312000,0.9333333333333333,True,0.7393191191137207,True,False,-0.028584296492583983,True,1,historical,2021-02-26,47000.0,0.5525485862152612,0.25361659176985185,0.24222976930002757,46412.51,47359.32,POC_MIDDLE,668647.0,4182370827.3652496,-0.0062612930853315745,-0.05017651798603698,-0.019276207614298352,0.0057890295893357115,0.009579387683765159,0.06856797077711206,0.009579387683765159,0.06856797077711206,0.011456613959441527,0.06856797077711206
1616083200,59592.68,60510.0,57227.9,57359.68,5217707290.76375,240,1616097600,0.9555555555555556,True,0.04015112275677124,False,True,-0.01823422185192425,True,-1,historical,2021-03-18,59800.0,0.783675086072941,0.2908779666108794,0.37400325048934757,57962.4,59797.37,POC_ALIGNED,550299.0,5217707290.76375,-0.003486421123688333,-0.005933261831307318,-0.007607783028078214,-0.00916462574407668,0.005015369681281351,0.014377172257585787,0.018452160123626972,0.014377172257585787,0.018452160123626972,0.02083902839067442
1619164800,48000.81,50291.02,47546.16,50080.25,5146596415.53015,240,1619179200,0.9388888888888889,True,0.9232128414563958,True,False,-0.03093485426794018,True,1,historical,2021-04-23,48500.0,0.34750041896490125,0.37904320003136543,0.2924564092354351,48177.6,49793.2,POC_MIDDLE,638398.0,5146590079.423229,-0.015579794429939906,-0.004547301580962619,0.016070406996770138,0.020813993540367764,0.004787316357246619,0.02985568163098228,0.017190010033895545,0.02985568163098228,0.02392739652857166,0.02985568163098228
1619380800,49354.08,49622.83,46930.43,49063.94,5242183328.77629,240,1619395200,0.9555555555555556,True,0.7924194027633341,True,False,-0.045101517299452554,True,1,historical,2021-04-25,48000.0,0.3972552369633038,0.2511725230078619,0.20799702004829948,47618.01,48888.41,POC_MIDDLE,723537.0,5242183426.90417,0.03764658932812971,0.06841032334541408,0.07647286377734845,0.0922887562637651,0.0700322884790744,0.006133628893236098,0.08209817637963844,0.006133628893236098,0.0944901693585961,0.006133628893236098
1620144000,53876.71,54789.0,53218.3,54586.68,3530657840.88276,240,1620158400,0.8388888888888889,True,0.8711911886420067,True,False,-0.022231856853390353,True,1,historical,2021-05-04,54200.0,0.6250079582351811,0.16323136430603424,0.27479130720615663,53718.56,54472.38,POC_MIDDLE,418553.0,3530657840.8827596,0.0034389341868749147,-0.024243276931295337,0.005281691430949779,0.005764226730770244,0.005369075386156508,0.027334324051215494,0.016050069357579588,0.03125854146103047,0.016050069357579588,0.03125854146103047
1620475200,58593.08,59513.69,57529.94,57660.76,3600123979.25493,240,1620489600,0.8388888888888889,True,0.06594580970384359,False,True,-0.023260096615535297,True,-1,historical,2021-05-08,59000.0,0.7410510396975414,0.1568355124055565,0.41481067822164364,58170.94,59126.62,POC_ALIGNED,368736.0,3600124727.91249,-0.013542485392145288,-0.024915731252935204,-0.021925135915655657,-0.017176499234488,0.0,0.03011129232427734,0.0,0.03347510508012723,0.0,0.03347510508012723
1620676800,55828.13,56280.61,53250.0,55869.67,5335201220.66718,240,1620691200,0.95,True,0.8644035359218104,True,False,-0.0767553042620267,True,1,historical,2021-05-10,55200.0,0.6434348200527286,0.0756240596218928,0.5217626018915873,54681.72,55885.17,POC_MIDDLE,663628.0,5335201220.667179,-0.005918595903645006,-0.01202942490979456,-0.001375343724063459,-0.010615956743614211,0.011282150046706949,0.023775690817575915,0.011282150046706949,0.023775690817575915,0.011282150046706949,0.023775690817575915
1620864000,49596.75,50836.85,45596.32,50477.14,8651156348.94977,240,1620878400,0.9944444444444445,True,0.931359996030936,True,False,-0.12934964716333774,True,1,historical,2021-05-13,50000.0,0.8403119531803084,0.06972116728033857,0.7108403895772888,48039.82,50310.0,POC_OPPOSITE,1250068.0,8651156348.94977,-0.00045030284996328885,0.00824571281177977,-0.013151101667012072,-0.015800617863848856,0.01745067172981672,0.0034754346224845603,0.01745067172981672,0.039169017896021834,0.01745067172981672,0.039169017896021834
1621425600,38710.27,39263.52,28688.0,37304.85,12290272433.98628,240,1621440000,1.0,True,0.8147920858737917,True,False,-0.34364274193251265,True,1,historical,2021-05-19,36000.0,0.6914080820612133,0.06269000400666246,0.5857475838173841,33774.06,38007.36,POC_OPPOSITE,2087502.0,11706558141.73988,0.06254897151442787,0.05456180630668662,-0.0165048244397176,0.027781642333369508,0.08559101564541874,0.032813695806309384,0.08559101564541874,0.032813695806309384,0.08559101564541874,0.06494731918235828
1621785600,33307.0,33900.0,31096.7,33033.85,8423312838.8679,240,1621800000,0.9555555555555556,True,0.6910248635536683,True,False,-0.01533872162829053,True,1,historical,2021-05-23,32500.0,0.5005885920165518,0.20201756922671343,0.2451380867574142,31877.92,33142.92,POC_MIDDLE,1778180.0,8423312838.8679,0.016931117626313705,0.04897249336665269,0.06621692597139,0.10832797267045767,0.05815701167136139,7.113914969034929e-05,0.0874097327438371,7.113914969034929e-05,0.11647264851054301,7.113914969034929e-05
1621857600,37558.3,38600.0,37284.49,37535.2,6172963287.24827,240,1621872000,0.8888888888888888,True,0.190580079208823,False,True,-0.020163850774942205,True,-1,historical,2021-05-24,38000.0,0.5439031250237557,0.4424836977491317,0.1871430242909556,37507.49,38252.0,POC_MIDDLE,913404.0,6172963287.24827,0.00451815895479434,-0.0540394083420364,-0.03315447899571619,-0.020382734073616227,0.01846506745668057,0.059760704618598136,0.01846506745668057,0.0634575012255163,0.01846506745668057,0.0634575012255163
1621944000,36567.87,38560.0,36439.32,38269.99,5872424543.74961,240,1621958400,0.8666666666666667,True,0.8632466944564942,True,False,-0.05309771777175076,True,1,historical,2021-05-25,37600.0,0.5473150121659092,0.22587184252510928,0.2358287443987569,36993.06,37964.41,POC_MIDDLE,920195.0,5872422715.35611,-0.01237105105070566,-0.025522086627145602,0.001485498167101652,0.032010460415589366,0.0008850276678933707,0.03004651947910092,0.01215077401378997,0.03004651947910092,0.0379997486281026,0.03004651947910092
1622808000,36610.27,37191.0,35552.51,36944.23,6869007480.25401,240,1622822400,0.9055555555555556,True,0.8493918180764014,True,False,-0.039216886745272794,True,1,historical,2021-06-04,35800.0,0.15104761091004418,0.2461076076363344,0.4683339658204985,35885.0,36900.0,POC_ALIGNED,883754.0,6869007480.25401,-0.0014768206022971637,-0.003933496516235409,-0.0031452814147162997,0.012717547503358346,0.008330664896791644,0.006069418688655933,0.008330664896791644,0.01335905498639438,0.02486910675902561,0.01335905498639438
1622894400,35863.06,36450.0,35200.0,36316.45,5431981644.58072,240,1622908800,0.8055555555555556,True,0.8931599999999976,True,False,-0.022747811879855084,True,1,historical,2021-06-05,35900.0,0.56,0.1577563965515185,0.1623508325757062,35610.1,36060.78,POC_MIDDLE,723805.0,5432012985.677071,-0.0065818657936003895,-0.014635516411983959,-0.022519546927081104,-0.008871737187968402,0.0007957826274319615,0.017277294449209578,0.0007957826274319615,0.041756559355333386,0.0007957826274319615,0.041756559355333386
1623772800,40056.8,41413.0,39768.33,39950.0,6506363984.36615,240,1623787200,0.8666666666666667,True,0.110459849088266,False,True,-0.03308639478286601,True,-1,historical,2021-06-15,40600.0,0.5056759106690091,0.39047681553209407,0.2913972476621658,40089.88,41151.8,POC_MIDDLE,698856.0,6506365023.066151,-6.583229036288813e-05,-0.004577221526908651,-0.0012823529411765508,-0.004505632040050063,0.011264080100125156,0.010437797246558148,0.011264080100125156,0.010437797246558148,0.011264080100125156,0.013642052565707134
1624449600,33881.94,34867.77,33345.0,33488.23,7148888390.03145,240,1624464000,0.9277777777777778,True,0.09405885327397014,False,True,-0.029168432256436727,True,-1,historical,2021-06-23,34000.0,0.4301371842103544,0.2778376012069174,0.1841600966179496,33603.99,34436.99,POC_MIDDLE,851204.0,7148888390.03145,-0.00532306425272386,0.0183798904868965,-0.0048007912033570235,0.027123559531214498,0.01890903162096065,0.013281084130155423,0.02274590206768183,0.013281084130155423,0.03458618147331176,0.013281084130155423
1625558400,34853.46,35120.0,33700.0,34037.0,5979438151.75978,240,1625572800,0.8333333333333334,True,0.23732394366197182,False,True,-0.0212122399809328,True,-1,historical,2021-07-06,34200.0,0.352112676056338,0.4860583726190245,0.21632646110765752,33860.24,34791.7,POC_MIDDLE,719653.0,5979438116.90632,-0.00923495020125163,0.00017128419073366474,0.001104973998883585,-0.0049654787437201295,0.008138202544290037,0.013641037694273965,0.01577694861474278,0.013641037694273965,0.01577694861474278,0.013641037694273965
1626883200,31904.43,32883.9,31560.0,31618.46,8410131566.25994,240,1626897600,0.9777777777777777,True,0.044157413701940526,False,True,-0.0811126012979182,True,-1,historical,2021-07-21,32000.0,0.3323513860563483,0.4022000742516579,0.10668361975886699,31832.31,32371.01,POC_OPPOSITE,918715.0,8410131566.25994,-0.0054471343639127135,-0.015862252620779154,-0.00937869839328041,-0.015707596132132982,0.0036794960918400247,0.019419035588703563,0.0036794960918400247,0.02313648419309482,0.0036794960918400247,0.02313648419309482
1627257600,35370.67,48168.6,35185.49,38276.54,12820875156.7323,240,1627272000,1.0,True,0.23808240090394386,False,True,-0.26376091704818205,True,-1,historical,2021-07-26,38000.0,0.2167824196205687,0.9509458177531921,0.002001179628705569,36074.92,38600.0,POC_OPPOSITE,1525560.0,12820875156.7323,0.0002646529702004774,0.0031225392890790044,-0.005003325796950352,-0.006804690288098118,0.013024688229395887,0.026337542526048606,0.01595076252973756,0.026337542526048606,0.01595076252973756,0.026337542526048606
1627833600,41303.72,41500.0,40567.73,41267.09,4560522619.82207,240,1627848000,0.8888888888888888,True,0.7501689424737422,True,False,-0.055428077306993284,True,1,historical,2021-08-01,40900.0,0.35640962382142294,0.15185909157530295,0.31096870748960365,40877.11,41280.0,POC_MIDDLE,503785.0,4560522619.822069,-2.326308930431312e-05,-0.03441749830191559,-0.035977336904540476,-0.028281616174050523,0.005955835509603564,0.04644596941533787,0.005955835509603564,0.049384873030785405,0.005955835509603564,0.049384873030785405
1628164800,38004.0,39369.71,37291.0,38723.29,8574255714.01878,240,1628179200,0.9833333333333333,True,0.6890282915846855,True,False,-0.07189361272262484,True,1,historical,2021-08-05,37900.0,0.2929701593776911,0.3635858354468179,0.30571752127118906,37747.26,38948.0,POC_ALIGNED,955918.0,8574255714.01878,0.025926516057907245,0.050897018306037566,0.05575740077870451,0.03877072428504917,0.06783282102321365,0.0004981498214640562,0.06783282102321365,0.0004981498214640562,0.06783282102321365,0.0004981498214640562
1628337600,43801.58,44588.0,43104.0,43362.44,6717418077.91446,240,1628352000,0.9444444444444444,True,0.174150943396228,False,True,-0.031029840423878907,True,-1,historical,2021-08-07,44250.0,0.7722371967654986,0.49127666119967733,0.29558890394435633,43341.52,44300.0,POC_ALIGNED,793903.0,6717418077.91446,-0.007936592129040574,-0.01343835817357144,-0.028565505077666253,-0.022394726865001057,0.02230594034837535,0.016663038334558563,0.02230594034837535,0.03206853673363398,0.02230594034837535,0.034028527914942
1629820800,48370.26,48469.71,47750.05,48267.14,4777037682.87238,240,1629835200,0.8277777777777777,True,0.7185198565989485,True,False,-0.02208676975625623,True,1,historical,2021-08-24,48000.0,0.3473167884834483,0.19804043280194575,0.255510260703725,47964.28,48286.51,POC_MIDDLE,397711.0,4777037682.872379,0.0020256016826355173,-0.011348921854495602,-0.005477639652981292,-0.002226566562675998,0.0033397462538695497,0.013821825780437776,0.0033397462538695497,0.013821825780437776,0.007657383470410688,0.013821825780437776
1630195200,48931.99,49769.2,48100.0,48242.87,4450735270.99515,240,1630209600,0.8222222222222222,True,0.0855919003115282,False,True,-0.017782616041861043,True,-1,historical,2021-08-29,49100.0,0.5990893841361141,0.3348208936774655,0.34161475648455314,48350.49,49541.01,POC_MIDDLE,356114.0,4450735222.06316,0.0017521760210370177,-0.00528844987870741,0.0011373701440234095,-0.0051217931271501154,0.010396562227744844,0.007340566595644027,0.010396562227744844,0.009289041054149502,0.010396562227744844,0.009289041054149502
1631534400,44864.14,46933.89,43323.93,44361.98,8911312904.17618,240,1631548800,0.9944444444444445,True,0.2875516626223014,False,True,-0.06007319489115326,True,-1,historical,2021-09-13,44000.0,0.18727908342474706,0.435883333060783,0.26690097268014495,44002.68,46188.77,POC_OPPOSITE,950799.0,8911312904.176182,-0.0017760704098417968,-0.009043104027367539,-0.013840229854483408,-0.018982245607612566,0.004327579607582961,0.010785136281112724,0.004327579607582961,0.026712513733606946,0.004327579607582961,0.026712513733606946
1632139200,43730.01,44148.84,42467.86,43836.9,7285053538.46012,240,1632153600,0.9888888888888889,True,0.8144296779259742,True,False,-0.003963545422834169,True,1,historical,2021-09-20,43800.0,0.7924781972420866,0.1490100568705677,0.5099298378783639,43031.24,43904.98,POC_OPPOSITE,795878.0,7285053669.97082,0.00010721561059283593,0.00034491490046046464,-0.018484427502857247,-0.026642622995695413,0.00965168613656528,0.021144287118842833,0.00965168613656528,0.029091473165301352,0.00965168613656528,0.08457874530361403
1632182400,43026.61,43103.74,40129.23,42668.97,6906909648.63658,240,1632196800,0.9833333333333333,True,0.8538347492528189,True,False,-0.07024449848024061,True,1,historical,2021-09-21,42000.0,0.6289338412040976,0.22379846715626742,0.4031611449361653,40897.57,42720.0,POC_MIDDLE,730317.0,6906909648.6365795,-0.005904759360256514,0.014367818112319037,0.014066896857364992,0.009309809915730282,0.01549205429613133,0.012060520795322703,0.022513550245060927,0.012060520795322703,0.022513550245060927,0.012139266544282675
1634068800,55369.14,56560.62,53750.0,56011.84,4074604819.19821,240,1634083200,0.8888888888888888,True,0.8047477069116403,True,False,-0.07483961453042842,True,1,historical,2021-10-12,55350.0,0.5692694138659792,0.1733512984016328,0.37248752778323097,54647.02,56245.47,POC_MIDDLE,393235.0,4074604819.19821,0.008179699149322777,0.004707219045116238,-0.024488572416117634,-0.014324292863794413,0.010930903180470452,0.0033664310974250745,0.010930903180470452,0.025756697155458436,0.010930903180470452,0.031075572593223123
1634328000,61507.6,63997.61,60806.75,61702.33,6281575591.1917305,240,1634342400,0.9555555555555556,True,0.28067041487248,False,True,-0.037307259268242965,True,-1,historical,2021-10-15,62000.0,0.3739587446644478,0.4328539606732552,0.059448711588446376,61395.89,62569.69,POC_MIDDLE,608024.0,6281576640.13134,0.0035599952222226208,0.00017341322442773822,-0.0013015715938117355,0.0002367819821390956,0.00893531897417815,0.0015905396117131948,0.00893531897417815,0.012023857121765118,0.00893531897417815,0.012023857121765118
1634500800,60563.23,61796.47,58850.0,61571.45,6006706644.27573,240,1634515200,0.9444444444444444,True,0.9236306495569261,True,False,-0.045360413659135346,True,1,historical,2021-10-17,59500.0,0.2206029587947611,0.3955477567020145,0.333156715786753,59505.23,61304.3,POC_ALIGNED,558247.0,6006706644.27573,0.015258370559731876,0.009802595196312658,0.00581308382375282,-0.00954533310487237,0.017251664529583214,0.0021022730502529186,0.019953241315577318,0.0021022730502529186,0.019953241315577318,0.015452778844740495
