window,gross_positive_R,gross_negative_R,top1_winner_share,top3_winner_share,top_episode_positive_share
2025_H2,11.19575114766049,4.554112768516921,0.13017476640331965,0.38401265128831147,0.6280794069279426
2026_JAN_JUL,12.817071847908796,6.644518307532171,0.11456598114948206,0.3425210209024964,0.5585652099150753
