available_time,regime,RSEQ_DIR,RSEQ_ANCHOR_TIME,RSEQ_TRANSITION_TIME,RSEQ_A_TO_B_H,RSEQ_A_TO_C_H,momentum_flip_24h,SEQ_SIGNED_CLOSE_ATR_24H,R3_RAW_REVERSAL_WINNER,competition_class,year,direction
2024-06-13 20:00:00,PULLBACK,-1.0,2024-06-13 12:00:00,2024-06-13 16:00:00,4.0,4.0,1.0,-1.9397438066122035,False,NO_R3_EVENT,2024,BEAR
2024-06-14 12:00:00,PULLBACK,1.0,2024-06-14 00:00:00,2024-06-14 04:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BULL
2024-06-18 04:00:00,RANGE,1.0,2024-06-17 12:00:00,2024-06-17 16:00:00,4.0,12.0,0.0,0.47084948279407896,False,NO_R3_EVENT,2024,BULL
2024-06-18 12:00:00,PULLBACK,-1.0,2024-06-18 04:00:00,2024-06-18 08:00:00,4.0,4.0,1.0,-1.8916184825154865,False,NO_R3_EVENT,2024,BEAR
2024-06-18 20:00:00,PULLBACK,1.0,2024-06-18 12:00:00,2024-06-18 16:00:00,4.0,4.0,1.0,-0.06804096939745434,False,NO_R3_EVENT,2024,BULL
2024-06-21 20:00:00,EXPANSION,-1.0,2024-06-21 04:00:00,2024-06-21 12:00:00,8.0,12.0,,,False,NO_R3_EVENT,2024,BEAR
2024-06-27 16:00:00,PULLBACK,1.0,2024-06-27 00:00:00,2024-06-27 04:00:00,4.0,12.0,0.0,1.2505185287932723,False,NO_R3_EVENT,2024,BULL
2024-07-03 00:00:00,RANGE,1.0,2024-07-02 12:00:00,2024-07-02 16:00:00,4.0,8.0,1.0,2.694535623211452,False,NO_R3_EVENT,2024,BULL
2024-07-09 08:00:00,PULLBACK,1.0,2024-07-08 20:00:00,2024-07-09 00:00:00,4.0,8.0,0.0,0.03517100774705791,False,NO_R3_EVENT,2024,BULL
2024-07-10 00:00:00,PULLBACK,1.0,2024-07-09 16:00:00,2024-07-09 20:00:00,4.0,4.0,0.0,0.6226739953557779,False,NO_R3_EVENT,2024,BULL
2024-07-19 00:00:00,PULLBACK,-1.0,2024-07-18 08:00:00,2024-07-18 12:00:00,4.0,12.0,0.0,3.547719032189105,False,NO_R3_EVENT,2024,BEAR
2024-07-25 00:00:00,PULLBACK,-1.0,2024-07-24 16:00:00,2024-07-24 20:00:00,4.0,4.0,0.0,2.9190814078628886,False,NO_R3_EVENT,2024,BEAR
2024-07-30 12:00:00,PULLBACK,1.0,2024-07-30 00:00:00,2024-07-30 04:00:00,4.0,8.0,0.0,2.5914348189980605,False,NO_R3_EVENT,2024,BULL
2024-08-02 20:00:00,EXPANSION,-1.0,2024-08-02 08:00:00,2024-08-02 16:00:00,8.0,8.0,,,False,NO_R3_EVENT,2024,BEAR
2024-08-14 20:00:00,PULLBACK,-1.0,2024-08-14 08:00:00,2024-08-14 12:00:00,4.0,8.0,1.0,-0.7882750039423022,False,NO_R3_EVENT,2024,BEAR
2024-08-15 08:00:00,PULLBACK,1.0,2024-08-14 20:00:00,2024-08-15 00:00:00,4.0,8.0,1.0,-0.05038155789341608,False,NO_R3_EVENT,2024,BULL
2024-08-15 20:00:00,PULLBACK,1.0,2024-08-15 12:00:00,2024-08-15 16:00:00,4.0,4.0,0.0,2.6629572029317172,False,NO_R3_EVENT,2024,BULL
2024-08-16 12:00:00,PULLBACK,1.0,2024-08-15 20:00:00,2024-08-16 00:00:00,4.0,12.0,,,False,NO_R3_EVENT,2024,BULL
2024-08-22 08:00:00,PULLBACK,-1.0,2024-08-21 20:00:00,2024-08-22 00:00:00,4.0,8.0,0.0,0.6580133425853746,False,NO_R3_EVENT,2024,BEAR
2024-08-27 08:00:00,PULLBACK,-1.0,2024-08-26 16:00:00,2024-08-26 20:00:00,4.0,12.0,1.0,-0.38904055553164113,False,NO_R3_EVENT,2024,BEAR
2024-08-28 08:00:00,PULLBACK,-1.0,2024-08-28 00:00:00,2024-08-28 04:00:00,4.0,4.0,1.0,-0.395594485208059,False,NO_R3_EVENT,2024,BEAR
2024-08-29 04:00:00,PULLBACK,1.0,2024-08-28 16:00:00,2024-08-29 00:00:00,8.0,8.0,0.0,0.4772950919038198,False,NO_R3_EVENT,2024,BULL
2024-09-05 12:00:00,PULLBACK,1.0,2024-09-05 04:00:00,2024-09-05 08:00:00,4.0,4.0,0.0,0.26990206969382624,False,NO_R3_EVENT,2024,BULL
2024-09-06 20:00:00,PULLBACK,-1.0,2024-09-06 08:00:00,2024-09-06 12:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BEAR
2024-09-10 08:00:00,PULLBACK,-1.0,2024-09-09 16:00:00,2024-09-09 20:00:00,4.0,12.0,1.0,-1.6902714498738474,False,NO_R3_EVENT,2024,BEAR
2024-09-10 16:00:00,PULLBACK,1.0,2024-09-10 08:00:00,2024-09-10 12:00:00,4.0,4.0,1.0,-0.526662674175183,False,NO_R3_EVENT,2024,BULL
2024-09-11 16:00:00,PULLBACK,-1.0,2024-09-11 00:00:00,2024-09-11 04:00:00,4.0,12.0,1.0,-1.907597654491777,False,NO_R3_EVENT,2024,BEAR
2024-09-18 00:00:00,PULLBACK,1.0,2024-09-17 08:00:00,2024-09-17 12:00:00,4.0,12.0,0.0,-1.0633808084871408,False,NO_R3_EVENT,2024,BULL
2024-09-19 00:00:00,PULLBACK,-1.0,2024-09-18 08:00:00,2024-09-18 12:00:00,4.0,12.0,1.0,-2.171558949155874,False,NO_R3_EVENT,2024,BEAR
2024-09-27 20:00:00,PULLBACK,-1.0,2024-09-27 04:00:00,2024-09-27 08:00:00,4.0,12.0,,,False,NO_R3_EVENT,2024,BEAR
2024-10-03 00:00:00,PULLBACK,1.0,2024-10-02 08:00:00,2024-10-02 12:00:00,4.0,12.0,1.0,-0.1934040050342563,False,NO_R3_EVENT,2024,BULL
2024-10-03 12:00:00,PULLBACK,-1.0,2024-10-03 00:00:00,2024-10-03 04:00:00,4.0,8.0,1.0,-1.141094286386572,False,NO_R3_EVENT,2024,BEAR
2024-10-03 20:00:00,PULLBACK,1.0,2024-10-03 12:00:00,2024-10-03 16:00:00,4.0,4.0,1.0,-1.12422279788799,False,NO_R3_EVENT,2024,BULL
2024-10-04 16:00:00,PULLBACK,-1.0,2024-10-04 00:00:00,2024-10-04 04:00:00,4.0,12.0,,,False,NO_R3_EVENT,2024,BEAR
2024-10-05 00:00:00,PULLBACK,1.0,2024-10-04 12:00:00,2024-10-04 16:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BULL
2024-10-10 20:00:00,PULLBACK,-1.0,2024-10-10 08:00:00,2024-10-10 12:00:00,4.0,8.0,0.0,-3.083044568283723,False,NO_R3_EVENT,2024,BEAR
2024-10-23 20:00:00,EXPANSION,-1.0,2024-10-23 04:00:00,2024-10-23 12:00:00,8.0,12.0,1.0,-1.1193210989741562,False,NO_R3_EVENT,2024,BEAR
2024-10-25 08:00:00,PULLBACK,-1.0,2024-10-24 16:00:00,2024-10-24 20:00:00,4.0,12.0,,,False,NO_R3_EVENT,2024,BEAR
2024-10-25 16:00:00,PULLBACK,1.0,2024-10-25 08:00:00,2024-10-25 12:00:00,4.0,4.0,,,False,NO_R3_EVENT,2024,BULL
2024-11-06 08:00:00,PULLBACK,-1.0,2024-11-05 16:00:00,2024-11-05 20:00:00,4.0,12.0,0.0,6.614067113422341,False,NO_R3_EVENT,2024,BEAR
2024-11-08 04:00:00,PULLBACK,-1.0,2024-11-07 20:00:00,2024-11-08 00:00:00,4.0,4.0,,,False,NO_R3_EVENT,2024,BEAR
2024-11-28 12:00:00,PULLBACK,1.0,2024-11-27 20:00:00,2024-11-28 00:00:00,4.0,12.0,0.0,1.108907073477586,False,NO_R3_EVENT,2024,BULL
2024-11-28 20:00:00,PULLBACK,-1.0,2024-11-28 12:00:00,2024-11-28 16:00:00,4.0,4.0,0.0,-1.2827973254902678,False,NO_R3_EVENT,2024,BEAR
2024-12-03 12:00:00,PULLBACK,1.0,2024-12-03 00:00:00,2024-12-03 04:00:00,4.0,8.0,1.0,-0.22221933309260572,False,NO_R3_EVENT,2024,BULL
2024-12-04 00:00:00,RANGE,-1.0,2024-12-03 08:00:00,2024-12-03 12:00:00,4.0,12.0,1.0,-0.45818506790437014,False,NO_R3_EVENT,2024,BEAR
2024-12-04 16:00:00,RANGE,1.0,2024-12-04 00:00:00,2024-12-04 08:00:00,8.0,12.0,0.0,0.036405595916178056,False,NO_R3_EVENT,2024,BULL
2024-12-05 12:00:00,RANGE,-1.0,2024-12-04 20:00:00,2024-12-05 00:00:00,4.0,12.0,0.0,0.33222872396059494,False,NO_R3_EVENT,2024,BEAR
2024-12-05 16:00:00,RANGE,1.0,2024-12-05 00:00:00,2024-12-05 08:00:00,8.0,12.0,1.0,-1.0840458325483673,False,NO_R3_EVENT,2024,BULL
2024-12-13 04:00:00,PULLBACK,1.0,2024-12-12 16:00:00,2024-12-12 20:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BULL
2024-12-24 08:00:00,PULLBACK,1.0,2024-12-23 20:00:00,2024-12-24 00:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BULL
2024-12-27 12:00:00,PULLBACK,-1.0,2024-12-27 00:00:00,2024-12-27 04:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BEAR
2025-01-06 20:00:00,PULLBACK,1.0,2025-01-06 12:00:00,2025-01-06 16:00:00,4.0,4.0,0.0,1.2270593702417054,False,NO_R3_EVENT,2025,BULL
2025-01-07 04:00:00,PULLBACK,1.0,2025-01-06 12:00:00,2025-01-06 16:00:00,4.0,12.0,0.0,0.8100953795376016,False,NO_R3_EVENT,2025,BULL
2025-01-14 04:00:00,PULLBACK,1.0,2025-01-13 20:00:00,2025-01-14 00:00:00,4.0,4.0,1.0,-0.07234200562359405,False,NO_R3_EVENT,2025,BULL
2025-01-15 00:00:00,PULLBACK,1.0,2025-01-14 12:00:00,2025-01-14 16:00:00,4.0,8.0,0.0,1.6272496638182539,False,NO_R3_EVENT,2025,BULL
2025-01-30 00:00:00,PULLBACK,1.0,2025-01-29 12:00:00,2025-01-29 16:00:00,4.0,8.0,1.0,3.3313234083429104,False,NO_R3_EVENT,2025,BULL
2025-02-12 20:00:00,PULLBACK,1.0,2025-02-12 08:00:00,2025-02-12 12:00:00,4.0,8.0,0.0,0.8863471497982567,False,NO_R3_EVENT,2025,BULL
2025-02-14 20:00:00,PULLBACK,-1.0,2025-02-14 04:00:00,2025-02-14 12:00:00,8.0,12.0,,,False,NO_R3_EVENT,2025,BEAR
2025-02-18 08:00:00,PULLBACK,1.0,2025-02-17 20:00:00,2025-02-18 00:00:00,4.0,8.0,0.0,1.5326613689345807,False,NO_R3_EVENT,2025,BULL
2025-02-21 08:00:00,PULLBACK,1.0,2025-02-20 20:00:00,2025-02-21 00:00:00,4.0,8.0,,,False,NO_R3_EVENT,2025,BULL
2025-02-21 16:00:00,PULLBACK,1.0,2025-02-21 04:00:00,2025-02-21 08:00:00,4.0,8.0,,,False,NO_R3_EVENT,2025,BULL
2025-02-25 08:00:00,PULLBACK,-1.0,2025-02-24 16:00:00,2025-02-24 20:00:00,4.0,12.0,0.0,1.450299410942658,False,NO_R3_EVENT,2025,BEAR
2025-02-25 12:00:00,PULLBACK,1.0,2025-02-25 00:00:00,2025-02-25 04:00:00,4.0,8.0,0.0,-1.6808069765453102,False,NO_R3_EVENT,2025,BULL
2025-03-08 00:00:00,PULLBACK,1.0,2025-03-07 16:00:00,2025-03-07 20:00:00,4.0,4.0,,,False,NO_R3_EVENT,2025,BULL
2025-03-11 12:00:00,RANGE,1.0,2025-03-10 20:00:00,2025-03-11 04:00:00,8.0,12.0,0.0,0.7546797020756763,False,NO_R3_EVENT,2025,BULL
2025-03-26 00:00:00,PULLBACK,-1.0,2025-03-25 12:00:00,2025-03-25 16:00:00,4.0,8.0,0.0,0.042761036048600626,False,NO_R3_EVENT,2025,BEAR
2025-03-26 12:00:00,PULLBACK,1.0,2025-03-25 20:00:00,2025-03-26 00:00:00,4.0,12.0,0.0,0.9449447709654104,False,NO_R3_EVENT,2025,BULL
2025-03-26 20:00:00,PULLBACK,-1.0,2025-03-26 12:00:00,2025-03-26 16:00:00,4.0,4.0,0.0,-2.5244881694298886,False,NO_R3_EVENT,2025,BEAR
2025-04-03 16:00:00,EXPANSION,-1.0,2025-04-03 04:00:00,2025-04-03 08:00:00,4.0,8.0,0.0,0.20397819680071663,False,NO_R3_EVENT,2025,BEAR
2025-04-04 00:00:00,EXPANSION,1.0,2025-04-03 08:00:00,2025-04-03 12:00:00,4.0,12.0,0.0,-2.7651294744783157,False,NO_R3_EVENT,2025,BULL
2025-04-09 12:00:00,EXPANSION,1.0,2025-04-09 00:00:00,2025-04-09 04:00:00,4.0,8.0,0.0,1.799332560383363,False,NO_R3_EVENT,2025,BULL
2025-04-23 04:00:00,PULLBACK,-1.0,2025-04-22 12:00:00,2025-04-22 16:00:00,4.0,12.0,0.0,0.93695685487256,False,NO_R3_EVENT,2025,BEAR
2025-04-25 08:00:00,PULLBACK,-1.0,2025-04-24 16:00:00,2025-04-24 20:00:00,4.0,12.0,,,False,NO_R3_EVENT,2025,BEAR
2025-04-29 08:00:00,PULLBACK,-1.0,2025-04-28 20:00:00,2025-04-29 00:00:00,4.0,8.0,0.0,0.04058571896765167,False,NO_R3_EVENT,2025,BEAR
2025-04-29 20:00:00,PULLBACK,1.0,2025-04-29 08:00:00,2025-04-29 12:00:00,4.0,8.0,1.0,-0.5766635653138574,False,NO_R3_EVENT,2025,BULL
2025-05-08 16:00:00,PULLBACK,1.0,2025-05-08 04:00:00,2025-05-08 08:00:00,4.0,8.0,0.0,-0.7076696028299111,False,NO_R3_EVENT,2025,BULL
2025-05-15 20:00:00,PULLBACK,1.0,2025-05-15 08:00:00,2025-05-15 12:00:00,4.0,8.0,1.0,-1.0754301379001927,False,NO_R3_EVENT,2025,BULL
2025-05-16 08:00:00,PULLBACK,-1.0,2025-05-16 00:00:00,2025-05-16 04:00:00,4.0,4.0,,,False,NO_R3_EVENT,2025,BEAR
2025-05-20 08:00:00,PULLBACK,-1.0,2025-05-19 16:00:00,2025-05-19 20:00:00,4.0,12.0,1.0,-2.962172478939471,False,NO_R3_EVENT,2025,BEAR
2025-05-20 12:00:00,PULLBACK,1.0,2025-05-19 20:00:00,2025-05-20 00:00:00,4.0,12.0,0.0,2.5377598202165905,False,NO_R3_EVENT,2025,BULL
2025-05-27 12:00:00,PULLBACK,-1.0,2025-05-27 00:00:00,2025-05-27 04:00:00,4.0,8.0,1.0,-1.0607788353852021,False,NO_R3_EVENT,2025,BEAR
2025-05-29 16:00:00,RANGE,1.0,2025-05-29 04:00:00,2025-05-29 12:00:00,8.0,8.0,1.0,-0.4998574398864536,False,NO_R3_EVENT,2025,BULL
2025-05-30 08:00:00,PULLBACK,-1.0,2025-05-29 16:00:00,2025-05-29 20:00:00,4.0,12.0,,,False,NO_R3_EVENT,2025,BEAR
2025-06-05 20:00:00,PULLBACK,-1.0,2025-06-05 08:00:00,2025-06-05 16:00:00,8.0,8.0,0.0,1.3903616884204821,False,NO_R3_EVENT,2025,BEAR
2025-06-06 04:00:00,PULLBACK,1.0,2025-06-05 20:00:00,2025-06-06 00:00:00,4.0,4.0,,,False,NO_R3_EVENT,2025,BULL
2025-06-06 16:00:00,PULLBACK,-1.0,2025-06-06 08:00:00,2025-06-06 12:00:00,4.0,4.0,,,False,NO_R3_EVENT,2025,BEAR
2025-06-11 04:00:00,PULLBACK,1.0,2025-06-10 20:00:00,2025-06-11 00:00:00,4.0,4.0,1.0,1.6097213732141362,False,NO_R3_EVENT,2025,BULL
2025-06-18 08:00:00,PULLBACK,1.0,2025-06-17 16:00:00,2025-06-17 20:00:00,4.0,12.0,1.0,-0.9324412338619765,False,NO_R3_EVENT,2025,BULL
2025-06-18 12:00:00,PULLBACK,-1.0,2025-06-18 04:00:00,2025-06-18 08:00:00,4.0,4.0,0.0,0.6816693496595329,False,NO_R3_EVENT,2025,BEAR
2025-06-26 12:00:00,PULLBACK,1.0,2025-06-26 04:00:00,2025-06-26 08:00:00,4.0,4.0,1.0,-3.316131822406929,False,NO_R3_EVENT,2025,BULL
2025-06-26 16:00:00,PULLBACK,-1.0,2025-06-26 00:00:00,2025-06-26 04:00:00,4.0,12.0,0.0,2.8305332535152323,False,NO_R3_EVENT,2025,BEAR
2025-07-03 16:00:00,PULLBACK,-1.0,2025-07-03 08:00:00,2025-07-03 12:00:00,4.0,4.0,1.0,-0.5298116102995476,False,NO_R3_EVENT,2025,BEAR
2025-07-04 16:00:00,PULLBACK,-1.0,2025-07-04 08:00:00,2025-07-04 12:00:00,4.0,4.0,,,False,NO_R3_EVENT,2025,BEAR
2025-07-08 00:00:00,RANGE,1.0,2025-07-07 12:00:00,2025-07-07 16:00:00,4.0,8.0,1.0,-2.278328365425476,False,NO_R3_EVENT,2025,BULL
2025-07-10 20:00:00,RANGE,-1.0,2025-07-10 12:00:00,2025-07-10 16:00:00,4.0,4.0,1.0,-2.5641421175872825,False,NO_R3_EVENT,2025,BEAR
2025-07-15 20:00:00,PULLBACK,-1.0,2025-07-15 08:00:00,2025-07-15 12:00:00,4.0,8.0,1.0,-1.1988658624918571,False,NO_R3_EVENT,2025,BEAR
2025-07-17 12:00:00,PULLBACK,-1.0,2025-07-16 20:00:00,2025-07-17 04:00:00,8.0,12.0,1.0,-1.1541959630041043,False,NO_R3_EVENT,2025,BEAR
2025-07-17 20:00:00,RANGE,1.0,2025-07-17 04:00:00,2025-07-17 08:00:00,4.0,12.0,1.0,0.8506938643851001,False,NO_R3_EVENT,2025,BULL
2025-08-01 16:00:00,PULLBACK,1.0,2025-08-01 04:00:00,2025-08-01 08:00:00,4.0,8.0,,,False,NO_R3_EVENT,2025,BULL
2025-08-14 04:00:00,PULLBACK,1.0,2025-08-13 20:00:00,2025-08-14 00:00:00,4.0,4.0,1.0,-2.020535597018376,False,NO_R3_EVENT,2025,BULL
2025-08-20 16:00:00,RANGE,1.0,2025-08-20 00:00:00,2025-08-20 04:00:00,4.0,12.0,1.0,-0.07589329280568705,False,NO_R3_EVENT,2025,BULL
2025-08-22 08:00:00,RANGE,-1.0,2025-08-21 16:00:00,2025-08-21 20:00:00,4.0,12.0,,,False,NO_R3_EVENT,2025,BEAR
2025-09-17 12:00:00,PULLBACK,-1.0,2025-09-17 00:00:00,2025-09-17 04:00:00,4.0,8.0,1.0,-0.04014492849578396,False,NO_R3_EVENT,2025,BEAR
2025-09-24 20:00:00,PULLBACK,-1.0,2025-09-24 08:00:00,2025-09-24 12:00:00,4.0,8.0,0.0,0.09470302006172289,False,NO_R3_EVENT,2025,BEAR
2025-09-25 04:00:00,PULLBACK,1.0,2025-09-24 20:00:00,2025-09-25 00:00:00,4.0,4.0,1.0,0.025650991642566512,False,NO_R3_EVENT,2025,BULL
2025-09-25 12:00:00,PULLBACK,1.0,2025-09-24 20:00:00,2025-09-25 00:00:00,4.0,12.0,1.0,-0.16666428120772425,False,NO_R3_EVENT,2025,BULL
2025-09-26 00:00:00,PULLBACK,1.0,2025-09-25 16:00:00,2025-09-25 20:00:00,4.0,4.0,1.0,0.45494990112268974,False,NO_R3_EVENT,2025,BULL
2025-10-03 00:00:00,PULLBACK,1.0,2025-10-02 16:00:00,2025-10-02 20:00:00,4.0,4.0,1.0,1.146668399201187,False,NO_R3_EVENT,2025,BULL
2025-10-03 12:00:00,PULLBACK,1.0,2025-10-03 00:00:00,2025-10-03 04:00:00,4.0,8.0,,,False,NO_R3_EVENT,2025,BULL
2025-10-10 12:00:00,PULLBACK,1.0,2025-10-09 20:00:00,2025-10-10 00:00:00,4.0,12.0,,,False,NO_R3_EVENT,2025,BULL
2025-10-11 00:00:00,PULLBACK,1.0,2025-10-10 12:00:00,2025-10-10 16:00:00,4.0,8.0,,,False,NO_R3_EVENT,2025,BULL
2025-10-17 20:00:00,EXPANSION,-1.0,2025-10-17 04:00:00,2025-10-17 08:00:00,4.0,12.0,,,False,NO_R3_EVENT,2025,BEAR
2025-10-18 00:00:00,EXPANSION,1.0,2025-10-17 12:00:00,2025-10-17 16:00:00,4.0,8.0,,,False,NO_R3_EVENT,2025,BULL
2025-10-21 12:00:00,EXPANSION,-1.0,2025-10-20 20:00:00,2025-10-21 00:00:00,4.0,12.0,0.0,3.795262384318617,False,NO_R3_EVENT,2025,BEAR
2025-10-30 20:00:00,PULLBACK,1.0,2025-10-30 04:00:00,2025-10-30 08:00:00,4.0,12.0,1.0,-0.4099644074689716,False,NO_R3_EVENT,2025,BULL
2025-11-01 00:00:00,PULLBACK,1.0,2025-10-31 08:00:00,2025-10-31 12:00:00,4.0,12.0,,,False,NO_R3_EVENT,2025,BULL
2025-11-06 04:00:00,PULLBACK,-1.0,2025-11-05 12:00:00,2025-11-05 16:00:00,4.0,12.0,0.0,-0.7944363244348485,False,NO_R3_EVENT,2025,BEAR
2025-11-07 00:00:00,RANGE,-1.0,2025-11-06 12:00:00,2025-11-06 16:00:00,4.0,8.0,1.0,-0.7247476692813577,False,NO_R3_EVENT,2025,BEAR
2025-11-07 04:00:00,RANGE,1.0,2025-11-06 20:00:00,2025-11-07 00:00:00,4.0,4.0,,,False,NO_R3_EVENT,2025,BULL
2025-11-19 08:00:00,PULLBACK,1.0,2025-11-19 00:00:00,2025-11-19 04:00:00,4.0,4.0,1.0,-0.7493899997496268,False,NO_R3_EVENT,2025,BULL
2025-11-19 20:00:00,PULLBACK,-1.0,2025-11-19 08:00:00,2025-11-19 12:00:00,4.0,8.0,0.0,0.3207619156831841,False,NO_R3_EVENT,2025,BEAR
2025-11-21 16:00:00,PULLBACK,1.0,2025-11-21 00:00:00,2025-11-21 04:00:00,4.0,12.0,,,False,NO_R3_EVENT,2025,BULL
2025-11-22 00:00:00,PULLBACK,-1.0,2025-11-21 16:00:00,2025-11-21 20:00:00,4.0,4.0,,,False,NO_R3_EVENT,2025,BEAR
2025-12-02 16:00:00,PULLBACK,1.0,2025-12-02 00:00:00,2025-12-02 04:00:00,4.0,12.0,1.0,0.8270382181443162,False,NO_R3_EVENT,2025,BULL
2025-12-03 12:00:00,PULLBACK,-1.0,2025-12-03 04:00:00,2025-12-03 08:00:00,4.0,4.0,0.0,0.0753333357778061,False,NO_R3_EVENT,2025,BEAR
2025-12-04 08:00:00,PULLBACK,-1.0,2025-12-03 20:00:00,2025-12-04 00:00:00,4.0,8.0,1.0,-1.3091038249010079,False,NO_R3_EVENT,2025,BEAR
2025-12-04 20:00:00,PULLBACK,1.0,2025-12-04 12:00:00,2025-12-04 16:00:00,4.0,4.0,0.0,0.03748728579676743,False,NO_R3_EVENT,2025,BULL
2025-12-05 04:00:00,PULLBACK,-1.0,2025-12-04 20:00:00,2025-12-05 00:00:00,4.0,4.0,,,False,NO_R3_EVENT,2025,BEAR
2025-12-06 00:00:00,PULLBACK,-1.0,2025-12-05 08:00:00,2025-12-05 16:00:00,8.0,12.0,,,False,NO_R3_EVENT,2025,BEAR
2025-12-09 16:00:00,PULLBACK,-1.0,2025-12-09 08:00:00,2025-12-09 12:00:00,4.0,4.0,1.0,0.02956608062867073,False,NO_R3_EVENT,2025,BEAR
2025-12-10 12:00:00,PULLBACK,-1.0,2025-12-09 20:00:00,2025-12-10 00:00:00,4.0,12.0,1.0,-1.0881715208101366,False,NO_R3_EVENT,2025,BEAR
2025-12-16 16:00:00,PULLBACK,1.0,2025-12-16 00:00:00,2025-12-16 04:00:00,4.0,12.0,0.0,0.9999312496903944,False,NO_R3_EVENT,2025,BULL
2026-01-08 20:00:00,PULLBACK,1.0,2026-01-08 12:00:00,2026-01-08 16:00:00,4.0,4.0,0.0,0.6225265281153789,False,NO_R3_EVENT,2026,BULL
2026-02-04 20:00:00,PULLBACK,-1.0,2026-02-04 12:00:00,2026-02-04 16:00:00,4.0,4.0,0.0,0.21367071876507393,False,NO_R3_EVENT,2026,BEAR
2026-02-05 04:00:00,PULLBACK,-1.0,2026-02-04 12:00:00,2026-02-04 16:00:00,4.0,12.0,0.0,1.4266511870913112,False,NO_R3_EVENT,2026,BEAR
2026-02-06 16:00:00,PULLBACK,1.0,2026-02-06 00:00:00,2026-02-06 04:00:00,4.0,12.0,,,False,NO_R3_EVENT,2026,BULL
2026-03-03 16:00:00,PULLBACK,-1.0,2026-03-03 04:00:00,2026-03-03 08:00:00,4.0,8.0,1.0,-0.15737875442222282,False,NO_R3_EVENT,2026,BEAR
2026-03-07 00:00:00,PULLBACK,1.0,2026-03-06 12:00:00,2026-03-06 16:00:00,4.0,8.0,,,False,NO_R3_EVENT,2026,BULL
2026-03-12 12:00:00,PULLBACK,1.0,2026-03-12 00:00:00,2026-03-12 08:00:00,8.0,8.0,1.0,-1.7858118918426502,False,NO_R3_EVENT,2026,BULL
2026-03-26 00:00:00,PULLBACK,-1.0,2026-03-25 08:00:00,2026-03-25 12:00:00,4.0,12.0,0.0,1.0928559510564364,False,NO_R3_EVENT,2026,BEAR
2026-03-26 04:00:00,PULLBACK,1.0,2026-03-25 12:00:00,2026-03-25 16:00:00,4.0,12.0,0.0,-1.7048333548372865,False,NO_R3_EVENT,2026,BULL
2026-04-02 12:00:00,PULLBACK,-1.0,2026-04-01 20:00:00,2026-04-02 04:00:00,8.0,12.0,,,False,NO_R3_EVENT,2026,BEAR
2026-04-02 20:00:00,PULLBACK,1.0,2026-04-02 08:00:00,2026-04-02 12:00:00,4.0,8.0,,,False,NO_R3_EVENT,2026,BULL
2026-04-07 00:00:00,PULLBACK,-1.0,2026-04-06 16:00:00,2026-04-06 20:00:00,4.0,4.0,1.0,-0.9726093860742757,False,NO_R3_EVENT,2026,BEAR
2026-04-07 16:00:00,RANGE,-1.0,2026-04-07 08:00:00,2026-04-07 12:00:00,4.0,4.0,1.0,-2.4480433037044076,False,NO_R3_EVENT,2026,BEAR
2026-04-07 20:00:00,RANGE,1.0,2026-04-07 04:00:00,2026-04-07 08:00:00,4.0,12.0,1.0,1.7091321223340512,False,NO_R3_EVENT,2026,BULL
2026-04-17 08:00:00,RANGE,1.0,2026-04-16 20:00:00,2026-04-17 00:00:00,4.0,8.0,,,False,NO_R3_EVENT,2026,BULL
2026-04-17 12:00:00,RANGE,-1.0,2026-04-17 04:00:00,2026-04-17 08:00:00,4.0,4.0,,,False,NO_R3_EVENT,2026,BEAR
2026-04-17 16:00:00,RANGE,1.0,2026-04-17 00:00:00,2026-04-17 04:00:00,4.0,12.0,,,False,NO_R3_EVENT,2026,BULL
2026-04-21 08:00:00,RANGE,-1.0,2026-04-20 16:00:00,2026-04-20 20:00:00,4.0,12.0,0.0,0.9283697972739385,False,NO_R3_EVENT,2026,BEAR
2026-04-30 12:00:00,PULLBACK,1.0,2026-04-29 20:00:00,2026-04-30 00:00:00,4.0,12.0,1.0,-1.1643169916489835,False,NO_R3_EVENT,2026,BULL
2026-05-13 00:00:00,PULLBACK,1.0,2026-05-12 08:00:00,2026-05-12 12:00:00,4.0,12.0,1.0,-0.6577052428254652,False,NO_R3_EVENT,2026,BULL
2026-05-13 08:00:00,PULLBACK,-1.0,2026-05-13 00:00:00,2026-05-13 04:00:00,4.0,4.0,0.0,-0.07753243370585124,False,NO_R3_EVENT,2026,BEAR
2026-05-13 16:00:00,PULLBACK,-1.0,2026-05-13 00:00:00,2026-05-13 04:00:00,4.0,12.0,1.0,-0.5814432076396888,False,NO_R3_EVENT,2026,BEAR
2026-05-14 04:00:00,RANGE,1.0,2026-05-13 20:00:00,2026-05-14 00:00:00,4.0,4.0,1.0,-2.1749443662417316,False,NO_R3_EVENT,2026,BULL
2026-05-14 12:00:00,RANGE,-1.0,2026-05-14 04:00:00,2026-05-14 08:00:00,4.0,4.0,1.0,3.9783529996478073,False,NO_R3_EVENT,2026,BEAR
