observed,ci_lo,ci_hi,p_positive,n_a,n_b,weeks,horizon_h,metric
0.01300717978816386,-0.0473883854501307,0.06986892698254607,0.6594,300,4818,210,8,momentum_flip_8h
0.01194645315269251,-0.0456757671372305,0.0670470750049438,0.65,285,4620,210,12,momentum_flip_12h
