age_bucket,aligned_n,opposed_n,aligned_mean,opposed_mean,premium
0_1,328,255,-0.07170194978152812,0.15089090278223408,-0.2225928525637622
1_2,287,223,-0.14180079752835797,-0.05468509321841326,-0.08711570430994472
2_3,276,237,-0.1693598509353604,-0.04970005378748288,-0.11965979714787753
3_4,275,231,0.10088463260878151,0.08921753846998912,0.011667094138792397
LT2,615,478,-0.10441474539671537,0.054984109668961334,-0.1593988550656767
GE2,580,488,-0.03280965020401917,0.03362844497465685,-0.06643809517867602
