state,disc_n,disc_rej_rate,conf_n,conf_rej_rate
EARLY_REJECTION,6299,0.7283695824734084,5524,0.7253801593048516
EARLY_ACCEPTANCE,10543,0.15005216731480603,9469,0.14014151441546097
RECLAIM_CHOP,2832,0.4113700564971751,2620,0.4213740458015267
NO_PENETRATION,13372,0.846171103798983,11940,0.857537688442211
OTHER,4020,0.3370646766169154,3490,0.3538681948424069
