transition_time,destination,origin,lag,event_count,control_change,d1_conflict,stack_break_change,bos_against_control,rev_rank,winner_margin,rev_vs_pullback,rev_vs_expansion,rev_vs_range,atr_ratio,adx14,range24_ratio,ema_spread_atr,relvol20
2020-01-12 00:00:00+00:00,PULLBACK,EXPANSION,0,2.0,False,False,False,False,3.0,13.333333333333329,-24.999999999999996,-11.666666666666668,16.666666666666668,1.2533250629878345,22.78357318756323,,1.0965993543504504,0.6466008799259843
2020-01-14 08:00:00+00:00,EXPANSION,PULLBACK,-2,1.0,False,False,False,False,4.0,1.6666666666666643,-28.333333333333336,-16.666666666666664,-30.0,0.9413731907224648,23.511637570053185,1.0207660128754288,1.1954668206520973,2.7489482769824516
2020-01-14 08:00:00+00:00,EXPANSION,PULLBACK,-1,1.0,False,False,False,False,4.0,3.3333333333333286,-13.333333333333334,-25.0,-21.66666666666667,0.9320877822827133,25.94201915417893,1.1626337015605825,1.315489828724618,1.519261825382346
2020-01-14 08:00:00+00:00,EXPANSION,PULLBACK,0,0.0,False,False,False,False,4.0,18.333333333333336,-1.666666666666666,-35.0,-16.666666666666664,0.9061948251767861,28.19880205372426,0.989391548307909,1.4512447940971125,0.9825141652468308
2020-01-16 08:00:00+00:00,PULLBACK,EXPANSION,-2,2.0,False,False,False,False,3.0,3.333333333333332,-11.666666666666668,-15.0,10.0,1.102279986980719,41.72158731274177,1.0752562878853626,1.6920688179558685,1.2674599775912319
2020-01-16 08:00:00+00:00,PULLBACK,EXPANSION,-1,1.0,False,False,False,False,3.0,10.0,-26.666666666666664,-16.666666666666664,3.333333333333334,1.0701521802999856,40.95067975401772,1.0643190184049092,1.7198930999304207,0.6364953859618385
2020-01-16 08:00:00+00:00,PULLBACK,EXPANSION,0,2.0,False,False,False,False,3.0,21.666666666666668,-28.333333333333336,-6.666666666666668,10.0,1.0486523878882235,40.055589053156275,1.0630733312498863,1.7451628388299991,0.8407517209660628
2020-01-17 08:00:00+00:00,EXPANSION,PULLBACK,-2,1.0,False,False,False,False,2.0,18.333333333333336,-18.333333333333336,1.6666666666666679,8.333333333333334,0.9797551880074841,38.65397210840732,1.0060134418111077,1.7928536855710326,0.7516884884744092
2020-01-17 08:00:00+00:00,EXPANSION,PULLBACK,-1,0.0,False,False,False,False,3.0,1.6666666666666643,-14.999999999999998,-13.333333333333334,0.0,1.0266051966057639,39.49991725207999,1.1124945239906838,1.7577105624453473,1.240990962946255
2020-01-17 08:00:00+00:00,EXPANSION,PULLBACK,0,2.0,False,False,False,False,2.0,16.666666666666664,1.6666666666666679,-16.666666666666664,5.0,1.0178814084128094,40.35727514098101,1.134398561250604,1.796880336477125,1.1099927175288256
2020-01-18 04:00:00+00:00,PULLBACK,EXPANSION,-2,2.0,False,False,False,False,2.0,6.666666666666668,5.0,-6.666666666666668,11.666666666666668,0.9782641212989817,39.37846201639881,1.0721219247884515,1.8616136828060952,0.5141256562719376
2020-01-18 04:00:00+00:00,PULLBACK,EXPANSION,-1,2.0,False,False,False,False,3.0,3.333333333333332,0.0,-5.0,-1.6666666666666679,0.9711755260332969,39.31703268287888,0.6585737013211588,1.8756368950472637,0.6081149559496597
2020-01-18 04:00:00+00:00,PULLBACK,EXPANSION,0,3.0,False,False,False,False,2.0,5.0000000000000036,-5.0000000000000036,11.666666666666664,0.0,0.9560607878795093,38.75465966614065,0.6490512093334249,1.871965207132676,0.6570299783583645
2020-01-19 00:00:00+00:00,RANGE,PULLBACK,-2,2.0,False,False,False,False,4.0,5.0,-28.333333333333332,-3.333333333333332,-33.33333333333333,0.8832713515479714,37.561394712903585,0.543332154227095,1.9604518307857834,0.6567280230440506
2020-01-19 00:00:00+00:00,RANGE,PULLBACK,-1,2.0,False,False,False,False,3.0,5.0,-25.0,0.0,-30.0,0.8546643738408425,37.30917317058214,0.5466192170818499,2.008530303003233,0.5304481348824365
