window,real_fills,fills_per_month,cum_R,mean_R,profit_factor,max_dd_R
2025_H2,11,1.8333333333333333,7.845964749858107,0.7132695227143734,3.4253937788984636,1.0962962855717313
2026_JAN_JUL,12,1.7142857142857142,7.064259879400763,0.5886883232833969,2.6186818500017757,2.0793327575442833
POOLED_RECENT,23,1.7692307692307692,14.91022462925887,0.6482706360547335,2.9620964337328295,2.0793327575442833
