window,real_fills,fills_per_month,canonical_fills,h4_buy_fills,cum_R,mean_R,profit_factor,max_dd_R,max_concurrent,risk_load_025_pct,risk_load_050_pct,equity_return_025_pct,equity_dd_025_pct,equity_return_050_pct,equity_dd_050_pct
2025_H2,19,3.1666666666666665,11,8,12.384162767619229,0.6517980404010121,3.119490893783239,1.3863099634369287,2,0.5,1.0,3.134509253958151,0.3465774908592345,6.346786253963987,0.693154981718469
2026_JAN_JUL,18,2.5714285714285716,12,6,12.191617452867504,0.6773120807148614,3.2026402925217203,2.3898827736848567,4,1.0,2.0,3.0850040345509644,0.5965786297139356,6.244987286795145,1.191373132013263
POOLED_RECENT,37,2.8461538461538463,23,14,24.57578022048673,0.6642102762293711,3.159940218660769,2.3898827736848567,4,1.0,2.0,6.316213025457174,0.5965786297139117,12.988129535439242,1.1913731320132792
