parent_id,parent_time,parent_i,signal_time,signal_i,event_time,event_i,impulse_dir,split,child_rule,event_open,event_high,event_low,event_close,child_range,parent_exit_i,router_conf,p_rev,p_cont,source_row,entry,filled,fill_time,fill_i,outcome,gross_R,cost_R,signal_net_R,stop_frac,exit_time,episode_7d,prior_virtual_fills,vf1_mature,real_fill,real_R,side
107,2024-01-26 23:45:00+00:00,107545,2024-01-27 00:30:00+00:00,107548,2024-01-26 23:45:00+00:00,107548,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,41784.01,41815.86,41757.62,41760.71,58.23999999999796,107641,0.3360801182038873,0.3360801182038873,0.117064579945331,107,41789.83,True,2024-01-27 01:00:00+00:00,107550.0,SL,-1.0,0.358772578983529,-1.358772578983529,0.0013936405101432,2024-01-27 01:15:00+00:00,49,0,False,False,0.0,SELL
108,2024-02-08 23:45:00+00:00,108793,2024-02-09 04:00:00+00:00,108810,2024-02-08 23:45:00+00:00,108810,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,46060.74,46148.0,46026.01,46029.34,121.98999999999796,108889,0.3255492115935417,0.3255492115935417,0.1203426655707066,108,46090.33499999999,False,,,NO_FILL,0.0,0.0,0.0,0.0026467588052896,,50,0,False,False,0.0,SELL
109,2024-02-12 03:45:00+00:00,109097,2024-02-12 04:00:00+00:00,109098,2024-02-12 03:45:00+00:00,109098,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,48145.0,48145.01,48053.7,48059.61,91.31000000000496,109193,0.3929384562456217,0.3929384562456217,0.1228276308238996,109,48105.265,True,2024-02-12 04:15:00+00:00,109099.0,TP,1.5,0.2634172872631551,1.236582712736845,0.0018981290301592,2024-02-12 06:45:00+00:00,50,0,False,False,0.0,SELL
110,2024-02-23 23:45:00+00:00,110233,2024-02-24 00:30:00+00:00,110236,2024-02-23 23:45:00+00:00,110236,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,50830.01,50906.16,50784.4,50876.5,121.76000000000204,110329,0.3796757312455799,0.3796757312455799,0.1506398654634606,110,50815.62,True,2024-02-24 01:00:00+00:00,110238.0,SL,-1.0,0.2086712385019676,-1.2086712385019676,0.0023961136359253,2024-02-24 01:30:00+00:00,51,0,False,False,0.0,BUY
111,2024-03-04 03:45:00+00:00,111113,2024-03-04 05:00:00+00:00,111118,2024-03-04 03:45:00+00:00,111118,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,63634.36,63706.0,63501.1,63512.64,204.90000000000143,111209,0.3170938468301944,0.3170938468301944,0.1829370535936084,111,63615.09,False,,,NO_FILL,0.0,0.0,0.0,0.0032209339010602,,52,0,False,False,0.0,SELL
112,2024-03-14 07:45:00+00:00,112089,2024-03-14 08:45:00+00:00,112093,2024-03-14 07:45:00+00:00,112093,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,73379.99,73460.0,73321.1,73321.11,138.89999999999418,112185,0.3477355959551486,0.3477355959551486,0.1743818121647943,112,73390.56,True,2024-03-14 09:00:00+00:00,112094.0,TP,1.5,0.2641848812095143,1.2358151187904858,0.0018926139819616,2024-03-14 09:30:00+00:00,53,0,False,False,0.0,SELL
113,2024-04-22 23:45:00+00:00,115897,2024-04-23 00:00:00+00:00,115898,2024-04-22 23:45:00+00:00,115898,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,66819.32,66869.75,66747.1,66808.01,122.64999999999418,115993,0.3686522085698937,0.3686522085698937,0.1196619556472367,113,66869.33499999999,True,2024-04-23 00:30:00+00:00,115900.0,SL,-1.0,0.2726022625356835,-1.2726022625356834,0.0018341740649879,2024-04-23 00:45:00+00:00,54,0,False,False,0.0,SELL
114,2024-04-27 03:45:00+00:00,116297,2024-04-27 05:30:00+00:00,116304,2024-04-27 03:45:00+00:00,116304,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,63026.01,63077.78,62984.44,63065.98,93.33999999999652,116393,0.4825174589417309,0.4825174589417309,0.1580804580735073,114,63019.310000000005,True,2024-04-27 05:45:00+00:00,116305.0,SL,-1.0,0.3375793336190399,-1.3375793336190398,0.0014811333224688,2024-04-27 06:15:00+00:00,54,1,True,True,-1.3375793336190398,BUY
115,2024-04-29 07:45:00+00:00,116505,2024-04-29 09:45:00+00:00,116513,2024-04-29 07:45:00+00:00,116513,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,62336.0,62660.01,62325.3,62536.01,334.7099999999991,116601,0.3981756127218976,0.3981756127218976,0.2097480591751839,115,62368.655,False,,,NO_FILL,0.0,0.0,0.0,0.0053666380972942,,54,2,True,False,0.0,BUY
116,2024-05-01 11:45:00+00:00,116713,2024-05-01 12:00:00+00:00,116714,2024-05-01 11:45:00+00:00,116714,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,57898.46,58250.0,57729.89,58220.01,520.1100000000006,116809,0.3827823452509531,0.3827823452509531,0.2339581002127047,116,57959.955,True,2024-05-01 12:15:00+00:00,116715.0,SL,-1.0,0.0557189392628481,-1.055718939262848,0.0089736094515601,2024-05-01 13:30:00+00:00,54,2,True,True,-1.055718939262848,BUY
117,2024-05-06 11:45:00+00:00,117193,2024-05-06 12:15:00+00:00,117195,2024-05-06 11:45:00+00:00,117195,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,64164.75,64164.76,63750.04,63821.01,414.7200000000012,117289,0.3826021337630398,0.3826021337630398,0.1594260223819499,117,64028.37,True,2024-05-06 12:30:00+00:00,117196.0,TP,1.5,0.0771946976273146,1.4228053023726854,0.0064771288102446,2024-05-06 12:45:00+00:00,54,3,True,True,1.4228053023726854,SELL
118,2024-05-16 03:45:00+00:00,118121,2024-05-16 04:00:00+00:00,118122,2024-05-16 03:45:00+00:00,118122,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,65975.39,66006.42,65893.33,65920.28,113.08999999999652,118217,0.3439796960276934,0.3439796960276934,0.1387018403710956,118,65976.825,False,,,NO_FILL,0.0,0.0,0.0,0.0017140867266649,,55,0,False,False,0.0,SELL
119,2024-05-19 11:45:00+00:00,118441,2024-05-19 12:15:00+00:00,118443,2024-05-19 11:45:00+00:00,118443,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,67245.99,67246.0,66852.92,66900.01,393.08000000000175,118537,0.334875251782128,0.334875251782128,0.1321055189079243,119,67096.54999999999,False,,,NO_FILL,0.0,0.0,0.0,0.0058584234211744,,55,0,False,False,0.0,SELL
120,2024-06-05 03:45:00+00:00,120041,2024-06-05 05:00:00+00:00,120046,2024-06-05 03:45:00+00:00,120046,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,71168.54,71196.0,70900.12,70900.12,295.88000000000466,120137,0.3298581389651072,0.3298581389651072,0.1613702724623669,120,71048.06,True,2024-06-05 05:15:00+00:00,120047.0,SL,-1.0,0.1200622887657139,-1.120062288765714,0.0041645049843726,2024-06-05 07:30:00+00:00,56,0,False,False,0.0,SELL
121,2024-06-18 03:45:00+00:00,121289,2024-06-18 04:15:00+00:00,121291,2024-06-18 03:45:00+00:00,121291,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,65582.26,65769.25,65544.37,65704.0,224.88000000000463,121385,0.3805891534521017,0.3805891534521017,0.206486935060923,121,65591.56,True,2024-06-18 04:30:00+00:00,121292.0,SL,-1.0,0.1458368018498724,-1.1458368018498724,0.0034284898849791,2024-06-18 10:00:00+00:00,57,0,False,False,0.0,BUY
122,2024-07-20 19:45:00+00:00,124425,2024-07-20 21:00:00+00:00,124430,2024-07-20 19:45:00+00:00,124430,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,67339.28,67342.7,66790.9,67081.41,551.8000000000029,124521,0.3279668811870332,0.3279668811870332,0.1166155463878446,122,67357.31,False,,,NO_FILL,0.0,0.0,0.0,0.0081921323758327,,58,0,False,False,0.0,SELL
123,2024-07-22 03:45:00+00:00,124553,2024-07-22 04:30:00+00:00,124556,2024-07-22 03:45:00+00:00,124556,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,67915.99,67942.01,67806.0,67860.01,136.00999999999476,124649,0.3841195046998971,0.3841195046998971,0.1321576281543058,123,67928.01499999998,True,2024-07-22 04:45:00+00:00,124557.0,TP,1.5,0.2497169877215006,1.2502830122784994,0.0020022666642031,2024-07-22 05:15:00+00:00,58,0,False,False,0.0,SELL
124,2024-07-29 07:45:00+00:00,125241,2024-07-29 08:30:00+00:00,125244,2024-07-29 07:45:00+00:00,125244,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,69595.99,69632.0,69375.0,69410.01,257.0,125337,0.3335577538088327,0.3335577538088327,0.1914434665277634,124,69538.51,True,2024-07-29 09:00:00+00:00,125246.0,SL,-1.0,0.1352889299610895,-1.1352889299610895,0.0036957938845684,2024-07-29 11:00:00+00:00,59,0,False,False,0.0,SELL
125,2024-08-03 03:45:00+00:00,125705,2024-08-03 05:45:00+00:00,125713,2024-08-03 03:45:00+00:00,125713,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,61584.0,61720.34,61579.96,61693.99,140.37999999999738,125801,0.3958509552338636,0.3958509552338636,0.2509218073455325,125,61623.8,False,,,NO_FILL,0.0,0.0,0.0,0.0022780159613655,,59,1,True,False,0.0,BUY
126,2024-08-27 23:45:00+00:00,128089,2024-08-28 01:45:00+00:00,128097,2024-08-27 23:45:00+00:00,128097,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,59181.12,59459.45,59100.0,59383.63,359.4499999999971,128185,0.3897028621979364,0.3897028621979364,0.1964930558336911,126,59203.905,True,2024-08-28 02:15:00+00:00,128099.0,SL,-1.0,0.0823534636249832,-1.0823534636249832,0.0060713900544228,2024-08-28 07:30:00+00:00,60,0,False,False,0.0,BUY
127,2024-09-02 03:45:00+00:00,128585,2024-09-02 05:15:00+00:00,128591,2024-09-02 03:45:00+00:00,128591,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,57526.0,57700.08,57510.67,57694.01,189.4100000000035,128681,0.3573838410521172,0.3573838410521172,0.1905170486737726,127,57599.305,False,,,NO_FILL,0.0,0.0,0.0,0.0032884077333919,,60,1,True,False,0.0,BUY
128,2024-09-12 03:45:00+00:00,129545,2024-09-12 04:30:00+00:00,129548,2024-09-12 03:45:00+00:00,129548,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,58371.99,58388.0,58239.83,58327.54,148.16999999999825,129641,0.3470124734692993,0.3470124734692993,0.1644413963790172,128,58401.625,False,,,NO_FILL,0.0,0.0,0.0,0.0025370869389336,,61,0,False,False,0.0,SELL
129,2024-09-27 11:45:00+00:00,131017,2024-09-27 13:00:00+00:00,131022,2024-09-27 11:45:00+00:00,131022,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,65741.19,65791.95,65632.0,65644.0,159.9499999999971,131113,0.3259746518296628,0.3259746518296628,0.1368709462881662,129,65723.975,True,2024-09-27 13:15:00+00:00,131023.0,TP,1.5,0.205451625507975,1.294548374492025,0.002433662906116,2024-09-27 13:30:00+00:00,62,0,False,False,0.0,SELL
130,2024-10-21 03:45:00+00:00,133289,2024-10-21 04:15:00+00:00,133291,2024-10-21 03:45:00+00:00,133291,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,68857.45,68895.49,68796.38,68807.98,99.11000000000058,133385,0.3893220899773907,0.3893220899773907,0.1748668372442514,130,68857.535,True,2024-10-21 04:30:00+00:00,133292.0,SL,-1.0,0.3473793512259086,-1.347379351225909,0.0014393486493526,2024-10-21 04:45:00+00:00,63,0,False,False,0.0,SELL
131,2024-11-26 23:45:00+00:00,136825,2024-11-27 00:00:00+00:00,136826,2024-11-26 23:45:00+00:00,136826,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,91965.16,92428.58,91812.0,92427.99,616.5800000000017,136921,0.3604776674300868,0.3604776674300868,0.2110338078658887,131,92119.7,True,2024-11-27 00:30:00+00:00,136828.0,TP,1.5,0.0747021473288135,1.4252978526711864,0.0066932480240383,2024-11-27 04:15:00+00:00,64,0,False,False,0.0,BUY
132,2024-12-05 23:45:00+00:00,137689,2024-12-06 00:30:00+00:00,137692,2024-12-05 23:45:00+00:00,137692,-1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,96911.77,97757.51,96878.68,97479.98,878.8300000000017,137785,0.3751576514555758,0.3751576514555758,0.1774306205960131,132,97040.565,False,,,NO_FILL,0.0,0.0,0.0,0.0090563157788704,,65,0,False,False,0.0,BUY
133,2024-12-15 07:45:00+00:00,138585,2024-12-15 13:00:00+00:00,138606,2024-12-15 07:45:00+00:00,138606,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,102946.55,102987.43,102654.0,102800.01,333.429999999993,138681,0.4523481458701806,0.4523481458701806,0.1019426630456736,133,102966.725,True,2024-12-15 14:00:00+00:00,138610.0,SL,-1.0,0.1544053099601147,-1.1544053099601148,0.0032382306031389,2024-12-15 16:30:00+00:00,66,0,False,False,0.0,SELL
134,2024-12-15 19:45:00+00:00,138633,2024-12-15 20:45:00+00:00,138637,2024-12-15 19:45:00+00:00,138637,1.0,DEV_2021_2024,TWO_BAR_CONFIRM_12H,103168.14,103198.33,103066.67,103144.83,131.6600000000035,138729,0.3792840082070295,0.3792840082070295,0.0769199335821582,134,103210.66,False,,,NO_FILL,0.0,0.0,0.0,0.0012756434267545,,66,1,True,False,0.0,SELL
135,2025-01-06 07:45:00+00:00,140697,2025-01-06 08:30:00+00:00,140700,2025-01-06 07:45:00+00:00,140700,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,99395.08,99426.38,99000.0,99046.63,426.3800000000047,140793,0.3690830595381497,0.3690830595381497,0.1530121651200657,135,99259.82,False,,,NO_FILL,0.0,0.0,0.0,0.0042955951360782,,67,0,False,False,0.0,SELL
136,2025-01-07 03:45:00+00:00,140777,2025-01-07 04:45:00+00:00,140781,2025-01-07 03:45:00+00:00,140781,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,101780.41,101812.0,101667.01,101667.02,144.99000000000524,140873,0.366617027568789,0.366617027568789,0.1479121030400835,136,101739.515,True,2025-01-07 05:00:00+00:00,140782.0,SL,-1.0,0.3508501103524254,-1.3508501103524255,0.0014251099978214,2025-01-07 06:15:00+00:00,67,0,False,False,0.0,SELL
137,2025-01-08 19:45:00+00:00,140937,2025-01-08 20:30:00+00:00,140940,2025-01-08 19:45:00+00:00,140940,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,94012.49,94238.74,93968.19,94201.03,270.5500000000029,141033,0.3646617228790201,0.3646617228790201,0.2052578970249751,137,94065.755,True,2025-01-08 20:45:00+00:00,140941.0,SL,-1.0,0.173841720569209,-1.173841720569209,0.0028761795405777,2025-01-08 21:00:00+00:00,67,1,True,True,-1.173841720569209,BUY
138,2025-01-09 23:45:00+00:00,141049,2025-01-10 00:00:00+00:00,141050,2025-01-09 23:45:00+00:00,141050,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,92552.49,92764.54,92524.08,92637.77,240.45999999999185,141145,0.3871165801092966,0.3871165801092966,0.2045473367991304,138,92517.54,True,2025-01-10 00:15:00+00:00,141051.0,TP,1.5,0.1923761540381001,1.3076238459618998,0.002599074726803,2025-01-10 01:00:00+00:00,67,2,True,True,1.3076238459618998,BUY
139,2025-01-15 03:45:00+00:00,141545,2025-01-15 04:15:00+00:00,141547,2025-01-15 03:45:00+00:00,141547,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,97296.57,97430.96,97072.7,97260.96,358.2600000000093,141641,0.341803308675045,0.341803308675045,0.1523442408905179,139,97440.09,False,,,NO_FILL,0.0,0.0,0.0,0.0036767207419452,,67,3,True,False,0.0,SELL
140,2025-01-15 07:45:00+00:00,141561,2025-01-15 08:45:00+00:00,141565,2025-01-15 07:45:00+00:00,141565,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,97386.77,97386.78,97184.61,97202.26,202.16999999999825,141657,0.3584761664241199,0.3584761664241199,0.1397231955742087,140,97303.345,True,2025-01-15 09:00:00+00:00,141566.0,TP,1.5,0.2406473388732276,1.2593526611267725,0.0020777291880356,2025-01-15 09:15:00+00:00,67,3,True,True,1.2593526611267725,SELL
141,2025-01-16 03:45:00+00:00,141641,2025-01-16 04:30:00+00:00,141644,2025-01-16 03:45:00+00:00,141644,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,99610.01,99698.7,99596.32,99600.0,102.3799999999901,141737,0.3466281736496792,0.3466281736496792,0.1596568589696747,141,99651.19,False,,,NO_FILL,0.0,0.0,0.0,0.0010273836167936,,67,4,True,False,0.0,SELL
142,2025-02-02 19:45:00+00:00,143337,2025-02-02 22:00:00+00:00,143346,2025-02-02 19:45:00+00:00,143346,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,97020.56,97709.18,96980.96,97509.53,728.2199999999866,143433,0.313810029849091,0.313810029849091,0.2958656859170019,142,97145.42,True,2025-02-02 22:30:00+00:00,143348.0,SL,-1.0,0.0667005987201682,-1.0667005987201683,0.0074961845859535,2025-02-02 22:30:00+00:00,68,0,False,False,0.0,BUY
143,2025-02-02 23:45:00+00:00,143353,2025-02-03 03:15:00+00:00,143367,2025-02-02 23:45:00+00:00,143367,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,94348.07,94688.0,94280.21,94436.0,407.7899999999936,143449,0.3389049086897864,0.3389049086897864,0.2266341417431717,143,94232.105,True,2025-02-03 03:30:00+00:00,143368.0,SL,-1.0,0.1155399899458072,-1.1155399899458072,0.0043275060023332,2025-02-03 03:30:00+00:00,68,1,True,True,-1.1155399899458072,BUY
144,2025-02-12 15:45:00+00:00,144281,2025-02-12 16:30:00+00:00,144284,2025-02-12 15:45:00+00:00,144284,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,95384.61,95960.0,95363.02,95960.0,596.9799999999959,144377,0.3269065290099921,0.3269065290099921,0.1367863186067273,144,95661.51,False,,,NO_FILL,0.0,0.0,0.0,0.0062405454398534,,69,0,False,False,0.0,BUY
145,2025-02-18 19:45:00+00:00,144873,2025-02-18 20:00:00+00:00,144874,2025-02-18 19:45:00+00:00,144874,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,94104.15,94458.4,93957.61,94444.0,500.7899999999936,144969,0.3257543318697294,0.3257543318697294,0.153862906367654,145,94193.605,True,2025-02-18 20:15:00+00:00,144875.0,TP,1.5,0.0940450138780738,1.405954986121926,0.0053166029689594,2025-02-18 21:00:00+00:00,69,0,False,False,0.0,BUY
146,2025-02-25 03:45:00+00:00,145481,2025-02-25 05:45:00+00:00,145489,2025-02-25 03:45:00+00:00,145489,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,91932.0,92086.96,91850.0,92070.34,236.9600000000064,145577,0.3596467025426288,0.3596467025426288,0.2108689519045001,146,91951.86,True,2025-02-25 06:00:00+00:00,145490.0,SL,-1.0,0.1940240124915545,-1.1940240124915544,0.002577000617497,2025-02-25 06:15:00+00:00,69,1,True,True,-1.1940240124915544,BUY
147,2025-02-25 15:45:00+00:00,145529,2025-02-25 16:45:00+00:00,145533,2025-02-25 15:45:00+00:00,145533,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,87278.01,87777.0,87222.0,87460.0,555.0,145625,0.3559319442065428,0.3559319442065428,0.3392541875220193,147,87182.5,True,2025-02-25 17:00:00+00:00,145534.0,SL,-1.0,0.0785427927927928,-1.0785427927927929,0.0063659564706219,2025-02-25 19:15:00+00:00,69,2,True,True,-1.0785427927927929,BUY
148,2025-02-26 23:45:00+00:00,145657,2025-02-27 00:00:00+00:00,145658,2025-02-26 23:45:00+00:00,145658,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,84250.09,84641.51,84236.69,84333.95,404.8199999999924,145753,0.3802357965602344,0.3802357965602344,0.2190798140397047,148,84131.54000000001,True,2025-02-27 00:15:00+00:00,145659.0,TP,1.5,0.1039122820018793,1.3960877179981206,0.004811750741755,2025-02-27 00:30:00+00:00,69,3,True,True,1.3960877179981206,BUY
149,2025-03-11 03:45:00+00:00,146825,2025-03-11 04:15:00+00:00,146827,2025-03-11 03:45:00+00:00,146827,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,79801.53,80245.02,79790.21,80097.75,454.8099999999977,146921,0.3730929211876581,0.3730929211876581,0.2122020804927859,149,79870.345,True,2025-03-11 04:30:00+00:00,146828.0,TP,1.5,0.0878062762472245,1.4121937237527755,0.0056943537679723,2025-03-11 07:15:00+00:00,70,0,False,False,0.0,BUY
150,2025-03-20 03:45:00+00:00,147689,2025-03-20 04:00:00+00:00,147690,2025-03-20 03:45:00+00:00,147690,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,85891.01,85930.39,85801.44,85825.55,128.9499999999971,147785,0.3643028231941455,0.3643028231941455,0.1544054008050998,150,85890.025,False,,,NO_FILL,0.0,0.0,0.0,0.0015013384848822,,71,0,False,False,0.0,SELL
151,2025-03-29 19:45:00+00:00,148617,2025-03-29 23:00:00+00:00,148630,2025-03-29 19:45:00+00:00,148630,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,82389.75,82478.75,82342.0,82458.62,136.75,148713,0.3586077475509763,0.3586077475509763,0.1387055699470495,151,82390.245,False,,,NO_FILL,0.0,0.0,0.0,0.0016597838736855,,72,0,False,False,0.0,BUY
152,2025-04-02 23:45:00+00:00,149017,2025-04-03 02:15:00+00:00,149027,2025-04-02 23:45:00+00:00,149027,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,83715.36,83748.55,83313.13,83423.04,435.4199999999983,149113,0.3626907619892936,0.3626907619892936,0.2135669277750424,152,83640.75,True,2025-04-03 02:30:00+00:00,149028.0,TP,1.5,0.0960460589775393,1.4039539410224606,0.0052058356722052,2025-04-03 12:00:00+00:00,72,0,False,False,0.0,SELL
153,2025-04-12 23:45:00+00:00,149977,2025-04-13 01:45:00+00:00,149985,2025-04-12 23:45:00+00:00,149985,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,85726.99,85812.94,85142.46,85259.77,670.4799999999959,150073,0.3201493552834373,0.3201493552834373,0.1359238238629201,153,85595.01000000001,False,,,NO_FILL,0.0,0.0,0.0,0.0078331669100803,,73,0,False,False,0.0,SELL
154,2025-04-13 03:45:00+00:00,149993,2025-04-13 04:00:00+00:00,149994,2025-04-13 03:45:00+00:00,149994,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,85432.31,85436.68,85042.26,85140.36,394.4199999999983,150089,0.3273396684208118,0.3273396684208118,0.1615044708637148,154,85337.57,False,,,NO_FILL,0.0,0.0,0.0,0.0046218799058843,,73,0,False,False,0.0,SELL
155,2025-04-21 07:45:00+00:00,150777,2025-04-21 08:45:00+00:00,150781,2025-04-21 07:45:00+00:00,150781,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,87574.75,87650.95,87550.0,87569.28,100.94999999999708,150873,0.3486923230972871,0.3486923230972871,0.1136358605567057,155,87619.755,True,2025-04-21 09:00:00+00:00,150782.0,SL,-1.0,0.4339760029717807,-1.4339760029717807,0.001152137437499,2025-04-21 09:00:00+00:00,74,0,False,False,0.0,SELL
156,2025-04-22 03:45:00+00:00,150857,2025-04-22 04:45:00+00:00,150861,2025-04-22 03:45:00+00:00,150861,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,88270.54,88285.42,88021.73,88056.79,263.6900000000023,150953,0.3307190880680848,0.3307190880680848,0.1329866195181058,156,88188.635,True,2025-04-22 05:30:00+00:00,150864.0,SL,-1.0,0.1672202870795237,-1.1672202870795236,0.0029900678244991,2025-04-22 06:00:00+00:00,74,1,True,True,-1.1672202870795236,SELL
157,2025-05-30 03:45:00+00:00,154505,2025-05-30 04:30:00+00:00,154508,2025-05-30 03:45:00+00:00,154508,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,105995.1,106013.88,105904.76,106000.0,109.1200000000099,154601,0.3859516855365811,0.3859516855365811,0.2077181961045973,157,105945.44,False,,,NO_FILL,0.0,0.0,0.0,0.0010299641022776,,75,0,False,False,0.0,BUY
158,2025-05-30 19:45:00+00:00,154569,2025-05-30 21:15:00+00:00,154575,2025-05-30 19:45:00+00:00,154575,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,104762.48,104878.05,104762.48,104807.37,115.57000000000698,154665,0.3241654846005602,0.3241654846005602,0.1523276064359722,158,104749.585,True,2025-05-30 21:30:00+00:00,154576.0,SL,-1.0,0.4531867482910516,-1.4531867482910517,0.0011032979271469,2025-05-30 21:30:00+00:00,75,0,False,False,0.0,BUY
159,2025-05-31 03:45:00+00:00,154601,2025-05-31 06:15:00+00:00,154611,2025-05-31 03:45:00+00:00,154611,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,103627.99,103704.9,103627.98,103704.9,76.91999999999825,154697,0.4168072807405911,0.4168072807405911,0.182774153536479,159,103666.44,True,2025-05-31 06:30:00+00:00,154612.0,TP,1.5,0.6738588143525894,0.8261411856474106,0.0007419951915007,2025-05-31 06:30:00+00:00,75,1,True,True,0.8261411856474106,BUY
160,2025-06-09 15:45:00+00:00,155513,2025-06-09 18:30:00+00:00,155524,2025-06-09 15:45:00+00:00,155524,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,108440.28,108499.99,108311.54,108379.99,188.45000000001164,155609,0.3146033235083617,0.3146033235083617,0.1325869515189275,160,108474.215,True,2025-06-09 18:45:00+00:00,155525.0,SL,-1.0,0.2878063544706641,-1.2878063544706642,0.0017372792234542,2025-06-09 19:15:00+00:00,76,0,False,False,0.0,SELL
161,2025-06-25 03:45:00+00:00,157001,2025-06-25 04:00:00+00:00,157002,2025-06-25 03:45:00+00:00,157002,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,106232.01,106308.89,106164.38,106178.08,144.50999999999476,157097,0.3494582852042545,0.3494582852042545,0.1411410564463635,161,106250.335,True,2025-06-25 04:15:00+00:00,157003.0,TP,1.5,0.3676227769704652,1.1323772230295348,0.0013600898293637,2025-06-25 04:30:00+00:00,77,0,False,False,0.0,SELL
162,2025-06-26 03:45:00+00:00,157097,2025-06-26 04:15:00+00:00,157099,2025-06-26 03:45:00+00:00,157099,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,107823.49,107852.13,107741.3,107776.19,110.83000000000176,157193,0.3702814780020096,0.3702814780020096,0.1372370021752383,162,107831.605,True,2025-06-26 04:30:00+00:00,157100.0,TP,1.5,0.4864729991879379,1.013527000812062,0.0010278062725673,2025-06-26 05:30:00+00:00,77,1,True,True,1.013527000812062,SELL
163,2025-06-30 03:45:00+00:00,157481,2025-06-30 04:00:00+00:00,157482,2025-06-30 03:45:00+00:00,157482,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,108503.74,108538.76,108481.77,108498.26,56.98999999999069,157577,0.381705058984827,0.381705058984827,0.1292596826545167,163,108526.755,False,,,NO_FILL,0.0,0.0,0.0,0.0005251239659749,,77,2,True,False,0.0,SELL
164,2025-07-01 23:45:00+00:00,157657,2025-07-02 00:00:00+00:00,157658,2025-07-01 23:45:00+00:00,157658,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,105681.13,105736.75,105600.0,105724.15,136.75,157753,0.4228540253809734,0.4228540253809734,0.1302267552522855,164,105655.775,True,2025-07-02 00:15:00+00:00,157659.0,SL,-1.0,0.3863099634369287,-1.3863099634369287,0.001294297448483,2025-07-02 00:45:00+00:00,77,2,True,True,-1.3863099634369287,BUY
