lab,verdict,data_sha,m15_rows,data_start,data_end,h4_valid_bars,episodes,population,resolved_n,high75_n,h1_high75_all_pass,high75_accuracy,high75_ci_lo,high75_ci_hi,h2_bull_pass,bull_high75_accuracy,bull_high75_ci_lo,bull_high75_n,h3_bear_pass,bear_high75_accuracy,bear_high75_ci_lo,bear_high75_n,h4_asymmetry_pass,asymmetry_effect,asymmetry_ci_lo,asymmetry_ci_hi
BTC_XAU_CONTEXT_FROZEN_PORTABILITY_LAB_001,BTC_PORTABILITY_NOT_SUPPORTED,19acf95a3bb7a868fa1e6c8da8dbc73d4a2f7004b771e394bbee8e6c5b6e58b9,2976,2025-10-01 00:00:00,2025-10-31 23:45:00,0,0,0,0,0,False,,,,False,,,0,False,,,0,False,,,
