impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,raw_24h,cont_24h,rev_24h,tail_cont,tail_rev,p_cont,p_rev,router_conf,router_side,selected_top20,selected_rev
-1.0,-1.8830110943653526,-2.740443523169735,-1.0988327997786065,-1.0796397507339555,1.8864869709941114,1.4248140483401583,-0.051774432865708236,0.7518398074789774,-0.6593458151000688,1955,2021-01-21 08:45:00+00:00,DEV_2021_2024,33736.56,33938.79,33195.0,33239.0,31526.3,-0.05149086550409265,0.05149086550409265,-0.05149086550409265,1,0,0.2106897066973488,0.2971483021331866,0.2971483021331866,REV,False,False
-1.0,-1.618767154801823,-2.796993473669985,-1.798497304587235,-1.743518230998881,1.8757308607442365,2.100068234499684,-0.00855186664013477,-0.6087614290087207,-0.7933533402912352,1978,2021-01-21 14:30:00+00:00,DEV_2021_2024,31620.89,31900.62,31037.0,31212.28,32287.78,0.03445759169147533,-0.03445759169147533,0.03445759169147533,0,1,0.2101128929195227,0.29697168403033997,0.29697168403033997,REV,False,False
-1.0,-2.521777252721575,-2.7546210044235075,-1.1619050894315843,-1.9479630866530397,1.7868773189385192,1.4226235590640253,-0.0014150352275956346,-0.5000000000000004,0.8660254037844384,2008,2021-01-21 22:00:00+00:00,DEV_2021_2024,31224.71,31249.02,30560.0,30600.0,33357.03,0.09028215850636334,-0.09028215850636334,0.09028215850636334,0,1,0.23947880583610115,0.2775257234936304,0.2775257234936304,REV,False,False
1.0,1.5980422492329682,2.9700658884122317,-0.16436493427990956,-1.9449879983046288,1.462184859681181,1.9013823412752104,0.033209496367439376,0.49999999999999994,0.8660254037844387,2024,2021-01-22 02:00:00+00:00,DEV_2021_2024,30068.29,30585.52,29781.2,30462.5,32609.96,0.07049519901518253,0.07049519901518253,-0.07049519901518253,1,0,0.33103226068993313,0.34587682169791617,0.34587682169791617,REV,True,True
1.0,5.27672559097134,2.7057841278881805,0.3484817926556553,0.9535096559026175,1.9293316916170984,4.336409613019387,0.009325034310145653,0.7933533402912352,-0.6087614290087207,2722,2021-01-29 08:30:00+00:00,DEV_2021_2024,32018.34,33400.0,32006.91,33329.35,34023.63,0.020622351224615976,0.020622351224615976,-0.020622351224615976,0,0,0.23115705071600276,0.31634753292995654,0.31634753292995654,REV,False,False
-1.0,-0.47612448953125847,-2.7419605722842064,-0.6830942737816551,0.5124309678032689,1.4304506963335752,-0.046989628972348166,-0.02238610290025992,0.659345815100069,-0.7518398074789773,3301,2021-02-04 09:15:00+00:00,DEV_2021_2024,37310.31,37400.0,37013.81,37175.54,37559.95,0.01034040124232205,-0.01034040124232205,0.01034040124232205,0,0,0.1783714455773848,0.2828318793162218,0.2828318793162218,REV,False,False
1.0,8.658233721609783,6.286243246650887,3.5860481101951835,1.7728358608795063,4.59584377824474,8.82462230214402,-0.01177148460792824,-0.19509032201612792,-0.9807852804032305,3699,2021-02-08 12:45:00+00:00,DEV_2021_2024,40315.43,43231.1,40266.7,42984.07,45300.17,0.05388275237779938,0.05388275237779938,-0.05388275237779938,1,0,0.35756836279374127,0.17284151003064663,0.35756836279374127,CONT,True,False
1.0,2.750441387691653,2.76641456289288,2.6534381764946504,2.8146531350819775,3.454172089876567,3.4406858153357667,-0.0037400559152426234,-0.19509032201612872,0.9807852804032303,3741,2021-02-08 23:15:00+00:00,DEV_2021_2024,45270.24,46794.45,45236.37,46203.7,46489.53,0.006234648760169437,0.006234648760169437,-0.006234648760169437,0,0,0.30503348930556184,0.1380419406597931,0.30503348930556184,CONT,False,False
1.0,2.399721841577227,2.895316716660461,2.5926998033412816,0.51065741779985,2.258326698987961,2.7226807463150045,-0.03611790316945708,-0.32143946530316153,-0.9469301294951057,3984,2021-02-11 13:15:00+00:00,DEV_2021_2024,47321.86,48399.0,47201.03,48078.9,47823.5,-0.00514594389492018,-0.00514594389492018,0.00514594389492018,0,0,0.24520419349145953,0.2082457141442588,0.24520419349145953,CONT,False,False
-1.0,-0.857456886804599,-2.7466538982066733,-0.36224114255210915,0.549323904279862,1.0822905454253513,1.203744770835069,-0.03015581641333168,-0.6593458151000687,0.7518398074789775,4016,2021-02-11 21:15:00+00:00,DEV_2021_2024,47218.01,47300.0,46542.29,46961.71,47660.96,0.014889790001258563,-0.014889790001258563,0.014889790001258563,0,0,0.1509527658300161,0.2563524054457857,0.2563524054457857,REV,False,False
1.0,0.8709551784496301,2.6675449039428005,1.3645697831229513,0.4550130589891617,1.9959503400245275,0.12307390647858649,-0.034628422092151154,1.0,6.123233995736766e-17,4243,2021-02-14 06:00:00+00:00,DEV_2021_2024,48929.18,49404.94,48929.18,49200.0,46980.25,-0.045030495644423185,-0.045030495644423185,0.045030495644423185,0,1,0.295059280550758,0.23725211104861582,0.295059280550758,CONT,False,False
-1.0,-4.136650494495078,-3.295530270509442,-2.6304159706678822,-0.5522575383732315,2.335220228061166,6.346953845371207,-0.029627697117645273,0.5555702330196022,0.8314696123025452,4324,2021-02-15 02:15:00+00:00,DEV_2021_2024,47550.0,47589.17,45570.79,46359.53,48483.65,0.04569051788841638,-0.04569051788841638,0.04569051788841638,0,1,0.22163472443028362,0.29376869224135504,0.29376869224135504,REV,False,False
1.0,1.1064319835083989,2.6275834954739428,1.5686778413287394,1.4022045333895292,1.1921538322431413,0.049620168061217405,-0.056520982972131664,-0.13052619222005177,-0.9914448613738104,4845,2021-02-20 12:30:00+00:00,DEV_2021_2024,57199.99,57595.83,57100.0,57586.19,57053.29,-0.00919734851839693,-0.00919734851839693,0.00919734851839693,0,0,0.19684353660251486,0.2287969944458119,0.2287969944458119,REV,False,False
-1.0,-3.647260899571184,-3.123826199034864,-1.8069304866175808,-0.6543996475576744,2.0187294109376923,5.798431645929598,-0.07898264788798075,-0.38268343236508956,0.9238795325112868,4885,2021-02-20 22:30:00+00:00,DEV_2021_2024,56003.76,56016.69,53863.93,54838.73,57122.72,0.04130533220652155,-0.04130533220652155,0.04130533220652155,0,1,0.17716526656777912,0.26814355816324653,0.26814355816324653,REV,False,False
-1.0,-0.4072688730613747,-2.4099001668621276,-2.0992503263870628,-1.7004122014533702,1.1635174896138536,0.06893059862305231,-0.03545270603314512,-0.13052619222005177,-0.9914448613738104,5037,2021-02-22 12:30:00+00:00,DEV_2021_2024,53647.3,53979.4,53534.05,53534.06,47684.37,-0.10927043456072627,0.10927043456072627,-0.10927043456072627,1,0,0.18301976230898748,0.3484409954554018,0.3484409954554018,REV,True,True
1.0,0.9209966603500361,2.7219069656574955,-0.00815171628328924,-2.089503496398541,0.26732943991530783,0.6971774370632007,0.0006046222563460848,-0.9659258262890684,0.2588190451025203,5063,2021-02-22 19:00:00+00:00,DEV_2021_2024,53227.23,53579.37,52942.33,53517.68,47057.34,-0.12071429091950725,-0.12071429091950725,0.12071429091950725,0,1,0.22380200099047967,0.3502970714979331,0.3502970714979331,REV,True,True
-1.0,-1.437095219824221,-2.420926577911501,-2.3828287053229134,-2.3662488392173726,0.9603095241792541,1.3413861679257093,-0.012722366870438604,0.6087614290087207,0.7933533402912352,5093,2021-02-23 02:30:00+00:00,DEV_2021_2024,51993.13,52300.0,51500.0,51573.92,50055.72,-0.02944225191752925,0.02944225191752925,-0.02944225191752925,1,0,0.21661618234836744,0.39635375863786637,0.39635375863786637,REV,True,True
-1.0,-4.28066194023785,-2.4332336118788604,-3.378170330638474,-3.261767765144086,1.7860061168029766,4.79384958526938,-0.01452484769578558,0.8660254037844387,-0.4999999999999998,5115,2021-02-23 08:00:00+00:00,DEV_2021_2024,49642.92,50027.01,48320.0,48424.18,50491.91,0.042398991869636804,-0.042398991869636804,0.042398991869636804,0,1,0.2640661188978649,0.40372629202636245,0.40372629202636245,REV,True,True
-1.0,0.7238680548849589,-2.49592435134515,-1.8163528398325968,-2.9964413242013834,1.509839031365985,1.4918972023351282,-0.010811371842690239,1.2246467991473532e-16,-1.0,5131,2021-02-23 12:00:00+00:00,DEV_2021_2024,46359.14,46818.47,46018.38,46576.69,50818.7,0.09107253542158178,-0.09107253542158178,0.09107253542158178,0,1,0.20876778788287306,0.38270908680684923,0.38270908680684923,REV,True,True
-1.0,-2.6148232930118733,-2.7028459506602776,-0.3345841158442429,-2.569035731892931,0.784463938363808,2.68196482878316,0.03758785374430034,-0.9238795325112868,-0.3826834323650895,5149,2021-02-23 16:30:00+00:00,DEV_2021_2024,48194.59,48485.28,47300.0,47429.07,49577.25,0.04531583762422242,-0.04531583762422242,0.04531583762422242,0,1,0.19011672946055538,0.3331239825508831,0.3331239825508831,REV,True,True
1.0,1.3445835277446345,2.8345788722641747,-0.24192998957480444,-2.7826754444363067,0.550928848921184,1.073840128917164,0.037826139297689076,-0.7933533402912357,0.6087614290087199,5165,2021-02-23 20:30:00+00:00,DEV_2021_2024,46871.85,47479.97,46760.09,47269.48,48629.66,0.02889081282730932,0.02889081282730932,-0.02889081282730932,1,0,0.2705601942434989,0.36933592975369733,0.36933592975369733,REV,True,True
1.0,1.4321141270475415,3.309642059582226,0.9058267369304316,-1.532688641143578,0.6627228790407865,0.7156954285243006,0.04450267335355621,0.3214394653031616,0.9469301294951057,5184,2021-02-24 01:15:00+00:00,DEV_2021_2024,48723.21,49359.55,48717.38,49166.12,50832.65,0.033791400597383614,0.033791400597383614,-0.033791400597383614,1,0,0.29487802793992574,0.3449305269001731,0.3449305269001731,REV,True,True
-1.0,-2.715874483120896,-2.5701401960379173,-1.078690763285727,0.08734030186748906,1.43444537751347,1.740086257527984,0.05232882989883374,-0.32143946530316153,-0.9469301294951057,5232,2021-02-24 13:15:00+00:00,DEV_2021_2024,50431.67,50431.67,49462.86,49590.82,51430.06,0.03689678907128591,-0.03689678907128591,0.03689678907128591,0,1,0.20640211319313848,0.2712721349362627,0.2712721349362627,REV,False,False
-1.0,-2.5181844514401845,-2.657964037751314,-2.213055579361085,-1.6342015412159059,0.775351876557482,1.6851461315351886,0.03427987787026371,0.06540312923014306,0.9978589232386035,5372,2021-02-26 00:15:00+00:00,DEV_2021_2024,47494.54,47613.5,46713.44,46752.35,46720.95,-0.0006716239932325063,0.0006716239932325063,-0.0006716239932325063,0,0,0.21207474409696409,0.36392337916083556,0.36392337916083556,REV,True,True
-1.0,-2.4590044519388776,-2.71026016487471,-0.9921662635935516,-2.128505002597663,1.2187967502991714,1.795306574826616,0.02992584214375842,0.9978589232386035,0.06540312923014327,5394,2021-02-26 05:45:00+00:00,DEV_2021_2024,46223.69,46414.31,45502.69,45517.53,47803.71,0.0500690289921768,-0.0500690289921768,0.0500690289921768,0,1,0.24099162650553796,0.36193050883433814,0.36193050883433814,REV,True,True
