method,filled,fill_bar,entry,price_improvement_vs_mkt0,rev_return,mfe,mae,event_row,event_time,split,impulse_dir
MKT_0,True,13081.0,43357.0,,-0.008938118412251783,0.05632977373895797,0.03127522660700694,95,2021-05-17 15:45:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,13082.0,42876.64,,0.0021650483806567866,0.06816415651972732,0.020422309210796356,95,2021-05-17 15:45:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,13083.0,43528.54,,-0.012843757222273045,0.052166923126757754,0.03509283794034904,95,2021-05-17 15:45:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,13085.0,42566.1,,0.009476320358219326,0.07595692346726626,0.013275822779159908,95,2021-05-17 15:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,True,13081.0,43065.755000000005,0.006717369744216513,-0.002235767142593992,0.06347351857641868,0.024723936687049943,95,2021-05-17 15:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,True,13081.0,43214.2525,0.003292374933690008,-0.005664392783376271,0.05981909556343705,0.028075286041335606,95,2021-05-17 15:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,True,13084.0,42768.76,0.01356735936526969,0.004692911368017194,0.07085849578056504,0.017951420616356472,95,2021-05-17 15:45:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,13214.0,42179.83,,-0.1456077466409893,0.005320552501041333,0.28875958011210573,98,2021-05-19 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,13215.0,41493.34,,-0.13147218324675702,0.004962965140911778,0.2769924040821972,98,2021-05-19 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,13216.0,41193.85,,-0.1251577601996413,0.003353413191532217,0.2717359508761623,98,2021-05-19 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,13218.0,40811.95,,-0.1169713772559261,0.008283113156808311,0.26492118117365127,98,2021-05-19 01:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,True,13214.0,41902.44,0.006576366002423419,-0.1399517545994935,0.011975674924896918,0.28405123902092577,98,2021-05-19 01:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,True,13214.0,42035.3,0.0034265192628798844,-0.14267008918694524,0.008777146826595672,0.28631412170247394,98,2021-05-19 01:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,True,13214.0,41636.72,0.012876059481510488,-0.13446304127702657,0.01843396886210054,0.27948214941042426,98,2021-05-19 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,13241.0,40354.98,,0.009795569220948708,0.2565973270213491,0.013208283091702603,99,2021-05-19 07:45:00+00:00,DEV_2021_2024,1.0
MKT_15,True,13242.0,40144.49,,0.00460362057159025,0.252699436460645,0.018520848066571578,99,2021-05-19 07:45:00+00:00,DEV_2021_2024,1.0
MKT_30,True,13243.0,40305.12,,0.008570623285577672,0.25567769057628414,0.014461686257229784,99,2021-05-19 07:45:00+00:00,DEV_2021_2024,1.0
MKT_60,True,13245.0,40462.39,,0.01242413016136712,0.2585707369238446,0.007871013056816546,99,2021-05-19 07:45:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.50_T60,True,13244.0,40606.425,0.006230829503570555,0.015927159310380135,0.26120065974781087,0.0069342474743836,99,2021-05-19 07:45:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.25_T60_AUDIT,True,13243.0,40488.9325,0.00331935488507241,0.013071535042323057,0.25905678051650294,0.009856211941374284,99,2021-05-19 07:45:00+00:00,DEV_2021_2024,1.0
LIMIT_R1.00_T60_AUDIT,True,13244.0,40841.41,0.012053778740566845,0.0215891175157763,0.26545141316129883,0.0011407539553604173,99,2021-05-19 07:45:00+00:00,DEV_2021_2024,1.0
MKT_0,True,13293.0,38222.2,,0.04632569553819521,0.11065480270628068,0.08822621408500812,102,2021-05-19 20:45:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,13294.0,37667.04,,0.061747087108517285,0.1270243162191666,0.07478793130545965,102,2021-05-19 20:45:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,13295.0,37674.88,,0.06152614155638991,0.126789786722612,0.07498046443678115,102,2021-05-19 20:45:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,13297.0,38777.05,,0.0313541128064152,0.09476275271068828,0.10127253104606984,102,2021-05-19 20:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,True,13293.0,37830.18000000001,0.010256343172292268,0.05716837720571233,0.12216410284064178,0.07877784351012887,102,2021-05-19 20:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,True,13293.0,38023.795000000006,0.005190831506297167,0.05178533599815571,0.11645010709741077,0.08346865429923565,102,2021-05-19 20:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,True,13294.0,37442.950000000004,0.02038736650428266,0.06810147170562142,0.1337693744750345,0.0692506867113837,102,2021-05-19 20:45:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,13310.0,36017.84,,0.15505260726351167,0.1786289794168668,0.002866634978666128,103,2021-05-20 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,13311.0,37173.07,,0.11915695959467443,0.14200064724274855,0.020727101635673296,103,2021-05-20 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,13312.0,36921.4,,0.12678554984372203,0.14978494856641397,0.014052013195599292,103,2021-05-20 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,13314.0,37968.25,,0.09571813291368447,0.11808339862911771,0.012321610819566394,103,2021-05-20 01:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,False,,,,,,,103,2021-05-20 01:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,False,,,,,,,103,2021-05-20 01:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,103,2021-05-20 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,14111.0,35404.73,,-0.009171938325754914,0.054621232812677806,0.020356884517972688,115,2021-05-28 09:15:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,14112.0,35939.3,,-0.023909758954681948,0.0389345368440676,0.03492833750239996,115,2021-05-28 09:15:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,14113.0,35995.19,,-0.025425341552579694,0.037321375439329514,0.03642681147119941,115,2021-05-28 09:15:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,14115.0,36305.15,,-0.033745901063623296,0.0284651075673837,0.04465344448377163,115,2021-05-28 09:15:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,False,,,,,,,115,2021-05-28 09:15:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,False,,,,,,,115,2021-05-28 09:15:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,115,2021-05-28 09:15:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,16427.0,32777.96,,0.08987014445072228,0.09832704658862233,0.014706223328114406,123,2021-06-21 12:15:00+00:00,DEV_2021_2024,1.0
MKT_15,True,16428.0,32472.49,,0.08130851683994667,0.08984497339132298,0.02425160497393327,123,2021-06-21 12:15:00+00:00,DEV_2021_2024,1.0
MKT_30,True,16429.0,32285.18,,0.07597851398071809,0.08456449677530063,0.03019403949428189,123,2021-06-21 12:15:00+00:00,DEV_2021_2024,1.0
MKT_60,True,16431.0,32551.07,,0.08352628653988947,0.09204213563486545,0.021779007571794115,123,2021-06-21 12:15:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.50_T60,False,,,,,,,123,2021-06-21 12:15:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.25_T60_AUDIT,False,,,,,,,123,2021-06-21 12:15:00+00:00,DEV_2021_2024,1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,123,2021-06-21 12:15:00+00:00,DEV_2021_2024,1.0
MKT_0,True,18042.0,32338.05,,0.011514918184615253,0.03005592483158387,0.008072533748942786,134,2021-07-08 08:00:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,18043.0,32395.01,,0.00973637606532618,0.02824478214391666,0.009816635339825436,134,2021-07-08 08:00:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,18044.0,32439.59,,0.00834874916729822,0.02683172012963172,0.01117739157615741,134,2021-07-08 08:00:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,18046.0,32465.09,,0.007556732477870698,0.026025185822679063,0.011954071280874322,134,2021-07-08 08:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,False,,,,,,,134,2021-07-08 08:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,False,,,,,,,134,2021-07-08 08:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,134,2021-07-08 08:00:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,23468.0,48560.0,,0.02469172158154853,0.05024711696869852,0.005007413509061027,169,2021-09-03 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,23469.0,48464.73,,0.0267060189956696,0.052311650142278655,0.0030514974497950712,169,2021-09-03 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,23470.0,48536.48,,0.025188270760467146,0.05075604988248008,0.000710393501959829,169,2021-09-03 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,23472.0,48687.49,,0.02200852826876054,0.0474970059043915,0.0005449038346400448,169,2021-09-03 01:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,True,23468.0,48471.945,0.0018133237232290011,0.026553194842913852,0.052155014617218276,0.0031998922263177846,169,2021-09-03 01:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,True,23468.0,48515.9725,0.0009066618616144257,0.025621613583031833,0.05120020009904978,0.004104473016592772,169,2021-09-03 01:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,True,23468.0,48383.89,0.0036266474464580023,0.028421443583804384,0.05406985672297123,0.0013857918410446724,169,2021-09-03 01:00:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,23957.0,46339.91,,-0.008478436837706549,0.01208655778571854,0.041603231426215685,173,2021-09-08 03:15:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,23958.0,46490.01,,-0.011679713555665105,0.008818883884946421,0.044697559755310985,173,2021-09-08 03:15:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,23959.0,46450.4,,-0.010836935742211118,0.00967914162203121,0.043882937498923684,173,2021-09-08 03:15:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,23961.0,46759.98,,-0.017385807265101638,0.0029944409728147187,0.05021302404320973,173,2021-09-08 03:15:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,False,,,,,,,173,2021-09-08 03:15:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,False,,,,,,,173,2021-09-08 03:15:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,173,2021-09-08 03:15:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,24224.0,44499.99,,0.01372584578108893,0.03343686144648577,0.005731012523823013,177,2021-09-10 22:00:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,24225.0,44770.1,,0.007609766339588209,0.0272018601700689,0.011729703529811179,177,2021-09-10 22:00:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,24226.0,44701.02,,0.009166904916263707,0.028789275949407948,0.010202451756134372,177,2021-09-10 22:00:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,24228.0,44669.96,,0.00986860073302065,0.029504615629832694,0.0011842410425261507,177,2021-09-10 22:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,True,24226.0,44345.065,0.0034814614565080947,0.017267423105592483,0.03704730165577608,0.0022574101537567526,177,2021-09-10 22:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,True,24226.0,44422.5325,0.0017406183686782132,0.015493432302627008,0.03523881714758156,0.003997352019496007,177,2021-09-10 22:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,177,2021-09-10 22:00:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,25142.0,43495.0,,-0.0015420163237153117,0.017358317047936545,0.07575583400390849,186,2021-09-20 11:30:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,25143.0,43734.0,,-0.006998445145653287,0.01179860063108794,0.08080669501989299,186,2021-09-20 11:30:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,25144.0,43476.7,,-0.0011217502708346094,0.017786538536733537,0.07536680566832343,186,2021-09-20 11:30:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,25146.0,43218.89,,0.0048367739199224324,0.02385785474823626,0.06985116924567011,186,2021-09-20 11:30:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,True,25144.0,43077.869999999995,0.009590297735371988,0.00812621422554094,0.027209562589793897,0.06680622788452623,186,2021-09-20 11:30:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,True,25142.0,43286.43,0.0047952638234279735,0.0032689228471833864,0.02226032500254698,0.0713024844044658,186,2021-09-20 11:30:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,True,25145.0,42660.75,0.019180365559259685,0.017983275024466394,0.03725321284787539,0.05768182697209965,186,2021-09-20 11:30:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,25614.0,42725.99,,0.003737771787148736,0.046247962890971,0.00563708412607873,194,2021-09-25 09:30:00+00:00,DEV_2021_2024,1.0
MKT_15,True,25615.0,42649.28,,0.0019458710674599144,0.04453252200271608,0.0074458466825230735,194,2021-09-25 09:30:00+00:00,DEV_2021_2024,1.0
MKT_30,True,25616.0,42934.5,,0.0085760868299386,0.05087982857608683,0.00014184397163112433,194,2021-09-25 09:30:00+00:00,DEV_2021_2024,1.0
MKT_60,True,25618.0,42733.12,,0.0039039976486622274,0.04640709594806095,0.001877232460442717,194,2021-09-25 09:30:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.50_T60,True,25615.0,42842.655,0.0027305394210877473,0.0064506973248973365,0.04884512876244478,0.002898629881831499,194,2021-09-25 09:30:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.25_T60_AUDIT,True,25615.0,42786.082500000004,0.0014064624365639302,0.0051370092132179135,0.04758749530294118,0.00422467983601893,194,2021-09-25 09:30:00+00:00,DEV_2021_2024,1.0
LIMIT_R1.00_T60_AUDIT,True,25615.0,42955.8,0.005378693390135722,0.009067692837754215,0.051350457912552036,0.000257008366739616,194,2021-09-25 09:30:00+00:00,DEV_2021_2024,1.0
MKT_0,True,25964.0,41777.16,,-0.03585475891611578,0.02099616153898454,0.041119118676329273,198,2021-09-29 01:00:00+00:00,DEV_2021_2024,1.0
MKT_15,True,25965.0,41663.67,,-0.03867638160536502,0.01832939825032212,0.0439550812494435,198,2021-09-29 01:00:00+00:00,DEV_2021_2024,1.0
MKT_30,True,25966.0,41446.25,,-0.04412510178846096,0.013179720722622674,0.049431492595831954,198,2021-09-29 01:00:00+00:00,DEV_2021_2024,1.0
MKT_60,True,25968.0,41632.42,,-0.039456029699930895,0.017592539660197467,0.04473869162542081,198,2021-09-29 01:00:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.50_T60,False,,,,,,,198,2021-09-29 01:00:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.25_T60_AUDIT,True,25964.0,41844.1625,0.0016038069605496172,-0.034196107999532765,0.022563780551229783,0.03945203826220686,198,2021-09-29 01:00:00+00:00,DEV_2021_2024,1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,198,2021-09-29 01:00:00+00:00,DEV_2021_2024,1.0
MKT_0,True,30573.0,60882.33,,-0.022685071349930364,0.011787820866908317,0.03825756997145147,230,2021-11-16 03:15:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,30574.0,60655.6,,-0.01903187834264275,0.015569873185658067,0.03466258680154835,230,2021-11-16 03:15:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,30575.0,60907.4,,-0.023087342424729984,0.011371360458663455,0.03865343127436073,230,2021-11-16 03:15:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,30577.0,61109.44,,-0.02631721056517622,0.008027564971958468,0.041831834819628516,230,2021-11-16 03:15:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,False,,,,,,,230,2021-11-16 03:15:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,True,30573.0,60555.8425,0.005362598639046878,-0.017415867015639352,0.017242886183938422,0.03307232493710242,230,2021-11-16 03:15:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,230,2021-11-16 03:15:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,30646.0,60489.99,,0.009475782687350387,0.03499736072034394,0.01173185844467826,232,2021-11-16 21:30:00+00:00,DEV_2021_2024,1.0
MKT_15,True,30647.0,60453.5,,0.008877897888459718,0.03441488085884192,0.012342544269562581,232,2021-11-16 21:30:00+00:00,DEV_2021_2024,1.0
MKT_30,True,30648.0,60629.99,,0.011762990559622266,0.03722563701560891,0.009395680256585949,232,2021-11-16 21:30:00+00:00,DEV_2021_2024,1.0
MKT_60,True,30650.0,60725.42,,0.01331600506015429,0.03873863696619963,0.0018906415138833944,232,2021-11-16 21:30:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.50_T60,True,30648.0,60679.465,0.003132336441120234,0.012568749576153837,0.038010635064102766,0.008572669518427774,232,2021-11-16 21:30:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.25_T60_AUDIT,True,30647.0,60584.72749999999,0.001566168220560057,0.01102468439756521,0.03650635384965615,0.010149793939405074,232,2021-11-16 21:30:00+00:00,DEV_2021_2024,1.0
LIMIT_R1.00_T60_AUDIT,True,30649.0,60868.939999999995,0.006264672882240468,0.015642460670417302,0.041005149752895244,0.005433148663341376,232,2021-11-16 21:30:00+00:00,DEV_2021_2024,1.0
MKT_0,True,30881.0,57358.36,,-0.019451044276719287,0.015303261808740767,0.028271554486564827,235,2021-11-19 08:15:00+00:00,DEV_2021_2024,1.0
MKT_15,True,30882.0,57198.73,,-0.02229612440695794,0.012555173864874388,0.031141250863436967,235,2021-11-19 08:15:00+00:00,DEV_2021_2024,1.0
MKT_30,True,30883.0,57024.55,,-0.02541870124358714,0.009539049409421142,0.034290844908026426,235,2021-11-19 08:15:00+00:00,DEV_2021_2024,1.0
MKT_60,True,30885.0,57126.01,,-0.023597482127668323,0.011298180986209355,0.0324538682116955,235,2021-11-19 08:15:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.50_T60,False,,,,,,,235,2021-11-19 08:15:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.25_T60_AUDIT,False,,,,,,,235,2021-11-19 08:15:00+00:00,DEV_2021_2024,1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,235,2021-11-19 08:15:00+00:00,DEV_2021_2024,1.0
MKT_0,True,31338.0,56267.8,,0.023659357572181516,0.035583406495366746,0.007656243890822156,241,2021-11-24 02:30:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,31339.0,56258.78,,0.02382348141925572,0.035749442131521536,0.007497140890719615,241,2021-11-24 02:30:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,31340.0,56360.77,,0.021970778610725272,0.03387515819957753,0.009293166150852744,241,2021-11-24 02:30:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,31342.0,56354.25,,0.022089017243597464,0.03399477412972402,0.009178544652799034,241,2021-11-24 02:30:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,False,,,,,,,241,2021-11-24 02:30:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,True,31338.0,56190.115000000005,0.0013806297740447942,0.025074606093972163,0.037015140474441,0.006284290395205726,241,2021-11-24 02:30:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,241,2021-11-24 02:30:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,32278.0,53860.84,,0.09540642143717026,0.2202071115118144,0.0004840251284608073,250,2021-12-03 21:30:00+00:00,DEV_2021_2024,1.0
MKT_15,True,32279.0,53610.0,,0.09117384816265628,0.2165584778959149,0.004646521171423215,250,2021-12-03 21:30:00+00:00,DEV_2021_2024,1.0
MKT_30,True,32280.0,53541.83,,0.09001672150540996,0.21556099221860736,0.005925647292966953,250,2021-12-03 21:30:00+00:00,DEV_2021_2024,1.0
MKT_60,True,32282.0,53500.01,,0.08930540386814889,0.21494781029012888,0.006711961362250147,250,2021-12-03 21:30:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.50_T60,False,,,,,,,250,2021-12-03 21:30:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.25_T60_AUDIT,False,,,,,,,250,2021-12-03 21:30:00+00:00,DEV_2021_2024,1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,250,2021-12-03 21:30:00+00:00,DEV_2021_2024,1.0
MKT_0,True,32303.0,52000.01,,-0.05440806645998719,0.011672497755288915,0.19230207840344643,251,2021-12-04 03:45:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,32304.0,52424.99,,-0.062073450085541215,0.003471436046053709,0.19884963258934327,251,2021-12-04 03:45:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,32305.0,52306.86,,-0.05995523340533149,0.0033314941864222404,0.19704031172966602,251,2021-12-04 03:45:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,32307.0,50256.61,,-0.021605516169912797,0.0055960797992542265,0.16428306644638382,251,2021-12-04 03:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,True,32306.0,51722.18,0.005342883587907036,-0.04932874059059378,0.009238203030112028,0.18796346171023723,251,2021-12-04 03:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,True,32305.0,51861.09,0.00267153794778127,-0.051875114850073456,0.011955591369174966,0.19013850268091154,251,2021-12-04 03:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,True,32306.0,51444.36,0.010685574868158706,-0.04419473777105987,0.014688490633375541,0.1835781415105562,251,2021-12-04 03:45:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,32335.0,46489.66,,0.059215748190027506,0.06903341517231996,0.0,252,2021-12-04 11:45:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,32336.0,46841.28,,0.05126461104393387,0.06100858046577722,0.003138684510756256,252,2021-12-04 11:45:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,32337.0,47227.94,,0.042657799599135515,0.05232199414160341,0.011300090581973303,252,2021-12-04 11:45:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,32339.0,47053.32,,0.046527216357953094,0.05622727577990247,0.007630917435794067,252,2021-12-04 11:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,False,,,,,,,252,2021-12-04 11:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,False,,,,,,,252,2021-12-04 11:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,252,2021-12-04 11:45:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,32964.0,47952.6,,-0.02948724365310751,0.0039053148317295997,0.03643910861976198,259,2021-12-11 01:00:00+00:00,DEV_2021_2024,1.0
MKT_15,True,32965.0,48035.06,,-0.02771996121166498,0.005615273510639852,0.03465989217042717,259,2021-12-11 01:00:00+00:00,DEV_2021_2024,1.0
MKT_30,True,32966.0,48093.24,,-0.02647669402186259,0.006818213952730076,0.03340822951416871,259,2021-12-11 01:00:00+00:00,DEV_2021_2024,1.0
MKT_60,True,32968.0,48142.61,,-0.025424047429086105,0.007836716787893279,0.03234847466724377,259,2021-12-11 01:00:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.50_T60,True,32965.0,48151.7,0.004152016783240086,-0.025230469536901,0.008024015766836796,0.0321535895928908,259,2021-12-11 01:00:00+00:00,DEV_2021_2024,1.0
LIMIT_R0.25_T60_AUDIT,True,32964.0,48052.15,0.002076008391620119,-0.027354447199552823,0.005968931671111484,0.034291909935351396,259,2021-12-11 01:00:00+00:00,DEV_2021_2024,1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,259,2021-12-11 01:00:00+00:00,DEV_2021_2024,1.0
MKT_0,True,34739.0,46824.23,,0.014734679032629039,0.025941483714734762,0.01973828507163926,268,2021-12-29 12:45:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,34740.0,46888.16,,0.013351131714274933,0.024542656397691757,0.021074829978399736,268,2021-12-29 12:45:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,34741.0,46666.26,,0.01816965833559392,0.029414399182621367,0.016420000231430632,268,2021-12-29 12:45:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,34743.0,47402.65,,0.0023526110881986195,0.013422667298136218,0.03169970455238265,268,2021-12-29 12:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,True,34740.0,46736.91500000001,0.0018647396871234198,0.016630430142853703,0.027858171640126224,0.017906937160914623,268,2021-12-29 12:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,True,34740.0,46780.5725,0.0009323698435617875,0.015681669992388292,0.026898933312541146,0.01882346565981,268,2021-12-29 12:45:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,True,34740.0,46649.600000000006,0.003729479374246995,0.018533277884483335,0.029782034572643543,0.01606873370832774,268,2021-12-29 12:45:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,36720.0,41612.37,,0.006804947663399119,0.022751888440864933,0.01138627768617853,287,2022-01-19 04:00:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,36721.0,41668.19,,0.005456200521308796,0.021381778282185883,0.0127106552984424,287,2022-01-19 04:00:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,36722.0,41702.27,,0.004634519895439837,0.020547082928579204,0.0135174895755075,287,2022-01-19 04:00:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,36724.0,41787.0,,0.002597458539737252,0.01847775623997888,0.01551774475315295,287,2022-01-19 04:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,False,,,,,,,287,2022-01-19 04:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.25_T60_AUDIT,False,,,,,,,287,2022-01-19 04:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R1.00_T60_AUDIT,False,,,,,,,287,2022-01-19 04:00:00+00:00,DEV_2021_2024,-1.0
MKT_0,True,36976.0,37645.36,,-0.06289752575084961,0.02190548848516788,0.09662173505579441,293,2022-01-21 20:00:00+00:00,DEV_2021_2024,-1.0
MKT_15,True,36977.0,37757.39,,-0.0656780036967598,0.01887339140761585,0.0993021498572862,293,2022-01-21 20:00:00+00:00,DEV_2021_2024,-1.0
MKT_30,True,36978.0,38210.55,,-0.0767586438823834,0.006790009565420992,0.10998402273717606,293,2022-01-21 20:00:00+00:00,DEV_2021_2024,-1.0
MKT_60,True,36980.0,38229.19,,-0.07720880301152089,0.002594614220180837,0.11041798165224014,293,2022-01-21 20:00:00+00:00,DEV_2021_2024,-1.0
LIMIT_R0.50_T60,False,,,,,,,293,2022-01-21 20:00:00+00:00,DEV_2021_2024,-1.0
