sample,signals,trades,utilization,ev_trade,policy_ev_signal,cum_atr,t_trade,pf_trade,maxdd_policy_atr,stop_rate,median_hold_h,long_trades,short_trades,side_name
LONG,1563,736,0.4708893154190659,0.3707892077158178,0.17460067618607927,272.9008568788419,2.403313132881205,1.324374475920051,46.66980369514761,0.6820652173913043,4.5,736,0,LONG
SHORT,1633,760,0.46540110226576853,0.027363133197382775,0.012734832351506978,20.795981230010895,0.2320649771811936,1.0240082815573235,126.42247100540335,0.6789473684210526,4.25,0,760,SHORT
