signal_ts,entry_ts,exit_ts,side,R,reason,entry_fill,exit_fill,period,cost_model,mode
1609480800,1609480800,1609485600,-1,1.4999999999999942,PROTECTED_STOP,29213.8,28923.541964285716,historical,GROSS,MARKET_RAW
1609485900,1609485900,1609493400,-1,-1.000000000000001,INITIAL_STOP,29040.0,29238.452142857142,historical,GROSS,MARKET_RAW
1609493700,1609493700,1609515300,1,-0.06646347831866384,TIME,29285.96,29270.96,historical,GROSS,MARKET_RAW
1609547100,1609547100,1609547400,1,-1.0000000000000009,INITIAL_STOP,29118.03,28983.003214285713,historical,GROSS,MARKET_RAW
1609548300,1609548300,1609567500,1,2.0571864161761972,PROTECTED_STOP,29212.12,29575.00107142857,historical,GROSS,MARKET_RAW
1609567800,1609567800,1609575300,1,1.5000000000000004,PROTECTED_STOP,29569.83,29801.71017857143,historical,GROSS,MARKET_RAW
1609632000,1609632000,1609649700,-1,-1.000000000000001,INITIAL_STOP,32199.91,32961.43535714286,historical,GROSS,MARKET_RAW
1609650000,1609650000,1609650900,1,2.1373933108939824,PROTECTED_STOP,33256.95,33929.15714285714,historical,GROSS,MARKET_RAW
1609651200,1609651200,1609658700,-1,-1.0000000000000042,INITIAL_STOP,33946.6,34347.49857142857,historical,GROSS,MARKET_RAW
1609718400,1609718400,1609728900,-1,-1.0000000000000024,INITIAL_STOP,33054.53,33596.32892857143,historical,GROSS,MARKET_RAW
1609732800,1609732800,1609745100,-1,2.211202068978188,PROTECTED_STOP,33562.22,32658.98107142857,historical,GROSS,MARKET_RAW
1609745400,1609745400,1609749900,1,-0.9999999999999984,INITIAL_STOP,32433.0,31919.52,historical,GROSS,MARKET_RAW
1609804800,1609804800,1609805700,-1,-1.0000000000000009,INITIAL_STOP,32031.07,32487.193214285715,historical,GROSS,MARKET_RAW
1609806000,1609806000,1609818900,-1,2.019888057338401,PROTECTED_STOP,32477.41,31486.410357142857,historical,GROSS,MARKET_RAW
1609825500,1609825500,1609826400,1,-1.0000000000000022,INITIAL_STOP,30882.96,30075.763928571425,historical,GROSS,MARKET_RAW
1609891200,1609891200,1609892700,1,-1.0000000000000022,INITIAL_STOP,33999.52,33514.84,historical,GROSS,MARKET_RAW
1609896900,1609896900,1609907400,1,3.2149105043875132,PROTECTED_STOP,33584.46,35310.9875,historical,GROSS,MARKET_RAW
1609907700,1609907700,1609922400,-1,2.0257156111689136,PROTECTED_STOP,35448.42,34236.6825,historical,GROSS,MARKET_RAW
1609977600,1609977600,1609999200,1,0.8011305936153232,TIME,36823.68,37409.99,historical,GROSS,MARKET_RAW
1610003700,1610003700,1610020800,-1,-0.999999999999998,INITIAL_STOP,37341.03,37865.998928571425,historical,GROSS,MARKET_RAW
1610021100,1610021100,1610028600,-1,-1.0000000000000007,INITIAL_STOP,38127.13,38608.89357142857,historical,GROSS,MARKET_RAW
1610067900,1610067900,1610069700,1,-1.000000000000002,INITIAL_STOP,38969.35,38145.26714285714,historical,GROSS,MARKET_RAW
1610073600,1610073600,1610095200,1,1.4447967330977247,TIME,37255.88,38669.32,historical,GROSS,MARKET_RAW
1610095500,1610095500,1610099700,-1,-0.9999999999999976,INITIAL_STOP,38542.45,39181.39321428571,historical,GROSS,MARKET_RAW
1610150400,1610150400,1610172000,-1,1.6495728010858062,TIME,40637.23,39341.12,historical,GROSS,MARKET_RAW
1610172600,1610172600,1610182200,-1,-1.0000000000000049,INITIAL_STOP,39547.28,40192.813571428575,historical,GROSS,MARKET_RAW
1610182500,1610182500,1610204100,1,1.0197827022216208,TIME,40242.67,40981.72,historical,GROSS,MARKET_RAW
1610242500,1610242500,1610248200,1,-0.9999999999999983,INITIAL_STOP,41259.53,40785.38321428571,historical,GROSS,MARKET_RAW
1610251200,1610251200,1610261100,-1,-0.9999999999999952,INITIAL_STOP,40393.5,40871.77607142857,historical,GROSS,MARKET_RAW
1610265900,1610265900,1610274300,1,-0.9999999999999989,INITIAL_STOP,41017.22,40616.578571428574,historical,GROSS,MARKET_RAW
1610332500,1610332500,1610334600,1,-1.000000000000002,INITIAL_STOP,37117.88,36163.70214285714,historical,GROSS,MARKET_RAW
1610335200,1610335200,1610336100,1,-0.999999999999997,INITIAL_STOP,35672.82,34597.876071428575,historical,GROSS,MARKET_RAW
1610336700,1610336700,1610347800,1,-1.0000000000000027,INITIAL_STOP,34199.99,32946.64785714285,historical,GROSS,MARKET_RAW
1610409600,1610409600,1610431200,-1,-0.5397769876399852,TIME,35408.46,35942.45,historical,GROSS,MARKET_RAW
1610431500,1610431500,1610453100,-1,0.6291931003026956,TIME,36086.72,35653.17,historical,GROSS,MARKET_RAW
1610453400,1610453400,1610457900,1,-1.000000000000002,INITIAL_STOP,35618.49,34905.98892857142,historical,GROSS,MARKET_RAW
1610496000,1610496000,1610499900,-1,1.4999999999999993,PROTECTED_STOP,34056.9,32863.66714285714,historical,GROSS,MARKET_RAW
1610511600,1610511600,1610525100,1,1.499999999999999,PROTECTED_STOP,33459.5,34756.87892857143,historical,GROSS,MARKET_RAW
1610525700,1610525700,1610539500,1,-1.000000000000003,INITIAL_STOP,34773.66,34113.67928571429,historical,GROSS,MARKET_RAW
1610582400,1610582400,1610583000,-1,-0.9999999999999948,INITIAL_STOP,37421.07,38079.45964285714,historical,GROSS,MARKET_RAW
1610583300,1610583300,1610604900,-1,0.335013960247649,TIME,37995.45,37756.03,historical,GROSS,MARKET_RAW
1610609100,1610609100,1610627100,1,-0.9999999999999942,INITIAL_STOP,38486.13,37936.20642857143,historical,GROSS,MARKET_RAW
1610690100,1610690100,1610711700,1,0.16242993943527956,TIME,38004.98,38079.48,historical,GROSS,MARKET_RAW
1610713800,1610713800,1610721600,1,-0.9999999999999958,INITIAL_STOP,37475.55,36982.843928571434,historical,GROSS,MARKET_RAW
1610721900,1610721900,1610725200,1,-0.9999999999999969,INITIAL_STOP,37042.04,36447.4475,historical,GROSS,MARKET_RAW
1610759400,1610759400,1610766300,-1,2.2880155291962545,PROTECTED_STOP,37482.11,36272.26785714286,historical,GROSS,MARKET_RAW
1610766600,1610766600,1610774700,1,-1.0000000000000013,INITIAL_STOP,36440.02,35845.33535714285,historical,GROSS,MARKET_RAW
1610775000,1610775000,1610787000,1,2.2834173249986676,PROTECTED_STOP,35890.0,37343.978214285715,historical,GROSS,MARKET_RAW
1610852400,1610852400,1610863800,-1,2.1280646705313004,PROTECTED_STOP,36470.1,35441.16857142857,historical,GROSS,MARKET_RAW
1610864100,1610864100,1610864700,1,-0.9999999999999959,INITIAL_STOP,35670.28,35223.044285714284,historical,GROSS,MARKET_RAW
1610865000,1610865000,1610868900,1,-1.0000000000000009,INITIAL_STOP,35184.43,34689.38607142857,historical,GROSS,MARKET_RAW
1610928000,1610928000,1610942400,-1,1.4999999999999971,PROTECTED_STOP,35869.83,35190.235178571435,historical,GROSS,MARKET_RAW
1610942700,1610942700,1610955900,1,2.0778796501211985,PROTECTED_STOP,35211.2,36147.7575,historical,GROSS,MARKET_RAW
1610956200,1610956200,1610972700,1,2.8524557101763204,PROTECTED_STOP,36047.29,37390.925,historical,GROSS,MARKET_RAW
1611014400,1611014400,1611021300,1,1.4999999999999996,PROTECTED_STOP,36686.86,37189.57267857143,historical,GROSS,MARKET_RAW
1611021600,1611021600,1611028800,1,-1.0000000000000033,INITIAL_STOP,37024.36,36571.57214285714,historical,GROSS,MARKET_RAW
1611029100,1611029100,1611043800,1,1.4999999999999964,PROTECTED_STOP,36584.09,37188.98482142857,historical,GROSS,MARKET_RAW
1611101100,1611101100,1611113100,1,-1.0000000000000024,INITIAL_STOP,35958.43,35547.478214285715,historical,GROSS,MARKET_RAW
1611113400,1611113400,1611114300,1,-0.9999999999999993,INITIAL_STOP,35585.29,35159.30071428572,historical,GROSS,MARKET_RAW
1611135300,1611135300,1611141900,-1,2.3375214038761616,PROTECTED_STOP,35191.72,34196.63964285714,historical,GROSS,MARKET_RAW
1611193500,1611193500,1611215100,-1,-0.24002560974555037,TIME,34807.78,34906.86,historical,GROSS,MARKET_RAW
1611216600,1611216600,1611218100,1,-1.0000000000000024,INITIAL_STOP,34379.78,33943.39357142857,historical,GROSS,MARKET_RAW
1611219900,1611219900,1611220500,1,-1.000000000000007,INITIAL_STOP,33459.65,32953.421428571426,historical,GROSS,MARKET_RAW
1611274200,1611274200,1611275400,1,-0.9999999999999989,INITIAL_STOP,30629.51,29884.425714285713,historical,GROSS,MARKET_RAW
1611275700,1611275700,1611291300,1,1.499999999999999,PROTECTED_STOP,29493.52,30785.815535714286,historical,GROSS,MARKET_RAW
1611294000,1611294000,1611303600,-1,1.5000000000000018,PROTECTED_STOP,31740.32,30823.2875,historical,GROSS,MARKET_RAW
1611360000,1611360000,1611360600,1,-1.0000000000000018,INITIAL_STOP,32986.34,32536.77821428571,historical,GROSS,MARKET_RAW
1611360900,1611360900,1611382500,1,1.5000000000000056,PROTECTED_STOP,32516.19,33245.33142857143,historical,GROSS,MARKET_RAW
1611384900,1611384900,1611396900,-1,1.500000000000003,PROTECTED_STOP,33107.64,32455.479107142855,historical,GROSS,MARKET_RAW
1611446400,1611446400,1611446700,1,-1.0000000000000033,INITIAL_STOP,32086.48,31776.946428571428,historical,GROSS,MARKET_RAW
1611447300,1611447300,1611461400,1,2.0585086380427855,PROTECTED_STOP,31857.23,32555.1725,historical,GROSS,MARKET_RAW
1611464400,1611464400,1611468300,-1,-1.0000000000000104,INITIAL_STOP,32814.74,33116.00535714286,historical,GROSS,MARKET_RAW
1611536400,1611536400,1611540300,-1,-0.9999999999999972,INITIAL_STOP,32590.11,32957.28535714286,historical,GROSS,MARKET_RAW
1611546000,1611546000,1611567600,1,0.26092048249209976,TIME,33149.53,33249.79,historical,GROSS,MARKET_RAW
1611576900,1611576900,1611578700,-1,-0.9999999999999961,INITIAL_STOP,33420.29,33758.015,historical,GROSS,MARKET_RAW
1611619200,1611619200,1611640800,-1,0.3296306147399492,TIME,32253.68,32051.85,historical,GROSS,MARKET_RAW
1611642600,1611642600,1611643800,1,-0.9999999999999968,INITIAL_STOP,31810.18,31382.93928571429,historical,GROSS,MARKET_RAW
1611645000,1611645000,1611658500,1,1.5000000000000004,PROTECTED_STOP,31453.18,32135.354285714286,historical,GROSS,MARKET_RAW
1611705900,1611705900,1611721500,-1,1.5000000000000024,PROTECTED_STOP,32340.0,31760.518928571426,historical,GROSS,MARKET_RAW
1611722700,1611722700,1611725400,1,-1.0000000000000049,INITIAL_STOP,31818.99,31471.86107142857,historical,GROSS,MARKET_RAW
1611726600,1611726600,1611737700,1,-1.0000000000000024,INITIAL_STOP,31528.3,31170.67,historical,GROSS,MARKET_RAW
1611792000,1611792000,1611799500,-1,-1.0000000000000004,INITIAL_STOP,30381.04,30939.845714285715,historical,GROSS,MARKET_RAW
1611804300,1611804300,1611825900,1,-0.09025625065690343,TIME,31206.45,31159.22,historical,GROSS,MARKET_RAW
1611841200,1611841200,1611843000,-1,-1.0000000000000038,INITIAL_STOP,31587.7,31953.649642857144,historical,GROSS,MARKET_RAW
1611878400,1611878400,1611880800,1,2.111798851864909,PROTECTED_STOP,33399.75,34246.36714285714,historical,GROSS,MARKET_RAW
1611892500,1611892500,1611893700,1,-1.000000000000004,INITIAL_STOP,33758.32,33310.18214285714,historical,GROSS,MARKET_RAW
1611896400,1611896400,1611906000,-1,2.1503528942022077,PROTECTED_STOP,33093.0,32112.058928571427,historical,GROSS,MARKET_RAW
1611964800,1611964800,1611986400,-1,0.9042549920361095,TIME,34269.35,33534.15,historical,GROSS,MARKET_RAW
1611989700,1611989700,1612011300,1,0.08426495485806167,TIME,33702.31,33755.53,historical,GROSS,MARKET_RAW
1612015500,1612015500,1612023000,1,-1.000000000000003,INITIAL_STOP,34239.94,33755.50535714286,historical,GROSS,MARKET_RAW
1612068000,1612068000,1612079700,1,-0.9999999999999983,INITIAL_STOP,33866.57,33551.66107142857,historical,GROSS,MARKET_RAW
1612080600,1612080600,1612087200,1,-1.0000000000000047,INITIAL_STOP,33645.23,33360.247142857144,historical,GROSS,MARKET_RAW
1612087500,1612087500,1612096800,1,2.2139792101700246,PROTECTED_STOP,33435.43,34159.0525,historical,GROSS,MARKET_RAW
1612138500,1612138500,1612142700,-1,-0.9999999999999929,INITIAL_STOP,32634.25,32959.896785714285,historical,GROSS,MARKET_RAW
1612143600,1612143600,1612153800,1,1.5000000000000082,PROTECTED_STOP,33208.66,33793.353035714295,historical,GROSS,MARKET_RAW
1612161600,1612161600,1612161900,1,-1.0000000000000073,INITIAL_STOP,34090.79,33775.3175,historical,GROSS,MARKET_RAW
1612224000,1612224000,1612224900,-1,-1.0000000000000049,INITIAL_STOP,33546.09,33808.32214285714,historical,GROSS,MARKET_RAW
1612225200,1612225200,1612246800,-1,0.24689641497556536,TIME,34113.31,34039.49,historical,GROSS,MARKET_RAW
1612248900,1612248900,1612257300,1,4.549131387391861,PROTECTED_STOP,34369.41,35464.6475,historical,GROSS,MARKET_RAW
1612310700,1612310700,1612312500,1,2.351533819892684,PROTECTED_STOP,35470.76,36181.553928571426,historical,GROSS,MARKET_RAW
1612312800,1612312800,1612327800,1,1.4999999999999978,PROTECTED_STOP,36187.1,36732.59482142857,historical,GROSS,MARKET_RAW
1612328100,1612328100,1612339200,1,-1.0000000000000075,INITIAL_STOP,36625.43,36314.91392857143,historical,GROSS,MARKET_RAW
1612398000,1612398000,1612405500,1,-1.0000000000000053,INITIAL_STOP,38014.75,37672.38678571428,historical,GROSS,MARKET_RAW
1612405800,1612405800,1612427400,1,2.161734750856076,TIME,37781.38,38763.05,historical,GROSS,MARKET_RAW
1612427700,1612427700,1612429500,-1,3.0536302255746866,PROTECTED_STOP,38584.88,37229.86321428571,historical,GROSS,MARKET_RAW
1612488600,1612488600,1612490400,1,-0.9999999999999963,INITIAL_STOP,37215.04,36799.24642857143,historical,GROSS,MARKET_RAW
1612490700,1612490700,1612494900,-1,-1.0000000000000007,INITIAL_STOP,36736.32,37153.665,historical,GROSS,MARKET_RAW
1612495500,1612495500,1612517100,1,0.8477419287789011,TIME,37247.55,37597.14,historical,GROSS,MARKET_RAW
1612569900,1612569900,1612571100,1,-1.0000000000000058,INITIAL_STOP,38653.2,38376.18107142857,historical,GROSS,MARKET_RAW
1612572900,1612572900,1612576500,1,-1.000000000000006,INITIAL_STOP,38915.46,38576.540357142854,historical,GROSS,MARKET_RAW
1612580100,1612580100,1612588500,1,-0.9999999999999979,INITIAL_STOP,39455.32,38806.571071428574,historical,GROSS,MARKET_RAW
1612662900,1612662900,1612684500,-1,-0.6041275797373357,TIME,38687.64,39002.28,historical,GROSS,MARKET_RAW
1612684800,1612684800,1612686000,-1,-1.0000000000000022,INITIAL_STOP,39056.38,39512.68,historical,GROSS,MARKET_RAW
1612686300,1612686300,1612705800,-1,1.5000000000000033,PROTECTED_STOP,39396.33,38721.78482142857,historical,GROSS,MARKET_RAW
1612746600,1612746600,1612749900,1,-0.9999999999999979,INITIAL_STOP,38827.57,38456.83964285714,historical,GROSS,MARKET_RAW
1612750800,1612750800,1612756500,1,-1.0000000000000027,INITIAL_STOP,38474.55,38093.62071428572,historical,GROSS,MARKET_RAW
1612765500,1612765500,1612787100,1,0.2843294666323449,TIME,39163.33,39278.12,historical,GROSS,MARKET_RAW
1612828800,1612828800,1612829400,-1,-0.9999999999999974,INITIAL_STOP,46451.32,47532.172857142854,historical,GROSS,MARKET_RAW
1612831500,1612831500,1612853100,-1,-0.48740563188830044,TIME,47239.6,47809.98,historical,GROSS,MARKET_RAW
1612853700,1612853700,1612863600,-1,2.3284423517434454,PROTECTED_STOP,48098.32,46530.014285714286,historical,GROSS,MARKET_RAW
1612917600,1612917600,1612920300,1,-0.9999999999999978,INITIAL_STOP,46800.01,46186.53571428572,historical,GROSS,MARKET_RAW
1612920600,1612920600,1612925400,-1,-0.9999999999999956,INITIAL_STOP,46288.85,46882.21571428571,historical,GROSS,MARKET_RAW
1612926900,1612926900,1612931700,-1,1.5000000000000004,PROTECTED_STOP,46815.75,46033.95375,historical,GROSS,MARKET_RAW
1613003100,1613003100,1613015700,-1,-1.0000000000000064,INITIAL_STOP,44798.32,45232.36321428572,historical,GROSS,MARKET_RAW
1613016300,1613016300,1613037900,-1,-0.42433790982069386,TIME,45437.6,45680.0,historical,GROSS,MARKET_RAW
1613040300,1613040300,1613049600,1,3.0093618977870356,PROTECTED_STOP,45988.9,47349.313214285714,historical,GROSS,MARKET_RAW
1613104800,1613104800,1613112000,-1,-0.9999999999999981,INITIAL_STOP,47064.7,47613.02071428571,historical,GROSS,MARKET_RAW
1613112300,1613112300,1613133900,-1,-0.6363357537072285,TIME,47524.98,47913.99,historical,GROSS,MARKET_RAW
1613135700,1613135700,1613138700,1,-0.9999999999999978,INITIAL_STOP,48179.99,47724.71214285714,historical,GROSS,MARKET_RAW
1613175900,1613175900,1613181600,-1,-1.0000000000000042,INITIAL_STOP,47455.0,47885.27821428572,historical,GROSS,MARKET_RAW
1613184900,1613184900,1613189400,1,-1.0000000000000064,INITIAL_STOP,48060.25,47698.69107142857,historical,GROSS,MARKET_RAW
1613199000,1613199000,1613203800,-1,2.767351369812897,PROTECTED_STOP,47769.43,46797.11714285714,historical,GROSS,MARKET_RAW
1613267400,1613267400,1613280000,-1,-1.0000000000000064,INITIAL_STOP,47425.58,47782.07428571429,historical,GROSS,MARKET_RAW
1613280600,1613280600,1613282400,1,2.32845574671323,PROTECTED_STOP,48036.0,48782.07464285714,historical,GROSS,MARKET_RAW
1613282700,1613282700,1613283900,1,-1.0000000000000007,INITIAL_STOP,49258.36,48849.76642857143,historical,GROSS,MARKET_RAW
1613347200,1613347200,1613349600,-1,-0.9999999999999934,INITIAL_STOP,48655.21,49010.962857142855,historical,GROSS,MARKET_RAW
1613349900,1613349900,1613353500,-1,2.8334595280682553,PROTECTED_STOP,48958.34,47851.724285714285,historical,GROSS,MARKET_RAW
1613354100,1613354100,1613355900,-1,3.205168145123439,PROTECTED_STOP,48204.4,46643.50142857143,historical,GROSS,MARKET_RAW
1613434200,1613434200,1613436000,1,-0.9999999999999952,INITIAL_STOP,47680.62,47199.240000000005,historical,GROSS,MARKET_RAW
1613446200,1613446200,1613449200,-1,-1.0000000000000013,INITIAL_STOP,49415.98,49988.12178571429,historical,GROSS,MARKET_RAW
1613456700,1613456700,1613478300,1,1.187779384911413,TIME,48909.69,49687.47,historical,GROSS,MARKET_RAW
1613520300,1613520300,1613523600,1,-1.0000000000000084,INITIAL_STOP,49525.91,49128.52785714286,historical,GROSS,MARKET_RAW
1613525400,1613525400,1613529000,1,2.2140970767689723,PROTECTED_STOP,49210.0,50121.7375,historical,GROSS,MARKET_RAW
1613529300,1613529300,1613531100,1,-1.0000000000000049,INITIAL_STOP,50039.9,49576.487857142856,historical,GROSS,MARKET_RAW
1613611200,1613611200,1613632800,-1,1.5080565368365875,TIME,52295.45,51722.8,historical,GROSS,MARKET_RAW
1613633100,1613633100,1613634900,-1,-1.0,INITIAL_STOP,51634.92,51931.27607142857,historical,GROSS,MARKET_RAW
1613635200,1613635200,1613649300,-1,1.4999999999999982,PROTECTED_STOP,51992.96,51407.87,historical,GROSS,MARKET_RAW
1613692800,1613692800,1613694900,-1,-1.0000000000000013,INITIAL_STOP,51619.7,51991.95392857143,historical,GROSS,MARKET_RAW
1613695200,1613695200,1613700900,-1,2.604970054628715,PROTECTED_STOP,51912.81,50926.24178571429,historical,GROSS,MARKET_RAW
1613703000,1613703000,1613715900,-1,-1.0,INITIAL_STOP,51354.49,51825.38392857143,historical,GROSS,MARKET_RAW
1613784300,1613784300,1613805900,-1,0.6357127293855621,TIME,56141.1,55690.95,historical,GROSS,MARKET_RAW
1613808300,1613808300,1613812500,1,-0.9999999999999931,INITIAL_STOP,55549.18,55133.95428571429,historical,GROSS,MARKET_RAW
1613817600,1613817600,1613822400,-1,-0.999999999999993,INITIAL_STOP,55972.46,56428.068928571425,historical,GROSS,MARKET_RAW
1613866500,1613866500,1613888100,1,1.191156384656732,TIME,55576.19,56590.01,historical,GROSS,MARKET_RAW
1613889000,1613889000,1613892300,1,-0.9999999999999911,INITIAL_STOP,56591.02,56179.040714285715,historical,GROSS,MARKET_RAW
1613892600,1613892600,1613902800,1,3.125834537820891,PROTECTED_STOP,56052.05,57349.62857142857,historical,GROSS,MARKET_RAW
1613952000,1613952000,1613956200,-1,2.3111143473346285,PROTECTED_STOP,57487.43,56297.197857142855,historical,GROSS,MARKET_RAW
1613956500,1613956500,1613961300,-1,-1.0000000000000007,INITIAL_STOP,56639.19,57285.4875,historical,GROSS,MARKET_RAW
1613961600,1613961600,1613967000,-1,2.1380262353649786,PROTECTED_STOP,57152.34,55781.90107142857,historical,GROSS,MARKET_RAW
1614043800,1614043800,1614047700,1,-1.000000000000003,INITIAL_STOP,52824.8,51965.955714285716,historical,GROSS,MARKET_RAW
1614048000,1614048000,1614049200,1,-0.9999999999999971,INITIAL_STOP,51893.45,50935.415,historical,GROSS,MARKET_RAW
1614052500,1614052500,1614053400,1,-1.000000000000003,INITIAL_STOP,52550.0,51484.63678571428,historical,GROSS,MARKET_RAW
1614129600,1614129600,1614141900,1,1.5000000000000018,PROTECTED_STOP,49055.76,50551.85892857143,historical,GROSS,MARKET_RAW
1614142800,1614142800,1614164400,-1,0.6374794827193313,TIME,50673.15,50120.68,historical,GROSS,MARKET_RAW
1614173400,1614173400,1614195000,-1,0.23990099558543693,TIME,49639.93,49445.11,historical,GROSS,MARKET_RAW
1614213000,1614213000,1614234600,-1,0.04024778813264455,TIME,50352.07,50318.93,historical,GROSS,MARKET_RAW
1614244200,1614244200,1614251100,-1,-1.0000000000000027,INITIAL_STOP,49282.11,49794.5325,historical,GROSS,MARKET_RAW
1614251400,1614251400,1614254700,-1,-1.000000000000005,INITIAL_STOP,49914.34,50542.146785714285,historical,GROSS,MARKET_RAW
1614297600,1614297600,1614300600,1,-1.0000000000000024,INITIAL_STOP,47089.37,45997.69357142857,historical,GROSS,MARKET_RAW
1614319200,1614319200,1614325200,1,-1.0000000000000029,INITIAL_STOP,45561.21,44642.59607142857,historical,GROSS,MARKET_RAW
1614325500,1614325500,1614331800,1,1.5,PROTECTED_STOP,44407.95,45984.166607142855,historical,GROSS,MARKET_RAW
1614384000,1614384000,1614386700,-1,-0.9999999999999974,INITIAL_STOP,46313.13,47267.219999999994,historical,GROSS,MARKET_RAW
1614387000,1614387000,1614393300,-1,-1.0,INITIAL_STOP,47181.26,48118.845714285715,historical,GROSS,MARKET_RAW
1614396000,1614396000,1614409500,1,-1.0000000000000027,INITIAL_STOP,47913.74,47238.498928571425,historical,GROSS,MARKET_RAW
1614470400,1614470400,1614484200,-1,1.4999999999999967,PROTECTED_STOP,46102.63,45043.56464285714,historical,GROSS,MARKET_RAW
1614484800,1614484800,1614492600,1,-1.0000000000000024,INITIAL_STOP,44646.33,43921.96607142857,historical,GROSS,MARKET_RAW
1614511800,1614511800,1614515100,1,-0.9999999999999972,INITIAL_STOP,45405.41,44835.281428571434,historical,GROSS,MARKET_RAW
1614558300,1614558300,1614565800,-1,-0.9999999999999958,INITIAL_STOP,46212.7,46825.043928571424,historical,GROSS,MARKET_RAW
1614566100,1614566100,1614587700,-1,-0.36697756464971054,TIME,46675.05,46928.41,historical,GROSS,MARKET_RAW
1614589800,1614589800,1614597000,-1,-1.0000000000000069,INITIAL_STOP,47314.25,47800.83714285715,historical,GROSS,MARKET_RAW
1614643200,1614643200,1614644700,-1,-1.0000000000000007,INITIAL_STOP,49592.7,50098.52464285714,historical,GROSS,MARKET_RAW
1614645000,1614645000,1614651300,-1,1.5000000000000064,PROTECTED_STOP,50210.0,49462.49696428571,historical,GROSS,MARKET_RAW
1614659100,1614659100,1614666000,1,-1.0000000000000075,INITIAL_STOP,48830.0,48391.32714285714,historical,GROSS,MARKET_RAW
1614729600,1614729600,1614744900,-1,-0.9999999999999939,INITIAL_STOP,48450.57,49006.51928571428,historical,GROSS,MARKET_RAW
1614748500,1614748500,1614756600,1,1.4999999999999991,PROTECTED_STOP,49160.16,49693.54660714286,historical,GROSS,MARKET_RAW
1614756900,1614756900,1614760500,1,2.0468018758636677,PROTECTED_STOP,49689.96,50592.943928571425,historical,GROSS,MARKET_RAW
1614816000,1614816000,1614819300,-1,-1.0000000000000029,INITIAL_STOP,50373.75,50987.28107142857,historical,GROSS,MARKET_RAW
1614819600,1614819600,1614820800,-1,-0.9999999999999993,INITIAL_STOP,50907.57,51576.98035714286,historical,GROSS,MARKET_RAW
1614824100,1614824100,1614829800,-1,2.4070882981973845,PROTECTED_STOP,51525.01,49949.329999999994,historical,GROSS,MARKET_RAW
1614903000,1614903000,1614908100,-1,1.5000000000000056,PROTECTED_STOP,47373.57,46684.84339285714,historical,GROSS,MARKET_RAW
1614908400,1614908400,1614930000,1,0.42089124420890683,TIME,46817.83,47115.49,historical,GROSS,MARKET_RAW
1614931200,1614931200,1614932400,1,-1.0000000000000047,INITIAL_STOP,47394.41,46905.72607142857,historical,GROSS,MARKET_RAW
1614988800,1614988800,1614996600,1,-0.9999999999999967,INITIAL_STOP,48770.57,48303.69285714286,historical,GROSS,MARKET_RAW
1614996900,1614996900,1615018500,1,1.1791034923578987,TIME,48374.11,48897.21,historical,GROSS,MARKET_RAW
1615018800,1615018800,1615028700,-1,2.344798469166177,PROTECTED_STOP,49001.17,48065.949642857144,historical,GROSS,MARKET_RAW
1615081200,1615081200,1615082400,1,-0.9999999999999918,INITIAL_STOP,49431.35,49050.38214285715,historical,GROSS,MARKET_RAW
1615084500,1615084500,1615093500,1,-0.9999999999999918,INITIAL_STOP,49716.47,49307.26571428572,historical,GROSS,MARKET_RAW
1615093800,1615093800,1615104300,1,2.0465989823664668,PROTECTED_STOP,49264.09,50097.13107142857,historical,GROSS,MARKET_RAW
1615161600,1615161600,1615162500,-1,-0.9999999999999956,INITIAL_STOP,50995.27,51465.767499999994,historical,GROSS,MARKET_RAW
1615162800,1615162800,1615173900,-1,2.308512207715577,PROTECTED_STOP,51603.07,50440.62857142857,historical,GROSS,MARKET_RAW
1615174200,1615174200,1615195800,-1,1.135082033060034,TIME,50354.96,49684.81,historical,GROSS,MARKET_RAW
1615249800,1615249800,1615254000,1,2.640049254620777,PROTECTED_STOP,52109.16,53302.14357142857,historical,GROSS,MARKET_RAW
1615254300,1615254300,1615260300,-1,-1.000000000000004,INITIAL_STOP,53385.14,53943.264285714286,historical,GROSS,MARKET_RAW
1615260600,1615260600,1615267500,-1,-0.9999999999999997,INITIAL_STOP,53862.64,54482.669285714284,historical,GROSS,MARKET_RAW
1615335600,1615335600,1615341300,-1,2.2002646946592614,PROTECTED_STOP,55662.25,54686.12928571428,historical,GROSS,MARKET_RAW
1615341900,1615341900,1615353600,-1,1.4999999999999964,PROTECTED_STOP,54310.0,53434.79178571429,historical,GROSS,MARKET_RAW
1615356600,1615356600,1615361100,-1,-1.0000000000000029,INITIAL_STOP,53628.45,54177.425357142856,historical,GROSS,MARKET_RAW
1615430100,1615430100,1615451700,-1,1.5317728242505406,TIME,56149.59,54929.83,historical,GROSS,MARKET_RAW
1615452000,1615452000,1615460100,-1,-1.000000000000003,INITIAL_STOP,54896.82,55495.87285714286,historical,GROSS,MARKET_RAW
1615460400,1615460400,1615464000,-1,-0.9999999999999997,INITIAL_STOP,55591.24,56250.93785714285,historical,GROSS,MARKET_RAW
1615509000,1615509000,1615526700,1,-1.0000000000000022,INITIAL_STOP,57139.68,56448.45321428571,historical,GROSS,MARKET_RAW
1615533900,1615533900,1615539000,-1,-1.0000000000000058,INITIAL_STOP,56600.0,57086.23142857143,historical,GROSS,MARKET_RAW
1615543800,1615543800,1615546200,-1,-1.0000000000000027,INITIAL_STOP,56275.6,56796.14392857143,historical,GROSS,MARKET_RAW
