maxdd_r,max_consec_losses
1.9221833189953974,1
2.0716580681935457,2
3.333361184453209,3
2.0401255928017754,2
2.970361789855856,2
2.0401255928017754,3
1.8378231874366575,2
2.3034886725735415,1
2.2352192495188987,3
2.791475646636293,2
2.0319529408956836,2
2.025272582376322,2
1.663588293604765,2
3.0618055262552186,2
2.3965265865590357,2
2.685460623737529,3
2.0239086743619374,2
1.6887407300133328,2
2.0661834477323486,2
3.753365062241161,2
2.700313634162983,3
1.670397037496473,2
3.1887028103608994,2
3.4733107960874676,5
1.6738877195878794,2
2.9052989076370874,4
2.142132810601245,2
2.2235559155213993,3
3.050334588937041,3
3.1813631972181984,2
1.4967096816204402,2
3.4768014781788743,5
1.227897992475139,3
2.0387616847873913,2
1.2868546453367307,1
2.2531551328096255,3
2.0387616847873913,2
2.042252366878798,2
3.075859462997935,3
2.014973156393207,3
2.88510786489699,4
1.9767439823791726,2
1.2349018701406145,2
1.9435049210291258,1
3.027308926605496,3
1.9407370673464737,1
2.0387616847873913,2
3.1161000968259343,3
2.2235559155213993,3
2.693656900594715,4
2.0239086743619374,2
2.372528310350697,2
2.444944009752996,2
3.318935971604761,3
3.10520174271734,2
2.0267885007141446,3
2.6921409822568907,3
1.9141816364558348,2
2.2235559155213998,3
1.6738877195878787,3
2.0186158488080537,3
1.9818626600407825,1
2.507411295852843,3
2.887234638974013,4
2.6535450206795037,2
2.2235559155213993,3
1.5890330881987529,3
1.6758083079694175,3
1.028552688652126,1
1.2261183624953236,3
1.6887407300133328,3
2.0254245926997605,3
1.028552688652126,2
3.8321262409226717,4
2.0239086743619374,2
2.253714952359198,4
2.849944487710151,3
1.9606702200477208,2
2.7824077684159523,2
1.382826908332364,2
2.021781900284915,3
2.0401255928017754,3
3.895316861032258,5
2.042252366878798,3
2.4712716531676415,2
2.808473460292503,2
2.9360539665885987,2
2.793274126287433,3
2.2500722599443517,3
3.0538252710284475,3
2.2313080387447535,2
2.013609248378823,2
2.014973156393209,2
1.441357855191784,3
1.2314111880492078,2
2.073478524426444,2
1.415679187598279,2
2.1344277295815264,2
2.0599412883290764,2
3.2736635549280058,4
2.787610677980001,2
2.0387616847873913,3
2.042252366878798,2
3.5890635594182454,2
3.3407738544394294,6
2.8152917794337826,3
2.3168104777268295,2
3.271536780850983,4
1.028552688652126,2
1.786772712698781,2
2.378576521335998,2
2.382740405027123,3
3.854708647968093,3
2.1471991726907156,3
2.0319529408956836,2
1.668447914516569,3
1.7074046369529157,1
2.9043977743115743,3
2.0681673861021395,2
2.0401255928017763,2
2.6766771160922382,4
2.6808242311650936,2
2.6737972897400306,3
2.0416415111395994,3
1.0285526886521255,2
3.9780471786933744,3
1.9553292107657443,2
2.7925587398719736,3
2.0239086743619374,2
3.0524613630140625,3
1.1207280513548543,1
2.0217819002849153,2
3.653173674903793,3
2.02034428911214,2
2.595860462767673,2
1.6738877195878796,2
1.342571142498064,1
1.6635882936047661,2
1.8326781373885477,2
1.6887407300133326,2
3.0152110576527456,2
2.979295336763454,3
2.782726884775231,2
2.5005290101145725,2
2.0252725823763216,2
2.677287971831438,3
3.6903767943189107,5
2.698949726148599,3
1.7740338069777914,3
3.21356109186487,3
2.0254245926997605,3
2.0387616847873913,2
2.7923180274991815,3
2.0681673861021395,2
2.2429840921988573,3
1.6331376997917655,1
2.0387616847873913,2
3.038327491673636,2
2.9419105865713195,2
2.3385287252773503,2
1.0285526886521257,2
1.6887407300133326,2
2.014973156393209,3
1.758702688837758,2
1.6887407300133326,2
3.0286728346198792,3
2.801646687247061,3
2.2361753483071496,3
3.895316861032257,5
2.025272582376322,2
2.0401255928017754,2
3.715529230727479,5
1.6738877195878794,2
2.6819699416461233,3
3.045041763383158,4
2.5067666674322675,2
2.042252366878798,2
2.158047531021774,2
2.156874613320409,2
3.38613813161022,4
2.262760701258472,2
2.0136092483788235,2
2.2939467890999303,3
1.2497548805660674,2
1.738316843550364,2
1.368005963291302,2
1.6717609455108562,2
2.2628437030535413,4
2.2235559155213993,3
3.0456526191223556,3
1.6703970374964727,2
2.0149731563932076,2
2.042252366878797,2
2.0239086743619374,3
2.9641988576636242,3
3.693132291714994,4
1.6887407300133328,2
2.0217819002849153,2
2.502650931361332,2
2.9148590925086584,5
1.7634687373272113,2
2.6661031672614293,3
2.1015458965529916,4
2.042252366878798,2
2.5947497262121084,2
2.6441328482555306,2
2.2235559155213993,3
2.0402776031252152,3
3.608778986451888,3
2.1515500665433693,2
1.795055394374904,2
2.059282652293848,2
2.988658510621991,2
2.0401255928017754,2
2.043768285216622,3
1.2873118241164594,2
2.530952210868052,2
2.6197581132678893,2
2.7495006151196284,4
2.041641511139599,3
2.014973156393208,2
2.067326918827595,2
2.0387616847873913,2
1.2236463453692483,2
2.021781900284915,2
1.4114700268323368,2
1.3751529407039627,2
2.0416415111395994,3
2.8005143043563665,4
1.0285526886521257,2
2.0401255928017754,2
1.5964345379741383,2
1.4451041312039834,2
2.6757277147460283,2
2.0387616847873913,2
2.250707805179262,3
4.504885966944192,5
2.066965272838077,2
2.324447364298787,3
1.4503802401273704,2
3.355239621618888,3
2.518251581871423,2
2.5825423297231347,2
1.3306822563305625,2
3.0456526191223556,3
2.014973156393208,2
2.727700001190139,2
1.8536798523854405,2
1.670397037496473,2
1.6887407300133328,2
2.4653672376713818,4
2.0136092483788235,2
2.8036847599768357,2
2.0401255928017754,2
2.259963876701333,3
1.8204396751490375,2
2.841418971310678,3
1.8206106445155665,2
2.6772879718314373,3
2.240310147853874,2
2.9139029937204053,5
2.9493720996331394,2
2.0252725823763216,2
1.6717609455108562,2
2.6132955056696354,3
4.564047762156351,4
2.86453156920391,2
2.8903338861992314,3
1.871679955244665,2
1.9623253513084435,2
1.670397037496473,2
2.248315107388935,1
3.1448300628751014,3
1.5261880506101102,3
3.027308926605495,3
2.0011661607210156,3
2.0401255928017754,2
3.772645445772296,2
2.6447106039414168,2
1.670397037496473,2
2.194420358505064,2
2.3222160778805634,2
2.176247625385275,2
2.013609248378824,2
1.4782139787801398,2
1.670397037496473,2
1.7847559683917886,2
3.084377922032825,3
2.0401255928017754,3
2.0401255928017754,2
1.7902633947901876,2
2.231728567427491,3
1.1478385348865086,2
1.6366283818831722,2
2.6096528132547894,2
2.8179724780830004,2
1.46872393264423,2
1.2599764220894105,2
1.028552688652126,1
2.2759096779557866,3
1.9544349336555147,2
1.926978767136319,2
3.442935935684905,4
1.6860316006476386,2
1.2133469193861341,2
2.88215449669822,2
2.0387616847873913,2
3.042161937030949,3
3.2261138235835727,4
2.042252366878798,2
2.0401255928017754,2
2.2367351678567218,4
1.232775096063592,2
2.0401255928017754,2
2.0149731563932076,2
2.224919823535784,3
2.700313634162983,3
2.2479906926280875,4
2.042252366878798,2
2.0239086743619374,2
2.01709993047023,2
2.0149731563932076,2
2.0382066977311566,2
1.9389192628480512,2
2.236457753371796,2
1.4770361201072415,2
2.1467391559136053,2
2.8483209889863086,2
2.692992148172983,3
1.8838343867304557,3
2.912387075382582,4
3.324466725596075,2
3.889045431033185,4
2.021781900284915,2
2.148573060752115,2
2.042252366878798,2
2.023908674361938,2
2.6781427126049486,3
2.7024404082400055,3
1.2384993557947022,2
1.5874682064462498,1
2.7174011792113264,3
2.0170263886236675,2
2.2235559155213998,3
2.0369532023012344,2
2.014973156393207,2
3.079740290251787,3
2.189770996726562,2
1.5673077741155481,1
1.5158886246269963,2
1.4442376815439921,4
1.670397037496473,2
2.9488237035092926,3
2.0170999304702297,2
2.8626734580015825,3
1.9689272960916309,2
1.663588293604765,2
1.336775783134275,2
1.9141816364558366,2
2.8236067051019136,3
2.067326918827594,2
1.9600422601703191,2
1.805838575850263,3
2.0401255928017754,2
2.1304475657686117,3
2.700313634162982,3
2.657017450972596,2
2.0162258636838635,3
3.050334588937041,3
1.6738877195878796,2
1.6321200884495406,2
1.1478385348865086,2
2.0303634807112987,2
1.9335991615291181,2
1.793691486360519,1
1.4436705315864606,2
2.014973156393207,2
3.281496054550667,3
2.2235559155213993,3
2.0239086743619374,2
2.3436667174692376,2
2.7488107940558146,2
3.2059932626547134,3
2.1325636266335897,3
2.450124961355627,3
3.6534678452415648,4
2.0401255928017754,2
2.6751611977544147,3
3.04216193703095,3
2.3103500532933783,2
2.754880855274906,5
3.043525845045333,3
2.6199021626206758,2
2.0176661642139786,2
2.042252366878798,3
2.593354003943415,3
2.081206357912034,3
1.97461720830215,2
1.4750479273032786,2
2.0319529408956836,2
1.0913369004177262,3
2.893432527126522,5
1.8368016761817967,2
1.1162267315779248,1
2.007337818379753,2
2.0401255928017754,2
2.202561576601544,2
2.227546861314124,3
2.164026946869752,2
1.670397037496472,2
2.743608442930695,4
3.0524613630140633,3
2.0239086743619374,2
1.8153396754032667,2
1.4128290670000228,2
2.823608083027029,2
1.671760945510858,3
2.0402776031252134,3
2.911002883990368,4
3.707356578821387,5
2.0170999304702306,2
2.0252725823763216,2
2.0593268136339935,2
3.5473716462225475,3
3.2624080301566387,4
1.909942921927275,3
1.028552688652126,2
2.560511342631872,4
2.0401255928017754,2
2.1223853663139916,2
3.457770901784449,3
1.028552688652126,3
2.8682295501656014,2
2.0319529408956836,2
2.6082889052404052,2
1.028552688652126,2
2.6737972897400306,3
3.475364028317928,4
2.4513189436728435,3
2.7069512224843644,2
3.0566410860736797,3
2.015125166716647,3
1.9746172083021498,3
1.2697796529300778,2
2.0319529408956836,2
1.80954249458554,3
3.0286728346198792,4
2.17956734807961,2
2.5802262977997623,2
2.0387616847873913,2
2.5526139651852136,2
1.2314111880492078,2
2.0136092483788235,2
1.9079102064567641,2
1.670397037496473,2
2.0170999304702306,2
1.863084392453961,3
2.4064648133866937,2
1.6887407300133328,3
1.5810500479854364,2
2.0501839314990047,2
3.0456526191223556,3
2.042252366878798,2
2.6535450206795037,2
3.0986633779273873,3
2.013609248378824,2
2.451752753644704,3
2.1394217851618427,3
1.7310629282131007,2
2.692140982256891,3
2.8940507717138306,2
1.340444368421041,2
1.6703970374964727,2
1.8256727767506975,2
2.0387616847873913,2
1.5443190915476244,2
2.0239086743619374,2
2.1542873404362095,2
2.702440408240005,3
1.670397037496473,2
3.2485111185194384,4
2.2521990340213742,3
2.50882314203354,3
2.0239086743619374,2
2.0136092483788235,2
1.0285526886521257,2
1.2201556632778416,2
3.203787010458945,3
3.0599679966453177,3
3.711293972419181,3
2.6737972897400306,3
4.181097787002504,4
2.0267885007141455,3
3.0251821525284734,3
1.5993325141818668,2
2.5224945658360136,4
3.6874969679667022,4
1.6738877195878796,2
2.0239086743619374,2
2.014973156393208,2
1.7314237616000323,2
2.4146664516307546,3
2.021781900284915,2
1.732787669614417,2
1.8532921709366084,2
1.726502707166878,2
2.8954072908801054,4
1.9141816364558366,2
2.0217819002849153,2
1.028552688652126,1
3.6284433898164368,2
4.036144591119344,3
2.2250718338592232,4
3.0539772813518873,4
2.004612504064836,4
2.8561594519007394,3
2.129984923581131,2
1.2201556632778416,2
1.722640253954742,2
1.4202353771474963,2
1.6182846893663136,2
2.6205929802981673,3
4.055019271076237,4
3.576310227546,2
1.671912955834296,3
2.2487083519299675,3
2.6772879718314373,3
2.2487083519299667,3
2.5274615287766453,2
2.0149731563932076,2
2.335171721394696,1
3.2498750265338217,4
2.878568216392763,3
2.0239086743619374,2
2.24189960803826,3
1.7725470917389448,1
2.013609248378824,3
2.014973156393208,2
3.035481578511588,3
3.2614718536388803,3
1.0285526886521257,1
1.9984566331720668,2
1.6738877195878787,2
2.540749943533612,3
2.0136092483788235,3
2.0387616847873913,2
2.0319529408956836,2
2.873594210065245,2
2.0252725823763225,2
2.27777996148997,1
2.9153964064012925,3
2.023908674361938,2
1.8219745525299516,2
2.684096715723145,3
2.56441683473963,2
2.945382663017983,2
3.611422791043717,2
3.800529895355483,2
1.7992597852329215,2
3.016935958775818,2
3.197855744445265,2
2.607769497879147,2
2.5977276461352385,2
2.01709993047023,2
2.631373511853787,2
1.8571216932364791,2
1.028552688652126,1
1.028552688652126,2
1.2905465368563718,2
2.042252366878798,2
2.74524417801058,3
3.0056049886490115,4
1.6902566483511556,3
3.4332519271172535,2
2.702440408240005,3
2.042252366878798,2
2.106396501093487,2
2.6822966040645806,2
1.9191015654242811,2
1.671760945510858,2
1.6738877195878796,2
2.021781900284915,2
2.013609248378823,2
2.021781900284915,2
2.6737972897400306,3
2.4919136570068128,2
1.8477994368023412,2
2.2500722599443517,3
2.0387616847873913,2
2.873139500610744,3
2.8261384857239307,2
1.663588293604765,2
1.6433177727459225,2
2.0252725823763216,2
2.0402776031252134,3
2.0041230918736543,2
1.390999560238456,2
1.9356724214064656,2
1.545205830077542,2
3.5876520632276883,3
1.3627343798657439,2
2.4231145361508206,2
2.23155525697237,2
4.162719623023576,2
2.6535450206795037,2
1.6635882936047661,2
2.5918896317972613,3
2.021781900284915,2
1.422876634891284,1
2.0217819002849153,2
1.539566707851499,3
1.6635882936047643,2
1.6738877195878796,2
1.6703970374964727,2
1.9383819489554155,2
2.6772879718314373,3
2.526768330135038,3
2.7773068391905618,2
3.6960785483930847,2
3.954844543150248,2
3.1131188007026402,5
2.2923980458005833,2
1.7246150177083255,2
3.3320767545575736,3
1.9039647507936188,2
1.297334770623076,1
1.232775096063592,3
3.3493608979871135,3
2.432078427913318,2
1.6887407300133326,2
1.6538261815142867,2
2.684096715723145,3
3.685370193889681,4
2.0694536929046166,2
1.9750712392724645,2
2.0252725823763216,2
2.9081787339892946,5
2.0319529408956836,2
2.58603301181454,2
2.5995221142256106,2
2.70186032414939,3
2.0319529408956836,2
2.8340960035667595,4
1.6887407300133328,2
1.886306403856531,4
1.8410027996180798,2
1.241225175106874,1
2.2371840899631943,3
2.9419105865713195,2
2.566852830589003,3
1.8100604151237967,2
4.346487513822074,3
3.264728036959275,4
1.4333711056033467,1
2.0387616847873913,2
3.27502746294239,4
2.3526681276209276,2
1.8282313565088888,2
1.8882133473339915,2
1.9811694855812814,3
3.692397135314745,3
2.096732620142342,2
2.0239086743619374,2
2.0401255928017754,2
2.0239086743619374,3
2.24189960803826,3
5.35732941803672,3
2.2352192495188983,3
3.156171674341944,3
3.04240328825236,2
2.9978892262419548,3
2.0446406368241377,2
2.93386414167729,4
1.8986873971559093,3
2.6751611977544147,3
1.6980987764642648,2
3.252108604173525,4
2.042252366878797,2
2.014973156393209,2
1.6717609455108569,2
2.948590945090681,2
2.24189960803826,3
1.5738492519256928,2
1.028552688652126,1
3.49716210944727,3
3.001648825512118,3
1.601713833384128,1
2.0239086743619374,2
2.1353838283697772,2
2.2521990340213742,3
2.74966322331867,3
1.6635882936047652,2
2.6490882490623084,2
2.015125166716647,3
2.248890759927578,2
3.4012578787689076,3
1.9385522477586745,3
1.6887407300133335,2
2.9582795153345964,2
2.0170999304702306,3
1.594137483489324,2
1.670397037496473,2
1.572883133948987,2
2.0387616847873904,2
3.0524613630140633,3
4.925385468022208,7
2.3073630674551096,2
3.806164239121583,3
2.013609248378824,2
1.9235289385299617,2
1.9317015904360533,2
2.021781900284915,2
1.0625627585696522,2
1.4386060271352346,2
1.8950899115018212,3
5.042519792110037,5
2.04520887713148,2
2.8425270639821867,2
1.6887407300133335,2
3.5196733994048834,3
2.7300634852313586,2
2.4831301493615214,3
2.042252366878798,2
2.5161743924729683,2
3.4251519613327766,3
2.5362439994759156,3
1.836275623042636,2
2.962438982565665,2
3.2629208077866316,3
2.224919823535785,3
2.631373511853787,2
1.958400289862312,2
1.9141816364558348,2
1.4430596758472634,2
2.26345455879274,3
3.027308926605495,3
3.5720828266558904,3
1.958400289862312,1
2.692140982256891,3
2.6008860222399948,2
2.485256923438545,3
2.6743346036326656,2
3.065201084900097,2
3.0790518333006833,3
1.9597641978766962,4
2.939072673650025,2
1.4427217632061682,3
3.399331064265545,3
1.7384547245553224,2
2.110148603348562,2
3.028672834619881,3
2.0401255928017763,3
2.0319529408956836,2
2.0479151170416126,2
2.0170999304702297,2
3.027308926605495,3
1.6874551305458236,2
1.937036329420851,2
1.9515915459706046,1
2.234435083324578,3
1.6044369094724384,2
2.0401255928017754,3
2.7326972397665674,2
2.5205246273149156,2
2.684096715723145,3
2.0401255928017754,2
2.2249198235357834,3
1.6439276338268023,2
1.3404443684210414,2
3.712649404375271,4
2.839645061727037,3
1.5951697380730647,1
2.246626784613704,4
1.5781899535705879,2
2.453879527721726,2
1.8803437046390483,3
1.6887407300133326,2
2.2599638767013337,3
1.7292969875230106,2
1.4735320089654564,1
3.0305532852474055,3
2.892605771692946,3
2.3423203369014525,2
2.7275149601888016,3
1.7847559683917886,2
1.6703970374964727,2
2.6921409822568907,3
2.0170999304702297,2
2.1431641759164535,3
2.042252366878798,2
2.9509069770140535,3
2.0401255928017754,3
2.3711238311501894,2
2.2502242702677915,4
1.3322717165149498,2
3.502671016009539,2
2.747952282867729,2
2.023908674361938,2
2.019600224487527,2
2.1331972926325147,2
1.9242791352200412,2
1.2497548805660674,2
2.2415464810260826,2
1.2201556632778416,2
1.221519571292226,2
2.6921409822568902,3
2.9898328048666456,3
2.013609248378823,2
1.6651042119425887,3
4.61662204469584,4
1.6156924342438048,2
1.2349018701406145,2
4.064655315110669,2
2.7051092941784534,3
1.5068281556177308,2
2.0319529408956836,2
2.120467256144779,1
3.3105316172319457,4
2.015125166716647,3
3.034510848957857,3
3.02867283461988,3
2.394491629313448,2
1.8834828877672496,2
2.685460623737529,3
2.0239086743619374,2
2.2429840921988573,3
3.159940418726973,3
3.2386195017624555,4
2.749494777993375,2
2.0267885007141455,3
2.0319529408956836,2
2.7970917386040766,2
2.529929167383436,3
1.2702540141067307,2
2.2811860190271123,2
2.693656900594714,4
1.7994034326424506,2
2.1052504221841213,2
1.671760945510857,2
2.599894551877937,4
2.958610387833164,4
1.6635882936047648,2
1.4415437575094394,2
1.458988731131285,3
1.8950899115018216,3
2.0170999304702306,2
2.7024404082400055,3
3.0538252710284475,3
1.4295535935785448,2
2.264810904196521,3
1.5259861233912018,2
2.0319529408956836,2
3.4746747041018518,5
2.2361753483071496,3
2.0239086743619374,3
1.2246024441575,2
2.251588178282175,4
1.6738877195878794,2
3.068628205191958,3
1.671760945510857,3
2.5872532392248266,2
3.2730526991888067,5
2.0401255928017754,2
2.7919478841327745,4
2.1337346065251497,2
3.027308926605495,3
2.767085556686774,4
1.240015274132526,3
1.7314237616000323,3
1.9393340728644035,2
1.8832235309912568,4
2.2420933724261385,2
2.12483989117357,2
3.702349978392156,4
2.0170999304702297,2
2.042252366878798,2
2.0319529408956836,2
1.460039460349737,2
2.013609248378823,2
2.9293105615595456,2
2.700313634162982,3
2.1663928847610654,2
2.2537149523591977,4
1.9309358687883091,3
1.3909995602384555,2
1.3995811406648375,2
4.796878578210378,4
3.801218917128174,3
2.0575648067371173,2
2.023908674361938,2
1.028552688652126,2
1.807930216230642,2
1.6703970374964727,2
2.6037257005420202,4
1.8340005802396007,2
2.0322348033286133,2
1.6732768638486801,3
2.0319529408956836,4
1.6738877195878796,3
3.960163849240331,2
2.902826332072081,3
4.037145380275014,3
2.2531239452479275,2
4.962941898315641,3
3.237255593748072,4
4.13562393379261,3
1.7910468436185667,3
1.2201556632778419,2
3.735530707226454,4
2.021781900284915,2
3.027308926605495,3
2.021781900284915,3
1.663588293604765,2
2.061750937332736,2
2.39789049457342,2
2.7392560689031518,3
3.6101428944662732,2
2.0217819002849153,2
1.6619988334203804,1
3.7695810713292595,2
1.9116959258206996,2
2.6299955842017306,3
2.021781900284915,2
3.1521016983680212,3
2.0149731563932076,2
1.6887407300133328,2
1.2497548805660683,2
2.042252366878798,2
1.8750508790851648,4
3.419465745585339,4
2.014973156393208,2
2.0340061731261434,2
2.0387616847873913,3
1.4334792733666721,2
1.0839460178424503,1
3.889074634132162,3
1.983714830452902,3
2.021781900284915,2
1.6575510672280085,3
1.2342910144014152,3
2.0170999304702306,2
3.3629154316102037,3
2.3594542735899386,2
3.250519143989139,3
3.255599286264932,4
2.24189960803826,3
1.7817012221377824,2
5.290152629659037,7
3.4756234724821446,3
2.3798302339950483,3
1.0285526886521257,1
3.617845247103973,3
2.2348114402927655,3
2.01709993047023,2
2.3928949736041174,3
1.6719129558342964,3
1.9340412473105193,2
2.663844446662618,2
1.6651042119425883,3
2.018491163928548,2
2.0170999304702297,2
1.8480438814564653,1
2.030363480711297,2
2.4830067943841616,2
1.656735210965473,2
2.014973156393207,2
1.5861351119910239,2
2.0319529408956836,2
2.123957334231882,3
2.025272582376322,2
2.2254571374284198,2
3.5939259760264353,2
3.0524613630140633,3
1.5549898267667155,3
1.671760945510857,2
2.0149731563932076,2
1.9486813749385297,2
2.042252366878798,2
2.493510296205072,2
1.6638175893613536,2
2.0271401048543307,2
2.947281719290252,2
2.0170999304702297,2
1.6887407300133328,2
2.7191549116317204,2
2.0149731563932076,2
1.4463644556210145,4
2.235219249518898,3
2.2441582058004688,3
2.6673632593404646,2
2.1029098045673766,4
1.2431435305750753,2
2.594584367534112,2
3.265096721248951,3
2.6902960706127974,3
2.0401255928017754,2
1.3938786056585872,2
2.6834858599839464,4
1.324482887879947,2
2.101545896552991,4
2.025272582376322,3
1.663588293604765,3
1.8847904855187072,3
1.3276179498158527,2
2.3979495672749227,2
1.4699230892319868,3
2.042252366878798,2
3.545229061853677,4
2.013609248378823,2
3.2566837704255294,4
2.454941175291658,2
2.5789671898003617,2
3.162668093126358,2
1.7657339350409123,2
3.108436830887956,5
2.0560783350054113,2
1.928917191714433,1
1.1726764137446455,2
1.8853503050682798,4
1.9200382564385547,1
2.0170999304702297,2
2.1094921710567256,2
2.1334756056725377,2
2.0170999304702297,2
2.0239086743619374,2
1.721124335616918,2
2.606742642222714,2
2.0170999304702306,2
2.5745202496271054,2
1.2661369605152326,1
3.7475178244195666,3
3.0139318267814845,3
2.691298638075506,3
1.5688867384039176,3
2.8955593012035443,5
2.0267885007141455,3
1.648538934108287,3
4.707651452542734,3
2.885674381888605,3
1.6738877195878794,2
1.6951770290623678,2
2.454361003430262,2
3.260152551697417,2
1.7751320713247098,2
2.14928074000698,2
1.2314111880492078,2
2.331018202059411,2
2.5040258164941163,3
2.0149731563932076,2
2.472223220238586,2
3.089896789300071,4
2.0401255928017754,2
3.025182152528473,3
2.241899608038259,3
2.025272582376322,2
2.4862926237930743,3
2.0239086743619374,2
2.5802262977997614,2
2.554740739262236,2
2.352551023509458,3
3.245428245654163,4
1.232775096063592,2
2.8100401833723723,3
2.0319529408956836,2
3.5129351197174135,3
1.2384993557947022,2
3.0251821525284726,3
1.8085444967859727,2
2.0348950016511766,3
1.9118838930122832,2
2.5745878753503995,2
3.214072697721676,2
2.3843133931777345,2
2.6482012860328217,2
1.0285526886521257,2
2.2429840921988573,3
3.035481578511587,3
2.0387616847873913,2
2.4613583849178626,2
2.7841010368455033,3
2.978469998687848,4
2.01709993047023,2
2.3818496908707623,2
1.7211243356169186,2
2.4447581074353417,4
1.670397037496473,2
1.409343252755316,2
3.190240386428287,3
1.7473946553303765,2
2.0458947760457793,3
2.0387616847873904,2
2.102909804567375,4
2.6753132080778546,4
1.0557540146779445,2
1.888925285065431,2
2.7153969634587503,3
1.3909995602384555,1
1.678978617922855,2
1.892963137424799,3
2.0252725823763216,2
1.6887407300133326,2
2.24189960803826,3
2.544274360390383,3
1.4445620963048391,2
2.1595841408693577,2
2.58100745234222,2
1.6885450230498096,1
1.939334072864403,2
1.7262414820222665,2
2.0239086743619374,2
1.028552688652126,2
1.9494647718935818,2
2.2235559155213993,3
1.670397037496473,2
1.7082413923027726,2
1.2349018701406145,2
2.2473861979800223,2
2.7907102788349745,3
2.4538795277217265,2
1.9465546008615071,2
2.014973156393209,2
2.023908674361938,2
2.0136092483788235,2
3.556830026528921,2
1.6651042119425892,3
2.186265646801637,1
2.015510470285844,2
1.8009694893361443,2
2.021781900284915,2
2.569550879197868,4
2.014973156393207,2
1.3551194756511347,2
1.7023081409712777,2
2.7701633225911517,3
2.3199536676010633,2
2.013609248378823,3
1.8817076126534333,3
3.083240055731803,5
3.255599286264932,4
2.8940433828657213,4
2.051110000387757,2
2.7707692735880887,2
2.5020846976175806,2
2.016489074731031,3
2.021781900284915,2
2.0252725823763225,2
2.9462250071993674,2
2.023908674361938,2
3.8860716865191893,3
2.685612634060968,4
2.042252366878797,3
1.9370363294208506,1
1.6450482520168812,2
2.0401255928017754,2
2.042252366878797,2
2.259963876701333,3
2.2521990340213742,3
2.735809018718462,2
2.021781900284915,3
1.6887407300133328,2
2.7089461429205652,2
2.0319529408956836,2
3.045652619122356,3
2.6921409822568907,3
2.9848262044374154,2
1.2868546453367298,2
3.042161937030949,3
1.028552688652125,2
1.2327750960635917,2
3.020701413574221,4
1.3108238730341455,1
1.8847904855187068,3
2.2270465976128064,3
2.101118201288071,2
3.626045499302232,2
2.0170999304702297,2
1.6988368522342494,2
2.0319529408956836,2
1.8539453670754362,3
2.042252366878798,3
2.0387616847873913,2
2.364241545411919,2
2.3630948941466965,3
2.9133431741708327,4
2.015125166716646,3
3.3734700433484264,5
1.4141714360011115,3
2.015125166716647,3
2.0580788063658497,2
2.469910543843909,4
1.221519571292226,2
