feed,period,shift_min,horizon,candidate_n,candidate_ev,complement_ev,incremental
RITHMIC,VALID,-10,15,26,1.3667997776831675,-0.19174105686124812,1.5585408345444156
RITHMIC,VALID,-5,5,21,0.7337662105958925,-0.16506200824878056,0.8988282188446731
RITHMIC,VALID,-5,15,21,2.3163163365816013,-0.20613340705573271,2.522449743637334
RITHMIC,VALID,-3,5,22,1.1302306242870732,-0.17635431496245504,1.3065849392495283
RITHMIC,VALID,-3,15,22,0.6075008314997498,-0.16453021444818425,0.772031045947934
RITHMIC,VALID,-2,5,33,0.7221878659991833,-0.17743282067974925,0.8996206866789325
RITHMIC,VALID,-2,15,33,0.5246841114990621,-0.1714525578921802,0.6961366693912423
RITHMIC,VALID,-1,5,39,1.0332837384037934,-0.19842738731909462,1.231711125722888
RITHMIC,VALID,-1,15,39,1.124591129913099,-0.20483414836977684,1.329425278282876
RITHMIC,VALID,1,5,54,0.26020862499423425,-0.17004886385778623,0.4302574888520205
RITHMIC,VALID,1,15,54,0.99477746563066,-0.22077920546347782,1.215556671094138
RITHMIC,VALID,2,5,46,0.2646760151658837,-0.16613997501367964,0.4308159901795633
RITHMIC,VALID,2,15,46,0.9510113254943298,-0.20644746454159213,1.157458790035922
RITHMIC,VALID,3,5,39,0.009280447776275073,-0.1505996887149351,0.15988013649121016
RITHMIC,VALID,3,15,39,0.7417045907484029,-0.1867559703704752,0.9284605611188781
RITHMIC,VALID,5,5,36,-0.4751145851189526,-0.12921799230240308,-0.3458965928165495
RITHMIC,VALID,5,15,36,-0.04104093242261877,-0.14940467903451216,0.10836374661189338
RITHMIC,VALID,10,5,34,0.09559604231280494,-0.15314174768134697,0.24873778999415191
RITHMIC,VALID,10,15,34,0.7534630265780492,-0.1816506563062316,0.9351136828842808
RITHMIC,VALID,15,5,25,0.14729293223493342,-0.15202723901009352,0.29932017124502697
RITHMIC,VALID,15,15,25,0.6280048775446421,-0.1678977076493344,0.7959025851939765
RITHMIC,VALID,30,5,27,-0.8201560107422197,-0.12189443957928708,-0.6982615711629325
RITHMIC,VALID,30,15,27,-0.44330541534917817,-0.13528007908400602,-0.30802533626517214
RITHMIC,VALID,60,5,29,-0.6164397664037375,-0.12723319454199725,-0.4892065718617403
RITHMIC,VALID,60,15,29,-0.9528661000120742,-0.11686702821348642,-0.8359990717985878
RITHMIC,VALID,120,5,20,-0.38019962742812197,-0.13792132326128062,-0.24227830416684135
RITHMIC,VALID,120,15,20,-0.18754941063894964,-0.143885164821356,-0.04366424581759365
RITHMIC,LATE,-120,5,15,0.8603728090666648,-0.1759331447266799,1.0363059537933448
