seed_time,gc_entry_time,broker_target_msc,entry_lag_ms,variant,filled,reject_reason,xau_atr14,initial_bid,initial_ask,initial_spread,fill_msc,fill_price,fill_delay_ms,limit_price,exit_msc,exit_price,exit_reason,gross_r
2026-08-17T11:42:00+00:00,2026-08-17T11:44:00+00:00,1786977840000,32,IMMEDIATE,True,,1.3057142857142026,4400.24,4400.68,0.4400000000005093,1786977840032.0,4400.24,32.0,,1786978188756.0,4397.628571428571,TP,2.0
2026-08-17T11:42:00+00:00,2026-08-17T11:44:00+00:00,1786977840000,32,LIMIT_050_5M,False,LIMIT_NOT_FILLED,1.3057142857142026,4400.24,4400.68,0.4400000000005093,,,,4400.892857142857,,,,
2026-08-20T14:01:00+00:00,2026-08-20T14:03:00+00:00,1787245380000,26,IMMEDIATE,True,,3.4110714285714363,4487.36,4487.81,0.4500000000007276,1787245380026.0,4487.36,26.0,,1787246493459.0,4490.78,SL,-1.0026175269605468
2026-08-20T14:01:00+00:00,2026-08-20T14:03:00+00:00,1787245380000,26,LIMIT_050_5M,False,LIMIT_NOT_FILLED,3.4110714285714363,4487.36,4487.81,0.4500000000007276,,,,4489.065535714285,,,,
2026-08-21T15:25:00+00:00,2026-08-21T15:27:00+00:00,1787336820000,3,IMMEDIATE,True,,2.6914285714287223,4600.49,4600.94,0.4499999999998181,1787336820003.0,4600.49,3.0,,1787336889453.0,4603.37,SL,-1.0700636942674966
2026-08-21T15:25:00+00:00,2026-08-21T15:27:00+00:00,1787336820000,3,LIMIT_050_5M,True,,2.6914285714287223,4600.49,4600.94,0.4499999999998181,1787336852254.0,4601.835714285714,32254.0,4601.835714285714,1787336902657.0,4604.7,SL,-1.0642250530785546
2026-08-24T00:38:00+00:00,2026-08-24T00:40:00+00:00,1787542800000,307,IMMEDIATE,True,,4.920357142857483,4601.22,4601.68,0.4600000000000364,1787542800307.0,4601.22,307.0,,1787542865706.0,4606.16,SL,-1.003992160847639
2026-08-24T00:38:00+00:00,2026-08-24T00:40:00+00:00,1787542800000,307,LIMIT_050_5M,True,,4.920357142857483,4601.22,4601.68,0.4600000000000364,1787542834353.0,4603.680178571429,34353.0,4603.680178571429,1787543243708.0,4608.68,SL,-1.0161501052478257
2026-08-25T15:41:00+00:00,2026-08-25T15:44:00+00:00,1787683440000,6,IMMEDIATE,True,,3.479285714285782,4654.53,4654.96,0.43000000000029104,1787683440006.0,4654.53,6.0,,1787684730457.0,4647.571428571428,TP,2.0
2026-08-25T15:41:00+00:00,2026-08-25T15:44:00+00:00,1787683440000,6,LIMIT_050_5M,True,,3.479285714285782,4654.53,4654.96,0.43000000000029104,1787683478702.0,4656.269642857143,38702.0,4656.269642857143,1787684148157.0,4649.311071428571,TP,2.0
2026-08-26T18:06:00+00:00,2026-08-26T18:08:00+00:00,1787778480000,2,IMMEDIATE,True,,1.7174999999998752,4601.04,4601.49,0.4499999999998181,1787778480002.0,4601.04,2.0,,1787778541961.0,4602.86,SL,-1.0596797671032554
2026-08-26T18:06:00+00:00,2026-08-26T18:08:00+00:00,1787778480000,2,LIMIT_050_5M,True,,1.7174999999998752,4601.04,4601.49,0.4499999999998181,1787778541656.0,4601.89875,61656.0,4601.89875,1787778638707.0,4603.65,SL,-1.019650655021527
2026-08-31T15:01:00+00:00,2026-08-31T15:03:00+00:00,1788199380000,161,IMMEDIATE,True,,3.2621428571426674,4429.3,4429.74,0.4399999999995998,1788199380161.0,4429.3,161.0,,1788199423208.0,4432.57,SL,-1.0024085833149998
2026-08-31T15:01:00+00:00,2026-08-31T15:03:00+00:00,1788199380000,161,LIMIT_050_5M,True,,3.2621428571426674,4429.3,4429.74,0.4399999999995998,1788199420055.0,4430.931071428571,40055.0,4430.931071428571,1788199795658.0,4434.34,SL,-1.044996715568395
2026-09-01T07:50:00+00:00,2026-09-01T07:52:00+00:00,1788259920000,305,IMMEDIATE,True,,2.7021428571425923,4420.53,4420.95,0.42000000000007276,1788259920305.0,4420.53,305.0,,1788260555556.0,4415.125714285715,TP,2.0
2026-09-01T07:50:00+00:00,2026-09-01T07:52:00+00:00,1788259920000,305,LIMIT_050_5M,True,,2.7021428571425923,4420.53,4420.95,0.42000000000007276,1788260151755.0,4421.881071428571,231755.0,4421.881071428571,1788260427004.0,4416.476785714286,TP,2.0
2026-09-02T06:02:00+00:00,2026-09-02T06:04:00+00:00,1788339840000,155,IMMEDIATE,True,,1.9528571428569583,4318.65,4319.1,0.4500000000007276,1788339840155.0,4318.65,155.0,,1788340132208.0,4320.87,SL,-1.1367959034384236
2026-09-02T06:02:00+00:00,2026-09-02T06:04:00+00:00,1788339840000,155,LIMIT_050_5M,True,,1.9528571428569583,4318.65,4319.1,0.4500000000007276,1788340027660.0,4319.626428571428,187660.0,4319.626428571428,1788340142410.0,4321.64,SL,-1.0310899780547815
2026-09-02T20:06:00+00:00,2026-09-02T20:08:00+00:00,1788390480000,1208,IMMEDIATE,True,,1.482499999999813,4388.7,4389.1,0.4000000000005457,1788390481208.0,4388.7,1208.0,,1788390906308.0,4385.735000000001,TP,2.0
2026-09-02T20:06:00+00:00,2026-09-02T20:08:00+00:00,1788390480000,1208,LIMIT_050_5M,False,LIMIT_NOT_FILLED,1.482499999999813,4388.7,4389.1,0.4000000000005457,,,,4389.44125,,,,
2026-09-04T19:45:00+00:00,2026-09-04T19:47:00+00:00,1788562020000,156,IMMEDIATE,True,,1.4975000000000105,4434.54,4434.91,0.36999999999989086,1788562020156.0,4434.54,156.0,,1788562200905.0,4436.11,SL,-1.0484140233720856
2026-09-04T19:45:00+00:00,2026-09-04T19:47:00+00:00,1788562020000,156,LIMIT_050_5M,True,,1.4975000000000105,4434.54,4434.91,0.36999999999989086,1788562200154.0,4435.28875,180154.0,4435.28875,1788563186557.0,4432.29375,TP,2.0
2026-09-07T16:12:00+00:00,2026-09-07T16:15:00+00:00,1788808500000,605,IMMEDIATE,True,,0.7800000000000052,4415.18,4415.63,0.4499999999998181,1788808500605.0,4415.18,605.0,,1788808504955.0,4415.97,SL,-1.0128205128204593
2026-09-07T16:12:00+00:00,2026-09-07T16:15:00+00:00,1788808500000,605,LIMIT_050_5M,True,,0.7800000000000052,4415.18,4415.63,0.4499999999998181,1788808508105.0,4415.570000000001,8105.0,4415.570000000001,1788808642963.0,4414.01,TP,2.0
2026-09-10T02:35:00+00:00,2026-09-10T02:37:00+00:00,1789018620000,4,IMMEDIATE,True,,2.0967857142856183,4414.59,4415.07,0.47999999999956344,1789018620004.0,4414.59,4.0,,1789018719007.0,4417.31,SL,-1.2972236416285234
2026-09-10T02:35:00+00:00,2026-09-10T02:37:00+00:00,1789018620000,4,LIMIT_050_5M,True,,2.0967857142856183,4414.59,4415.07,0.47999999999956344,1789018709860.0,4415.638392857143,89860.0,4415.638392857143,1789018722006.0,4417.78,SL,-1.021376256174218
2026-09-11T06:30:00+00:00,2026-09-11T06:33:00+00:00,1789119180000,156,IMMEDIATE,True,,1.8132142857142364,4350.44,4350.89,0.4500000000007276,1789119180156.0,4350.44,156.0,,1789119524405.0,4352.26,SL,-1.0037423675402541
2026-09-11T06:30:00+00:00,2026-09-11T06:33:00+00:00,1789119180000,156,LIMIT_050_5M,True,,1.8132142857142364,4350.44,4350.89,0.4500000000007276,1789119430358.0,4351.346607142857,250358.0,4351.346607142857,1789119606454.0,4353.17,SL,-1.00561355131022
2026-09-11T10:27:00+00:00,2026-09-11T10:29:00+00:00,1789133340000,153,IMMEDIATE,True,,1.738214285714483,4347.33,4347.76,0.43000000000029104,1789133340153.0,4347.33,153.0,,1789133381259.0,4349.6,SL,-1.3059379494556196
2026-09-11T10:27:00+00:00,2026-09-11T10:29:00+00:00,1789133340000,153,LIMIT_050_5M,True,,1.738214285714483,4347.33,4347.76,0.43000000000029104,1789133360253.0,4348.199107142857,20253.0,4348.199107142857,1789133400909.0,4349.97,SL,-1.018800082186018
2026-09-13T22:21:00+00:00,2026-09-13T22:23:00+00:00,1789348980000,5,IMMEDIATE,True,,2.4421428571427635,4330.94,4331.46,0.5200000000004366,1789348980005.0,4330.94,5.0,,1789349221954.0,4333.42,SL,-1.0155016086577349
2026-09-13T22:21:00+00:00,2026-09-13T22:23:00+00:00,1789348980000,5,LIMIT_050_5M,True,,2.4421428571427635,4330.94,4331.46,0.5200000000004366,1789349168407.0,4332.161071428571,188407.0,4332.161071428571,1789349231708.0,4334.9,SL,-1.1215267622113563
2026-09-14T12:16:00+00:00,2026-09-14T12:19:00+00:00,1789399140000,158,IMMEDIATE,True,,2.5796428571431016,4291.42,4291.87,0.4499999999998181,1789399140158.0,4291.42,158.0,,1789399156961.0,4294.58,SL,-1.2249757718397831
2026-09-14T12:16:00+00:00,2026-09-14T12:19:00+00:00,1789399140000,158,LIMIT_050_5M,True,,2.5796428571431016,4291.42,4291.87,0.4499999999998181,1789399156961.0,4292.709821428572,16961.0,4292.709821428572,1789399257310.0,4287.550535714286,TP,2.0
2026-09-14T16:19:00+00:00,2026-09-14T16:21:00+00:00,1789413660000,158,IMMEDIATE,True,,2.1650000000000937,4298.46,4298.85,0.3900000000003274,1789413660158.0,4298.46,158.0,,1789413739660.0,4300.7,SL,-1.034642032332418
2026-09-14T16:19:00+00:00,2026-09-14T16:21:00+00:00,1789413660000,158,LIMIT_050_5M,True,,2.1650000000000937,4298.46,4298.85,0.3900000000003274,1789413738308.0,4299.5425000000005,78308.0,4299.5425000000005,1789413741308.0,4301.73,SL,-1.0103926096993052
