candidate,period,signal_time,action_time_utc,direction,side,xau_atr14,entry_bid,entry_ask,entry_lag_ms,pre_move_atr,gc_delta_frac,gc_impact,gc_body_atr,gc_close_pos,gc_buy_loc,gc_sell_loc,ret_1m_atr,ret_1m_bps,ret_3m_atr,ret_3m_bps,ret_5m_atr,ret_5m_bps,ret_10m_atr,ret_10m_bps,ret_15m_atr,ret_15m_bps,ret_30m_atr,ret_30m_bps
FADE_OPPOSITE_BODY,TRAIN,2026-08-07T14:54:00+00:00,2026-08-07T14:55:00+00:00,-1,SHORT,3.2292857142857168,4345.11,4345.54,3,0.31585932315844656,0.2535211267605634,-0.24034334763952836,-0.24034334763952836,0.22727272727274606,0.0449438202247191,0.09433962264150944,-0.3375359433754042,-2.5085671018688727,0.6998451669982371,5.201249220386386,1.0342844503426072,7.686801945173393,-0.05883654058852308,-0.43727316454706405,-1.182924131829432,-8.791492045081986,-3.743861977438662,-27.824381891367874
FADE_OPPOSITE_BODY,TRAIN,2026-08-07T16:24:00+00:00,2026-08-07T16:25:00+00:00,-1,SHORT,2.612857142857268,4337.76,4338.18,7,0.8305084745759113,0.3392857142857143,-0.6611111111110571,-0.6611111111110571,0.09523809523799212,0.022222222222222223,0.4144144144144144,0.40951339529819414,2.4667109291445777,0.244942591580212,1.4754158828527337,0.011481683980567184,0.06916011951019613,-0.6314926189172718,-3.803806572976919,-0.9376708583924498,-5.648076426542312,1.4390377255330928,8.66806831175588
FADE_OPPOSITE_BODY,TRAIN,2026-08-07T20:11:00+00:00,2026-08-07T20:12:00+00:00,1,LONG,1.6278571428573352,4339.24,4339.72,307,-0.2764370337871629,-0.6465863453815262,-0.0,0.0,0.7619047619048032,0.18181818181818182,0.12682926829268293,0.872312417727015,3.2721005041801603,1.578762615181732,5.922041053339176,1.376042123738185,5.161623330536951,-0.27643703378660417,-1.03693325836648,-1.0811759543659563,-4.055561188279931,1.062746818779773,3.986432304387295
FADE_OPPOSITE_BODY,TRAIN,2026-08-10T04:12:00+00:00,2026-08-10T04:13:00+00:00,-1,SHORT,1.7757142857143273,4331.05,4331.55,157,-0.03378921963015216,0.45454545454545453,-0.31939163498120215,-0.31939163498120215,0.0,0.1875,0.3333333333333333,-0.6926790024132536,-2.839957977856555,-1.4473049074817008,-5.933895937474074,-0.19710378117426572,-0.8081181237793474,-3.649235720031849,-14.961729834565666,-2.3934030571198153,-9.812862931621662,0.28157683024939,1.154454462543725
FADE_OPPOSITE_BODY,TRAIN,2026-08-10T05:37:00+00:00,2026-08-10T05:38:00+00:00,1,LONG,2.1932142857142805,4339.71,4340.21,157,-0.11398794984530235,-0.6910569105691057,-0.13291139240474706,0.13291139240474706,0.6499999999996362,0.21052631578947367,0.22115384615384615,-0.2097378277153729,-1.0598565507199798,1.367855398143628,6.912107939477583,1.071486728546008,5.414484552591611,2.1201758671224575,10.713767306189416,4.9698746132550164,25.113992180101043,1.9560332193453716,9.88431435345286
FADE_OPPOSITE_BODY,TRAIN,2026-08-10T06:38:00+00:00,2026-08-10T06:39:00+00:00,-1,SHORT,1.550000000000052,4346.33,4346.78,157,0.7419354838707082,0.6011396011396012,-0.6784140969165294,-0.6784140969165294,0.0,0.8434163701067615,0.11428571428571428,-1.8064516129032826,-6.442216766789871,-1.1741935483868695,-4.187440898412475,-5.3225806451611115,-18.981531545004636,-7.645161290322559,-27.264381673734768,-6.529032258064227,-23.28401202853877,-6.135483870967677,-21.880529090060392
FADE_OPPOSITE_BODY,TRAIN,2026-08-10T14:42:00+00:00,2026-08-10T14:43:00+00:00,1,LONG,2.511785714285452,4349.62,4350.02,9,0.15725863785032532,-0.392,-0.156862745098258,0.156862745098258,0.7857142857142393,0.39473684210526316,0.011494252873563218,-0.7723588795680355,-4.45974961034779,0.2070240295746947,1.1953968027722333,-0.9594767524531272,-5.540204412855029,-1.8791411915259624,-10.850524825173801,-2.412626190815142,-13.93097043232077,-1.5088866770942064,-8.712603620215246
FADE_OPPOSITE_BODY,TRAIN,2026-08-10T15:14:00+00:00,2026-08-10T15:15:00+00:00,1,LONG,2.3325000000004366,4346.9,4347.27,4,0.31725616291556386,-0.32941176470588235,-0.21212121212119456,0.21212121212119456,0.5999999999994543,0.19298245614035087,0.23893805309734514,0.6130760986062653,3.28942071690827,1.0932475884239208,5.865750229452673,0.9217577706320402,4.945632546401847,0.8917470525185586,4.784611951868476,0.7631296891744532,4.094523689579311,1.2561629153264022,6.739862028352004
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T00:14:00+00:00,2026-08-11T00:15:00+00:00,-1,SHORT,2.2225000000000494,4405.21,4405.7,5,-0.022497187851599904,0.5636363636363636,0.0,0.0,0.6363636363637867,0.7906976744186046,0.16666666666666666,-0.4319460067491631,-2.1792377661905706,-0.39145106861636514,-1.974934225609882,-0.48593925759275736,-2.4516424869641336,-3.293588301462113,-16.61668796720181,-4.139482564679241,-20.884361925991765,-4.175478065241637,-21.065965073174137
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T01:57:00+00:00,2026-08-11T01:58:00+00:00,-1,SHORT,2.941428571428592,4430.64,4431.08,9,0.4725594949002359,0.4676258992805755,-0.3657957244656839,-0.3657957244656839,0.12000000000007276,0.22549019607843138,0.7027027027027027,-0.4827586206896765,-3.204954588953453,1.1559009227782249,7.673834931297838,1.2918892666343413,8.576639040861323,2.056823700825691,13.654912157160549,0.4963574550752881,3.2952349999098014,0.319572608062337,2.12158965747727
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T08:08:00+00:00,2026-08-11T08:09:00+00:00,-1,SHORT,1.6567857142855635,4365.83,4366.2,159,-0.03923259323106188,0.3763440860215054,-0.2239999999998207,-0.2239999999998207,0.2727272727275734,0.21875,0.1724137931034483,-0.0,-0.0,-0.09657253718465904,-0.36648243289329746,0.5673636559601464,2.153084293249164,2.5289933175253174,9.59725871140104,1.496874326363313,5.680477709850277,-4.641517568442204,-17.614061930951294
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T08:21:00+00:00,2026-08-11T08:22:00+00:00,1,LONG,1.707142857143091,4361.38,4361.83,8,0.25774058577378883,-0.44,-0.33070866141753996,0.33070866141753996,0.8620689655173496,0.11904761904761904,0.2361111111111111,0.31046025104583336,1.2150863284441287,1.534728033472529,6.006653170801913,3.4443514644347384,13.480580398594418,5.553138075313323,21.733996969163112,5.92217573221657,23.17834486901065,7.492050209203973,29.32255498265628
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T09:26:00+00:00,2026-08-11T09:27:00+00:00,1,LONG,1.6196428571426753,4372.2,4372.61,10,0.2624035281148055,-0.3888888888888889,-0.24561403508749394,0.24561403508749394,1.0,0.29545454545454547,0.23,1.4694597574423491,5.44297341862208,-0.6174200661522192,-2.2869636212696767,0.7100330760753891,2.630008164461376,0.3272326350610805,1.2120907192744261,0.9076074972439195,3.3618365232670073,-0.5001102535829831,-1.8524405332272733
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T11:10:00+00:00,2026-08-11T11:11:00+00:00,1,LONG,3.2028571428568933,4390.76,4391.21,7,0.08429973238194484,-0.35064935064935066,-0.08936170212771548,0.08936170212771548,0.7000000000002728,0.16,0.4807692307692308,-0.49330954504907903,-3.5980971076307604,0.012488849241738053,0.09109106601588997,0.09991079393390442,0.7287285281271197,-0.949152542372944,-6.922921017213851,-1.801516503122489,-13.139886272805073,-2.1543264942016602,-15.713208887754481
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T14:04:00+00:00,2026-08-11T14:05:00+00:00,1,LONG,3.647500000000101,4384.83,4385.28,5,0.5455791638107543,-0.3920552677029361,-0.5204460966542646,0.5204460966542646,0.9111111111111919,0.16477272727272727,0.1662531017369727,-0.03838245373527458,-0.31924985405588224,-0.1699794379711785,-1.413820782253108,-0.2248115147360346,-1.8698920023344212,0.43317340644273705,3.602962638645485,0.07676490747104786,0.6384997081159125,1.422892392049449,11.835048161122003
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T14:56:00+00:00,2026-08-11T14:57:00+00:00,1,LONG,1.9432142857145405,4395.8,4396.25,156,-0.1440911597136061,-0.42857142857142855,-0.0,0.0,0.294117647058855,0.1346153846153846,0.14615384615384616,-1.2968204374196466,-5.73215808928163,-1.1733137290936317,-5.18623827125333,0.23672119095753225,1.0463463178846435,-0.7925013784229614,-3.502985499004751,-2.351773571034278,-10.395223201591604,-6.571586105494677,-29.047483650839776
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T15:37:00+00:00,2026-08-11T15:38:00+00:00,-1,SHORT,3.0196428571427663,4376.84,4377.29,304,0.2384387936130369,0.40331491712707185,-0.29716981132093745,-0.29716981132093745,0.6153846153845347,0.11023622047244094,0.25925925925925924,0.5000591366056462,3.4499776094173384,1.1193376700178108,7.7224664369730425,1.0332347723240636,7.128430557205406,0.16558249556475957,1.1423766918598806,-0.07616794795964482,-0.5254932782545476,-0.7947959787107255,-5.483408120926596
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T19:15:00+00:00,2026-08-11T19:16:00+00:00,-1,SHORT,1.806071428571613,4363.35,4363.77,157,0.16887482697215367,0.5824175824175825,-0.2213438735175916,-0.2213438735175916,0.33333333333367016,0.013888888888888888,0.15789473684210525,-0.7585525014829548,-3.1397893820112777,0.16610638718616244,0.6875451201489265,-0.5426141981408933,-2.2459807258174647,-3.305517105002266,-13.682147890953843,-4.518093731460799,-18.70122726803913,-2.491595807790926,-10.313176802227645
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T20:07:00+00:00,2026-08-11T20:08:00+00:00,1,LONG,1.3210714285714857,4369.64,4370.04,307,0.2573668559071009,-0.8148148148148148,-0.14583333333319518,0.14583333333319518,0.6666666666661614,0.6,0.04081632653061224,-0.13625304136274483,-0.41189554329088757,0.39361989726984575,1.1899204583949725,0.3254933765884733,0.9839726867495286,-1.423087320897561,-4.302020118809231,-1.0975939443090876,-3.318047432059702,-0.817518248175092,-2.471373259741163
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T22:21:00+00:00,2026-08-11T22:22:00+00:00,-1,SHORT,1.0324999999999949,4375.27,4375.8,155,0.48426150121065614,0.6666666666666666,-0.3281249999991296,-0.3281249999991296,0.2727272727275734,0.23636363636363636,0.18181818181818182,-0.997578692493705,-2.3541404301900117,-1.1234866828085814,-2.6512649505055785,-1.0944309927353078,-2.5826977535082394,-2.392251815980007,-5.645365885989539,-1.9467312348661683,-4.59400219871987,3.389830508474593,7.9995063161816296
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T23:12:00+00:00,2026-08-11T23:13:00+00:00,-1,SHORT,2.587499999999961,4367.51,4368.01,304,0.003864734299601326,0.5584415584415584,-0.07427055702911232,-0.07427055702911232,0.8333333333334596,0.13333333333333333,0.47058823529411764,0.19323671497584832,1.1448170696804356,0.37101449275364284,2.1980487737865197,-0.9623188405796403,-5.70118900700807,-2.342028985507085,-13.875182884525714,-1.1710144927535424,-6.937591442262857,-0.39420289855054785,-2.335426822147006
FADE_OPPOSITE_BODY,TRAIN,2026-08-11T23:14:00+00:00,2026-08-11T23:15:00+00:00,-1,SHORT,2.6421428571428414,4366.26,4366.75,610,0.09651257096516759,0.4942528735632184,0.0,0.0,0.9285714285711502,0.03076923076923077,0.18181818181818182,-0.10975939443091416,-0.6641839927076345,-1.4155177074884362,-8.565683216299034,-1.903757772370826,-11.52015683903328,-2.585022979183551,-15.6426781730816,-2.573668559070103,-15.573969484181385,-0.862935928629268,-5.221860356460095
FADE_OPPOSITE_BODY,TRAIN,2026-08-12T04:21:00+00:00,2026-08-12T04:22:00+00:00,-1,SHORT,1.2128571428571118,4397.2,4397.7,157,-0.18138987043602145,0.3424657534246575,-0.24277456647414583,-0.24277456647414583,0.0,0.22448979591836735,0.125,-0.7008244994113898,-1.9330483034666692,-0.5936395759719566,-1.6374056217598805,-1.0883392226153787,-3.001910306560126,-0.832744405182769,-2.2969162194128496,-1.8468786808008097,-5.094150823250664,-3.899882214370337,-10.75684526516982
FADE_OPPOSITE_BODY,TRAIN,2026-08-12T08:11:00+00:00,2026-08-12T08:12:00+00:00,1,LONG,1.4385714285716469,4408.38,4408.75,10,0.038232373386492435,-0.45161290322580644,-0.13793103448263194,0.13793103448263194,0.75,0.058823529411764705,0.13333333333333333,-0.07646474677235265,-0.24950382761479464,-0.30585898709004283,-0.9980153104612415,-1.4041708043695045,-4.58179756166813,-0.48659384309811154,-1.5877516302802792,-1.4458788480632851,-4.717890558548176,-2.5233366434952242,-8.233626311312978
FADE_OPPOSITE_BODY,TRAIN,2026-08-12T08:29:00+00:00,2026-08-12T08:30:00+00:00,1,LONG,1.1492857142858546,4406.86,4407.31,11,0.6612802983212569,-0.5454545454545454,-0.8092485549132438,0.8092485549132438,0.7500000000002842,0.1,0.20588235294117646,-0.6177750155375572,-1.6109599733171398,-1.2964574269737186,-3.380746986258491,-1.4965817277812694,-3.902607259303871,-1.287756370416662,-3.358057409169023,-1.1833436917343583,-3.0857824841015997,-4.811684275947776,-12.547336130203353
FADE_OPPOSITE_BODY,TRAIN,2026-08-12T09:17:00+00:00,2026-08-12T09:18:00+00:00,1,LONG,1.8896428571428519,4415.3,4415.75,309,-0.21168021168001974,-0.46788990825688076,-0.0,0.0,0.687500000000071,0.10344827586206896,0.1625,-0.4127764127762792,-1.7664043480716647,-0.894348894348685,-3.827209420822283,0.814968814968798,3.4875162769630608,-0.30164430164414846,-1.2908339466675172,-0.275184275184507,-1.1776028987158162,-1.3600453600452098,-5.82007586480147
FADE_OPPOSITE_BODY,TRAIN,2026-08-12T10:32:00+00:00,2026-08-12T10:33:00+00:00,-1,SHORT,1.2775000000000805,4418.34,4418.79,11,0.8806262230912091,0.46596858638743455,-0.8062827225133787,-0.8062827225133787,0.4499999999998181,0.04285714285714286,0.23529411764705882,0.5009784735814381,1.448507810626451,1.6438356164385375,4.752916253616434,1.8630136986301051,5.386638420764607,3.679060665361661,10.637479234282146,3.091976516633714,8.940009143705142,3.937377690801901,11.384366074135862
FADE_OPPOSITE_BODY,TRAIN,2026-08-12T10:45:00+00:00,2026-08-12T10:46:00+00:00,1,LONG,1.2342857142858261,4415.36,4415.81,305,0.7048611111109588,-0.5192307692307693,-0.4166666666665945,0.4166666666665945,1.0,0.2,0.379746835443038,-0.3078703703704309,-0.8605442716061359,-4.407407407407421,-12.319370625095981,-5.582175925925686,-15.603026398328566,-4.496527777777517,-12.568475545823262,-1.5231481481480986,-4.25742955426096,-5.962962962962894,-16.66738378689432
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T04:04:00+00:00,2026-08-13T04:05:00+00:00,-1,SHORT,2.154285714285639,4395.69,4396.19,155,0.07891246684353787,0.4883720930232558,0.0,0.0,0.6428571428570501,0.0546875,0.1590909090909091,-0.08819628647238804,-0.43224158209634744,-0.3017241379312984,-1.4787212019058344,-0.26923076923116707,-1.3194743032398482,0.40384615384611733,1.9792114548566686,0.3156498673737293,1.5469698727603212,-1.5828912466847602,-7.757598920762757
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T04:05:00+00:00,2026-08-13T04:06:00+00:00,-1,SHORT,2.200714285714249,4395.38,4395.88,157,0.14086335605300038,0.4647887323943662,-0.0851063829786493,-0.0851063829786493,0.21428571428576068,0.6923076923076923,0.21052631578947367,-0.5861733203505287,-2.934899826636067,-0.4271340473870372,-2.138609175997524,-0.013631937682455103,-0.0682534843397962,0.07270366764031158,0.3640185831483387,0.2726387536515817,1.3650696868083392,-1.3086660175268483,-6.552334496676304
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T04:07:00+00:00,2026-08-13T04:08:00+00:00,-1,SHORT,2.2642857142856365,4395.84,4396.34,158,0.14574132492110853,0.5068493150684932,-0.2470588235291871,-0.2470588235291871,0.23529411764727912,0.5454545454545454,0.2777777777777778,-0.21198738170328452,-1.091941471936111,0.1899053627761603,0.9781975686109846,0.9495268138803998,4.890987843052854,0.45930599369085146,2.365873189196976,0.3886435331230899,2.0018926985516057,-1.6429022082020617,-8.462546407513136
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T05:07:00+00:00,2026-08-13T05:08:00+00:00,-1,SHORT,1.6778571428573872,4396.09,4396.59,12,0.5185185185183779,0.6153846153846154,-0.23333333333311226,-0.23333333333311226,0.5454545454545079,0.16666666666666666,0.2,-0.1489995742869089,-0.568687174284421,-1.8595146871005581,-7.0972159350693245,-2.4018731375048197,-9.167237249464286,-3.7905491698587674,-14.467401713794924,-4.273307790548591,-16.309948158477358,-1.7462750106427458,-6.665013682614075
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T05:19:00+00:00,2026-08-13T05:20:00+00:00,-1,SHORT,2.2299999999999534,4401.26,4401.79,158,0.2959641255604791,0.4448669201520912,-0.1772151898732545,-0.1772151898732545,0.21875000000017764,0.22105263157894736,0.2328767123287671,-0.6816143497755869,-3.453556481551935,-0.896860986547104,-4.544153265201328,-0.8834080717486038,-4.47599096622182,-2.426008968609851,-12.291934582369262,1.529147982062747,7.747781317167934,6.067264573991452,30.741196839088477
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T07:46:00+00:00,2026-08-13T07:47:00+00:00,1,LONG,1.934285714285709,4375.95,4376.4,158,0.325701624814949,-0.6267942583732058,-0.42105263157902295,0.42105263157902295,1.0,0.1794871794871795,0.6352941176470588,-0.9977843426880139,-4.41001736587008,-2.445347119645276,-10.807970021020848,-2.455686853766624,-10.853669682844348,-3.3655834564250577,-14.875239923222988,-3.282865583456152,-14.509642628643302,-4.797636632200768,-21.204643085640587
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T11:32:00+00:00,2026-08-13T11:33:00+00:00,-1,SHORT,1.141785714285626,4388.28,4388.65,155,-0.3722239599626529,0.43478260869565216,-0.08333333333287318,-0.08333333333287318,0.4000000000014552,0.45454545454545453,0.15384615384615385,0.9283703472001261,2.415524989288493,-0.017516421645676163,-0.04557594319513923,-0.8057553956835792,-2.0964933869308084,3.170472317798085,8.249245718139889,3.5645918048170366,9.274704440007724,0.8670628714418527,2.2560091881096507
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T12:16:00+00:00,2026-08-13T12:17:00+00:00,1,LONG,1.889642857142982,4386.81,4387.26,1206,0.1164241164237622,-0.38028169014084506,-0.25925925925925053,0.25925925925925053,1.0,0.13636363636363635,0.40816326530612246,-0.40748440748461157,-1.7550817594590622,-0.5292005292004942,-2.279326960335152,-0.5027405027403733,-2.1653606123179796,-0.8096768096771028,-3.4873702493142753,-1.8627858627859708,-8.023230900380732,3.72027972027934,16.02366853115554
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T13:10:00+00:00,2026-08-13T13:11:00+00:00,-1,SHORT,3.6321428571426884,4392.62,4393.07,157,0.18446411012785555,0.5,-0.1335877862595406,-0.1335877862595406,0.30434782608685335,0.15789473684210525,0.15789473684210525,-0.4900688298917914,-4.052251276003263,-0.19823008849565454,-1.6391128756875275,0.005506391346969359,0.04553091321244966,-0.48456243854482206,-4.006720362790813,1.4454277286136366,11.951864718550661,3.3781710914454544,27.93321525649732
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T14:38:00+00:00,2026-08-13T14:39:00+00:00,1,LONG,4.288571428571556,4374.16,4374.56,8,0.19936708860791136,-0.3399014778325123,-0.10279001468428725,0.10279001468428725,0.7096774193549902,0.26865671641791045,0.13970588235294118,0.6972018654229797,6.834973117295869,0.7088607594936414,6.949270326615622,1.2008660892736969,11.772612559890906,2.4553630912723525,24.070992282651844,2.408727514989918,23.613803445374906,-0.4943371085944424,-4.846201675141729
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T15:21:00+00:00,2026-08-13T15:22:00+00:00,-1,SHORT,2.459285714285735,4367.78,4368.23,5,-0.08539064769061143,0.366412213740458,0.0,0.0,0.7142857142858999,0.5642458100558659,0.0963855421686747,-0.9799593377867464,-5.517677172384722,-1.606157420853819,-9.043495780464717,-1.980249782166654,-11.149828974902332,1.5614289863491602,8.791651594174033,0.4798141155966077,2.7016012711248774,-0.36189369735708626,-2.0376484163587163
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T19:09:00+00:00,2026-08-13T19:10:00+00:00,-1,SHORT,1.0810714285713792,4353.42,4353.87,6,0.1850016517994614,0.44329896907216493,-0.18064516129013708,-0.18064516129013708,0.4444444444442199,0.37142857142857144,0.18518518518518517,0.14800132144024217,0.3675271395818792,0.3237528906511607,0.8039656178369278,5.836802114305229,14.494351567274466,4.893293690122423,12.15136605243685,4.005285761480129,9.946203214943486,-0.05550049553967017,-0.13782267734216014
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T22:22:00+00:00,2026-08-13T22:23:00+00:00,-1,SHORT,1.012499999999818,4354.7,4355.23,158,-0.28148148148138835,0.6666666666666666,0.0,0.0,0.35714285714294997,0.025,0.25,-1.58024691358089,-3.6741911038656254,-2.5086419753090565,-5.832778377385271,-2.4493827160502897,-5.69499621099151,-2.5283950617292446,-5.8787057661845825,-5.560493827161601,-12.92855994672448,-0.5333333333333932,-1.240039497554283
FADE_OPPOSITE_BODY,TRAIN,2026-08-13T23:23:00+00:00,2026-08-13T23:24:00+00:00,1,LONG,2.058214285714127,4359.26,4359.66,758,0.4567065764357249,-0.6129032258064516,-0.5266457680250346,0.5266457680250346,0.7619047619047,0.5,0.2,0.2720805136215932,1.2845038374561322,1.0591705708834436,5.000389938665609,1.4041297935105919,6.628957304010697,0.8259587020648721,3.899386649417198,0.3741107062296354,1.7661927765019212,-0.68020128405332,-3.2112595936372017
FADE_OPPOSITE_BODY,TRAIN,2026-08-14T06:42:00+00:00,2026-08-14T06:43:00+00:00,1,LONG,1.4260714285712441,4330.36,4330.79,457,0.22439268720306726,-0.5,-0.5358851674641993,0.5358851674641993,0.812499999999929,0.14285714285714285,0.2619047619047619,0.2734785875284393,0.9005285409828864,2.159779614325297,7.111866426217682,2.1667918858005324,7.134956901627984,2.657650889056166,8.751290180313438,2.6716754320066367,8.797471131134044,2.405209115953433,7.9200330655614595
