gc_end_ms,gc_end_utc,period,direction,side,xau_atr,mfe_5m_atr,mae_5m_atr,time_to_mfe_ms,gc_delta_frac,gc_volume,gc_impact,mid_10s_atr,mid_30s_atr,mid_60s_atr,mid_120s_atr,mid_180s_atr,mid_300s_atr,fp_0.25_hit,fp_0.25_ms,fp_0.50_hit,fp_0.50_ms,variant,filled,fill_delay_ms,entry_price,hold300_atr,G1_r,G1_reason,G2_r,G2_reason
1786113390000,2026-08-07T14:36:30+00:00,TRAIN,1,LONG,3.399999999999961,0.6323529411763709,-1.5029411764707767,294008,-0.43846153846153846,260.0,-0.3927855711421782,-0.10294117647069642,0.08823529411743408,-0.2676470588234897,-0.8264705882356889,-1.2882352941179616,0.09117647058808655,PRED,1659,OPP,57756,MARKET_NOW,True,4.0,4348.38,-0.04117647058833207,-1.0,SL,-1.0,SL
1786113390000,2026-08-07T14:36:30+00:00,TRAIN,1,LONG,3.399999999999961,0.6323529411763709,-1.5029411764707767,294008,-0.43846153846153846,260.0,-0.3927855711421782,-0.10294117647069642,0.08823529411743408,-0.2676470588234897,-0.8264705882356889,-1.2882352941179616,0.09117647058808655,PRED,1659,OPP,57756,LIMIT_RETRACE_010,True,8560.0,4348.04,0.058823529411711886,-1.0,SL,-1.0,SL
1786113390000,2026-08-07T14:36:30+00:00,TRAIN,1,LONG,3.399999999999961,0.6323529411763709,-1.5029411764707767,294008,-0.43846153846153846,260.0,-0.3927855711421782,-0.10294117647069642,0.08823529411743408,-0.2676470588234897,-0.8264705882356889,-1.2882352941179616,0.09117647058808655,PRED,1659,OPP,57756,CONFIRM_005,True,309.0,4348.56,-0.0941176470590065,-1.0,SL,-1.0,SL
1786121310000,2026-08-07T16:48:30+00:00,TRAIN,-1,SHORT,2.326071428571335,2.1065561185320947,-0.3783202825115704,277960,0.5789473684210527,95.0,-0.12500000000007444,0.3525257177950679,-0.30953477660037576,0.872716106249357,0.2536465530478234,0.498694917856552,1.4982343006298207,PRED,8706,PRED,43807,MARKET_NOW,True,153.0,4337.99,1.3155228005525745,-1.0,SL,-1.0,SL
1786121310000,2026-08-07T16:48:30+00:00,TRAIN,-1,SHORT,2.326071428571335,2.1065561185320947,-0.3783202825115704,277960,0.5789473684210527,95.0,-0.12500000000007444,0.3525257177950679,-0.30953477660037576,0.872716106249357,0.2536465530478234,0.498694917856552,1.4982343006298207,PRED,8706,PRED,43807,LIMIT_RETRACE_010,True,903.0,4338.222607142857,1.4155228005525076,-1.0,SL,-1.0,SL
1786121310000,2026-08-07T16:48:30+00:00,TRAIN,-1,SHORT,2.326071428571335,2.1065561185320947,-0.3783202825115704,277960,0.5789473684210527,95.0,-0.12500000000007444,0.3525257177950679,-0.30953477660037576,0.872716106249357,0.2536465530478234,0.498694917856552,1.4982343006298207,PRED,8706,PRED,43807,CONFIRM_005,True,2258.0,4337.72,1.1994472593275314,-1.0,SL,-1.0,SL
1786132650000,2026-08-07T19:57:30+00:00,TRAIN,-1,SHORT,1.6342857142855922,0.0764860139860197,-3.22159090909135,16202,0.5636363636363636,55.0,-0.060085836910087016,-0.18356643356655858,-0.40078671328714394,-1.600087412587955,-2.6158216783222077,-1.8111888111889687,-2.300699300699606,OPP,11557,OPP,30455,MARKET_NOW,True,160.0,4340.15,-2.557692307692677,-1.0,SL,-1.0,SL
1786132650000,2026-08-07T19:57:30+00:00,TRAIN,-1,SHORT,1.6342857142855922,0.0764860139860197,-3.22159090909135,16202,0.5636363636363636,55.0,-0.060085836910087016,-0.18356643356655858,-0.40078671328714394,-1.600087412587955,-2.6158216783222077,-1.8111888111889687,-2.300699300699606,OPP,11557,OPP,30455,LIMIT_RETRACE_010,True,3757.0,4340.313428571429,-2.4576923076924104,-1.0,SL,-1.0,SL
1786132650000,2026-08-07T19:57:30+00:00,TRAIN,-1,SHORT,1.6342857142855922,0.0764860139860197,-3.22159090909135,16202,0.5636363636363636,55.0,-0.060085836910087016,-0.18356643356655858,-0.40078671328714394,-1.600087412587955,-2.6158216783222077,-1.8111888111889687,-2.300699300699606,OPP,11557,OPP,30455,CONFIRM_005,True,459.0,4340.03,-2.631118881119189,-1.0,SL,-1.0,SL
1786354620000,2026-08-10T09:37:00+00:00,TRAIN,-1,SHORT,1.841785714285509,0.2877642039944643,-1.3980996703510364,13055,0.7391304347826086,69.0,0.0,-0.41807252278435447,-0.36377738995498665,-0.49408570874537067,-0.019003296490130595,-0.30133798720155935,-1.1537715726198687,OPP,1955,OPP,8708,MARKET_NOW,True,159.0,4341.46,-1.3790963738609057,-1.0,SL,-1.0,SL
1786354620000,2026-08-10T09:37:00+00:00,TRAIN,-1,SHORT,1.841785714285509,0.2877642039944643,-1.3980996703510364,13055,0.7391304347826086,69.0,0.0,-0.41807252278435447,-0.36377738995498665,-0.49408570874537067,-0.019003296490130595,-0.30133798720155935,-1.1537715726198687,OPP,1955,OPP,8708,LIMIT_RETRACE_010,True,1955.0,4341.644178571429,-1.2790963738608387,-1.0,SL,-1.0,SL
1786354620000,2026-08-10T09:37:00+00:00,TRAIN,-1,SHORT,1.841785714285509,0.2877642039944643,-1.3980996703510364,13055,0.7391304347826086,69.0,0.0,-0.41807252278435447,-0.36377738995498665,-0.49408570874537067,-0.019003296490130595,-0.30133798720155935,-1.1537715726198687,OPP,1955,OPP,8708,CONFIRM_005,True,12908.0,4340.93,-1.66686057785537,-1.0,SL,-1.0,SL
1786373190000,2026-08-10T14:46:30+00:00,TRAIN,1,LONG,2.3885714285712702,0.18211722488018162,-2.472188995215749,17713,-0.46153846153846156,156.0,0.04216867469894882,-0.0879186602871024,-0.6635765550243634,-0.5756578947368802,-1.5992822966507019,-1.1638755980864757,-2.2900717703351865,OPP,27603,OPP,29108,MARKET_NOW,True,303.0,4350.47,-2.4659090909093915,-1.0,SL,-1.0,SL
1786373190000,2026-08-10T14:46:30+00:00,TRAIN,1,LONG,2.3885714285712702,0.18211722488018162,-2.472188995215749,17713,-0.46153846153846156,156.0,0.04216867469894882,-0.0879186602871024,-0.6635765550243634,-0.5756578947368802,-1.5992822966507019,-1.1638755980864757,-2.2900717703351865,OPP,27603,OPP,29108,LIMIT_RETRACE_010,True,3757.0,4350.231142857143,-2.3659090909093017,-1.0,SL,-1.0,SL
1786373190000,2026-08-10T14:46:30+00:00,TRAIN,1,LONG,2.3885714285712702,0.18211722488018162,-2.472188995215749,17713,-0.46153846153846156,156.0,0.04216867469894882,-0.0879186602871024,-0.6635765550243634,-0.5756578947368802,-1.5992822966507019,-1.1638755980864757,-2.2900717703351865,OPP,27603,OPP,29108,CONFIRM_005,True,14409.0,4350.67,-2.549641148325589,-1.0,SL,-1.0,SL
1786446660000,2026-08-11T11:11:00+00:00,TRAIN,1,LONG,3.2028571428568933,0.47457627118604606,-0.9335414808207004,135457,-0.7073170731707317,41.0,-0.05957446808505335,-0.14049955396990807,-0.2653880463872886,-0.3543710972347077,0.20294380017831437,0.15142729705582544,0.24041034790324456,OPP,8111,OPP,49061,MARKET_NOW,True,7.0,4391.21,0.09991079393390442,-1.0,SL,-1.0,SL
1786446660000,2026-08-11T11:11:00+00:00,TRAIN,1,LONG,3.2028571428568933,0.47457627118604606,-0.9335414808207004,135457,-0.7073170731707317,41.0,-0.05957446808505335,-0.14049955396990807,-0.2653880463872886,-0.3543710972347077,0.20294380017831437,0.15142729705582544,0.24041034790324456,OPP,8111,OPP,49061,LIMIT_RETRACE_010,True,3902.0,4390.889714285714,0.1999107939340018,-1.0,SL,-1.0,SL
1786446660000,2026-08-11T11:11:00+00:00,TRAIN,1,LONG,3.2028571428568933,0.47457627118604606,-0.9335414808207004,135457,-0.7073170731707317,41.0,-0.05957446808505335,-0.14049955396990807,-0.2653880463872886,-0.3543710972347077,0.20294380017831437,0.15142729705582544,0.24041034790324456,OPP,8111,OPP,49061,CONFIRM_005,True,4504.0,4391.45,0.024977698483476106,-1.0,SL,-1.0,SL
1786457070000,2026-08-11T14:04:30+00:00,TRAIN,1,LONG,3.663571428571491,0.7151491518816647,-0.40670696042106824,87458,-0.4979253112033195,482.0,-0.3414634146341871,-0.2756872684734415,0.21017742249962817,0.20744784558399054,-0.035484499902296046,-0.04776759602241708,0.17196334568144625,OPP,9151,PRED,32252,MARKET_NOW,True,7.0,4384.51,0.060050692142538116,-1.0,SL,-1.0,SL
1786457070000,2026-08-11T14:04:30+00:00,TRAIN,1,LONG,3.663571428571491,0.7151491518816647,-0.40670696042106824,87458,-0.4979253112033195,482.0,-0.3414634146341871,-0.2756872684734415,0.21017742249962817,0.20744784558399054,-0.035484499902296046,-0.04776759602241708,0.17196334568144625,OPP,9151,PRED,32252,LIMIT_RETRACE_010,True,1056.0,4384.143642857143,0.16005069214248138,-1.0,SL,-1.0,SL
1786457070000,2026-08-11T14:04:30+00:00,TRAIN,1,LONG,3.663571428571491,0.7151491518816647,-0.40670696042106824,87458,-0.4979253112033195,482.0,-0.3414634146341871,-0.2756872684734415,0.21017742249962817,0.20744784558399054,-0.035484499902296046,-0.04776759602241708,0.17196334568144625,OPP,9151,PRED,32252,CONFIRM_005,True,19350.0,4384.77,-0.01091830766255048,-1.0,SL,1.5,TP
1786534620000,2026-08-12T11:37:00+00:00,TRAIN,-1,SHORT,1.5089285714282465,1.2624852071006947,-1.11668639053305,98857,0.6585365853658537,41.0,-0.19718309859166716,0.45396449704178304,0.5633136094672153,0.9311242603550614,0.3346745562131621,0.35786982248526006,-0.7886390532543425,PRED,5257,PRED,6758,MARKET_NOW,True,9.0,4411.99,-1.0802366863908375,-1.0,SL,-1.0,SL
1786534620000,2026-08-12T11:37:00+00:00,TRAIN,-1,SHORT,1.5089285714282465,1.2624852071006947,-1.11668639053305,98857,0.6585365853658537,41.0,-0.19718309859166716,0.45396449704178304,0.5633136094672153,0.9311242603550614,0.3346745562131621,0.35786982248526006,-0.7886390532543425,PRED,5257,PRED,6758,LIMIT_RETRACE_010,False,,,,,NOFILL,,NOFILL
1786534620000,2026-08-12T11:37:00+00:00,TRAIN,-1,SHORT,1.5089285714282465,1.2624852071006947,-1.11668639053305,98857,0.6585365853658537,41.0,-0.19718309859166716,0.45396449704178304,0.5633136094672153,0.9311242603550614,0.3346745562131621,0.35786982248526006,-0.7886390532543425,PRED,5257,PRED,6758,CONFIRM_005,True,1055.0,4411.86,-1.1663905325447745,-1.0,SL,-1.0,SL
1786539810000,2026-08-12T13:03:30+00:00,TRAIN,-1,SHORT,4.917500000000473,1.0960854092524452,-0.2724961870869378,264757,0.5111111111111111,450.0,-0.058333333333367966,0.34367056431120424,0.5022877478391677,0.22979156075222998,0.07117437722426642,0.22775800711720867,0.5002541942041465,PRED,6907,PRED,29252,MARKET_NOW,True,158.0,4432.97,0.4087442806304067,2.0,TP,1.5,TP
1786539810000,2026-08-12T13:03:30+00:00,TRAIN,-1,SHORT,4.917500000000473,1.0960854092524452,-0.2724961870869378,264757,0.5111111111111111,450.0,-0.058333333333367966,0.34367056431120424,0.5022877478391677,0.22979156075222998,0.07117437722426642,0.22775800711720867,0.5002541942041465,PRED,6907,PRED,29252,LIMIT_RETRACE_010,False,,,,,NOFILL,,NOFILL
1786539810000,2026-08-12T13:03:30+00:00,TRAIN,-1,SHORT,4.917500000000473,1.0960854092524452,-0.2724961870869378,264757,0.5111111111111111,450.0,-0.058333333333367966,0.34367056431120424,0.5022877478391677,0.22979156075222998,0.07117437722426642,0.22775800711720867,0.5002541942041465,PRED,6907,PRED,29252,CONFIRM_005,True,2857.0,4432.64,0.3416370106761829,2.0,TP,1.5,TP
1786550370000,2026-08-12T15:59:30+00:00,TRAIN,-1,SHORT,2.0332142857141013,1.3205691199726592,-2.3558756367466307,286658,0.5578947368421052,95.0,-0.04912280701771943,-0.22132443351432607,-0.03196908484083893,-0.8139820832596453,-1.539434393114097,-1.0131740734233439,0.6443000175661338,OPP,14558,OPP,56706,MARKET_NOW,True,159.0,4420.77,0.42297558405091307,-1.0,SL,-1.0,SL
1786550370000,2026-08-12T15:59:30+00:00,TRAIN,-1,SHORT,2.0332142857141013,1.3205691199726592,-2.3558756367466307,286658,0.5578947368421052,95.0,-0.04912280701771943,-0.22132443351432607,-0.03196908484083893,-0.8139820832596453,-1.539434393114097,-1.0131740734233439,0.6443000175661338,OPP,14558,OPP,56706,LIMIT_RETRACE_010,True,1657.0,4420.973321428572,0.522975584050782,-1.0,SL,-1.0,SL
1786550370000,2026-08-12T15:59:30+00:00,TRAIN,-1,SHORT,2.0332142857141013,1.3205691199726592,-2.3558756367466307,286658,0.5578947368421052,95.0,-0.04912280701771943,-0.22132443351432607,-0.03196908484083893,-0.8139820832596453,-1.539434393114097,-1.0131740734233439,0.6443000175661338,OPP,14558,OPP,56706,CONFIRM_005,False,,,,,NOFILL,,NOFILL
1786555860000,2026-08-12T17:31:00+00:00,TRAIN,-1,SHORT,1.9407142857142259,-0.0,-1.9503128450496723,158,0.4117647058823529,85.0,-0.10144927536222523,-0.6157526683841164,-0.6028708133971853,-0.631210894368996,-1.386087596613749,-1.8034596981970645,-1.8807508281195884,OPP,2858,OPP,4959,MARKET_NOW,True,158.0,4406.79,-2.0868605079132974,-1.0,SL,-1.0,SL
1786555860000,2026-08-12T17:31:00+00:00,TRAIN,-1,SHORT,1.9407142857142259,-0.0,-1.9503128450496723,158,0.4117647058823529,85.0,-0.10144927536222523,-0.6157526683841164,-0.6028708133971853,-0.631210894368996,-1.386087596613749,-1.8034596981970645,-1.8807508281195884,OPP,2858,OPP,4959,LIMIT_RETRACE_010,True,755.0,4406.984071428571,-1.986860507913475,-1.0,SL,-1.0,SL
1786555860000,2026-08-12T17:31:00+00:00,TRAIN,-1,SHORT,1.9407142857142259,-0.0,-1.9503128450496723,158,0.4117647058823529,85.0,-0.10144927536222523,-0.6157526683841164,-0.6028708133971853,-0.631210894368996,-1.386087596613749,-1.8034596981970645,-1.8807508281195884,OPP,2858,OPP,4959,CONFIRM_005,False,,,,,NOFILL,,NOFILL
1786607190000,2026-08-13T07:46:30+00:00,TRAIN,1,LONG,2.025357142857177,0.720860518426642,-2.5871980250395246,47854,-0.7586206896551724,174.0,0.0499999999997239,0.014812202433307274,0.4295538705690543,0.4888026803031815,0.15799682595647507,-1.5256568506436716,-1.078822077235235,PRED,14259,PRED,28209,MARKET_NOW,True,159.0,4375.53,-1.2985364133310142,-1.0,SL,1.5,TP
1786607190000,2026-08-13T07:46:30+00:00,TRAIN,1,LONG,2.025357142857177,0.720860518426642,-2.5871980250395246,47854,-0.7586206896551724,174.0,0.0499999999997239,0.014812202433307274,0.4295538705690543,0.4888026803031815,0.15799682595647507,-1.5256568506436716,-1.078822077235235,PRED,14259,PRED,28209,LIMIT_RETRACE_010,False,,,,,NOFILL,,NOFILL
