gc_end_ms,gc_end_utc,period,direction,side,xau_atr,mfe_5m_atr,mae_5m_atr,time_to_mfe_ms,gc_delta_frac,gc_volume,gc_impact,mid_10s_atr,mid_30s_atr,mid_60s_atr,mid_120s_atr,mid_180s_atr,mid_300s_atr,fp_0.25_hit,fp_0.25_ms,fp_0.50_hit,fp_0.50_ms,variant,filled,fill_delay_ms,entry_price,hold300_atr,G1_r,G1_reason,G2_r,G2_reason
1786607190000,2026-08-13T07:46:30+00:00,TRAIN,1,LONG,2.025357142857177,0.720860518426642,-2.5871980250395246,47854,-0.7586206896551724,174.0,0.0499999999997239,0.014812202433307274,0.4295538705690543,0.4888026803031815,0.15799682595647507,-1.5256568506436716,-1.078822077235235,PRED,14259,PRED,28209,CONFIRM_005,True,12457.0,4375.85,-1.4565332392879384,-1.0,SL,-1.0,SL
1786715640000,2026-08-14T13:54:00+00:00,TRAIN,1,LONG,2.7817857142856286,0.537424573116237,-0.6380793426626183,8257,-0.4594594594594595,259.0,0.033898305084868935,0.49428681473874936,0.04134035177807148,-0.03774553857989302,0.2893824624471542,-0.2534343304660235,-0.27500320965444036,PRED,4808,PRED,8257,MARKET_NOW,True,156.0,4384.95,-0.4205931441777256,-1.0,SL,-1.0,SL
1786715640000,2026-08-14T13:54:00+00:00,TRAIN,1,LONG,2.7817857142856286,0.537424573116237,-0.6380793426626183,8257,-0.4594594594594595,259.0,0.033898305084868935,0.49428681473874936,0.04134035177807148,-0.03774553857989302,0.2893824624471542,-0.2534343304660235,-0.27500320965444036,PRED,4808,PRED,8257,LIMIT_RETRACE_010,True,606.0,4384.671821428571,-0.3205931441776672,-1.0,SL,1.5,TP
1786715640000,2026-08-14T13:54:00+00:00,TRAIN,1,LONG,2.7817857142856286,0.537424573116237,-0.6380793426626183,8257,-0.4594594594594595,259.0,0.033898305084868935,0.49428681473874936,0.04134035177807148,-0.03774553857989302,0.2893824624471542,-0.2534343304660235,-0.27500320965444036,PRED,4808,PRED,8257,CONFIRM_005,True,4655.0,4385.1,-0.4745153421494217,-1.0,SL,-1.0,SL
1786721820000,2026-08-14T15:37:00+00:00,TRAIN,-1,SHORT,2.3307142857142287,1.26356114005507,-0.0,122709,0.44329896907216493,97.0,0.0,0.36684033098357893,0.16947594238450037,0.4140361630402197,1.2463990193073071,0.8602513024820558,0.35611400551637346,PRED,2858,PRED,35860,MARKET_NOW,True,156.0,4389.54,0.18878332822539223,2.0,TP,1.5,TP
1786721820000,2026-08-14T15:37:00+00:00,TRAIN,-1,SHORT,2.3307142857142287,1.26356114005507,-0.0,122709,0.44329896907216493,97.0,0.0,0.36684033098357893,0.16947594238450037,0.4140361630402197,1.2463990193073071,0.8602513024820558,0.35611400551637346,PRED,2858,PRED,35860,LIMIT_RETRACE_010,False,,,,,NOFILL,,NOFILL
1786721820000,2026-08-14T15:37:00+00:00,TRAIN,-1,SHORT,2.3307142857142287,1.26356114005507,-0.0,122709,0.44329896907216493,97.0,0.0,0.36684033098357893,0.16947594238450037,0.4140361630402197,1.2463990193073071,0.8602513024820558,0.35611400551637346,PRED,2858,PRED,35860,CONFIRM_005,True,909.0,4389.38,0.12013484523434051,2.0,TP,1.5,TP
1786728360000,2026-08-14T17:26:00+00:00,TRAIN,1,LONG,1.248928571428613,0.4083500142981309,-1.84958535887857,281855,-0.6071428571428571,56.0,-0.14659685863927396,-0.0640549042035427,-0.9047755218752227,-0.4443808979127147,-0.9768372891043904,-0.4724049185016736,0.04804117815229292,OPP,12307,OPP,22957,MARKET_NOW,True,1807.0,4381.9,-0.2962539319415671,-1.0,SL,-1.0,SL
1786728360000,2026-08-14T17:26:00+00:00,TRAIN,1,LONG,1.248928571428613,0.4083500142981309,-1.84958535887857,281855,-0.6071428571428571,56.0,-0.14659685863927396,-0.0640549042035427,-0.9047755218752227,-0.4443808979127147,-0.9768372891043904,-0.4724049185016736,0.04804117815229292,OPP,12307,OPP,22957,LIMIT_RETRACE_010,True,4058.0,4381.7751071428565,-0.1962539319413798,-1.0,SL,-1.0,SL
1786728360000,2026-08-14T17:26:00+00:00,TRAIN,1,LONG,1.248928571428613,0.4083500142981309,-1.84958535887857,281855,-0.6071428571428571,56.0,-0.14659685863927396,-0.0640549042035427,-0.9047755218752227,-0.4443808979127147,-0.9768372891043904,-0.4724049185016736,0.04804117815229292,OPP,12307,OPP,22957,CONFIRM_005,False,,,,,NOFILL,,NOFILL
1786950240000,2026-08-17T07:04:00+00:00,TRAIN,1,LONG,1.3007142857141585,0.19604612850022757,-2.852278967601226,4803,-0.7846153846153846,65.0,-0.14893617021330635,0.057660626028820605,-0.8110928061507698,-1.222405271828897,-1.537616694124258,-2.187259747391953,-1.6260296540362351,OPP,12758,OPP,19507,MARKET_NOW,True,6.0,4403.51,-1.9220208676553225,-1.0,SL,-1.0,SL
1786950240000,2026-08-17T07:04:00+00:00,TRAIN,1,LONG,1.3007142857141585,0.19604612850022757,-2.852278967601226,4803,-0.7846153846153846,65.0,-0.14893617021330635,0.057660626028820605,-0.8110928061507698,-1.222405271828897,-1.537616694124258,-2.187259747391953,-1.6260296540362351,OPP,12758,OPP,19507,LIMIT_RETRACE_010,True,12604.0,4403.3799285714285,-1.8220208676551177,-1.0,SL,-1.0,SL
1786950240000,2026-08-17T07:04:00+00:00,TRAIN,1,LONG,1.3007142857141585,0.19604612850022757,-2.852278967601226,4803,-0.7846153846153846,65.0,-0.14893617021330635,0.057660626028820605,-0.8110928061507698,-1.222405271828897,-1.537616694124258,-2.187259747391953,-1.6260296540362351,OPP,12758,OPP,19507,CONFIRM_005,True,907.0,4403.64,-2.021965952773483,-1.0,SL,-1.0,SL
1786966950000,2026-08-17T11:42:30+00:00,TRAIN,-1,SHORT,1.2746428571426804,2.055477724853099,-0.1490613617263939,230556,0.7028571428571428,175.0,-0.07650273224071091,0.13337069207068358,0.258896049313512,0.5805547772484382,1.443541608293954,1.2552535724297114,1.5219949565710784,PRED,10351,PRED,13056,MARKET_NOW,True,3.0,4401.64,1.2003362286361523,-1.0,SL,-1.0,SL
1786966950000,2026-08-17T11:42:30+00:00,TRAIN,-1,SHORT,1.2746428571426804,2.055477724853099,-0.1490613617263939,230556,0.7028571428571428,175.0,-0.07650273224071091,0.13337069207068358,0.258896049313512,0.5805547772484382,1.443541608293954,1.2552535724297114,1.5219949565710784,PRED,10351,PRED,13056,LIMIT_RETRACE_010,True,1358.0,4401.767464285715,1.3003362286361522,-1.0,SL,-1.0,SL
1786966950000,2026-08-17T11:42:30+00:00,TRAIN,-1,SHORT,1.2746428571426804,2.055477724853099,-0.1490613617263939,230556,0.7028571428571428,175.0,-0.07650273224071091,0.13337069207068358,0.258896049313512,0.5805547772484382,1.443541608293954,1.2552535724297114,1.5219949565710784,PRED,10351,PRED,13056,CONFIRM_005,True,4358.0,4401.56,1.1375735500147381,-1.0,SL,-1.0,SL
1786976250000,2026-08-17T14:17:30+00:00,TRAIN,1,LONG,2.6742857142858156,2.5651709401710607,-0.011217948718193156,257556,-0.5579514824797843,371.0,-0.33898305084744124,0.9123931623933182,0.6543803418803171,0.9310897435896267,1.806089743589648,1.346153846153931,2.385683760683371,PRED,4054,PRED,8857,MARKET_NOW,True,159.0,4415.02,2.2174145299142145,2.0,TP,1.5,TP
1786976250000,2026-08-17T14:17:30+00:00,TRAIN,1,LONG,2.6742857142858156,2.5651709401710607,-0.011217948718193156,257556,-0.5579514824797843,371.0,-0.33898305084744124,0.9123931623933182,0.6543803418803171,0.9310897435896267,1.806089743589648,1.346153846153931,2.385683760683371,PRED,4054,PRED,8857,LIMIT_RETRACE_010,False,,,,,NOFILL,,NOFILL
1786976250000,2026-08-17T14:17:30+00:00,TRAIN,1,LONG,2.6742857142858156,2.5651709401710607,-0.011217948718193156,257556,-0.5579514824797843,371.0,-0.33898305084744124,0.9123931623933182,0.6543803418803171,0.9310897435896267,1.806089743589648,1.346153846153931,2.385683760683371,PRED,4054,PRED,8857,CONFIRM_005,True,2704.0,4415.64,1.9855769230766573,-1.0,SL,1.5,TP
1786988190000,2026-08-17T17:36:30+00:00,TRAIN,1,LONG,1.942857142857065,0.2573529411764809,-2.588970588235267,24457,-0.625,64.0,-0.28767123287688856,-0.2470588235296651,-0.030882352941383685,-0.39375000000018434,-0.5507352941179875,-1.8066176470585402,-1.7963235294117244,OPP,7957,OPP,79955,MARKET_NOW,True,157.0,4416.56,-2.02279411764729,-1.0,SL,-1.0,SL
1786988190000,2026-08-17T17:36:30+00:00,TRAIN,1,LONG,1.942857142857065,0.2573529411764809,-2.588970588235267,24457,-0.625,64.0,-0.28767123287688856,-0.2470588235296651,-0.030882352941383685,-0.39375000000018434,-0.5507352941179875,-1.8066176470585402,-1.7963235294117244,OPP,7957,OPP,79955,LIMIT_RETRACE_010,True,4957.0,4416.365714285715,-1.922794117647243,-1.0,SL,-1.0,SL
1786988190000,2026-08-17T17:36:30+00:00,TRAIN,1,LONG,1.942857142857065,0.2573529411764809,-2.588970588235267,24457,-0.625,64.0,-0.28767123287688856,-0.2470588235296651,-0.030882352941383685,-0.39375000000018434,-0.5507352941179875,-1.8066176470585402,-1.7963235294117244,OPP,7957,OPP,79955,CONFIRM_005,True,2408.0,4416.66,-2.074264705882305,-1.0,SL,-1.0,SL
1787061690000,2026-08-18T14:01:30+00:00,TRAIN,1,LONG,3.401071428571348,1.9787881969966632,-0.3939934894466551,142805,-0.5748792270531401,414.0,-0.02898550724621853,0.22933949385664099,0.4057544891313505,0.4763204872411273,1.4877664601489982,1.1584584689695048,-0.35577024047072653,PRED,10206,PRED,35703,MARKET_NOW,True,154.0,4400.05,-0.4880814869263575,2.0,TP,1.5,TP
1787061690000,2026-08-18T14:01:30+00:00,TRAIN,1,LONG,3.401071428571348,1.9787881969966632,-0.3939934894466551,142805,-0.5748792270531401,414.0,-0.02898550724621853,0.22933949385664099,0.4057544891313505,0.4763204872411273,1.4877664601489982,1.1584584689695048,-0.35577024047072653,PRED,10206,PRED,35703,LIMIT_RETRACE_010,False,,,,,NOFILL,,NOFILL
1787061690000,2026-08-18T14:01:30+00:00,TRAIN,1,LONG,3.401071428571348,1.9787881969966632,-0.3939934894466551,142805,-0.5748792270531401,414.0,-0.02898550724621853,0.22933949385664099,0.4057544891313505,0.4763204872411273,1.4877664601489982,1.1584584689695048,-0.35577024047072653,PRED,10206,PRED,35703,CONFIRM_005,True,759.0,4400.26,-0.549826735272479,2.0,TP,1.5,TP
1787066100000,2026-08-18T15:15:00+00:00,TRAIN,-1,SHORT,3.8882142857143793,1.2897951685496996,-1.3656654725818147,300009,0.5037593984962406,266.0,0.022950819672213955,-0.04886561954637763,-0.5478093138603486,-0.7136952328464035,-1.1521998714061243,-0.9464498943694835,1.2897951685496996,OPP,12605,OPP,14255,MARKET_NOW,True,6.0,4359.91,1.175346743822805,-1.0,SL,-1.0,SL
1787066100000,2026-08-18T15:15:00+00:00,TRAIN,-1,SHORT,3.8882142857143793,1.2897951685496996,-1.3656654725818147,300009,0.5037593984962406,266.0,0.022950819672213955,-0.04886561954637763,-0.5478093138603486,-0.7136952328464035,-1.1521998714061243,-0.9464498943694835,1.2897951685496996,OPP,12605,OPP,14255,LIMIT_RETRACE_010,True,1507.0,4360.2988214285715,1.2753467438228583,-1.0,SL,-1.0,SL
1787066100000,2026-08-18T15:15:00+00:00,TRAIN,-1,SHORT,3.8882142857143793,1.2897951685496996,-1.3656654725818147,300009,0.5037593984962406,266.0,0.022950819672213955,-0.04886561954637763,-0.5478093138603486,-0.7136952328464035,-1.1521998714061243,-0.9464498943694835,1.2897951685496996,OPP,12605,OPP,14255,CONFIRM_005,True,1951.0,4359.67,1.1136217507118127,-1.0,SL,-1.0,SL
1787070660000,2026-08-18T16:31:00+00:00,TRAIN,1,LONG,1.7589285714285066,0.5742131979696884,-1.5463959390859792,253954,-0.6,85.0,-0.2834008097165909,0.415025380710427,-0.2728934010149903,-1.2166497461926074,-0.830050761420854,-1.182538071065992,-0.46619289340086695,PRED,8410,OPP,33303,MARKET_NOW,True,8.0,4366.34,-0.7220304568530667,-1.0,SL,-1.0,SL
1787070660000,2026-08-18T16:31:00+00:00,TRAIN,1,LONG,1.7589285714285066,0.5742131979696884,-1.5463959390859792,253954,-0.6,85.0,-0.2834008097165909,0.415025380710427,-0.2728934010149903,-1.2166497461926074,-0.830050761420854,-1.182538071065992,-0.46619289340086695,PRED,8410,OPP,33303,LIMIT_RETRACE_010,True,24161.0,4366.164107142858,-0.6220304568532256,-1.0,SL,-1.0,SL
1787070660000,2026-08-18T16:31:00+00:00,TRAIN,1,LONG,1.7589285714285066,0.5742131979696884,-1.5463959390859792,253954,-0.6,85.0,-0.2834008097165909,0.415025380710427,-0.2728934010149903,-1.2166497461926074,-0.830050761420854,-1.182538071065992,-0.46619289340086695,PRED,8410,OPP,33303,CONFIRM_005,True,2559.0,4366.46,-0.7902538071068143,-1.0,SL,-1.0,SL
