signal_time_utc,expiry_min,filled,status,raw_r,accepted,busy_skip,stress_r,candidate,busy_clock
2026-08-10 11:25:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-10 12:55:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-10 14:17:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-10 16:02:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-10 19:05:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-10 19:21:00+00:00,1,True,TP,3.0,True,False,2.95,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-10 19:51:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-10 22:45:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-11 00:08:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-11 00:09:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-11 04:33:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-11 06:08:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-11 06:09:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-11 07:26:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-11 08:28:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-11 10:59:00+00:00,1,True,TP,3.0,True,False,2.95,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 02:42:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 02:50:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 06:45:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 06:51:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 06:55:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 07:42:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 07:48:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 09:15:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 18:33:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 18:44:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 22:57:00+00:00,1,True,TP,3.0,True,False,2.95,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 23:00:00+00:00,1,False,NO_FILL,0.0,False,True,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-12 23:16:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 04:24:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 05:11:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 05:14:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 05:26:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 08:48:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 09:57:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 10:37:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 10:43:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 10:50:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 11:14:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 16:29:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 17:06:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 19:38:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 23:09:00+00:00,1,True,TIMEOUT,1.2320360970106112,True,False,1.1820360970106112,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-13 23:25:00+00:00,1,False,NO_FILL,0.0,False,True,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 03:13:00+00:00,1,True,TIMEOUT,1.1208666553229147,True,False,1.0708666553229147,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 04:12:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 05:36:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 05:50:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 07:41:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 07:58:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 09:14:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 14:12:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 15:01:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 18:03:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 18:38:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-14 19:09:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-16 22:51:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-16 22:52:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-17 03:29:00+00:00,1,True,TIMEOUT,2.2946505948156415,True,False,2.2446505948156417,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-17 05:19:00+00:00,1,True,TP,3.0,True,False,2.95,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-17 05:28:00+00:00,1,False,NO_FILL,0.0,False,True,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-17 06:50:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-17 09:06:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-17 09:09:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-17 13:38:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-17 15:55:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-17 23:16:00+00:00,1,True,TP,3.0,True,False,2.95,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-17 23:25:00+00:00,1,False,NO_FILL,0.0,False,True,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-18 07:29:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-18 08:35:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-18 12:04:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-18 16:08:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-18 23:52:00+00:00,1,True,TP,3.0,True,False,2.95,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 00:13:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 01:31:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 01:33:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 01:37:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 05:28:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 06:53:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 07:23:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 07:26:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 08:04:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 08:09:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 09:41:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 10:13:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 12:32:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 14:12:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 18:04:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-19 18:53:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-20 03:34:00+00:00,1,True,TIMEOUT,-0.34928458958042524,True,False,-0.39928458958042523,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-20 13:35:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-20 14:23:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-20 14:33:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-20 14:35:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-20 14:45:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-20 15:00:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 01:12:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 01:14:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 01:23:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 04:30:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 05:44:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 05:48:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 05:51:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 06:35:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 06:48:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 07:47:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 08:17:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 08:19:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 09:04:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 09:06:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 11:36:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 13:37:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-21 15:15:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-23 23:21:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-23 23:34:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-23 23:36:00+00:00,1,False,NO_FILL,0.0,False,True,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-23 23:54:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-24 00:53:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-24 02:10:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-24 02:17:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-24 06:06:00+00:00,1,True,TP,3.0,True,False,2.95,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-24 10:03:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-24 13:05:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-24 23:00:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-24 23:15:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-25 05:05:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-25 05:15:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-25 05:19:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-25 05:20:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-25 06:24:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-25 08:22:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-25 14:37:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-25 15:33:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-25 18:57:00+00:00,1,True,TP,3.0,True,False,2.95,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-25 19:07:00+00:00,1,False,NO_FILL,0.0,False,True,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-26 02:41:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-26 05:02:00+00:00,1,True,TP,3.0,True,False,2.95,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-26 05:09:00+00:00,1,False,NO_FILL,0.0,False,True,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-26 06:04:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-26 11:18:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-26 17:30:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-26 23:17:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 01:03:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 01:14:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 01:37:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 08:56:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 10:57:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 12:02:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 14:35:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 15:41:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 15:42:00+00:00,1,True,TIMEOUT,0.783998440773733,True,False,0.733998440773733,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 15:53:00+00:00,1,False,NO_FILL,0.0,False,True,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 16:33:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 16:37:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 18:52:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 19:02:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-27 19:08:00+00:00,1,False,NO_FILL,0.0,False,True,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-28 02:24:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-28 03:24:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-28 04:56:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-28 06:59:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-28 08:00:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-28 09:31:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-28 14:35:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-28 19:01:00+00:00,1,True,TIMEOUT,1.1123744551827175,True,False,1.0623744551827174,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-30 23:08:00+00:00,1,True,SL,-1.0,True,False,-1.05,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-31 04:37:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-31 05:20:00+00:00,1,True,TP,3.0,True,False,2.95,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-31 06:45:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-31 08:02:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-31 09:12:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-31 11:25:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-31 11:28:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
2026-08-31 16:29:00+00:00,1,False,NO_FILL,0.0,True,False,0.0,D1.00_E1M,FROZEN_SIGNAL_LEFT_EDGE
