state,entry_kind,period,gc_end_ms,gc_end_utc,direction,side,r5,r10,r30,slope_5_30,xau_atr,gc_delta_frac,gc_volume,gc_impact,filled,fill_delay_ms,entry_price,hold_120s_atr,hold_300s_atr,G1_r,G1_reason,G2_r,G2_reason
ALL,CONFIRM_010,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,False,,,,,,NOFILL,,NOFILL
ALL,CONFIRM_AFTER_NEGATIVE,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,True,1954.0,4478.17,0.9300527240772423,2.08646748681882,-1.0,SL,-1.0,SL
STALL_THEN_GO,MARKET_5S,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,True,5105.0,4478.11,0.9448154657293615,2.101230228470939,-1.0,SL,-1.0,SL
STALL_THEN_GO,LIMIT_010_FROM_5S,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,True,5851.0,4477.703571428571,1.0448154657293358,2.2012302284709135,2.0,TP,1.5,TP
STALL_THEN_GO,CONFIRM_010,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,False,,,,,,NOFILL,,NOFILL
STALL_THEN_GO,CONFIRM_AFTER_NEGATIVE,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,True,1954.0,4478.17,0.9300527240772423,2.08646748681882,-1.0,SL,-1.0,SL
CROWD_PERSISTS,MARKET_5S,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,True,5105.0,4478.11,0.9448154657293615,2.101230228470939,-1.0,SL,-1.0,SL
CROWD_PERSISTS,LIMIT_010_FROM_5S,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,True,5851.0,4477.703571428571,1.0448154657293358,2.2012302284709135,2.0,TP,1.5,TP
CROWD_PERSISTS,CONFIRM_010,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,False,,,,,,NOFILL,,NOFILL
CROWD_PERSISTS,CONFIRM_AFTER_NEGATIVE,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,True,1954.0,4478.17,0.9300527240772423,2.08646748681882,-1.0,SL,-1.0,SL
REVERSAL_CONFIRM,MARKET_5S,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,True,5105.0,4478.11,0.9448154657293615,2.101230228470939,-1.0,SL,-1.0,SL
REVERSAL_CONFIRM,LIMIT_010_FROM_5S,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,True,5851.0,4477.703571428571,1.0448154657293358,2.2012302284709135,2.0,TP,1.5,TP
REVERSAL_CONFIRM,CONFIRM_010,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,False,,,,,,NOFILL,,NOFILL
REVERSAL_CONFIRM,CONFIRM_AFTER_NEGATIVE,TRAIN,1787149440000,2026-08-19T14:24:00+00:00,1,LONG,-0.012302284709838239,-0.21159929701199254,0.024604569420124033,0.03690685412996227,4.064285714285818,-0.4363207547169811,848.0,-0.25709515859774545,True,1954.0,4478.17,0.9300527240772423,2.08646748681882,-1.0,SL,-1.0,SL
ALL,MARKET_5S,TRAIN,1787152230000,2026-08-19T15:10:30+00:00,1,LONG,0.18996850012099534,0.18318391083142258,0.013569178580379622,-0.17639932154061572,2.9478571428569142,-0.5982142857142857,448.0,-0.032183908046093425,True,5108.0,4482.98,-0.12551490186573477,0.5766900896537929,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,TRAIN,1787152230000,2026-08-19T15:10:30+00:00,1,LONG,0.18996850012099534,0.18318391083142258,0.013569178580379622,-0.17639932154061572,2.9478571428569142,-0.5982142857142857,448.0,-0.032183908046093425,True,12453.0,4482.685214285714,-0.025514901865849364,0.6766900896536783,-1.0,SL,-1.0,SL
ALL,CONFIRM_010,TRAIN,1787152230000,2026-08-19T15:10:30+00:00,1,LONG,0.18996850012099534,0.18318391083142258,0.013569178580379622,-0.17639932154061572,2.9478571428569142,-0.5982142857142857,448.0,-0.032183908046093425,True,2702.0,4482.75,-0.0474921250304031,0.6547128664891245,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,TRAIN,1787152230000,2026-08-19T15:10:30+00:00,1,LONG,0.18996850012099534,0.18318391083142258,0.013569178580379622,-0.17639932154061572,2.9478571428569142,-0.5982142857142857,448.0,-0.032183908046093425,True,1506.0,4482.49,0.04070753574021329,0.7429125272597409,-1.0,SL,-1.0,SL
DIVERGE_EARLY,MARKET_5S,TRAIN,1787152230000,2026-08-19T15:10:30+00:00,1,LONG,0.18996850012099534,0.18318391083142258,0.013569178580379622,-0.17639932154061572,2.9478571428569142,-0.5982142857142857,448.0,-0.032183908046093425,True,5108.0,4482.98,-0.12551490186573477,0.5766900896537929,-1.0,SL,-1.0,SL
DIVERGE_EARLY,LIMIT_010_FROM_5S,TRAIN,1787152230000,2026-08-19T15:10:30+00:00,1,LONG,0.18996850012099534,0.18318391083142258,0.013569178580379622,-0.17639932154061572,2.9478571428569142,-0.5982142857142857,448.0,-0.032183908046093425,True,12453.0,4482.685214285714,-0.025514901865849364,0.6766900896536783,-1.0,SL,-1.0,SL
DIVERGE_EARLY,CONFIRM_010,TRAIN,1787152230000,2026-08-19T15:10:30+00:00,1,LONG,0.18996850012099534,0.18318391083142258,0.013569178580379622,-0.17639932154061572,2.9478571428569142,-0.5982142857142857,448.0,-0.032183908046093425,True,2702.0,4482.75,-0.0474921250304031,0.6547128664891245,-1.0,SL,-1.0,SL
DIVERGE_EARLY,CONFIRM_AFTER_NEGATIVE,TRAIN,1787152230000,2026-08-19T15:10:30+00:00,1,LONG,0.18996850012099534,0.18318391083142258,0.013569178580379622,-0.17639932154061572,2.9478571428569142,-0.5982142857142857,448.0,-0.032183908046093425,True,1506.0,4482.49,0.04070753574021329,0.7429125272597409,-1.0,SL,-1.0,SL
ALL,MARKET_5S,TRAIN,1787162430000,2026-08-19T18:00:30+00:00,1,LONG,0.008175182481186743,-0.049051094891581624,1.1363503649630278,1.1281751824818411,1.2232142857142858,-0.5172413793103449,261.0,-0.9600000000005321,True,5256.0,4488.64,3.7687591240873233,2.9839416058391186,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,TRAIN,1787162430000,2026-08-19T18:00:30+00:00,1,LONG,0.008175182481186743,-0.049051094891581624,1.1363503649630278,1.1281751824818411,1.2232142857142858,-0.5172413793103449,261.0,-0.9600000000005321,True,8707.0,4488.517678571429,3.868759124086983,3.0839416058387785,-1.0,SL,-1.0,SL
ALL,CONFIRM_010,TRAIN,1787162430000,2026-08-19T18:00:30+00:00,1,LONG,0.008175182481186743,-0.049051094891581624,1.1363503649630278,1.1281751824818411,1.2232142857142858,-0.5172413793103449,261.0,-0.9600000000005321,True,758.0,4488.9,3.556204379562341,2.771386861314136,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,TRAIN,1787162430000,2026-08-19T18:00:30+00:00,1,LONG,0.008175182481186743,-0.049051094891581624,1.1363503649630278,1.1281751824818411,1.2232142857142858,-0.5172413793103449,261.0,-0.9600000000005321,True,11107.0,4488.67,3.744233576642276,2.959416058394071,-1.0,SL,-1.0,SL
STALL_THEN_GO,MARKET_5S,TRAIN,1787162430000,2026-08-19T18:00:30+00:00,1,LONG,0.008175182481186743,-0.049051094891581624,1.1363503649630278,1.1281751824818411,1.2232142857142858,-0.5172413793103449,261.0,-0.9600000000005321,True,5256.0,4488.64,3.7687591240873233,2.9839416058391186,-1.0,SL,-1.0,SL
STALL_THEN_GO,LIMIT_010_FROM_5S,TRAIN,1787162430000,2026-08-19T18:00:30+00:00,1,LONG,0.008175182481186743,-0.049051094891581624,1.1363503649630278,1.1281751824818411,1.2232142857142858,-0.5172413793103449,261.0,-0.9600000000005321,True,8707.0,4488.517678571429,3.868759124086983,3.0839416058387785,-1.0,SL,-1.0,SL
STALL_THEN_GO,CONFIRM_010,TRAIN,1787162430000,2026-08-19T18:00:30+00:00,1,LONG,0.008175182481186743,-0.049051094891581624,1.1363503649630278,1.1281751824818411,1.2232142857142858,-0.5172413793103449,261.0,-0.9600000000005321,True,758.0,4488.9,3.556204379562341,2.771386861314136,-1.0,SL,-1.0,SL
STALL_THEN_GO,CONFIRM_AFTER_NEGATIVE,TRAIN,1787162430000,2026-08-19T18:00:30+00:00,1,LONG,0.008175182481186743,-0.049051094891581624,1.1363503649630278,1.1281751824818411,1.2232142857142858,-0.5172413793103449,261.0,-0.9600000000005321,True,11107.0,4488.67,3.744233576642276,2.959416058394071,-1.0,SL,-1.0,SL
ALL,MARKET_5S,VALID,1787220600000,2026-08-20T10:10:00+00:00,1,LONG,0.013108614232494957,-0.026217228464989913,-0.20973782771515043,-0.22284644194764539,1.5257142857143922,-0.6,75.0,-0.11864406779703082,True,5410.0,4489.88,-0.727528089887375,0.30805243445707425,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,VALID,1787220600000,2026-08-20T10:10:00+00:00,1,LONG,0.013108614232494957,-0.026217228464989913,-0.20973782771515043,-0.22284644194764539,1.5257142857143922,-0.6,75.0,-0.11864406779703082,True,7960.0,4489.727428571428,-0.627528089887192,0.40805243445725736,-1.0,SL,-1.0,SL
ALL,CONFIRM_010,VALID,1787220600000,2026-08-20T10:10:00+00:00,1,LONG,0.013108614232494957,-0.026217228464989913,-0.20973782771515043,-0.22284644194764539,1.5257142857143922,-0.6,75.0,-0.11864406779703082,True,2110.0,4490.02,-0.8192883895130515,0.2162921348313979,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,VALID,1787220600000,2026-08-20T10:10:00+00:00,1,LONG,0.013108614232494957,-0.026217228464989913,-0.20973782771515043,-0.22284644194764539,1.5257142857143922,-0.6,75.0,-0.11864406779703082,True,1809.0,4489.87,-0.7209737827711276,0.31460674157332175,-1.0,SL,-1.0,SL
ALL,MARKET_5S,VALID,1787249370000,2026-08-20T18:09:30+00:00,1,LONG,0.1820546163855729,0.09102730819278645,0.3034243606415176,0.12136974425594471,1.647857142857187,-0.569620253164557,79.0,-0.249999999999797,True,5858.0,4516.79,-2.427394885132141,-3.695708712613773,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,VALID,1787249370000,2026-08-20T18:09:30+00:00,1,LONG,0.1820546163855729,0.09102730819278645,0.3034243606415176,0.12136974425594471,1.647857142857187,-0.569620253164557,79.0,-0.249999999999797,True,7808.0,4516.625214285714,-2.327394885131877,-3.595708712613509,-1.0,SL,-1.0,SL
ALL,CONFIRM_010,VALID,1787249370000,2026-08-20T18:09:30+00:00,1,LONG,0.1820546163855729,0.09102730819278645,0.3034243606415176,0.12136974425594471,1.647857142857187,-0.569620253164557,79.0,-0.249999999999797,True,909.0,4516.68,-2.360641525791206,-3.628955353272838,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,VALID,1787249370000,2026-08-20T18:09:30+00:00,1,LONG,0.1820546163855729,0.09102730819278645,0.3034243606415176,0.12136974425594471,1.647857142857187,-0.569620253164557,79.0,-0.249999999999797,False,,,,,,NOFILL,,NOFILL
DIVERGE_EARLY,MARKET_5S,VALID,1787249370000,2026-08-20T18:09:30+00:00,1,LONG,0.1820546163855729,0.09102730819278645,0.3034243606415176,0.12136974425594471,1.647857142857187,-0.569620253164557,79.0,-0.249999999999797,True,5858.0,4516.79,-2.427394885132141,-3.695708712613773,-1.0,SL,-1.0,SL
DIVERGE_EARLY,LIMIT_010_FROM_5S,VALID,1787249370000,2026-08-20T18:09:30+00:00,1,LONG,0.1820546163855729,0.09102730819278645,0.3034243606415176,0.12136974425594471,1.647857142857187,-0.569620253164557,79.0,-0.249999999999797,True,7808.0,4516.625214285714,-2.327394885131877,-3.595708712613509,-1.0,SL,-1.0,SL
DIVERGE_EARLY,CONFIRM_010,VALID,1787249370000,2026-08-20T18:09:30+00:00,1,LONG,0.1820546163855729,0.09102730819278645,0.3034243606415176,0.12136974425594471,1.647857142857187,-0.569620253164557,79.0,-0.249999999999797,True,909.0,4516.68,-2.360641525791206,-3.628955353272838,-1.0,SL,-1.0,SL
DIVERGE_EARLY,CONFIRM_AFTER_NEGATIVE,VALID,1787249370000,2026-08-20T18:09:30+00:00,1,LONG,0.1820546163855729,0.09102730819278645,0.3034243606415176,0.12136974425594471,1.647857142857187,-0.569620253164557,79.0,-0.249999999999797,False,,,,,,NOFILL,,NOFILL
ALL,MARKET_5S,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,True,5707.0,4524.04,,-1.1707561342010715,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,False,,,,,,NOFILL,,NOFILL
ALL,CONFIRM_010,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,True,307.0,4524.5,,-1.4932398597894019,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,True,11256.0,4524.42,,-1.4371557336001826,-1.0,SL,-1.0,SL
STALL_THEN_GO,MARKET_5S,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,True,5707.0,4524.04,,-1.1707561342010715,-1.0,SL,-1.0,SL
STALL_THEN_GO,LIMIT_010_FROM_5S,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,False,,,,,,NOFILL,,NOFILL
STALL_THEN_GO,CONFIRM_010,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,True,307.0,4524.5,,-1.4932398597894019,-1.0,SL,-1.0,SL
STALL_THEN_GO,CONFIRM_AFTER_NEGATIVE,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,True,11256.0,4524.42,,-1.4371557336001826,-1.0,SL,-1.0,SL
CROWD_PERSISTS,MARKET_5S,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,True,5707.0,4524.04,,-1.1707561342010715,-1.0,SL,-1.0,SL
CROWD_PERSISTS,LIMIT_010_FROM_5S,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,False,,,,,,NOFILL,,NOFILL
CROWD_PERSISTS,CONFIRM_010,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,True,307.0,4524.5,,-1.4932398597894019,-1.0,SL,-1.0,SL
CROWD_PERSISTS,CONFIRM_AFTER_NEGATIVE,VALID,1787252010000,2026-08-20T18:53:30+00:00,1,LONG,-0.2173259889830659,-0.15423134702003463,-0.11216825237843886,0.10515773660462704,1.4264285714289144,-0.6334661354581673,251.0,-0.0,True,11256.0,4524.42,,-1.4371557336001826,-1.0,SL,-1.0,SL
ALL,MARKET_5S,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,5112.0,4566.6,-0.8099173553717921,-2.5872359963268097,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,9156.0,4566.911142857143,-0.7099173553717921,-2.48723599632681,2.0,TP,1.5,TP
ALL,CONFIRM_010,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,23257.0,4564.69,-1.4237832874198206,-3.2011019283748383,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,20408.0,4565.32,-1.2213039485767996,-2.9986225895318173,-1.0,SL,1.5,TP
STALL_THEN_GO,MARKET_5S,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,5112.0,4566.6,-0.8099173553717921,-2.5872359963268097,-1.0,SL,-1.0,SL
STALL_THEN_GO,LIMIT_010_FROM_5S,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,9156.0,4566.911142857143,-0.7099173553717921,-2.48723599632681,2.0,TP,1.5,TP
STALL_THEN_GO,CONFIRM_010,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,23257.0,4564.69,-1.4237832874198206,-3.2011019283748383,-1.0,SL,-1.0,SL
STALL_THEN_GO,CONFIRM_AFTER_NEGATIVE,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,20408.0,4565.32,-1.2213039485767996,-2.9986225895318173,-1.0,SL,1.5,TP
CROWD_PERSISTS,MARKET_5S,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,5112.0,4566.6,-0.8099173553717921,-2.5872359963268097,-1.0,SL,-1.0,SL
CROWD_PERSISTS,LIMIT_010_FROM_5S,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,9156.0,4566.911142857143,-0.7099173553717921,-2.48723599632681,2.0,TP,1.5,TP
CROWD_PERSISTS,CONFIRM_010,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,23257.0,4564.69,-1.4237832874198206,-3.2011019283748383,-1.0,SL,-1.0,SL
CROWD_PERSISTS,CONFIRM_AFTER_NEGATIVE,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,20408.0,4565.32,-1.2213039485767996,-2.9986225895318173,-1.0,SL,1.5,TP
REVERSAL_CONFIRM,MARKET_5S,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,5112.0,4566.6,-0.8099173553717921,-2.5872359963268097,-1.0,SL,-1.0,SL
REVERSAL_CONFIRM,LIMIT_010_FROM_5S,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,9156.0,4566.911142857143,-0.7099173553717921,-2.48723599632681,2.0,TP,1.5,TP
REVERSAL_CONFIRM,CONFIRM_010,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,23257.0,4564.69,-1.4237832874198206,-3.2011019283748383,-1.0,SL,-1.0,SL
REVERSAL_CONFIRM,CONFIRM_AFTER_NEGATIVE,VALID,1787315970000,2026-08-21T12:39:30+00:00,-1,SHORT,-0.40817263544552485,-0.5592286501377007,0.2699724517906948,0.6781450872362196,3.111428571428405,0.4202247191011236,445.0,-0.7543103448276068,True,20408.0,4565.32,-1.2213039485767996,-2.9986225895318173,-1.0,SL,1.5,TP
ALL,MARKET_5S,VALID,1787320800000,2026-08-21T14:00:00+00:00,-1,SHORT,0.28562224846982304,-0.1999355739291769,0.06313754966149994,-0.2224846988083231,3.3260714285714648,0.48360655737704916,244.0,-0.3721881390593665,True,5109.0,4579.86,-0.6524213465049005,-2.7630194351982333,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,VALID,1787320800000,2026-08-21T14:00:00+00:00,-1,SHORT,0.28562224846982304,-0.1999355739291769,0.06313754966149994,-0.2224846988083231,3.3260714285714648,0.48360655737704916,244.0,-0.3721881390593665,True,5407.0,4580.192607142857,-0.5524213465048419,-2.6630194351981746,-1.0,SL,-1.0,SL
ALL,CONFIRM_010,VALID,1787320800000,2026-08-21T14:00:00+00:00,-1,SHORT,0.28562224846982304,-0.1999355739291769,0.06313754966149994,-0.2224846988083231,3.3260714285714648,0.48360655737704916,244.0,-0.3721881390593665,True,3611.0,4580.0,-0.6103296467302937,-2.7209277354236265,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,VALID,1787320800000,2026-08-21T14:00:00+00:00,-1,SHORT,0.28562224846982304,-0.1999355739291769,0.06313754966149994,-0.2224846988083231,3.3260714285714648,0.48360655737704916,244.0,-0.3721881390593665,True,2706.0,4580.8,-0.36980564801876303,-2.4804037367120957,-1.0,SL,-1.0,SL
ALL,MARKET_5S,VALID,1787331420000,2026-08-21T16:57:00+00:00,1,LONG,0.24296435272094807,0.28893058161380986,0.7420262664170943,0.4990619136961463,1.522857142857317,-0.5042735042735043,234.0,-0.0,True,5255.0,4627.35,0.6566604127578987,0.44652908067496494,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,VALID,1787331420000,2026-08-21T16:57:00+00:00,1,LONG,0.24296435272094807,0.28893058161380986,0.7420262664170943,0.4990619136961463,1.522857142857317,-0.5042735042735043,234.0,-0.0,True,23702.0,4627.197714285715,0.7566604127576981,0.5465290806747645,-1.0,SL,-1.0,SL
ALL,CONFIRM_010,VALID,1787331420000,2026-08-21T16:57:00+00:00,1,LONG,0.24296435272094807,0.28893058161380986,0.7420262664170943,0.4990619136961463,1.522857142857317,-0.5042735042735043,234.0,-0.0,True,756.0,4627.22,0.7420262664164972,0.5318949343335635,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,VALID,1787331420000,2026-08-21T16:57:00+00:00,1,LONG,0.24296435272094807,0.28893058161380986,0.7420262664170943,0.4990619136961463,1.522857142857317,-0.5042735042735043,234.0,-0.0,False,,,,,,NOFILL,,NOFILL
DIVERGE_EARLY,MARKET_5S,VALID,1787331420000,2026-08-21T16:57:00+00:00,1,LONG,0.24296435272094807,0.28893058161380986,0.7420262664170943,0.4990619136961463,1.522857142857317,-0.5042735042735043,234.0,-0.0,True,5255.0,4627.35,0.6566604127578987,0.44652908067496494,-1.0,SL,-1.0,SL
DIVERGE_EARLY,LIMIT_010_FROM_5S,VALID,1787331420000,2026-08-21T16:57:00+00:00,1,LONG,0.24296435272094807,0.28893058161380986,0.7420262664170943,0.4990619136961463,1.522857142857317,-0.5042735042735043,234.0,-0.0,True,23702.0,4627.197714285715,0.7566604127576981,0.5465290806747645,-1.0,SL,-1.0,SL
DIVERGE_EARLY,CONFIRM_010,VALID,1787331420000,2026-08-21T16:57:00+00:00,1,LONG,0.24296435272094807,0.28893058161380986,0.7420262664170943,0.4990619136961463,1.522857142857317,-0.5042735042735043,234.0,-0.0,True,756.0,4627.22,0.7420262664164972,0.5318949343335635,-1.0,SL,-1.0,SL
DIVERGE_EARLY,CONFIRM_AFTER_NEGATIVE,VALID,1787331420000,2026-08-21T16:57:00+00:00,1,LONG,0.24296435272094807,0.28893058161380986,0.7420262664170943,0.4990619136961463,1.522857142857317,-0.5042735042735043,234.0,-0.0,False,,,,,,NOFILL,,NOFILL
ALL,MARKET_5S,VALID,1787538150000,2026-08-24T02:22:30+00:00,-1,SHORT,0.08285714285713246,0.11714285714281557,0.09142857142874813,0.008571428571615677,3.5,0.509090909090909,110.0,-0.16279069767426654,True,5106.0,4652.22,-0.5742857142855168,0.16000000000011433,-1.0,SL,-1.0,SL
