cohort,signal_time_utc,window_min,stop_atr,rr,outcome
COMMON_CLOCK,2026-08-16T22:51:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-16T22:51:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-16T22:51:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-16T22:51:00+00:00,30,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-16T22:51:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-16T22:51:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-16T22:51:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,15,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,15,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,30,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-16T22:52:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T03:29:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:19:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T05:28:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T06:50:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-17T06:50:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-17T06:50:00+00:00,15,1.0,3.0,NEITHER
COMMON_CLOCK,2026-08-17T06:50:00+00:00,15,1.5,1.5,NEITHER
COMMON_CLOCK,2026-08-17T06:50:00+00:00,15,1.5,2.0,NEITHER
COMMON_CLOCK,2026-08-17T06:50:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-17T06:50:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-17T06:50:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-17T06:50:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T06:50:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T06:50:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T06:50:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T09:06:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-17T09:06:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-17T09:06:00+00:00,15,1.0,3.0,NEITHER
COMMON_CLOCK,2026-08-17T09:06:00+00:00,15,1.5,1.5,NEITHER
COMMON_CLOCK,2026-08-17T09:06:00+00:00,15,1.5,2.0,NEITHER
COMMON_CLOCK,2026-08-17T09:06:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-17T09:06:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-17T09:06:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-17T09:06:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T09:06:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T09:06:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T09:06:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T09:09:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T13:38:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T15:55:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-17T23:16:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-17T23:25:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-17T23:25:00+00:00,15,1.0,2.0,NEITHER
COMMON_CLOCK,2026-08-17T23:25:00+00:00,15,1.0,3.0,NEITHER
COMMON_CLOCK,2026-08-17T23:25:00+00:00,15,1.5,1.5,NEITHER
COMMON_CLOCK,2026-08-17T23:25:00+00:00,15,1.5,2.0,NEITHER
COMMON_CLOCK,2026-08-17T23:25:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-17T23:25:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-17T23:25:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-17T23:25:00+00:00,30,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-17T23:25:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-17T23:25:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-17T23:25:00+00:00,30,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-18T07:29:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T07:29:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T07:29:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T07:29:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T07:29:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T07:29:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T07:29:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T07:29:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T07:29:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T07:29:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T07:29:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T07:29:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T08:35:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T12:04:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T16:08:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-18T23:52:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T00:13:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T01:31:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T01:31:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T01:31:00+00:00,15,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-19T01:31:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T01:31:00+00:00,15,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T01:31:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-19T01:31:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T01:31:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T01:31:00+00:00,30,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-19T01:31:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T01:31:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T01:31:00+00:00,30,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-19T01:33:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T01:33:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T01:33:00+00:00,15,1.0,3.0,NEITHER
COMMON_CLOCK,2026-08-19T01:33:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T01:33:00+00:00,15,1.5,2.0,NEITHER
COMMON_CLOCK,2026-08-19T01:33:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-19T01:33:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T01:33:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T01:33:00+00:00,30,1.0,3.0,NEITHER
COMMON_CLOCK,2026-08-19T01:33:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T01:33:00+00:00,30,1.5,2.0,NEITHER
COMMON_CLOCK,2026-08-19T01:33:00+00:00,30,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-19T01:37:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T01:37:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T01:37:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T01:37:00+00:00,15,1.5,1.5,NEITHER
COMMON_CLOCK,2026-08-19T01:37:00+00:00,15,1.5,2.0,NEITHER
COMMON_CLOCK,2026-08-19T01:37:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-19T01:37:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T01:37:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T01:37:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T01:37:00+00:00,30,1.5,1.5,NEITHER
COMMON_CLOCK,2026-08-19T01:37:00+00:00,30,1.5,2.0,NEITHER
COMMON_CLOCK,2026-08-19T01:37:00+00:00,30,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-19T05:28:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T05:28:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T05:28:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T05:28:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T05:28:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T05:28:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T05:28:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T05:28:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T05:28:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T05:28:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T05:28:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T05:28:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,15,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,15,1.5,3.0,TP_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T07:23:00+00:00,30,1.5,3.0,TP_FIRST
COMMON_CLOCK,2026-08-19T07:26:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T07:26:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T07:26:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T07:26:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T07:26:00+00:00,15,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T07:26:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-19T07:26:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T07:26:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T07:26:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T07:26:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T07:26:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T07:26:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T08:04:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T08:04:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T08:04:00+00:00,15,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-19T08:04:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T08:04:00+00:00,15,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T08:04:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-19T08:04:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T08:04:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T08:04:00+00:00,30,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-19T08:04:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-19T08:04:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-19T08:04:00+00:00,30,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-19T08:09:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T08:09:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T08:09:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T08:09:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T08:09:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T08:09:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T08:09:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-19T08:09:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-19T08:09:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-19T08:09:00+00:00,30,1.5,1.5,SL_FIRST
