gc_t0_ms,period,window_s,direction,attack1_volume,attack2_volume,volume_ratio_2_to_1,attack1_delta_frac_aligned,attack2_delta_frac_aligned,abs_attack2_delta_frac,attack2_signed_impact,impact_deterioration,rev2_aligned_aggr_share,hit2,hit3,t50_s,fixed5m_atr,entry_i,end_i,mid0,post_volume,post_aligned_volume,post_opposite_volume,post_aligned_share,post_aligned_delta_frac,post_signed_impulse_atr,post_impulse_efficiency,pre_volume,pre_aligned_delta_frac,volume_acceleration,aligned_delta_acceleration,xau_signed_move_confirm_atr,gc_xau_lead_gap
1786096110000,TRAIN,5,1,141.0,180.0,1.2765957446808511,-0.10638297872340426,-0.15555555555555556,0.15555555555555556,0.6730769230769074,0.0,0.4222222222222222,False,False,120.746,0.1942084272583631,1055776,1056809,4317.375,3.0,2.0,1.0,0.6666666666666666,0.3333333333333333,0.2692307692309262,0.08974358974364206,7.0,0.42857142857142855,0.42857142857142855,-0.09523809523809523,0.14565632044355153,0.12357444878737467
1786096110000,TRAIN,15,1,141.0,180.0,1.2765957446808511,-0.10638297872340426,-0.15555555555555556,0.15555555555555556,0.6730769230769074,0.0,0.4222222222222222,False,False,97.646,0.5971909138202394,1055822,1056831,4316.5650000000005,30.0,13.0,17.0,0.43333333333333335,-0.13333333333333333,-0.08974358974350603,-0.002991452991450201,94.0,0.0,0.3191489361702128,-0.13333333333333333,-0.24761574475474415,0.15787215501123814
1786096110000,TRAIN,30,1,141.0,180.0,1.2765957446808511,-0.10638297872340426,-0.15555555555555556,0.15555555555555556,0.6730769230769074,0.0,0.4222222222222222,True,False,69.146,0.728281602219524,1055885,1056871,4315.91,89.0,29.0,60.0,0.3258426966292135,-0.34831460674157305,-0.31410256410247517,-0.003529242293286238,180.0,-0.15555555555555556,0.49444444444444446,-0.1927590511860175,-0.565632044390921,0.2515294802884458
1786105620000,TRAIN,0,1,90.0,51.0,0.5666666666666667,-0.13333333333333333,-0.13725490196078433,0.13725490196078433,0.10937499999973059,0.2552083333335803,0.43137254901960786,True,True,13.049,17.918478260869616,1084959,1086631,4310.825,,,,,,,,,,,,,
1786105620000,TRAIN,5,1,90.0,51.0,0.5666666666666667,-0.13333333333333333,-0.13725490196078433,0.13725490196078433,0.10937499999973059,0.2552083333335803,0.43137254901960786,True,True,19.502,18.268478260869294,1084979,1086668,4311.205,29.0,17.0,12.0,0.5862068965517241,0.1724137931034483,0.07291666666659759,0.0025143678160895718,2.0,1.0,14.5,-0.8275862068965517,0.14456521739134517,-0.07164855072474759
1786105620000,TRAIN,15,1,90.0,51.0,0.5666666666666667,-0.13333333333333333,-0.13725490196078433,0.13725490196078433,0.10937499999973059,0.2552083333335803,0.43137254901960786,True,True,70.796,16.758152173913032,1085022,1086736,4312.37,50.0,31.0,19.0,0.62,0.24,0.5104166666665146,0.010208333333330292,18.0,-0.1111111111111111,2.7777777777777777,0.3511111111111111,0.5877717391304595,-0.07735507246394491
1786105620000,TRAIN,30,1,90.0,51.0,0.5666666666666667,-0.13333333333333333,-0.13725490196078433,0.13725490196078433,0.10937499999973059,0.2552083333335803,0.43137254901960786,True,True,55.801,17.76630434782593,1085069,1086837,4312.58,84.0,49.0,35.0,0.5833333333333334,0.16666666666666666,0.6197916666665768,0.007378472222221153,51.0,-0.13725490196078433,1.6470588235294117,0.303921568627451,0.6676630434782991,-0.047871376811722266
1786332630000,TRAIN,0,-1,109.0,56.0,0.5137614678899083,-0.3394495412844037,-0.03571428571428571,0.03571428571428571,-0.8400000000000306,0.9519999999999328,0.48214285714285715,False,False,,-0.9839704069049323,1267814,1268479,4326.31,,,,,,,,,,,,,
1786332630000,TRAIN,5,-1,109.0,56.0,0.5137614678899083,-0.3394495412844037,-0.03571428571428571,0.03571428571428571,-0.8400000000000306,0.9519999999999328,0.48214285714285715,False,False,,-1.0415125359639084,1267824,1268487,4326.16,1.0,1.0,0.0,1.0,1.0,-0.0,-0.0,1.0,1.0,1.0,0.0,0.08631319358846412,-0.08631319358846412
1786332630000,TRAIN,15,-1,109.0,56.0,0.5137614678899083,-0.3394495412844037,-0.03571428571428571,0.03571428571428571,-0.8400000000000306,0.9519999999999328,0.48214285714285715,False,False,29.697,-1.427044800657164,1267846,1268517,4326.75,3.0,1.0,2.0,0.3333333333333333,-0.3333333333333333,-0.3919999999999124,-0.13066666666663748,8.0,0.5,0.375,-0.8333333333333333,-0.2531853678583434,-0.13881463214156903
1786332630000,TRAIN,30,-1,109.0,56.0,0.5137614678899083,-0.3394495412844037,-0.03571428571428571,0.03571428571428571,-0.8400000000000306,0.9519999999999328,0.48214285714285715,False,False,,-1.4212905877511617,1267887,1268539,4326.31,12.0,6.0,6.0,0.5,0.0,-0.2800000000000102,-0.02333333333333418,56.0,-0.03571428571428571,0.21428571428571427,0.03571428571428571,-0.0,-0.2800000000000102
1786340220000,TRAIN,0,1,17.0,117.0,6.882352941176471,-0.29411764705882354,-0.26495726495726496,0.26495726495726496,-0.45454545454547873,0.5501085944771348,0.36752136752136755,False,False,139.5,0.8131609870738293,1282541,1283634,4340.21,,,,,,,,,,,,,
1786340220000,TRAIN,5,1,17.0,117.0,6.882352941176471,-0.29411764705882354,-0.26495726495726496,0.26495726495726496,-0.45454545454547873,0.5501085944771348,0.36752136752136755,False,False,187.951,0.5828437132783961,1282559,1283653,4341.08,3.0,1.0,2.0,0.3333333333333333,-0.3333333333333333,0.1363636363633129,0.04545454545443763,69.0,-0.855072463768116,0.043478260869565216,0.5217391304347827,0.40893066980018566,-0.2725670334368728
1786340220000,TRAIN,15,1,17.0,117.0,6.882352941176471,-0.29411764705882354,-0.26495726495726496,0.26495726495726496,-0.45454545454547873,0.5501085944771348,0.36752136752136755,False,False,178.196,0.799059929495058,1282586,1283688,4340.94,6.0,1.0,5.0,0.16666666666666666,-0.6666666666666666,0.4090909090907655,0.06818181818179425,110.0,-0.34545454545454546,0.05454545454545454,-0.32121212121212117,0.3431257344298787,0.0659651746608868
1786340220000,TRAIN,30,1,17.0,117.0,6.882352941176471,-0.29411764705882354,-0.26495726495726496,0.26495726495726496,-0.45454545454547873,0.5501085944771348,0.36752136752136755,False,False,114.9,0.8131609870742568,1282655,1283729,4340.53,73.0,9.0,64.0,0.1232876712328767,-0.7534246575342466,0.22727272727273937,0.003113325031133416,117.0,-0.26495726495726496,0.6239316239316239,-0.48846739257698163,0.1504112808459274,0.07686144642681197
1786341540000,TRAIN,0,-1,27.0,13.0,0.48148148148148145,-0.18518518518518517,-0.07692307692307693,0.07692307692307693,-0.040229885057250475,0.19535453879671613,0.46153846153846156,False,False,59.706,0.6687054026500479,1287055,1288064,4348.629999999999,,,,,,,,,,,,,
1786341540000,TRAIN,5,-1,27.0,13.0,0.48148148148148145,-0.18518518518518517,-0.07692307692307693,0.07692307692307693,-0.040229885057250475,0.19535453879671613,0.46153846153846156,False,False,54.602,1.2273190621814052,1287074,1288088,4348.8,,,,,,,,1.0,-1.0,,,-0.0693170234458569,
1786341540000,TRAIN,15,-1,27.0,13.0,0.48148148148148145,-0.18518518518518517,-0.07692307692307693,0.07692307692307693,-0.040229885057250475,0.19535453879671613,0.46153846153846156,False,False,48.152,1.1987767584098652,1287118,1288121,4348.200000000001,5.0,5.0,0.0,1.0,1.0,0.28160919540221685,0.05632183908044337,5.0,-0.6,1.0,1.6,0.17533129459670785,0.106277900805509
1786341540000,TRAIN,30,-1,27.0,13.0,0.48148148148148145,-0.18518518518518517,-0.07692307692307693,0.07692307692307693,-0.040229885057250475,0.19535453879671613,0.46153846153846156,True,False,33.443,1.8307849133538066,1287153,1288175,4348.200000000001,9.0,7.0,2.0,0.7777777777777778,0.5555555555555556,0.20114942528735003,0.02234993614303889,13.0,-0.07692307692307693,0.6923076923076923,0.6324786324786325,0.17533129459670785,0.025818130690642177
1786352040000,TRAIN,0,-1,109.0,92.0,0.8440366972477065,-0.3944954128440367,-0.2391304347826087,0.2391304347826087,-0.06060606060572654,0.244012174142388,0.3804347826086957,True,False,34.048,0.3204858677883559,1315097,1315804,4347.115,,,,,,,,,,,,,
1786352040000,TRAIN,15,-1,109.0,92.0,0.8440366972477065,-0.3944954128440367,-0.2391304347826087,0.2391304347826087,-0.06060606060572654,0.244012174142388,0.3804347826086957,False,False,57.906,0.06540527914003162,1315122,1315838,4346.895,4.0,2.0,2.0,0.5,0.0,-0.06060606060572654,-0.015151515151431635,51.0,-0.21568627450980393,0.0784313725490196,0.21568627450980393,0.1438916141084265,-0.20449767471415303
1786352040000,TRAIN,30,-1,109.0,92.0,0.8440366972477065,-0.3944954128440367,-0.2391304347826087,0.2391304347826087,-0.06060606060572654,0.244012174142388,0.3804347826086957,False,False,106.786,-0.33356692361612433,1315151,1315884,4346.51,16.0,9.0,7.0,0.5625,0.125,0.30303030303028633,0.018939393939392896,92.0,-0.2391304347826087,0.17391304347826086,0.3641304347826087,0.3957019387990651,-0.09267163576877879
1786358100000,TRAIN,0,1,10.0,12.0,1.2,-0.2,-0.16666666666666666,0.16666666666666666,-0.7411764705879358,0.8245098039208134,0.4166666666666667,False,False,,-2.4718417047185812,1327861,1328521,4342.155000000001,,,,,,,,,,,,,
1786358100000,TRAIN,5,1,10.0,12.0,1.2,-0.2,-0.16666666666666666,0.16666666666666666,-0.7411764705879358,0.8245098039208134,0.4166666666666667,False,False,,-2.352511415524239,1327875,1328534,4342.305,7.0,4.0,3.0,0.5714285714285714,0.14285714285714285,0.411764705882353,0.05882352941176471,,,,,0.12785388127821315,0.28391082460413986
1786358100000,TRAIN,15,1,10.0,12.0,1.2,-0.2,-0.16666666666666666,0.16666666666666666,-0.7411764705879358,0.8245098039208134,0.4166666666666667,False,False,,-2.403652968035989,1327887,1328547,4342.195,10.0,5.0,5.0,0.5,0.0,0.32941176470633177,0.032941176470633174,4.0,0.5,2.5,-0.5,0.03409436834013331,0.29531739636619847
1786358100000,TRAIN,30,1,10.0,12.0,1.2,-0.2,-0.16666666666666666,0.16666666666666666,-0.7411764705879358,0.8245098039208134,0.4166666666666667,False,False,,-2.4292237442922517,1327917,1328578,4341.605,10.0,5.0,5.0,0.5,0.0,0.32941176470633177,0.032941176470633174,12.0,-0.16666666666666666,0.8333333333333334,0.16666666666666666,-0.4687975646888488,0.7982093293951806
1786381140000,TRAIN,0,-1,31.0,16.0,0.5161290322580645,-0.41935483870967744,-0.125,0.125,-0.13207547169799988,0.861933291603505,0.4375,False,False,,0.038852913968806975,1409658,1410683,4355.68,,,,,,,,,,,,,
1786381140000,TRAIN,5,-1,31.0,16.0,0.5161290322580645,-0.41935483870967744,-0.125,0.125,-0.13207547169799988,0.861933291603505,0.4375,False,False,,0.058279370952915986,1409683,1410704,4355.45,11.0,6.0,5.0,0.5454545454545454,0.09090909090909091,0.13207547169799988,0.012006861063454534,,,,,0.14893617021307295,-0.016860698515073075
1786381140000,TRAIN,15,-1,31.0,16.0,0.5161290322580645,-0.41935483870967744,-0.125,0.125,-0.13207547169799988,0.861933291603505,0.4375,False,False,286.801,0.29139685476399096,1409711,1410736,4355.545,34.0,23.0,11.0,0.6764705882352942,0.35294117647058826,0.19811320754730014,0.005826859045508828,9.0,0.3333333333333333,3.7777777777777777,0.019607843137254943,0.08741905642937398,0.11069415111792616
1786381140000,TRAIN,30,-1,31.0,16.0,0.5161290322580645,-0.41935483870967744,-0.125,0.125,-0.13207547169799988,0.861933291603505,0.4375,False,False,269.103,0.8871415356151049,1409769,1410785,4356.295,52.0,24.0,28.0,0.46153846153846156,-0.07692307692307693,-0.39622641509460027,-0.007619738751819236,16.0,-0.125,3.25,0.04807692307692307,-0.398242368177474,0.0020159530828737227
1786430640000,TRAIN,0,1,16.0,33.0,2.0625,-0.375,-0.030303030303030304,0.030303030303030304,0.14814814814835667,0.0513767924693484,0.48484848484848486,False,False,,-0.049229104679513254,1537628,1538679,4366.26,,,,,,,,,,,,,
1786430640000,TRAIN,5,1,16.0,33.0,2.0625,-0.375,-0.030303030303030304,0.030303030303030304,0.14814814814835667,0.0513767924693484,0.48484848484848486,False,False,,-0.12117933459585739,1537642,1538699,4366.200000000001,,,,,,,,3.0,-0.3333333333333333,,,-0.022721125236486478,
1786430640000,TRAIN,15,1,16.0,33.0,2.0625,-0.375,-0.030303030303030304,0.030303030303030304,0.14814814814835667,0.0513767924693484,0.48484848484848486,False,False,,-0.030294833648878243,1537660,1538727,4366.195,4.0,3.0,1.0,0.75,0.5,0.037037037037173384,0.009259259259293346,12.0,0.0,0.3333333333333333,0.5,-0.024614552339928833,0.06165158937710222
1786430640000,TRAIN,30,1,16.0,33.0,2.0625,-0.375,-0.030303030303030304,0.030303030303030304,0.14814814814835667,0.0513767924693484,0.48484848484848486,False,False,147.303,0.6740600486880576,1537710,1538758,4364.235000000001,33.0,12.0,21.0,0.36363636363636365,-0.2727272727272727,-0.7777777777776094,-0.023569023569018466,33.0,-0.030303030303030304,1.0,-0.2424242424242424,-0.7668379767377902,-0.010939801039819175
1786438140000,TRAIN,0,1,148.0,104.0,0.7027027027027027,-0.3783783783783784,-0.34615384615384615,0.34615384615384615,-0.5104166666665146,1.1372823383080126,0.3269230769230769,True,False,36.896,-0.9948834565095265,1560197,1561022,4373.610000000001,,,,,,,,,,,,,
1786438140000,TRAIN,5,1,148.0,104.0,0.7027027027027027,-0.3783783783783784,-0.34615384615384615,0.34615384615384615,-0.5104166666665146,1.1372823383080126,0.3269230769230769,True,False,30.747,-0.6526435474707416,1560216,1561043,4373.165,10.0,1.0,9.0,0.1,-0.8,-0.29166666666639035,-0.029166666666639036,8.0,0.5,1.25,-1.3,-0.3541785105178836,0.06251184385149328
1786438140000,TRAIN,15,1,148.0,104.0,0.7027027027027027,-0.3783783783783784,-0.34615384615384615,0.34615384615384615,-0.5104166666665146,1.1372823383080126,0.3269230769230769,True,False,20.7,-1.11426947129038,1560249,1561066,4373.145,39.0,11.0,28.0,0.28205128205128205,-0.4358974358974359,-0.29166666666639035,-0.0074786324786253935,50.0,-0.28,0.78,-0.15589743589743588,-0.37009664582165963,0.07842997915526928
1786438140000,TRAIN,30,1,148.0,104.0,0.7027027027027027,-0.3783783783783784,-0.34615384615384615,0.34615384615384615,-0.5104166666665146,1.1372823383080126,0.3269230769230769,True,False,6.3,-1.4326321773738628,1560291,1561106,4373.445,61.0,22.0,39.0,0.36065573770491804,-0.2786885245901639,-0.14583333333319518,-0.002390710382511396,104.0,-0.34615384615384615,0.5865384615384616,0.06746532156368223,-0.1313246162599524,-0.014508717073242777
1786438500000,TRAIN,0,1,24.0,27.0,1.125,-0.08333333333333333,-0.5555555555555556,0.5555555555555556,0.5675675675673196,0.1588475267719177,0.2222222222222222,False,False,5.998,-1.6693586698334715,1561180,1561929,4371.29,,,,,,,,,,,,,
1786438500000,TRAIN,5,1,24.0,27.0,1.125,-0.08333333333333333,-0.5555555555555556,0.5555555555555556,0.5675675675673196,0.1588475267719177,0.2222222222222222,False,False,,-2.6071258907367056,1561200,1561953,4372.264999999999,5.0,1.0,4.0,0.2,-0.6,0.1261261261260073,0.02522522522520146,16.0,-0.5,0.3125,-0.09999999999999998,0.6484560570068414,-0.5223299308808341
1786438500000,TRAIN,15,1,24.0,27.0,1.125,-0.08333333333333333,-0.5555555555555556,0.5555555555555556,0.5675675675673196,0.1588475267719177,0.2222222222222222,False,False,,-2.9729216152024294,1561228,1561995,4372.355,9.0,4.0,5.0,0.4444444444444444,-0.1111111111111111,0.5045045045046027,0.05605605605606697,25.0,-0.68,0.36,0.568888888888889,0.7083135391922186,-0.2038090346876159
1786438500000,TRAIN,30,1,24.0,27.0,1.125,-0.08333333333333333,-0.5555555555555556,0.5555555555555556,0.5675675675673196,0.1588475267719177,0.2222222222222222,False,False,,-2.99287410926402,1561264,1562051,4372.5,16.0,9.0,7.0,0.5625,0.125,0.7567567567566172,0.04729729729728858,27.0,-0.5555555555555556,0.5925925925925926,0.6805555555555556,0.8047505938243495,-0.0479938370677323
1786440810000,TRAIN,0,-1,98.0,73.0,0.7448979591836735,-0.14285714285714285,-0.0410958904109589,0.0410958904109589,-0.3081761006288666,0.7484276729559333,0.4794520547945206,False,False,95.248,-0.10119927714813617,1567356,1568084,4374.030000000001,,,,,,,,,,,,,
1786440810000,TRAIN,5,-1,98.0,73.0,0.7448979591836735,-0.14285714285714285,-0.0410958904109589,0.0410958904109589,-0.3081761006288666,0.7484276729559333,0.4794520547945206,False,False,89.698,-0.013799901429158181,1567369,1568090,4374.035,2.0,0.0,2.0,0.0,-1.0,-0.0,-0.0,3.0,-1.0,0.6666666666666666,0.0,-0.0022999835711777264,0.0022999835711777264
1786440810000,TRAIN,15,-1,98.0,73.0,0.7448979591836735,-0.14285714285714285,-0.0410958904109589,0.0410958904109589,-0.3081761006288666,0.7484276729559333,0.4794520547945206,False,False,158.397,-0.07359947428940146,1567385,1568102,4373.785,3.0,0.0,3.0,0.0,-1.0,0.04402515723246642,0.014675052410822141,29.0,0.10344827586206896,0.10344827586206896,-1.103448275862069,0.11269919500611664,-0.06867403777365022
1786440810000,TRAIN,30,-1,98.0,73.0,0.7448979591836735,-0.14285714285714285,-0.0410958904109589,0.0410958904109589,-0.3081761006288666,0.7484276729559333,0.4794520547945206,False,False,157.352,-0.7543946114667832,1567425,1568129,4373.475,40.0,35.0,5.0,0.875,0.75,0.39622641509419987,0.009905660377354996,73.0,-0.0410958904109589,0.547945205479452,0.7910958904109588,0.25529817644172736,0.1409282386524725
1786451070000,TRAIN,0,1,194.0,165.0,0.8505154639175257,-0.07216494845360824,-0.05454545454545454,0.05454545454545454,0.031390134528977716,0.5650224215250247,0.4727272727272727,False,False,39.751,0.8958162428221793,1597872,1599087,4388.844999999999,,,,,,,,,,,,,
1786451070000,TRAIN,5,1,194.0,165.0,0.8505154639175257,-0.07216494845360824,-0.05454545454545454,0.05454545454545454,0.031390134528977716,0.5650224215250247,0.4727272727272727,False,False,6.896,1.1583264971287608,1597907,1599103,4388.335,17.0,9.0,8.0,0.5294117647058824,0.058823529411764705,-0.25112107623324914,-0.014771828013720538,26.0,0.0,0.6538461538461539,0.058823529411764705,-0.16735028712037112,-0.08377078911287802
1786451070000,TRAIN,15,1,194.0,165.0,0.8505154639175257,-0.07216494845360824,-0.05454545454545454,0.05454545454545454,0.031390134528977716,0.5650224215250247,0.4727272727272727,False,False,161.257,0.4397046759639717,1597964,1599137,4389.924999999999,43.0,33.0,10.0,0.7674418604651163,0.5348837209302325,0.25112107623296365,0.0058400250286735735,87.0,0.08045977011494253,0.4942528735632184,0.45442395081528997,0.35438884331418347,-0.10326776708121982
1786451070000,TRAIN,30,1,194.0,165.0,0.8505154639175257,-0.07216494845360824,-0.05454545454545454,0.05454545454545454,0.031390134528977716,0.5650224215250247,0.4727272727272727,False,False,112.507,0.5414273995076975,1598032,1599190,4389.205,74.0,46.0,28.0,0.6216216216216216,0.24324324324324326,0.06278026905824091,0.0008483820143005529,165.0,-0.05454545454545454,0.4484848484848485,0.2977886977886978,0.11812961443826012,-0.055349345380019205
1786454340000,TRAIN,0,-1,47.0,63.0,1.3404255319148937,-0.14893617021276595,-0.047619047619047616,0.047619047619047616,-0.04105571847484774,0.3010026680768909,0.47619047619047616,False,False,,-1.7445611957970208,1609967,1611160,4394.325000000001,,,,,,,,,,,,,
1786454340000,TRAIN,5,-1,47.0,63.0,1.3404255319148937,-0.14893617021276595,-0.047619047619047616,0.047619047619047616,-0.04105571847484774,0.3010026680768909,0.47619047619047616,False,False,,-1.3799023235163663,1609990,1611182,4395.004999999999,11.0,0.0,11.0,0.0,-1.0,-0.3284457478002755,-0.029858704345479593,14.0,0.0,0.7857142857142857,-1.0,-0.28178185585256493,-0.04666389194771059
1786454340000,TRAIN,15,-1,47.0,63.0,1.3404255319148937,-0.14893617021276595,-0.047619047619047616,0.047619047619047616,-0.04105571847484774,0.3010026680768909,0.47619047619047616,False,False,,-1.5290809530855707,1610022,1611218,4395.0650000000005,26.0,8.0,18.0,0.3076923076923077,-0.38461538461538464,-0.2873900293254278,-0.011053462666362607,33.0,0.15151515151515152,0.7878787878787878,-0.5361305361305362,-0.30664496078133097,0.01925493145590318
1786454340000,TRAIN,30,-1,47.0,63.0,1.3404255319148937,-0.14893617021276595,-0.047619047619047616,0.047619047619047616,-0.04105571847484774,0.3010026680768909,0.47619047619047616,False,False,18.153,-0.9489418380938431,1610077,1611285,4395.355,69.0,19.0,50.0,0.2753623188405797,-0.4492753623188406,-0.3695014662754967,-0.005355093714137633,63.0,-0.047619047619047616,1.0952380952380953,-0.40165631469979296,-0.42681663460068525,0.05731516832518857
1786463010000,TRAIN,0,-1,78.0,54.0,0.6923076923076923,-0.20512820512820512,-0.07407407407407407,0.07407407407407407,0.18103448275873188,0.3318965517239758,0.46296296296296297,False,False,,-1.0236030299703351,1649887,1651117,4373.84,,,,,,,,,,,,,
1786463010000,TRAIN,5,-1,78.0,54.0,0.6923076923076923,-0.20512820512820512,-0.07407407407407407,0.07407407407407407,0.18103448275873188,0.3318965517239758,0.46296296296296297,False,False,,-0.8053573388958425,1649914,1651142,4374.2,17.0,2.0,15.0,0.11764705882352941,-0.7647058823529411,-0.15086206896551843,-0.008874239350912848,11.0,0.6363636363636364,1.5454545454545454,-1.4010695187165774,-0.11065978702372178,-0.04020228194179665
1786463010000,TRAIN,15,-1,78.0,54.0,0.6923076923076923,-0.20512820512820512,-0.07407407407407407,0.07407407407407407,0.18103448275873188,0.3318965517239758,0.46296296296296297,False,False,,-0.9283126578108094,1649969,1651182,4373.865,70.0,10.0,60.0,0.14285714285714285,-0.7142857142857143,-0.060344827586152484,-0.0008620689655164641,24.0,-0.08333333333333333,2.9166666666666665,-0.6309523809523809,-0.007684707432098063,-0.05266012015405442
1786463010000,TRAIN,30,-1,78.0,54.0,0.6923076923076923,-0.20512820512820512,-0.07407407407407407,0.07407407407407407,0.18103448275873188,0.3318965517239758,0.46296296296296297,False,False,,-0.4518607970140198,1650027,1651243,4375.215,114.0,22.0,92.0,0.19298245614035087,-0.6140350877192983,-0.4224137931033418,-0.003705384150029314,54.0,-0.07407407407407407,2.111111111111111,-0.5399610136452242,-0.422658908771544,0.00024511566820217823
1786471950000,TRAIN,0,-1,38.0,39.0,1.0263157894736843,-0.631578947368421,-0.23076923076923078,0.23076923076923078,-0.26086956521714816,0.9130434782606118,0.3846153846153846,False,False,23.697,-1.0204904266039831,1678106,1679164,4363.625,,,,,,,,,,,,,
1786471950000,TRAIN,5,-1,38.0,39.0,1.0263157894736843,-0.631578947368421,-0.23076923076923078,0.23076923076923078,-0.26086956521714816,0.9130434782606118,0.3846153846153846,False,False,18.903,-1.1380584481021339,1678116,1679175,4363.42,2.0,2.0,0.0,1.0,1.0,-0.043478260869326976,-0.021739130434663488,1.0,1.0,2.0,0.0,0.09640577762844943,-0.13988403849777642
