gc_t0_ms,event_utc,period,direction,quiet_start,big2,big3,attack1_impact,attack2_impact,impact_deterioration,attack1_delta_frac,attack2_delta_frac,abs_delta_frac_1,abs_delta_frac_2,attack1_volume,attack2_volume,volume_ratio_2_to_1,persistence_abs_delta,efficiency1,efficiency2,efficiency_deterioration,prior30_abs_move_atr,prior30_signed_pred_move_atr,prior60_signed_pred_move_atr,prior60_range_atr,gc_pred_60_atr,gc_minus_xau_signed_context,utc_hour
1786044540000,2026-08-06T19:29:00+00:00,TRAIN,1,True,False,False,0.5299684542585674,0.169696969696806,0.3602714845617614,-0.022900763358778626,-0.3939393939393939,0.022900763358778626,0.3939393939393939,131.0,66.0,0.5038167938931297,0.022900763358778626,23.141955835957443,0.43076923076881524,22.71118660518863,0.05870020964406561,-0.05870020964406561,-0.6457023060797936,1.1740041928722775,-0.5939393939392069,0.0517629121405867,19
1786044660000,2026-08-06T19:31:00+00:00,TRAIN,1,True,False,False,0.040462427745442446,0.038356164383351384,0.0021062633620910626,-0.2558139534883721,-0.17647058823529413,0.2558139534883721,0.17647058823529413,43.0,17.0,0.3953488372093023,0.17647058823529413,0.15817130845945682,0.2173515981723245,-0.05918028971286768,0.1600938278842418,-0.1600938278842418,-0.31197771587753925,0.9441430875239355,-0.30684931506820645,0.0051284008093328,19
1786044750000,2026-08-06T19:32:30+00:00,TRAIN,1,True,False,False,0.0786516853931861,-0.19662921348314405,0.2752808988763301,-0.5072463768115942,-0.25,0.5072463768115942,0.25,69.0,8.0,0.11594202898550725,0.25,0.1550561797751383,-0.7865168539325762,0.9415730337077145,0.012554177253300854,-0.012554177253300854,-0.00836945150220057,0.4707816469885059,0.0,0.00836945150220057,19
1786044900000,2026-08-06T19:35:00+00:00,TRAIN,-1,True,False,False,0.7220630372493643,0.1538461538460193,0.568216883403345,0.6956521739130435,0.5714285714285714,0.6956521739130435,0.5714285714285714,46.0,14.0,0.30434782608695654,0.5714285714285714,1.0379656160459612,0.2692307692305338,0.7687348468154274,0.14139402560474174,-0.14139402560474174,-0.8901849217641101,1.0534850640115645,-0.8461538461538058,0.04403107561030428,19
1786045260000,2026-08-06T19:41:00+00:00,TRAIN,-1,False,False,False,-0.141414141414228,-0.7286245353158056,0.5872103939015776,0.14285714285714285,0.018867924528301886,0.14285714285714285,0.018867924528301886,7.0,53.0,7.571428571428571,0.018867924528301886,-0.9898989898995961,-38.6171003717377,37.627201381838105,0.804805914971921,0.804805914971921,0.9109057301294662,1.4388170055455674,1.0408921933085642,0.129986463179098,19
1786045350000,2026-08-06T19:42:30+00:00,TRAIN,1,True,False,False,-0.0,-0.22222222222202972,0.22222222222202972,-1.0,-0.05555555555555555,1.0,0.05555555555555555,1.0,36.0,36.0,0.05555555555555555,-0.0,-3.999999999996535,3.999999999996535,0.10356239050056433,0.10356239050056433,-0.26163130231627585,0.5641424956199036,-0.11111111111152014,0.1505201912047557,19
1786045770000,2026-08-06T19:49:30+00:00,TRAIN,-1,False,False,False,0.0,-0.4374999999998579,0.4374999999998579,0.8461538461538461,0.6,0.8461538461538461,0.6,13.0,30.0,2.3076923076923075,0.6,0.0,-0.7291666666664298,0.7291666666664298,0.34613686534238847,0.34613686534238847,0.2503311258282032,0.40176600441476035,0.4374999999998579,0.18716887417165468,19
1786045890000,2026-08-06T19:51:30+00:00,TRAIN,1,True,True,True,0.4644549763031888,-0.0,0.4644549763031888,-0.5384615384615384,-0.5454545454545454,0.5384615384615384,0.5454545454545454,13.0,22.0,1.6923076923076923,0.5384615384615384,0.8625592417059221,-0.0,0.8625592417059221,0.21720733427356317,0.21720733427356317,0.10531264692044291,0.6252938410905788,-0.2654028436016498,-0.3707154905220927,19
1786046130000,2026-08-06T19:55:30+00:00,TRAIN,1,False,True,False,1.4451612903224984,0.5419354838708855,0.9032258064516129,-0.35294117647058826,-0.5,0.35294117647058826,0.5,34.0,208.0,6.117647058823529,0.35294117647058826,4.094623655913745,1.083870967741771,3.0107526881719737,0.8324324324327935,-0.8324324324327935,-2.2435612082674923,3.02257551669276,-2.303225806451777,-0.059664598184284934,19
1786046220000,2026-08-06T19:57:00+00:00,TRAIN,-1,True,False,False,0.6588235294118968,-0.20408163265306015,0.8629051620649569,0.06666666666666667,0.4482758620689655,0.06666666666666667,0.4482758620689655,30.0,29.0,0.9666666666666667,0.06666666666666667,9.882352941178452,-0.4552590266875957,10.337611967866048,0.17374799240735847,0.17374799240735847,-0.5743904219596949,0.8523872098116916,-0.4081632653061203,0.16622715665357463,19
1786046280000,2026-08-06T19:58:00+00:00,TRAIN,1,False,False,False,0.2857142857142099,-0.6213017751479256,0.9070160608621356,-0.14285714285714285,-0.06976744186046512,0.14285714285714285,0.06976744186046512,28.0,43.0,1.5357142857142858,0.06976744186046512,1.9999999999994695,-8.905325443786934,10.905325443786403,0.268476176427438,0.268476176427438,-0.03923882578562087,0.6154300044253664,0.041420118343345726,0.0806589441289666,19
1786046370000,2026-08-06T19:59:30+00:00,TRAIN,-1,True,False,False,0.3988603988603947,0.19943019943019735,0.19943019943019735,0.14285714285714285,0.2777777777777778,0.14285714285714285,0.2777777777777778,49.0,36.0,0.7346938775510204,0.14285714285714285,2.792022792022763,0.7179487179487104,2.0740740740740526,0.06959238744503768,-0.06959238744503768,-0.32410169010067946,0.8907825592958313,-0.4387464387462165,-0.11464474864553703,19
1786046670000,2026-08-06T20:04:30+00:00,TRAIN,-1,True,False,False,0.07799442896928918,0.0,0.07799442896928918,0.1,0.14285714285714285,0.1,0.14285714285714285,20.0,7.0,0.35,0.1,0.7799442896928918,0.0,0.7799442896928918,0.119490695396782,-0.119490695396782,-0.23506366307519866,0.26640548481855847,-0.11699164345375644,0.11807201962144222,20
1786046760000,2026-08-06T20:06:00+00:00,TRAIN,1,True,False,False,0.16091954023010374,0.0816326530611498,0.07928688716895393,-0.14285714285714285,-0.5,0.14285714285714285,0.5,7.0,4.0,0.5714285714285714,0.14285714285714285,1.1264367816107264,0.1632653061222996,0.9631714754884267,0.12972495955308558,-0.12972495955308558,-0.14413884394778964,0.3397558464479332,-0.2857142857142099,-0.14157544176642028,20
1786046940000,2026-08-06T20:09:00+00:00,TRAIN,1,False,False,False,0.4032921810698661,0.3167420814479716,0.08655009962189447,-0.6,-0.2,0.6,0.2,5.0,5.0,1.0,0.2,0.6721536351164435,1.583710407239858,-0.9115567721234145,0.2554385964914425,-0.2554385964914425,-0.6254970760233441,0.7040935672513429,-0.6334841628959432,-0.00798708687259908,20
1786047060000,2026-08-06T20:11:00+00:00,TRAIN,-1,True,True,False,0.5104166666665872,0.07446808510666038,0.4359485815599269,0.2727272727272727,0.7777777777777778,0.2727272727272727,0.7777777777777778,22.0,18.0,0.8181818181818182,0.2727272727272727,1.8715277777774868,0.09574468085142049,1.7757830969260664,0.059238363892661884,-0.059238363892661884,-0.5686882933711345,0.8727785613536571,-0.6702127659579116,-0.1015244725867771,20
1786047510000,2026-08-06T20:18:30+00:00,TRAIN,-1,False,False,False,0.6829268292685767,-0.5121951219508503,1.195121951219427,0.5714285714285714,0.3333333333333333,0.5714285714285714,0.3333333333333333,14.0,9.0,0.6428571428571429,0.3333333333333333,1.1951219512200093,-1.5365853658525508,2.7317073170725603,0.30500153421258935,0.30500153421258935,-0.4854249769872683,0.902117213870269,-0.34146341463467655,0.14396156235259172,20
1786047660000,2026-08-06T20:21:00+00:00,TRAIN,-1,False,False,False,-0.16969696969684342,-0.4242424242424944,0.25454545454565103,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,3.0,9.0,3.0,0.3333333333333333,-0.5090909090905303,-0.7636363636364899,0.25454545454595956,0.40372484229534866,0.40372484229534866,0.5382997897268765,0.9714629017727763,0.6787878787881454,0.14048808906126886,20
1786047810000,2026-08-06T20:23:30+00:00,TRAIN,-1,True,True,False,0.8555555555552177,-0.23333333333279102,1.0888888888880086,0.4117647058823529,0.09090909090909091,0.4117647058823529,0.09090909090909091,17.0,22.0,1.2941176470588236,0.09090909090909091,2.0777777777769573,-2.566666666660701,4.644444444437658,0.21556886227577707,0.21556886227577707,-0.23153692614765342,0.9580838323358187,-0.3888888888889282,-0.15735196274127478,20
1786047960000,2026-08-06T20:26:00+00:00,TRAIN,-1,False,False,False,0.22950819672147119,0.08187134502954893,0.14763685169192226,0.8333333333333334,1.0,0.8333333333333334,1.0,12.0,2.0,0.16666666666666666,0.8333333333333334,0.2754098360657654,0.08187134502954893,0.19353849103621648,0.27983777520295455,0.27983777520295455,0.02027809965281567,0.6245654692927061,-0.24561403508790217,-0.2658921347407178,20
1786048020000,2026-08-06T20:27:00+00:00,TRAIN,1,False,False,False,0.32748538011670647,-0.0,0.32748538011670647,-0.75,-0.8181818181818182,0.75,0.8181818181818182,8.0,11.0,1.375,0.75,0.43664717348894194,-0.0,0.43664717348894194,0.29569455727143273,-0.29569455727143273,-1.0083942594102708,1.1107500676949977,-0.6702127659572668,0.3381814934530041,20
1786048200000,2026-08-06T20:30:00+00:00,TRAIN,-1,False,False,False,0.6746987951801684,0.0,0.6746987951801684,0.6666666666666666,1.0,0.6666666666666666,1.0,18.0,1.0,0.05555555555555555,0.6666666666666666,1.0120481927702527,0.0,1.0120481927702527,0.28953229398562846,-0.28953229398562846,-1.0690423162580562,1.12694877505583,-1.01818181818172,0.0508604980763363,20
1786048350000,2026-08-06T20:32:30+00:00,TRAIN,1,True,False,False,0.18791946308792506,0.1879194630870705,8.545664176295986e-13,-0.6,-1.0,0.6,1.0,5.0,6.0,1.2,0.6,0.3131991051465418,0.1879194630870705,0.1252796420594713,0.1293191926105429,-0.1293191926105429,-0.22511118713619332,0.3687991789251046,-0.4697986577181036,-0.24468747058191026,20
1786048650000,2026-08-06T20:37:30+00:00,TRAIN,1,True,False,False,0.4590163934422123,0.22950819672110614,0.22950819672110614,-1.0,-1.0,1.0,1.0,4.0,8.0,2.0,1.0,0.4590163934422123,0.22950819672110614,0.22950819672110614,0.2065573770485045,0.2065573770485045,-0.12049180327925099,0.7975409836063542,-0.5737704918032872,-0.4532786885240362,20
1786048740000,2026-08-06T20:39:00+00:00,TRAIN,1,False,False,False,0.9491525423720035,-0.0,0.9491525423720035,-0.6666666666666666,-1.0,0.6666666666666666,1.0,6.0,1.0,0.16666666666666666,0.6666666666666666,1.4237288135580053,-0.0,1.4237288135580053,0.842961757528395,-0.842961757528395,-1.7144019528085794,1.9536208299435038,-1.610619469025751,0.1037824837828285,20
1786048800000,2026-08-06T20:40:00+00:00,TRAIN,-1,True,True,True,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.3333333333333333,7.0,3.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.15542763157921216,-0.15542763157921216,0.05180921052535694,0.7368421052635988,-0.0,-0.05180921052535694,20
1786054590000,2026-08-06T22:16:30+00:00,TRAIN,1,False,False,False,-0.0,-0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,0.2659217877096435,0.2659217877096435,-0.13035381750561983,0.49013035381877845,-0.1772151898740706,-0.046861372368450754,22
1786054710000,2026-08-06T22:18:30+00:00,TRAIN,-1,False,False,False,0.542635658914744,0.2170542635657002,0.32558139534904373,0.7777777777777778,1.0,0.7777777777777778,1.0,9.0,4.0,0.4444444444444444,0.7777777777777778,0.6976744186046708,0.2170542635657002,0.4806201550389706,0.4986449864509615,-0.4986449864509615,-1.2628726287274152,1.2628726287274152,-0.9767441860461444,0.2861284426812708,22
1786054800000,2026-08-06T22:20:00+00:00,TRAIN,1,True,False,False,0.8749999999993161,0.5737704918033728,0.3012295081959433,-0.2857142857142857,-0.3333333333333333,0.2857142857142857,0.3333333333333333,14.0,3.0,0.21428571428571427,0.2857142857142857,3.0624999999976064,1.7213114754101184,1.341188524587488,0.19274092615764526,-0.19274092615764526,-0.37964121819023494,0.9111389236552889,-0.9180327868845615,-0.5383915686943266,22
1786054890000,2026-08-06T22:21:30+00:00,TRAIN,1,False,True,True,0.3414634146344241,-0.0,0.3414634146344241,-0.6666666666666666,-1.0,0.6666666666666666,1.0,6.0,1.0,0.16666666666666666,0.6666666666666666,0.5121951219516362,-0.0,0.5121951219516362,0.5075885328839611,-0.5075885328839611,-0.6964586846544377,0.7672849915678297,-0.6829268292688482,0.013531855385589542,22
1786055040000,2026-08-06T22:24:00+00:00,TRAIN,-1,False,False,False,1.024390243902237,0.5072463768116544,0.5171438670905826,0.3684210526315789,0.4444444444444444,0.3684210526315789,0.4444444444444444,57.0,18.0,0.3157894736842105,0.3684210526315789,2.7804878048775006,1.1413043478262226,1.639183457051278,0.8122304978436203,-0.8122304978436203,-1.6519012152095918,1.9427675421405226,-1.5217391304349632,0.13016208477462854,22
1786055130000,2026-08-06T22:25:30+00:00,TRAIN,-1,True,False,False,0.3862068965513971,-0.7724137931036723,1.1586206896550695,0.6296296296296297,0.375,0.6296296296296297,0.375,27.0,16.0,0.5925925925925926,0.375,0.6133874239345719,-2.059770114943126,2.673157538877698,0.09513023782477475,0.09513023782477475,0.2114005285011017,1.5009437523592641,0.675862068965384,0.46446154046428234,22
1786055250000,2026-08-06T22:27:30+00:00,TRAIN,-1,False,False,False,0.0,-0.6621621621620634,0.6621621621620634,1.0,0.15384615384615385,1.0,0.15384615384615385,1.0,26.0,26.0,0.15384615384615385,0.0,-4.304054054053411,4.304054054053411,0.5157614887956321,0.5157614887956321,0.4200531712879121,1.4462590201295533,0.5675675675679746,0.14751439628006247,22
1786055430000,2026-08-06T22:30:30+00:00,TRAIN,-1,False,False,False,1.354838709677499,0.451612903225833,0.9032258064516661,0.92,0.25,0.92,0.25,25.0,8.0,0.32,0.25,1.4726507713885857,1.806451612903332,-0.3338008415147462,0.7843715444158665,-0.7843715444158665,-1.5068190195353484,1.7751566531514509,-1.5354838709676677,-0.028664851432319338,22
1786055550000,2026-08-06T22:32:30+00:00,TRAIN,-1,True,True,False,0.4242424242424476,-0.0848484848487982,0.5090909090912459,0.45454545454545453,0.3333333333333333,0.45454545454545453,0.3333333333333333,11.0,6.0,0.5454545454545454,0.3333333333333333,0.9333333333333848,-0.2545454545463946,1.1878787878797794,0.08484848484850685,0.08484848484850685,-0.5040998217459967,0.8335115864526587,-0.4242424242424476,0.07985739750354903,22
1786055760000,2026-08-06T22:36:00+00:00,TRAIN,1,False,False,False,0.34146341463384333,0.16867469879503288,0.17278871583881045,-0.5,-1.0,0.5,1.0,12.0,3.0,0.25,0.5,0.6829268292676867,0.16867469879503288,0.5142521304726537,0.623304347825599,-0.623304347825599,-0.8765217391301915,1.0810434782598017,-0.6746987951801315,0.20182294395005995,22
1786056270000,2026-08-06T22:44:30+00:00,TRAIN,1,False,True,False,1.1937984496119287,0.10852713178335127,1.0852713178285773,-0.2,-0.030303030303030304,0.2,0.030303030303030304,25.0,33.0,1.32,0.030303030303030304,5.968992248059643,3.581395348850592,2.387596899209051,0.6773312524376491,-0.6773312524376491,-1.0378462738969108,1.7261022239567656,-1.30232558139528,-0.26447930749836934,22
1786057020000,2026-08-06T22:57:00+00:00,TRAIN,1,True,False,False,0.4341085271314004,0.32061068702308626,0.11349784010831415,-0.3333333333333333,-1.0,0.3333333333333333,1.0,3.0,2.0,0.6666666666666666,0.3333333333333333,1.3023255813942014,0.32061068702308626,0.9817148943711151,0.11182108626135862,-0.11182108626135862,-0.9504792332261247,1.0623003194885003,-0.74809160305322,0.20238763017290473,22
1786057290000,2026-08-06T23:01:30+00:00,TRAIN,-1,False,False,False,0.1400000000004966,-0.1400000000004966,0.2800000000009932,0.2,0.4,0.2,0.4,5.0,10.0,2.0,0.2,0.7000000000024829,-0.35000000000124143,1.0500000000037244,1.020382952439768,-1.020382952439768,-1.0290302655946508,1.5132798023467404,-0.0,1.0290302655946508,23
1786057380000,2026-08-06T23:03:00+00:00,TRAIN,-1,False,True,True,1.7142857142865626,-1.0090090090092054,2.7232947232957683,1.0,0.25,1.0,0.25,3.0,8.0,2.6666666666666665,0.25,1.7142857142865626,-4.036036036036822,5.750321750323384,0.9649973074857,0.9649973074857,-0.9649973074843287,2.216478190629096,-0.7567567567571909,0.20824055072713776,23
1786057620000,2026-08-06T23:07:00+00:00,TRAIN,-1,False,False,False,1.6568047337277572,-1.5730337078650722,3.2298384415928294,0.7142857142857143,0.15384615384615385,0.7142857142857143,0.15384615384615385,70.0,52.0,0.7428571428571429,0.15384615384615385,2.31952662721886,-10.224719101122968,12.544245728341828,1.8531540847985177,1.8531540847985177,-0.10134436401199375,2.1716649431231807,-0.15730337078636417,-0.05595900677437042,23
1786057830000,2026-08-06T23:10:30+00:00,TRAIN,-1,True,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13320647002821842,-0.13320647002821842,-0.479543292102717,0.532825880114489,-0.3763440860215164,0.10319920608120059,23
1786058100000,2026-08-06T23:15:00+00:00,TRAIN,-1,False,False,False,0.2413793103449916,0.0,0.2413793103449916,0.3333333333333333,1.0,0.3333333333333333,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.7241379310349748,0.0,0.7241379310349748,0.3736892278360636,-0.3736892278360636,-0.7384810931044092,0.7384810931044092,-0.4912280701757783,0.24725302292863094,23
1786058250000,2026-08-06T23:17:30+00:00,TRAIN,-1,True,False,False,0.17391304347811842,-0.17391304347811842,0.34782608695623685,1.0,0.25,1.0,0.25,2.0,8.0,4.0,0.25,0.17391304347811842,-0.6956521739124737,0.8695652173905921,0.004812650395429278,-0.004812650395429278,-0.0962530079059593,0.36094877964931704,-0.0,0.0962530079059593,23
1786058910000,2026-08-06T23:28:30+00:00,TRAIN,-1,False,False,False,-0.15053763440780718,-1.3548387096784793,1.2043010752706722,0.45454545454545453,0.037037037037037035,0.45454545454545453,0.037037037037037035,11.0,27.0,2.4545454545454546,0.037037037037037035,-0.3311827956971758,-36.58064516131894,36.24946236562177,1.1862928348902095,1.1862928348902095,1.604984423676576,1.875389408101468,1.0537634408601266,-0.5512209828164494,23
1786059030000,2026-08-06T23:30:30+00:00,TRAIN,-1,False,False,False,1.4518518518515724,0.5185185185185535,0.9333333333330189,0.25,0.38461538461538464,0.25,0.38461538461538464,40.0,13.0,0.325,0.25,5.80740740740629,1.348148148148239,4.459259259258051,0.7394366197177178,-0.7394366197177178,-1.6452464788734633,1.682218309859069,-1.7629629629628931,-0.11771648408942981,23
1786059450000,2026-08-06T23:37:30+00:00,TRAIN,-1,True,False,False,0.5090909090912178,-0.2545454545456089,0.7636363636368266,1.0,0.2,1.0,0.2,3.0,5.0,1.6666666666666667,0.2,0.5090909090912178,-1.2727272727280443,1.7818181818192622,0.19993357688488736,0.19993357688488736,-0.24642975755677485,0.47426104284310316,-0.2545454545456089,-0.008115696988834048,23
1786059720000,2026-08-06T23:42:00+00:00,TRAIN,-1,False,False,False,0.16766467065926705,0.088050314465711,0.07961435619355604,1.0,0.3333333333333333,1.0,0.3333333333333333,2.0,3.0,1.5,0.3333333333333333,0.16766467065926705,0.264150943397133,-0.09648627273786597,0.28522920203751734,-0.28522920203751734,-0.4468590831920817,0.45161290322614117,-0.176100628931422,0.2707584542606597,23
1786059930000,2026-08-06T23:45:30+00:00,TRAIN,-1,False,False,False,0.7088607594936607,-0.531645569619641,1.2405063291133018,0.8260869565217391,0.07692307692307693,0.8260869565217391,0.07692307692307693,23.0,13.0,0.5652173913043478,0.07692307692307693,0.8580946035975893,-6.9113924050553335,7.769487008652923,0.26821758467304097,0.26821758467304097,-0.3256927813891282,0.9196031474512973,-0.3544303797472333,-0.028737598358105076,23
1786060080000,2026-08-06T23:48:00+00:00,TRAIN,-1,False,False,False,0.4142011834318724,0.40697674418598623,0.007224439245886172,0.09333333333333334,0.6923076923076923,0.09333333333333334,0.6923076923076923,75.0,13.0,0.17333333333333334,0.09333333333333334,4.437869822484347,0.5878552971575357,3.8500145253268117,0.3099304237827305,-0.3099304237827305,-1.0803289057560488,1.7887413029731434,-0.8139534883719725,0.26637541738407633,23
1786060140000,2026-08-06T23:49:00+00:00,TRAIN,1,False,True,True,-0.08139534883749336,-0.23463687150849116,0.1532415226709978,-0.06666666666666667,-0.4915254237288136,0.06666666666666667,0.4915254237288136,15.0,59.0,3.933333333333333,0.06666666666666667,-1.2209302325624003,-0.4773646696207234,-0.7435655629416769,0.37860576923060874,0.37860576923060874,0.34495192307679384,1.0853365384614866,0.39106145251391483,0.04610952943712099,23
1786060200000,2026-08-06T23:50:00+00:00,TRAIN,1,True,True,True,0.23463687150849116,0.1581920903953136,0.07644478111317757,-0.4,-0.2727272727272727,0.4,0.2727272727272727,10.0,22.0,2.2,0.2727272727272727,0.5865921787712278,0.5800376647828166,0.006554513988411226,0.01678154030602967,-0.01678154030602967,-0.05034462091732588,0.7677554689840685,-0.2372881355933301,-0.1869435146760042,23
