gc_end_ms,gc_end_utc,period,direction,side,xau_atr,r5,r10,r30,mfe_15m_atr,mae_15m_atr,first025_hit,first025_ms,gc_delta_frac,gc_volume,gc_impact,bias_60s_atr,bias_180s_atr,bias_300s_atr,bias_600s_atr,bias_900s_atr,state
1788151650000,2026-08-31T04:47:30+00:00,VALID,1,LONG,1.9232142857141687,-0.09619312906195086,-0.184586815227268,-0.11439182915472682,2.209842154131982,-1.3155060352826689,OPP,37806,-0.8823529411764706,34.0,-0.04999999999972553,-0.23918291550559584,-1.0087279480035674,-0.37957288765067815,1.164716805942863,1.8926648096567384,ALL
1788151650000,2026-08-31T04:47:30+00:00,VALID,1,LONG,1.9232142857141687,-0.09619312906195086,-0.184586815227268,-0.11439182915472682,2.209842154131982,-1.3155060352826689,OPP,37806,-0.8823529411764706,34.0,-0.04999999999972553,-0.23918291550559584,-1.0087279480035674,-0.37957288765067815,1.164716805942863,1.8926648096567384,CROWD_PERSISTS
1788158190000,2026-08-31T06:36:30+00:00,VALID,1,LONG,2.6371428571430573,0.04171180931766068,0.1080715059591114,0.4531419284938964,2.711267605633804,0.0,PRED,12457,-0.5833333333333334,72.0,-0.039106145251539715,0.4057421451786237,1.7291440953412989,2.0343986998914203,2.5368364030335866,1.6703683640304574,ALL
1788158190000,2026-08-31T06:36:30+00:00,VALID,1,LONG,2.6371428571430573,0.04171180931766068,0.1080715059591114,0.4531419284938964,2.711267605633804,0.0,PRED,12457,-0.5833333333333334,72.0,-0.039106145251539715,0.4057421451786237,1.7291440953412989,2.0343986998914203,2.5368364030335866,1.6703683640304574,DIVERGE_EARLY
1788160770000,2026-08-31T07:19:30+00:00,VALID,-1,SHORT,1.8367857142855297,-0.3484347657006709,-0.49543068248101274,-0.9745284853194351,0.03538790589178386,-5.901613844060559,OPP,3907,0.6616161616161617,396.0,-1.0500000000001062,-1.1923002138833447,-3.3727396461211216,-4.290103052692976,-3.4081275520129055,-3.152245770950609,ALL
1788160770000,2026-08-31T07:19:30+00:00,VALID,-1,SHORT,1.8367857142855297,-0.3484347657006709,-0.49543068248101274,-0.9745284853194351,0.03538790589178386,-5.901613844060559,OPP,3907,0.6616161616161617,396.0,-1.0500000000001062,-1.1923002138833447,-3.3727396461211216,-4.290103052692976,-3.4081275520129055,-3.152245770950609,CROWD_PERSISTS
1788175200000,2026-08-31T11:20:00+00:00,VALID,-1,SHORT,1.31785714285687,-0.1669376693769216,-0.2579945799459633,-0.21246612466178752,0.2883468834682871,-5.713821138213063,OPP,7207,0.5757575757575758,33.0,-0.28717948717923936,-0.3186991869919911,-0.9333333333331953,-1.1761517615179968,-5.137127371275108,-1.5783197831981035,ALL
1788175200000,2026-08-31T11:20:00+00:00,VALID,-1,SHORT,1.31785714285687,-0.1669376693769216,-0.2579945799459633,-0.21246612466178752,0.2883468834682871,-5.713821138213063,OPP,7207,0.5757575757575758,33.0,-0.28717948717923936,-0.3186991869919911,-0.9333333333331953,-1.1761517615179968,-5.137127371275108,-1.5783197831981035,CROWD_PERSISTS
1788188490000,2026-08-31T15:01:30+00:00,VALID,-1,SHORT,3.055357142856792,0.615312682642134,0.6349503214496843,0.36656925774431337,2.173232028054424,-0.9917007597896272,PRED,2410,0.43859649122807015,114.0,0.03167420814490979,1.1193454120398951,1.5546464056109324,1.6037405026304037,-0.013091759204835116,-0.45166569257723,ALL
1788188490000,2026-08-31T15:01:30+00:00,VALID,-1,SHORT,3.055357142856792,0.615312682642134,0.6349503214496843,0.36656925774431337,2.173232028054424,-0.9917007597896272,PRED,2410,0.43859649122807015,114.0,0.03167420814490979,1.1193454120398951,1.5546464056109324,1.6037405026304037,-0.013091759204835116,-0.45166569257723,DIVERGE_EARLY
1788228600000,2026-09-01T02:10:00+00:00,VALID,1,LONG,2.0464285714287405,0.5619546247816257,0.6059336823733162,1.177661431064404,3.5085514834200016,-0.019546247818924167,PRED,456,-0.6216216216216216,37.0,0.04929577464806729,2.169633507853028,2.8342059336817838,1.485514834205793,2.304013961605021,0.5350785340310494,ALL
1788228600000,2026-09-01T02:10:00+00:00,VALID,1,LONG,2.0464285714287405,0.5619546247816257,0.6059336823733162,1.177661431064404,3.5085514834200016,-0.019546247818924167,PRED,456,-0.6216216216216216,37.0,0.04929577464806729,2.169633507853028,2.8342059336817838,1.485514834205793,2.304013961605021,0.5350785340310494,DIVERGE_EARLY
1788231960000,2026-09-01T03:06:00+00:00,VALID,-1,SHORT,1.8692857142858494,-0.02942300343871937,-0.010699273977096893,-0.5938097057697476,3.3756209400076123,-0.6553305311421903,OPP,15461,0.7631578947368421,76.0,-0.10486891385806013,-0.05884600687792529,0.08826901031761775,,0.4654184180363135,3.3756209400076123,ALL
1788231960000,2026-09-01T03:06:00+00:00,VALID,-1,SHORT,1.8692857142858494,-0.02942300343871937,-0.010699273977096893,-0.5938097057697476,3.3756209400076123,-0.6553305311421903,OPP,15461,0.7631578947368421,76.0,-0.10486891385806013,-0.05884600687792529,0.08826901031761775,,0.4654184180363135,3.3756209400076123,CROWD_PERSISTS
