feed,seed_time,confirm_time,confirm_lag_m1,entry_time,entry,seed_atr14,seed_delta_frac,seed_buy_vol,seed_buy_loc,seed_impact,seed_impact_q20,seed_close_pos,fwd_15m_atr,fwd_30m_atr
RITHMIC_RAW,2026-08-06 06:28:00+00:00,2026-08-06 06:30:00+00:00,2,2026-08-06 06:31:00+00:00,4314.3,2.1714285714284807,0.4049586776859504,85.0,0.6941176470588235,-0.3684210526316781,0.2786875436323308,0.25000000000018946,-0.6907894736842394,0.41447368421079495
RITHMIC_RAW,2026-08-07 09:18:00+00:00,2026-08-07 09:19:00+00:00,1,2026-08-07 09:20:00+00:00,4366.0,1.4642857142856494,0.45098039215686275,74.0,0.6621621621621622,0.13658536585416148,0.2914823914824955,0.40000000000024255,1.3658536585366459,-6.96585365853677
RITHMIC_RAW,2026-08-07 13:14:00+00:00,2026-08-07 13:15:00+00:00,1,2026-08-07 13:16:00+00:00,4405.6,4.271428571428585,0.42995169082125606,148.0,0.6351351351351351,-0.3043478260869982,0.2754969845879143,0.3333333333330807,-2.3645484949831426,-2.9498327759195955
RITHMIC_RAW,2026-08-13 11:32:00+00:00,2026-08-13 11:33:00+00:00,1,2026-08-13 11:34:00+00:00,4444.5,1.200000000000078,0.43478260869565216,66.0,0.45454545454545453,-0.08333333333287318,0.28494208494225315,0.4000000000014552,3.3333333333331168,1.33333333333355
RITHMIC_RAW,2026-08-13 19:09:00+00:00,2026-08-13 19:10:00+00:00,1,2026-08-13 19:11:00+00:00,4409.4,1.1142857142858702,0.44329896907216493,70.0,0.37142857142857144,-0.17948717948699114,0.27936117936134935,0.4444444444442199,3.4999999999991838,0.0
RITHMIC_RAW,2026-08-14 11:42:00+00:00,2026-08-14 11:44:00+00:00,2,2026-08-14 11:45:00+00:00,4418.4,1.750000000000065,0.47540983606557374,90.0,0.6888888888888889,0.0571428571430629,0.2882657190106252,0.40000000000024255,-4.228571428571583,-5.599999999999896
RITHMIC_RAW,2026-08-17 01:53:00+00:00,2026-08-17 01:55:00+00:00,2,2026-08-17 01:56:00+00:00,4452.5,2.714285714285649,0.5217391304347826,105.0,0.34285714285714286,0.2210526315790867,0.3068584531999863,0.20000000000012128,0.9947368421052201,0.1473684210525011
RITHMIC_RAW,2026-08-17 09:51:00+00:00,2026-08-17 09:52:00+00:00,1,2026-08-17 09:53:00+00:00,4450.4,1.3428571428572857,0.4098360655737705,43.0,0.5581395348837209,-0.22340425531926061,0.29996164173380346,0.6666666666664982,-1.8617021276593764,-1.7872340425534077
RITHMIC_RAW,2026-08-17 11:42:00+00:00,2026-08-17 11:43:00+00:00,1,2026-08-17 11:44:00+00:00,4457.5,1.3357142857143376,0.5137254901960784,193.0,0.5803108808290155,-0.22459893048141089,0.29842731108555,0.40000000000024255,3.1443850267377096,5.6898395721925645
RITHMIC_RAW,2026-08-20 14:01:00+00:00,2026-08-20 14:02:00+00:00,1,2026-08-20 14:03:00+00:00,4542.6,3.49999999999987,0.42231075697211157,357.0,0.5378151260504201,0.22857142857148904,0.29436723613897503,0.6250000000000355,-0.19999999999995546,-2.20000000000003
