cohort,candidate,mode,cost_r,original_signals,accepted_signals,accept_rate_pct,fills,fill_rate_original_pct,fill_rate_accepted_pct,ev_r_per_original_signal,ev_r_per_accepted_signal,ev_r_per_fill,pf,max_dd_r,positive_weeks,weeks,positive_week_pct,worst_closed_utc_day_r,early_ev_r_per_original_signal,late_ev_r_per_original_signal,dd_pct_at_025risk,dd_pct_at_050risk,worst_day_pct_at_025risk,worst_day_pct_at_050risk
COMMON_CLOCK,D0.75_E3M,ONE_ACTIVE_SETUP,0.0,245,212,86.53061224489797,107,43.673469387755105,50.47169811320755,0.0666941394999789,0.07707577442214543,0.1527108801635031,1.2384855479329704,8.757309214614512,3,6,50.0,-4.0,0.07961789015678675,0.03305437676093496,2.189327303653628,4.378654607307256,-1.0,-2.0
COMMON_CLOCK,D0.75_E3M,ONE_ACTIVE_SETUP,0.025,245,212,86.53061224489797,107,43.673469387755105,50.47169811320755,0.05577577215304015,0.06445784989384358,0.12771088016350313,1.194545545484471,9.307309214614511,3,6,50.0,-4.1,0.06874218394209751,0.022024964996229107,2.3268273036536278,4.6536546073072556,-1.025,-2.05
COMMON_CLOCK,D0.75_E3M,ONE_ACTIVE_SETUP,0.05,245,212,86.53061224489797,107,43.673469387755105,50.47169811320755,0.04485740480610136,0.05183992536554167,0.10271088016350312,1.1527119976273617,9.85730921461451,3,6,50.0,-4.2,0.0578664777274082,0.010995553231523167,2.4643273036536275,4.928654607307255,-1.05,-2.1
COMMON_CLOCK,D0.75_E3M,ONE_ACTIVE_SETUP,0.1,245,212,86.53061224489797,107,43.673469387755105,50.47169811320755,0.02302067011222376,0.026604076308937834,0.05271088016350302,1.0747860907877584,10.957309214614511,3,6,50.0,-4.4,0.03611506529802965,-0.011063270297888615,2.739327303653628,5.478654607307256,-1.1,-2.2
COMMON_CLOCK,D0.75_E5M,ALL_SIGNALS,0.0,245,245,100.0,147,60.0,60.0,0.06164937096277876,0.06164937096277876,0.10274895160463128,1.1581721728168661,10.065373564087235,3,6,50.0,-5.5797692893676185,0.08183942371085635,0.009095851309694421,2.5163433910218087,5.032686782043617,-1.3949423223419046,-2.7898846446838093
COMMON_CLOCK,D0.75_E5M,ALL_SIGNALS,0.025,245,245,100.0,147,60.0,60.0,0.0466493709627788,0.0466493709627788,0.0777489516046313,1.1166633234329877,10.76537356408724,2,6,33.33333333333333,-5.779769289367618,0.06729140111198635,-0.007080619278540847,2.69134339102181,5.38268678204362,-1.4449423223419045,-2.889884644683809
COMMON_CLOCK,D0.75_E5M,ALL_SIGNALS,0.05,245,245,100.0,147,60.0,60.0,0.03164937096277878,0.03164937096277878,0.052748951604631264,1.077200130797731,11.465373564087248,1,6,16.666666666666664,-5.979769289367619,0.05274337851311627,-0.023257089866776187,2.866343391021812,5.732686782043624,-1.4949423223419047,-2.9898846446838094
COMMON_CLOCK,D0.75_E5M,ALL_SIGNALS,0.1,245,245,100.0,147,60.0,60.0,0.0016493709627787235,0.0016493709627787235,0.0027489516046312786,1.0038342365191857,13.887330699600795,1,6,16.666666666666664,-6.379769289367619,0.0236473333153761,-0.0556100310432468,3.471832674900199,6.943665349800398,-1.5949423223419048,-3.1898846446838096
COMMON_CLOCK,D0.75_E5M,ONE_ACTIVE_SETUP,0.0,245,203,82.85714285714286,123,50.204081632653065,60.591133004926114,0.059927528597171854,0.07232632761727638,0.11936784151469187,1.1850215912489719,10.409422837415176,3,6,50.0,-4.0,0.0837493751007059,-0.002079336566438831,2.602355709353794,5.204711418707588,-1.0,-2.0
COMMON_CLOCK,D0.75_E5M,ONE_ACTIVE_SETUP,0.025,245,203,82.85714285714286,123,50.204081632653065,60.591133004926114,0.04737650818900861,0.05717854436604487,0.09436784151469194,1.1425877449575885,11.009422837415181,3,6,50.0,-4.1,0.07188496832104492,-0.01641757186055644,2.7523557093537954,5.504711418707591,-1.025,-2.05
