signal_time_utc,status,net_r,sl_label,fold,p_sl,threshold,veto
2026-08-26T06:04:00+00:00,SL,-1.05,1,0,0.35552312379351275,0.6789133426194991,False
2026-08-26T11:18:00+00:00,SL,-1.05,1,0,0.7123744939573617,0.6789133426194991,True
2026-08-26T17:30:00+00:00,SL,-1.05,1,0,0.804556904011674,0.6789133426194991,True
2026-08-27T01:14:00+00:00,TIMEOUT,0.3542379788102158,0,0,0.580878541147994,0.6789133426194991,False
2026-08-27T08:56:00+00:00,SL,-1.05,1,0,0.8400403167734606,0.6789133426194991,True
2026-08-27T10:57:00+00:00,TP,2.95,0,0,0.7899855861614408,0.6789133426194991,True
2026-08-27T12:02:00+00:00,SL,-1.05,1,0,0.8672241912830628,0.6789133426194991,True
2026-08-27T15:41:00+00:00,TIMEOUT,1.206650791359731,0,0,0.8362596162933826,0.6789133426194991,True
2026-08-27T18:52:00+00:00,TP,2.95,0,0,0.2745456937810483,0.6789133426194991,False
2026-08-27T19:08:00+00:00,SL,-1.05,1,0,0.5000280321519688,0.6789133426194991,False
2026-08-28T03:24:00+00:00,SL,-1.05,1,0,0.6632988672659154,0.6789133426194991,False
2026-08-28T06:59:00+00:00,SL,-1.05,1,0,0.5075055300219484,0.6789133426194991,False
2026-08-28T09:31:00+00:00,TIMEOUT,0.6308834729628682,0,1,0.8816989600187622,0.6625823520053532,True
2026-08-28T19:01:00+00:00,TIMEOUT,1.0623744551827174,0,1,0.44334166520564505,0.6625823520053532,False
2026-08-30T23:08:00+00:00,SL,-1.05,1,1,0.5166283265432847,0.6625823520053532,False
2026-08-31T04:37:00+00:00,TIMEOUT,1.0156011893702572,0,1,0.5954915568451368,0.6625823520053532,False
2026-08-31T16:29:00+00:00,SL,-1.05,1,1,0.14899349091634212,0.6625823520053532,False
2026-08-31T23:32:00+00:00,SL,-1.05,1,1,0.3194613137036383,0.6625823520053532,False
2026-09-01T20:05:00+00:00,SL,-1.05,1,1,0.3044594126433726,0.6625823520053532,False
2026-09-02T02:20:00+00:00,TP,2.95,0,1,0.29619461978694894,0.6625823520053532,False
2026-09-03T02:50:00+00:00,TP,2.95,0,1,0.6853386501187192,0.6625823520053532,True
2026-09-03T11:45:00+00:00,SL,-1.05,1,1,0.7071896068498362,0.6625823520053532,True
2026-09-04T10:32:00+00:00,SL,-1.05,1,1,0.33079300920973514,0.6625823520053532,False
2026-09-04T11:51:00+00:00,SL,-1.05,1,1,0.5250182069354671,0.6625823520053532,False
2026-09-04T14:25:00+00:00,SL,-1.05,1,2,0.471821640598809,0.6170670868056582,False
2026-09-04T19:33:00+00:00,SL,-1.05,1,2,0.5874720043968544,0.6170670868056582,False
2026-09-07T00:11:00+00:00,SL,-1.05,1,2,0.30921317842447993,0.6170670868056582,False
2026-09-07T05:27:00+00:00,SL,-1.05,1,2,0.7851545384795542,0.6170670868056582,True
2026-09-07T07:55:00+00:00,TP,2.95,0,2,0.45645686616962006,0.6170670868056582,False
2026-09-07T12:10:00+00:00,TIMEOUT,2.128748180494892,0,2,0.5303644983156316,0.6170670868056582,False
2026-09-08T15:11:00+00:00,SL,-1.05,1,2,0.5466802535654831,0.6170670868056582,False
2026-09-09T05:01:00+00:00,SL,-1.05,1,2,0.5141354826437359,0.6170670868056582,False
2026-09-09T07:36:00+00:00,TIMEOUT,1.0507751937981775,0,2,0.5119752637918519,0.6170670868056582,False
2026-09-09T12:57:00+00:00,TP,2.95,0,2,0.5610867678816367,0.6170670868056582,False
2026-09-09T13:19:00+00:00,TP,2.95,0,2,0.5889108808872675,0.6170670868056582,False
2026-09-10T00:18:00+00:00,SL,-1.05,1,2,0.6412689388643508,0.6170670868056582,True
2026-09-10T10:05:00+00:00,SL,-1.05,1,3,0.6095032422566607,0.6083525994320991,True
2026-09-11T00:06:00+00:00,SL,-1.05,1,3,0.6476154439212323,0.6083525994320991,True
2026-09-11T03:42:00+00:00,SL,-1.05,1,3,0.40574925666042283,0.6083525994320991,False
2026-09-11T05:09:00+00:00,TIMEOUT,1.597228915662626,0,3,0.6679176471778944,0.6083525994320991,True
2026-09-11T05:55:00+00:00,TIMEOUT,0.8765794422438408,0,3,0.7183182135155279,0.6083525994320991,True
2026-09-11T08:00:00+00:00,SL,-1.05,1,3,0.48274495752863417,0.6083525994320991,False
2026-09-13T22:33:00+00:00,SL,-1.05,1,3,0.39719814413147886,0.6083525994320991,False
2026-09-14T10:18:00+00:00,TIMEOUT,1.4708415516104445,0,3,0.4704456014161468,0.6083525994320991,False
2026-09-14T16:43:00+00:00,TP,2.95,0,3,0.28099567358521566,0.6083525994320991,False
2026-09-15T12:53:00+00:00,SL,-1.05,1,3,0.8725693964863558,0.6083525994320991,True
2026-09-15T14:00:00+00:00,SL,-1.05,1,3,0.687442540801996,0.6083525994320991,True
2026-09-15T15:55:00+00:00,SL,-1.05,1,3,0.21482238463745196,0.6083525994320991,False
2026-09-15T18:06:00+00:00,TP,2.95,0,4,0.36959496684215765,0.6245307415776664,False
