candidate,sl_atr,tp_atr,rr_nominal,cost_r,period,n,ev_r,pf,wr_pct,tp_rate_pct,sl_rate_pct,timeout_rate_pct,cum_r,maxdd_r,maxdd_pct_at_025,max_consec_losses
Q60,1.75,5.0,2.857142857142857,0.02,VALID,22,0.21701067322749343,1.7204926619356313,63.63636363636363,0.0,27.27272727272727,72.72727272727273,4.774234811004855,4.049683616576063,1.0124209041440158,3
Q60,1.75,5.0,2.857142857142857,0.02,POST_CHECK,12,-0.008403084213656672,0.9823806236105583,50.0,8.333333333333332,41.66666666666667,50.0,-0.10083701056388006,3.506739809877245,0.8766849524693112,3
Q60,1.75,5.0,2.857142857142857,0.02,FULL,46,0.1632397322679396,1.5069143819078425,58.69565217391305,2.1739130434782608,26.08695652173913,71.73913043478261,7.509027684325222,4.0496836165760595,1.0124209041440149,3
Q60,1.75,5.0,2.857142857142857,0.05,TRAIN,12,0.20630249032368733,1.9471438190818995,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.475629883884248,1.0663560593386479,0.26658901483466196,2
Q60,1.75,5.0,2.857142857142857,0.05,VALID,22,0.18701067322749337,1.5973378692563145,59.09090909090909,0.0,27.27272727272727,72.72727272727273,4.114234811004854,4.409683616576063,1.1024209041440158,3
Q60,1.75,5.0,2.857142857142857,0.05,POST_CHECK,12,-0.03840308421365668,0.9219327182400178,50.0,8.333333333333332,41.66666666666667,50.0,-0.46083701056388016,3.6567398098772452,0.9141849524693113,3
Q60,1.75,5.0,2.857142857142857,0.05,FULL,46,0.13323973226793964,1.3978731426425917,56.52173913043478,2.1739130434782608,26.08695652173913,71.73913043478261,6.129027684325223,4.634318857530664,1.158579714382666,3
Q60,1.75,5.0,2.857142857142857,0.1,TRAIN,12,0.15630249032368732,1.6527848645233474,50.0,0.0,8.333333333333332,91.66666666666666,1.8756298838842478,1.216356059338648,0.304089014834662,3
Q60,1.75,5.0,2.857142857142857,0.1,VALID,22,0.13701067322749338,1.4107920284887294,59.09090909090909,0.0,27.27272727272727,72.72727272727273,3.0142348110048545,5.009683616576064,1.252420904144016,3
Q60,1.75,5.0,2.857142857142857,0.1,POST_CHECK,12,-0.08840308421365671,0.8289820726579077,50.0,8.333333333333332,41.66666666666667,50.0,-1.0608370105638805,3.906739809877245,0.9766849524693112,3
Q60,1.75,5.0,2.857142857142857,0.1,FULL,46,0.08323973226793957,1.2332786321672928,54.347826086956516,2.1739130434782608,26.08695652173913,71.73913043478261,3.82902768432522,5.784318857530664,1.446079714382666,3
Q60,1.75,5.0,2.857142857142857,0.15,TRAIN,12,0.1063024903236874,1.4019917029508955,50.0,0.0,8.333333333333332,91.66666666666666,1.2756298838842488,1.449738355696082,0.3624345889240205,3
Q60,1.75,5.0,2.857142857142857,0.15,VALID,22,0.08701067322749347,1.2453215584921702,54.54545454545454,0.0,27.27272727272727,72.72727272727273,1.9142348110048562,5.6096836165760635,1.4024209041440159,3
Q60,1.75,5.0,2.857142857142857,0.15,POST_CHECK,12,-0.13840308421365663,0.7453266851485713,41.66666666666667,8.333333333333332,41.66666666666667,50.0,-1.6608370105638797,4.156739809877244,1.039184952469311,3
Q60,1.75,5.0,2.857142857142857,0.15,FULL,46,0.033239732267939665,1.0873846088969361,50.0,2.1739130434782608,26.08695652173913,71.73913043478261,1.5290276843252246,6.9343188575306645,1.7335797143826661,3
Q60,1.75,5.25,3.0,0.0,TRAIN,12,0.25630249032368735,2.2960519541771047,66.66666666666666,0.0,8.333333333333332,91.66666666666666,3.075629883884248,1.0,0.25,2
Q60,1.75,5.25,3.0,0.0,VALID,22,0.23701067322749347,1.806364758747896,63.63636363636363,0.0,27.27272727272727,72.72727272727273,5.214234811004856,3.809683616576063,0.9524209041440157,3
Q60,1.75,5.25,3.0,0.0,POST_CHECK,12,0.014264385832228277,1.0305497665827688,50.0,0.0,41.66666666666667,58.333333333333336,0.17117262998673932,3.406739809877245,0.8516849524693112,3
Q60,1.75,5.25,3.0,0.0,FULL,46,0.1839355940190401,1.5858430448363658,60.86956521739131,0.0,26.08695652173913,73.91304347826086,8.461037324875845,3.8096836165760637,0.9524209041440159,3
Q60,1.75,5.25,3.0,0.02,TRAIN,12,0.23630249032368733,2.1509244508866323,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.835629883884248,1.02,0.255,2
Q60,1.75,5.25,3.0,0.02,VALID,22,0.21701067322749343,1.7204926619356313,63.63636363636363,0.0,27.27272727272727,72.72727272727273,4.774234811004855,4.049683616576063,1.0124209041440158,3
Q60,1.75,5.25,3.0,0.02,POST_CHECK,12,-0.005735614167771704,0.987973707953284,50.0,0.0,41.66666666666667,58.333333333333336,-0.06882737001326045,3.506739809877245,0.8766849524693112,3
Q60,1.75,5.25,3.0,0.02,FULL,46,0.16393559401904007,1.5090752671564989,58.69565217391305,0.0,26.08695652173913,73.91304347826086,7.541037324875843,4.0496836165760595,1.0124209041440149,3
Q60,1.75,5.25,3.0,0.05,TRAIN,12,0.20630249032368733,1.9471438190818995,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.475629883884248,1.0663560593386479,0.26658901483466196,2
Q60,1.75,5.25,3.0,0.05,VALID,22,0.18701067322749337,1.5973378692563145,59.09090909090909,0.0,27.27272727272727,72.72727272727273,4.114234811004854,4.409683616576063,1.1024209041440158,3
Q60,1.75,5.25,3.0,0.05,POST_CHECK,12,-0.03573561416777171,0.927355254995135,50.0,0.0,41.66666666666667,58.333333333333336,-0.42882737001326054,3.6567398098772452,0.9141849524693113,3
Q60,1.75,5.25,3.0,0.05,FULL,46,0.13393559401904004,1.399951086639044,56.52173913043478,0.0,26.08695652173913,73.91304347826086,6.161037324875842,4.634318857530664,1.158579714382666,3
Q60,1.75,5.25,3.0,0.1,TRAIN,12,0.15630249032368732,1.6527848645233474,50.0,0.0,8.333333333333332,91.66666666666666,1.8756298838842478,1.216356059338648,0.304089014834662,3
Q60,1.75,5.25,3.0,0.1,VALID,22,0.13701067322749338,1.4107920284887294,59.09090909090909,0.0,27.27272727272727,72.72727272727273,3.0142348110048545,5.009683616576064,1.252420904144016,3
Q60,1.75,5.25,3.0,0.1,POST_CHECK,12,-0.08573561416777174,0.8341423586654844,50.0,0.0,41.66666666666667,58.333333333333336,-1.0288273700132609,3.906739809877245,0.9766849524693112,3
Q60,1.75,5.25,3.0,0.1,FULL,46,0.08393559401904001,1.235228778726531,54.347826086956516,0.0,26.08695652173913,73.91304347826086,3.86103732487584,5.784318857530664,1.446079714382666,3
Q60,1.75,5.25,3.0,0.15,TRAIN,12,0.1063024903236874,1.4019917029508955,50.0,0.0,8.333333333333332,91.66666666666666,1.2756298838842488,1.449738355696082,0.3624345889240205,3
Q60,1.75,5.25,3.0,0.15,VALID,22,0.08701067322749347,1.2453215584921702,54.54545454545454,0.0,27.27272727272727,72.72727272727273,1.9142348110048562,5.6096836165760635,1.4024209041440159,3
Q60,1.75,5.25,3.0,0.15,POST_CHECK,12,-0.13573561416777166,0.7502350543710643,41.66666666666667,0.0,41.66666666666667,58.333333333333336,-1.62882737001326,4.156739809877244,1.039184952469311,3
Q60,1.75,5.25,3.0,0.15,FULL,46,0.0339355940190401,1.0892139740216635,50.0,0.0,26.08695652173913,73.91304347826086,1.5610373248758447,6.9343188575306645,1.7335797143826661,3
Q60,1.75,5.5,3.142857142857143,0.0,TRAIN,12,0.25630249032368735,2.2960519541771047,66.66666666666666,0.0,8.333333333333332,91.66666666666666,3.075629883884248,1.0,0.25,2
Q60,1.75,5.5,3.142857142857143,0.0,VALID,22,0.23701067322749347,1.806364758747896,63.63636363636363,0.0,27.27272727272727,72.72727272727273,5.214234811004856,3.809683616576063,0.9524209041440157,3
Q60,1.75,5.5,3.142857142857143,0.0,POST_CHECK,12,0.014264385832228277,1.0305497665827688,50.0,0.0,41.66666666666667,58.333333333333336,0.17117262998673932,3.406739809877245,0.8516849524693112,3
Q60,1.75,5.5,3.142857142857143,0.0,FULL,46,0.1839355940190401,1.5858430448363658,60.86956521739131,0.0,26.08695652173913,73.91304347826086,8.461037324875845,3.8096836165760637,0.9524209041440159,3
Q60,1.75,5.5,3.142857142857143,0.02,TRAIN,12,0.23630249032368733,2.1509244508866323,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.835629883884248,1.02,0.255,2
Q60,1.75,5.5,3.142857142857143,0.02,VALID,22,0.21701067322749343,1.7204926619356313,63.63636363636363,0.0,27.27272727272727,72.72727272727273,4.774234811004855,4.049683616576063,1.0124209041440158,3
Q60,1.75,5.5,3.142857142857143,0.02,POST_CHECK,12,-0.005735614167771704,0.987973707953284,50.0,0.0,41.66666666666667,58.333333333333336,-0.06882737001326045,3.506739809877245,0.8766849524693112,3
Q60,1.75,5.5,3.142857142857143,0.02,FULL,46,0.16393559401904007,1.5090752671564989,58.69565217391305,0.0,26.08695652173913,73.91304347826086,7.541037324875843,4.0496836165760595,1.0124209041440149,3
Q60,1.75,5.5,3.142857142857143,0.05,TRAIN,12,0.20630249032368733,1.9471438190818995,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.475629883884248,1.0663560593386479,0.26658901483466196,2
Q60,1.75,5.5,3.142857142857143,0.05,VALID,22,0.18701067322749337,1.5973378692563145,59.09090909090909,0.0,27.27272727272727,72.72727272727273,4.114234811004854,4.409683616576063,1.1024209041440158,3
Q60,1.75,5.5,3.142857142857143,0.05,POST_CHECK,12,-0.03573561416777171,0.927355254995135,50.0,0.0,41.66666666666667,58.333333333333336,-0.42882737001326054,3.6567398098772452,0.9141849524693113,3
Q60,1.75,5.5,3.142857142857143,0.05,FULL,46,0.13393559401904004,1.399951086639044,56.52173913043478,0.0,26.08695652173913,73.91304347826086,6.161037324875842,4.634318857530664,1.158579714382666,3
Q60,1.75,5.5,3.142857142857143,0.1,TRAIN,12,0.15630249032368732,1.6527848645233474,50.0,0.0,8.333333333333332,91.66666666666666,1.8756298838842478,1.216356059338648,0.304089014834662,3
Q60,1.75,5.5,3.142857142857143,0.1,VALID,22,0.13701067322749338,1.4107920284887294,59.09090909090909,0.0,27.27272727272727,72.72727272727273,3.0142348110048545,5.009683616576064,1.252420904144016,3
Q60,1.75,5.5,3.142857142857143,0.1,POST_CHECK,12,-0.08573561416777174,0.8341423586654844,50.0,0.0,41.66666666666667,58.333333333333336,-1.0288273700132609,3.906739809877245,0.9766849524693112,3
Q60,1.75,5.5,3.142857142857143,0.1,FULL,46,0.08393559401904001,1.235228778726531,54.347826086956516,0.0,26.08695652173913,73.91304347826086,3.86103732487584,5.784318857530664,1.446079714382666,3
Q60,1.75,5.5,3.142857142857143,0.15,TRAIN,12,0.1063024903236874,1.4019917029508955,50.0,0.0,8.333333333333332,91.66666666666666,1.2756298838842488,1.449738355696082,0.3624345889240205,3
Q60,1.75,5.5,3.142857142857143,0.15,VALID,22,0.08701067322749347,1.2453215584921702,54.54545454545454,0.0,27.27272727272727,72.72727272727273,1.9142348110048562,5.6096836165760635,1.4024209041440159,3
Q60,1.75,5.5,3.142857142857143,0.15,POST_CHECK,12,-0.13573561416777166,0.7502350543710643,41.66666666666667,0.0,41.66666666666667,58.333333333333336,-1.62882737001326,4.156739809877244,1.039184952469311,3
Q60,1.75,5.5,3.142857142857143,0.15,FULL,46,0.0339355940190401,1.0892139740216635,50.0,0.0,26.08695652173913,73.91304347826086,1.5610373248758447,6.9343188575306645,1.7335797143826661,3
Q60,1.75,5.75,3.2857142857142856,0.0,TRAIN,12,0.25630249032368735,2.2960519541771047,66.66666666666666,0.0,8.333333333333332,91.66666666666666,3.075629883884248,1.0,0.25,2
Q60,1.75,5.75,3.2857142857142856,0.0,VALID,22,0.23701067322749347,1.806364758747896,63.63636363636363,0.0,27.27272727272727,72.72727272727273,5.214234811004856,3.809683616576063,0.9524209041440157,3
Q60,1.75,5.75,3.2857142857142856,0.0,POST_CHECK,12,0.014264385832228277,1.0305497665827688,50.0,0.0,41.66666666666667,58.333333333333336,0.17117262998673932,3.406739809877245,0.8516849524693112,3
Q60,1.75,5.75,3.2857142857142856,0.0,FULL,46,0.1839355940190401,1.5858430448363658,60.86956521739131,0.0,26.08695652173913,73.91304347826086,8.461037324875845,3.8096836165760637,0.9524209041440159,3
Q60,1.75,5.75,3.2857142857142856,0.02,TRAIN,12,0.23630249032368733,2.1509244508866323,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.835629883884248,1.02,0.255,2
Q60,1.75,5.75,3.2857142857142856,0.02,VALID,22,0.21701067322749343,1.7204926619356313,63.63636363636363,0.0,27.27272727272727,72.72727272727273,4.774234811004855,4.049683616576063,1.0124209041440158,3
Q60,1.75,5.75,3.2857142857142856,0.02,POST_CHECK,12,-0.005735614167771704,0.987973707953284,50.0,0.0,41.66666666666667,58.333333333333336,-0.06882737001326045,3.506739809877245,0.8766849524693112,3
Q60,1.75,5.75,3.2857142857142856,0.02,FULL,46,0.16393559401904007,1.5090752671564989,58.69565217391305,0.0,26.08695652173913,73.91304347826086,7.541037324875843,4.0496836165760595,1.0124209041440149,3
Q60,1.75,5.75,3.2857142857142856,0.05,TRAIN,12,0.20630249032368733,1.9471438190818995,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.475629883884248,1.0663560593386479,0.26658901483466196,2
Q60,1.75,5.75,3.2857142857142856,0.05,VALID,22,0.18701067322749337,1.5973378692563145,59.09090909090909,0.0,27.27272727272727,72.72727272727273,4.114234811004854,4.409683616576063,1.1024209041440158,3
Q60,1.75,5.75,3.2857142857142856,0.05,POST_CHECK,12,-0.03573561416777171,0.927355254995135,50.0,0.0,41.66666666666667,58.333333333333336,-0.42882737001326054,3.6567398098772452,0.9141849524693113,3
Q60,1.75,5.75,3.2857142857142856,0.05,FULL,46,0.13393559401904004,1.399951086639044,56.52173913043478,0.0,26.08695652173913,73.91304347826086,6.161037324875842,4.634318857530664,1.158579714382666,3
Q60,1.75,5.75,3.2857142857142856,0.1,TRAIN,12,0.15630249032368732,1.6527848645233474,50.0,0.0,8.333333333333332,91.66666666666666,1.8756298838842478,1.216356059338648,0.304089014834662,3
Q60,1.75,5.75,3.2857142857142856,0.1,VALID,22,0.13701067322749338,1.4107920284887294,59.09090909090909,0.0,27.27272727272727,72.72727272727273,3.0142348110048545,5.009683616576064,1.252420904144016,3
Q60,1.75,5.75,3.2857142857142856,0.1,POST_CHECK,12,-0.08573561416777174,0.8341423586654844,50.0,0.0,41.66666666666667,58.333333333333336,-1.0288273700132609,3.906739809877245,0.9766849524693112,3
Q60,1.75,5.75,3.2857142857142856,0.1,FULL,46,0.08393559401904001,1.235228778726531,54.347826086956516,0.0,26.08695652173913,73.91304347826086,3.86103732487584,5.784318857530664,1.446079714382666,3
Q60,1.75,5.75,3.2857142857142856,0.15,TRAIN,12,0.1063024903236874,1.4019917029508955,50.0,0.0,8.333333333333332,91.66666666666666,1.2756298838842488,1.449738355696082,0.3624345889240205,3
Q60,1.75,5.75,3.2857142857142856,0.15,VALID,22,0.08701067322749347,1.2453215584921702,54.54545454545454,0.0,27.27272727272727,72.72727272727273,1.9142348110048562,5.6096836165760635,1.4024209041440159,3
Q60,1.75,5.75,3.2857142857142856,0.15,POST_CHECK,12,-0.13573561416777166,0.7502350543710643,41.66666666666667,0.0,41.66666666666667,58.333333333333336,-1.62882737001326,4.156739809877244,1.039184952469311,3
Q60,1.75,5.75,3.2857142857142856,0.15,FULL,46,0.0339355940190401,1.0892139740216635,50.0,0.0,26.08695652173913,73.91304347826086,1.5610373248758447,6.9343188575306645,1.7335797143826661,3
Q60,1.75,6.0,3.4285714285714284,0.0,TRAIN,12,0.25630249032368735,2.2960519541771047,66.66666666666666,0.0,8.333333333333332,91.66666666666666,3.075629883884248,1.0,0.25,2
Q60,1.75,6.0,3.4285714285714284,0.0,VALID,22,0.23701067322749347,1.806364758747896,63.63636363636363,0.0,27.27272727272727,72.72727272727273,5.214234811004856,3.809683616576063,0.9524209041440157,3
Q60,1.75,6.0,3.4285714285714284,0.0,POST_CHECK,12,0.014264385832228277,1.0305497665827688,50.0,0.0,41.66666666666667,58.333333333333336,0.17117262998673932,3.406739809877245,0.8516849524693112,3
Q60,1.75,6.0,3.4285714285714284,0.0,FULL,46,0.1839355940190401,1.5858430448363658,60.86956521739131,0.0,26.08695652173913,73.91304347826086,8.461037324875845,3.8096836165760637,0.9524209041440159,3
Q60,1.75,6.0,3.4285714285714284,0.02,TRAIN,12,0.23630249032368733,2.1509244508866323,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.835629883884248,1.02,0.255,2
Q60,1.75,6.0,3.4285714285714284,0.02,VALID,22,0.21701067322749343,1.7204926619356313,63.63636363636363,0.0,27.27272727272727,72.72727272727273,4.774234811004855,4.049683616576063,1.0124209041440158,3
Q60,1.75,6.0,3.4285714285714284,0.02,POST_CHECK,12,-0.005735614167771704,0.987973707953284,50.0,0.0,41.66666666666667,58.333333333333336,-0.06882737001326045,3.506739809877245,0.8766849524693112,3
Q60,1.75,6.0,3.4285714285714284,0.02,FULL,46,0.16393559401904007,1.5090752671564989,58.69565217391305,0.0,26.08695652173913,73.91304347826086,7.541037324875843,4.0496836165760595,1.0124209041440149,3
Q60,1.75,6.0,3.4285714285714284,0.05,TRAIN,12,0.20630249032368733,1.9471438190818995,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.475629883884248,1.0663560593386479,0.26658901483466196,2
Q60,1.75,6.0,3.4285714285714284,0.05,VALID,22,0.18701067322749337,1.5973378692563145,59.09090909090909,0.0,27.27272727272727,72.72727272727273,4.114234811004854,4.409683616576063,1.1024209041440158,3
Q60,1.75,6.0,3.4285714285714284,0.05,POST_CHECK,12,-0.03573561416777171,0.927355254995135,50.0,0.0,41.66666666666667,58.333333333333336,-0.42882737001326054,3.6567398098772452,0.9141849524693113,3
Q60,1.75,6.0,3.4285714285714284,0.05,FULL,46,0.13393559401904004,1.399951086639044,56.52173913043478,0.0,26.08695652173913,73.91304347826086,6.161037324875842,4.634318857530664,1.158579714382666,3
Q60,1.75,6.0,3.4285714285714284,0.1,TRAIN,12,0.15630249032368732,1.6527848645233474,50.0,0.0,8.333333333333332,91.66666666666666,1.8756298838842478,1.216356059338648,0.304089014834662,3
Q60,1.75,6.0,3.4285714285714284,0.1,VALID,22,0.13701067322749338,1.4107920284887294,59.09090909090909,0.0,27.27272727272727,72.72727272727273,3.0142348110048545,5.009683616576064,1.252420904144016,3
Q60,1.75,6.0,3.4285714285714284,0.1,POST_CHECK,12,-0.08573561416777174,0.8341423586654844,50.0,0.0,41.66666666666667,58.333333333333336,-1.0288273700132609,3.906739809877245,0.9766849524693112,3
Q60,1.75,6.0,3.4285714285714284,0.1,FULL,46,0.08393559401904001,1.235228778726531,54.347826086956516,0.0,26.08695652173913,73.91304347826086,3.86103732487584,5.784318857530664,1.446079714382666,3
Q60,1.75,6.0,3.4285714285714284,0.15,TRAIN,12,0.1063024903236874,1.4019917029508955,50.0,0.0,8.333333333333332,91.66666666666666,1.2756298838842488,1.449738355696082,0.3624345889240205,3
Q60,1.75,6.0,3.4285714285714284,0.15,VALID,22,0.08701067322749347,1.2453215584921702,54.54545454545454,0.0,27.27272727272727,72.72727272727273,1.9142348110048562,5.6096836165760635,1.4024209041440159,3
Q60,1.75,6.0,3.4285714285714284,0.15,POST_CHECK,12,-0.13573561416777166,0.7502350543710643,41.66666666666667,0.0,41.66666666666667,58.333333333333336,-1.62882737001326,4.156739809877244,1.039184952469311,3
Q60,1.75,6.0,3.4285714285714284,0.15,FULL,46,0.0339355940190401,1.0892139740216635,50.0,0.0,26.08695652173913,73.91304347826086,1.5610373248758447,6.9343188575306645,1.7335797143826661,3
Q60,1.75,6.25,3.5714285714285716,0.0,TRAIN,12,0.25630249032368735,2.2960519541771047,66.66666666666666,0.0,8.333333333333332,91.66666666666666,3.075629883884248,1.0,0.25,2
Q60,1.75,6.25,3.5714285714285716,0.0,VALID,22,0.23701067322749347,1.806364758747896,63.63636363636363,0.0,27.27272727272727,72.72727272727273,5.214234811004856,3.809683616576063,0.9524209041440157,3
Q60,1.75,6.25,3.5714285714285716,0.0,POST_CHECK,12,0.014264385832228277,1.0305497665827688,50.0,0.0,41.66666666666667,58.333333333333336,0.17117262998673932,3.406739809877245,0.8516849524693112,3
Q60,1.75,6.25,3.5714285714285716,0.0,FULL,46,0.1839355940190401,1.5858430448363658,60.86956521739131,0.0,26.08695652173913,73.91304347826086,8.461037324875845,3.8096836165760637,0.9524209041440159,3
Q60,1.75,6.25,3.5714285714285716,0.02,TRAIN,12,0.23630249032368733,2.1509244508866323,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.835629883884248,1.02,0.255,2
Q60,1.75,6.25,3.5714285714285716,0.02,VALID,22,0.21701067322749343,1.7204926619356313,63.63636363636363,0.0,27.27272727272727,72.72727272727273,4.774234811004855,4.049683616576063,1.0124209041440158,3
Q60,1.75,6.25,3.5714285714285716,0.02,POST_CHECK,12,-0.005735614167771704,0.987973707953284,50.0,0.0,41.66666666666667,58.333333333333336,-0.06882737001326045,3.506739809877245,0.8766849524693112,3
Q60,1.75,6.25,3.5714285714285716,0.02,FULL,46,0.16393559401904007,1.5090752671564989,58.69565217391305,0.0,26.08695652173913,73.91304347826086,7.541037324875843,4.0496836165760595,1.0124209041440149,3
Q60,1.75,6.25,3.5714285714285716,0.05,TRAIN,12,0.20630249032368733,1.9471438190818995,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.475629883884248,1.0663560593386479,0.26658901483466196,2
Q60,1.75,6.25,3.5714285714285716,0.05,VALID,22,0.18701067322749337,1.5973378692563145,59.09090909090909,0.0,27.27272727272727,72.72727272727273,4.114234811004854,4.409683616576063,1.1024209041440158,3
Q60,1.75,6.25,3.5714285714285716,0.05,POST_CHECK,12,-0.03573561416777171,0.927355254995135,50.0,0.0,41.66666666666667,58.333333333333336,-0.42882737001326054,3.6567398098772452,0.9141849524693113,3
Q60,1.75,6.25,3.5714285714285716,0.05,FULL,46,0.13393559401904004,1.399951086639044,56.52173913043478,0.0,26.08695652173913,73.91304347826086,6.161037324875842,4.634318857530664,1.158579714382666,3
Q60,1.75,6.25,3.5714285714285716,0.1,TRAIN,12,0.15630249032368732,1.6527848645233474,50.0,0.0,8.333333333333332,91.66666666666666,1.8756298838842478,1.216356059338648,0.304089014834662,3
Q60,1.75,6.25,3.5714285714285716,0.1,VALID,22,0.13701067322749338,1.4107920284887294,59.09090909090909,0.0,27.27272727272727,72.72727272727273,3.0142348110048545,5.009683616576064,1.252420904144016,3
Q60,1.75,6.25,3.5714285714285716,0.1,POST_CHECK,12,-0.08573561416777174,0.8341423586654844,50.0,0.0,41.66666666666667,58.333333333333336,-1.0288273700132609,3.906739809877245,0.9766849524693112,3
Q60,1.75,6.25,3.5714285714285716,0.1,FULL,46,0.08393559401904001,1.235228778726531,54.347826086956516,0.0,26.08695652173913,73.91304347826086,3.86103732487584,5.784318857530664,1.446079714382666,3
Q60,1.75,6.25,3.5714285714285716,0.15,TRAIN,12,0.1063024903236874,1.4019917029508955,50.0,0.0,8.333333333333332,91.66666666666666,1.2756298838842488,1.449738355696082,0.3624345889240205,3
Q60,1.75,6.25,3.5714285714285716,0.15,VALID,22,0.08701067322749347,1.2453215584921702,54.54545454545454,0.0,27.27272727272727,72.72727272727273,1.9142348110048562,5.6096836165760635,1.4024209041440159,3
Q60,1.75,6.25,3.5714285714285716,0.15,POST_CHECK,12,-0.13573561416777166,0.7502350543710643,41.66666666666667,0.0,41.66666666666667,58.333333333333336,-1.62882737001326,4.156739809877244,1.039184952469311,3
Q60,1.75,6.25,3.5714285714285716,0.15,FULL,46,0.0339355940190401,1.0892139740216635,50.0,0.0,26.08695652173913,73.91304347826086,1.5610373248758447,6.9343188575306645,1.7335797143826661,3
Q60,1.75,6.5,3.7142857142857144,0.0,TRAIN,12,0.25630249032368735,2.2960519541771047,66.66666666666666,0.0,8.333333333333332,91.66666666666666,3.075629883884248,1.0,0.25,2
Q60,1.75,6.5,3.7142857142857144,0.0,VALID,22,0.23701067322749347,1.806364758747896,63.63636363636363,0.0,27.27272727272727,72.72727272727273,5.214234811004856,3.809683616576063,0.9524209041440157,3
Q60,1.75,6.5,3.7142857142857144,0.0,POST_CHECK,12,0.014264385832228277,1.0305497665827688,50.0,0.0,41.66666666666667,58.333333333333336,0.17117262998673932,3.406739809877245,0.8516849524693112,3
Q60,1.75,6.5,3.7142857142857144,0.0,FULL,46,0.1839355940190401,1.5858430448363658,60.86956521739131,0.0,26.08695652173913,73.91304347826086,8.461037324875845,3.8096836165760637,0.9524209041440159,3
Q60,1.75,6.5,3.7142857142857144,0.02,TRAIN,12,0.23630249032368733,2.1509244508866323,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.835629883884248,1.02,0.255,2
Q60,1.75,6.5,3.7142857142857144,0.02,VALID,22,0.21701067322749343,1.7204926619356313,63.63636363636363,0.0,27.27272727272727,72.72727272727273,4.774234811004855,4.049683616576063,1.0124209041440158,3
Q60,1.75,6.5,3.7142857142857144,0.02,POST_CHECK,12,-0.005735614167771704,0.987973707953284,50.0,0.0,41.66666666666667,58.333333333333336,-0.06882737001326045,3.506739809877245,0.8766849524693112,3
Q60,1.75,6.5,3.7142857142857144,0.02,FULL,46,0.16393559401904007,1.5090752671564989,58.69565217391305,0.0,26.08695652173913,73.91304347826086,7.541037324875843,4.0496836165760595,1.0124209041440149,3
Q60,1.75,6.5,3.7142857142857144,0.05,TRAIN,12,0.20630249032368733,1.9471438190818995,58.333333333333336,0.0,8.333333333333332,91.66666666666666,2.475629883884248,1.0663560593386479,0.26658901483466196,2
Q60,1.75,6.5,3.7142857142857144,0.05,VALID,22,0.18701067322749337,1.5973378692563145,59.09090909090909,0.0,27.27272727272727,72.72727272727273,4.114234811004854,4.409683616576063,1.1024209041440158,3
Q60,1.75,6.5,3.7142857142857144,0.05,POST_CHECK,12,-0.03573561416777171,0.927355254995135,50.0,0.0,41.66666666666667,58.333333333333336,-0.42882737001326054,3.6567398098772452,0.9141849524693113,3
Q60,1.75,6.5,3.7142857142857144,0.05,FULL,46,0.13393559401904004,1.399951086639044,56.52173913043478,0.0,26.08695652173913,73.91304347826086,6.161037324875842,4.634318857530664,1.158579714382666,3
Q60,1.75,6.5,3.7142857142857144,0.1,TRAIN,12,0.15630249032368732,1.6527848645233474,50.0,0.0,8.333333333333332,91.66666666666666,1.8756298838842478,1.216356059338648,0.304089014834662,3
Q60,1.75,6.5,3.7142857142857144,0.1,VALID,22,0.13701067322749338,1.4107920284887294,59.09090909090909,0.0,27.27272727272727,72.72727272727273,3.0142348110048545,5.009683616576064,1.252420904144016,3
Q60,1.75,6.5,3.7142857142857144,0.1,POST_CHECK,12,-0.08573561416777174,0.8341423586654844,50.0,0.0,41.66666666666667,58.333333333333336,-1.0288273700132609,3.906739809877245,0.9766849524693112,3
Q60,1.75,6.5,3.7142857142857144,0.1,FULL,46,0.08393559401904001,1.235228778726531,54.347826086956516,0.0,26.08695652173913,73.91304347826086,3.86103732487584,5.784318857530664,1.446079714382666,3
Q60,1.75,6.5,3.7142857142857144,0.15,TRAIN,12,0.1063024903236874,1.4019917029508955,50.0,0.0,8.333333333333332,91.66666666666666,1.2756298838842488,1.449738355696082,0.3624345889240205,3
Q60,1.75,6.5,3.7142857142857144,0.15,VALID,22,0.08701067322749347,1.2453215584921702,54.54545454545454,0.0,27.27272727272727,72.72727272727273,1.9142348110048562,5.6096836165760635,1.4024209041440159,3
Q60,1.75,6.5,3.7142857142857144,0.15,POST_CHECK,12,-0.13573561416777166,0.7502350543710643,41.66666666666667,0.0,41.66666666666667,58.333333333333336,-1.62882737001326,4.156739809877244,1.039184952469311,3
