feature,side,threshold,eligible_train,train_removed_fill_frac,train_sum_r_delta,train_ev_fill_delta,train_pf_delta,valid_sum_r_delta,valid_ev_fill_delta,valid_pf_delta,full_signals,full_accepted,full_fills,full_sum_r,full_ev_r_per_signal,full_ev_r_per_fill,full_pf,full_max_dd_r,full_fail_fills,full_good_fills,train_signals,train_accepted,train_fills,train_sum_r,train_ev_r_per_signal,train_ev_r_per_fill,train_pf,train_max_dd_r,train_fail_fills,train_good_fills,valid_signals,valid_accepted,valid_fills,valid_sum_r,valid_ev_r_per_signal,valid_ev_r_per_fill,valid_pf,valid_max_dd_r,valid_fail_fills,valid_good_fills
delta_excess,LOW,0.1857763845350053,False,0.7857142857142857,-7.585210430083318,0.456272517233125,1.1648976472403545,-7.795425103315089,-0.587710160380112,-0.7527548905311471,279,53,20,8.70809908133182,0.031211824664271758,0.43540495406659085,1.7989606115668038,3.150000000000002,11,8,195,39,15,10.779350900836928,0.0552787225683945,0.7186233933891285,2.609030151906419,2.0999999999999996,7,7,84,14,5,-2.0712518195051084,-0.024657759756013194,-0.41425036390102166,0.5068448048797362,2.1,4,1
delta_excess,HIGH,0.1857763845350053,False,0.18571428571428572,-9.729350900836929,-0.11085595632998033,-0.18713219424691796,2.0712518195051093,0.10494824292502,0.17711879777203476,279,192,85,16.43063553339841,0.058891166786374224,0.19330159451056952,1.3193515166841288,7.350000000000004,49,34,195,129,57,8.635210430083317,0.04428313041068368,0.15149491982602317,1.2570003104191467,5.789111229830054,32,23,84,63,28,7.79542510331509,0.09280267980137011,0.27840803940411035,1.436718493182918,7.35,17,11
buy_q75_ratio,LOW,1.2444444444444445,True,0.18571428571428572,10.010100699348524,0.23545021209432582,0.542836821191615,-1.7007751937981785,-0.01871371609402106,-0.02011171386256172,279,196,83,32.39806012028057,0.11612207928415974,0.3903380737383201,1.7112748402571352,7.350000000000005,44,37,195,134,57,28.37466203026877,0.14551108733471163,0.4978010882503293,1.9869693258576797,5.2500000000000036,28,28,84,62,26,4.023398090011802,0.04789759630966431,0.1547460803850693,1.2394879815483215,7.35,16,9
buy_q75_ratio,HIGH,1.2444444444444445,False,0.7714285714285715,-28.37466203026877,-0.8879821698652862,-1.2385849411222967,-4.023398090011803,0.03913710274568186,0.06435748436019817,279,51,24,-8.309325505550344,-0.02978252869372883,-0.3462218960645977,0.5344915683165073,11.78362361683157,17,5,195,34,16,-10.010100699348524,-0.051333849740248835,-0.6256312937092827,0.20554756354376807,11.584398810629745,12,2,84,17,8,1.7007751937981772,0.020247323735692584,0.2125968992247722,1.3239571797710814,3.1500000000000004,5,3
buy_q75_ratio,LOW,1.362158469945355,True,0.24285714285714288,0.09772624416580555,0.0859941724305257,0.19804999965187986,1.4492248062018218,0.15260375306690074,0.2659239741870507,279,168,75,25.635685665097853,0.09188417801110342,0.34180914220130465,1.6046254297271283,5.2500000000000036,41,33,195,119,53,18.46228757508605,0.09467839782095411,0.3483450485865292,1.6421825043179445,5.2500000000000036,28,24,84,49,22,7.173398090011802,0.08539759630966431,0.3260635495459911,1.525523669597934,5.25,13,9
buy_q75_ratio,HIGH,1.362158469945355,False,0.7,-18.46228757508605,-0.2670045068305656,-0.45188855579033527,-7.173398090011803,-0.30520750613380143,-0.43212645805395733,279,78,32,-1.5469510503676258,-0.005544627420672494,-0.04834222032398834,0.926335664268208,6.299224806201822,20,9,195,50,21,-0.097726244165804,-0.0005011602264913026,-0.004653630674562106,0.9922439488757294,3.35,12,6,84,28,11,-1.4492248062018227,-0.017252676264307414,-0.13174770965471108,0.8274732373569259,6.299224806201822,8,3
buy_q75_ratio,LOW,1.497051282051282,False,0.3142857142857143,-5.9469243506498355,-0.003650105733703335,0.02183261115267543,-4.568845661071247,-0.11265307949284124,-0.17496030912965765,279,152,67,13.572964603009142,0.048648618648778286,0.2025815612389424,1.3368041080937334,5.2500000000000036,39,27,195,110,48,12.41763698027041,0.06368018964241236,0.25870077042230016,1.4659651158187401,4.2,26,21,84,42,19,1.155327622738733,0.013753900270699202,0.06080671698624911,1.0846393862812256,5.25,13,6
buy_q75_ratio,HIGH,1.497051282051282,False,0.6142857142857143,-12.417636980270409,-0.042094418724528015,-0.03957982775110991,-1.1553276227387332,0.15288632216885592,0.284310502335694,279,95,41,10.515770011721086,0.03769093194165264,0.25648219540783135,1.4552281390355446,4.701995890539195,22,15,195,60,27,5.946924350649838,0.03049704795205045,0.22025645743147548,1.4045526769149548,3.1500000000000004,14,9,84,35,14,4.568845661071247,0.054391019774657705,0.32634611864794627,1.5439101977465772,4.701995890539197,8,6
buy_q75_ratio,LOW,2.4711186525892415,False,0.6285714285714286,-14.455437500611035,-0.11199995960564924,-0.17820571348856773,-2.12417328380998,0.2765402035209097,0.4261145903034027,279,79,34,7.509123830309212,0.02691442233085739,0.22085658324438856,1.3763971844766518,3.1500000000000004,19,13,195,63,26,3.909123830309211,0.02004678887338057,0.15035091655035426,1.265926791177497,3.1500000000000004,14,10,84,16,8,3.6000000000000005,0.042857142857142864,0.45000000000000007,1.685714285714286,2.1,5,3
buy_q75_ratio,HIGH,2.4711186525892415,True,0.30000000000000004,-4.95912383030921,0.011229480999323749,0.0398308069948341,-3.6000000000000005,-0.08849286512669116,-0.1331608094698129,279,169,74,15.529610784421013,0.05566168739935847,0.20985960519487856,1.3489856281432742,6.47047662570694,43,29,195,108,49,13.405437500611036,0.06874583333646685,0.27358035715532725,1.4839633116608988,5.25,27,20,84,61,25,2.12417328380998,0.025287777188214046,0.08496693135239919,1.1264388859410703,6.47047662570693,16,9
buy_q75_ratio,LOW,2.75,False,0.7142857142857143,-18.74233487791038,-0.2812395535055102,-0.47684017107213694,-0.024173283809978408,0.7765402035209098,1.5499241141129265,279,64,26,5.3222264530098675,0.019076080476737877,0.20470101742345642,1.362056221293188,3.35,14,10,195,50,20,-0.37777354699013355,-0.0019373002409750438,-0.0188886773495067,0.9672923335939277,3.35,11,7,84,14,6,5.700000000000002,0.06785714285714288,0.9500000000000002,2.8095238095238098,2.0999999999999996,3,3
buy_q75_ratio,HIGH,2.75,True,0.24285714285714288,-2.5722264530098666,0.035617706446079145,0.08582434146011098,-5.7,-0.1725644896713133,-0.2583206856854876,279,180,80,15.816508161720359,0.05668999341118408,0.19770635202150452,1.324779065955816,8.570476625706942,47,31,195,117,53,15.79233487791038,0.08098633270723271,0.29796858260208264,1.5299568461261757,5.250000000000002,29,22,84,63,27,0.024173283809980184,0.00028777718821404983,0.0008953068077770438,1.0012790097253956,8.57047662570693,18,9
buy_q75_ratio,LOW,2.930223978919631,False,0.7714285714285715,-16.996572856720597,-0.17685159651852536,-0.29937181956557257,-2.9741732838099804,0.3765402035209098,0.6134161776049898,279,56,21,4.117988474199651,0.01475981531971201,0.1960946892476024,1.326824482079337,3.1500000000000004,12,8,195,44,16,1.3679884741996504,0.007015325508716156,0.08549927963747814,1.1447606851004921,3.1500000000000004,9,6,84,12,5,2.75,0.03273809523809524,0.5500000000000002,1.873015873015873,2.0999999999999996,3,2
buy_q75_ratio,HIGH,2.930223978919631,True,0.17142857142857137,-2.417988474199648,0.012590035166765379,0.0398407607736162,-2.75,-0.06723932205730533,-0.10223602960083156,279,190,86,18.920746140530575,0.06781629441050385,0.2200086760526811,1.3649181717799996,8.570476625706942,50,34,195,124,58,15.946572856720598,0.08177729670113128,0.2749409113227689,1.4839732654396809,5.250000000000003,32,24,84,66,28,2.9741732838099804,0.03540682480726167,0.10622047442178502,1.1573636658100517,8.570476625706931,18,10
close_pos,LOW,0.8214141414140977,True,0.19999999999999996,3.213567492365854,0.12297285283124837,0.2408874579779383,-4.85,-0.14432068701875767,-0.21797239618183673,279,200,86,22.45230210709608,0.0804742011007028,0.2610732803150707,1.427662897278021,8.400000000000006,50,36,195,131,56,21.5781288232861,0.11065707088864667,0.38532372898725187,1.685019962644003,4.200000000000003,30,26,84,69,30,0.8741732838099807,0.010406824807261674,0.029139109460332675,1.0416272992290465,8.399999999999999,20,10
close_pos,HIGH,0.8214141414140977,False,0.7857142857142857,-21.5781288232861,-0.47658870898039374,-0.7704067089636533,-0.8741732838099798,1.0390402035209099,4.359447923636736,279,52,19,1.6364325076341455,0.00586534948972812,0.08612802671758663,1.1501412770888242,7.358218087181496,11,6,195,42,15,-3.213567492365854,-0.016479833294183868,-0.21423783282439027,0.6737257957024114,7.358218087181496,10,4,84,10,4,4.8500000000000005,0.05773809523809524,1.2125000000000001,5.6190476190476195,1.05,1,2
close_pos,LOW,0.8264617691155658,True,0.24285714285714288,0.8266701150665128,0.09974783037204837,0.2086304696872261,-4.85,-0.14432068701875767,-0.21797239618183673,279,197,83,20.065404729796732,0.07191901336844707,0.24175186421441847,1.3981231097181894,8.400000000000006,48,34,195,128,53,19.19123144598676,0.09841657151788082,0.3620987065280519,1.6527629743532908,3.3500000000000005,28,24,84,69,30,0.8741732838099807,0.010406824807261674,0.029139109460332675,1.0416272992290465,8.399999999999999,20,10
close_pos,HIGH,0.8264617691155658,False,0.7285714285714286,-19.191231445986755,-0.30585982958055663,-0.5133140618437516,-0.8741732838099798,1.0390402035209099,4.359447923636736,279,59,23,4.02332988493349,0.014420537221983836,0.1749273863014561,1.3095039467139895,8.373819276551753,13,8,195,48,19,-0.8266701150665101,-0.0042393339234180006,-0.04350895342455314,0.9308184428223131,8.373819276551753,12,6,84,11,4,4.8500000000000005,0.05773809523809524,1.2125000000000001,5.6190476190476195,1.05,1,2
close_pos,LOW,0.8464236111111159,True,0.30000000000000004,-5.19925790452997,0.006328785607063292,0.020252095912075996,-3.7999999999999994,-0.10710899358909101,-0.16314990674872898,279,182,78,15.089476710200255,0.054084145914696256,0.19345482961795193,1.3124115260911033,8.400000000000006,46,31,195,117,49,13.165303426390276,0.06751437654559116,0.2686796617630668,1.4643846005781407,4.399999999999999,27,21,84,65,29,1.924173283809981,0.022906824807261677,0.06635080288999934,1.0964497886621543,8.399999999999999,19,10
close_pos,HIGH,0.8464236111111159,False,0.6571428571428571,-14.215303426390275,-0.08946513013392135,-0.14879661919277587,-1.9241732838099797,0.5865402035209096,1.5499241141129265,279,71,29,7.949257904529971,0.02849196381551961,0.2741123415355163,1.4922359167327361,8.4,16,11,195,56,24,4.1492579045299705,0.02127824566425626,0.17288574602208215,1.2953358854732888,8.4,14,9,84,15,5,3.8000000000000007,0.045238095238095244,0.76,2.8095238095238098,2.1,2,2
close_pos,LOW,0.9405555555555554,False,0.6428571428571428,-10.238140416485377,0.0627059604213912,0.20082153616209886,-7.802556538401358,-0.3219157432356173,-0.45754095775291936,279,93,39,6.048037659843491,0.021677554336356597,0.15507788871393566,1.2618198121144364,5.447499781628507,22,15,195,61,25,8.126420914434869,0.0416739534073583,0.3250568365773947,1.6449540408281635,3.1499999999999995,12,11,84,32,14,-2.078383254591378,-0.0247426577927545,-0.14845594675652693,0.8020587376579639,5.028383254591377,10,4
close_pos,HIGH,0.9405555555555554,False,0.27142857142857146,-9.176420914434868,-0.08219126014648634,-0.13579824285301156,2.0783832545913787,0.23720107396308646,0.4159463252299267,279,160,70,16.99069695488674,0.060898555393859286,0.2427242422126676,1.410906672836807,4.2478912569552705,40,27,195,114,51,9.188140416485378,0.04711866880248912,0.18015961600951716,1.3083342618130531,4.2478912569552705,29,19,84,46,19,7.802556538401359,0.09288757783811141,0.4106608704421768,1.67554602064081,4.199999999999999,11,8
close_pos,LOW,0.9639550264550139,False,0.7,-10.392378395295594,0.11727688268326569,0.3994847371989776,-14.123398090011802,-1.0133822770992724,-1.1484065532100178,279,67,31,-0.4270418705771686,-0.0015306160235740809,-0.013775544212166807,0.9774051920329537,10.761690541879222,18,10,195,44,21,7.9721829356246525,0.040882989413459754,0.3796277588392692,1.8436172418650423,3.1500000000000012,9,9,84,23,10,-8.399224806201822,-0.09999077150240264,-0.8399224806201822,0.11119314220086533,8.399224806201822,9,1
close_pos,HIGH,0.9639550264550139,False,0.22857142857142854,-7.972182935624653,-0.06989942439127028,-0.11834531134793758,8.399224806201824,0.4406009900431618,0.8613049149075134,279,184,77,24.5157764853074,0.08787016661400501,0.31838670760139476,1.5509251825376045,4.247891256955271,43,32,195,129,54,10.392378395295593,0.05329424818100304,0.19245145176473322,1.325787193318127,4.247891256955271,31,21,84,55,23,14.123398090011804,0.16813569154775956,0.6140607865222522,2.1209046103183966,4.200000000000002,12,11
close_pos,LOW,0.9752380952382301,False,0.7857142857142857,-12.449029186655324,0.13201793346165797,0.36070180067610136,-13.073398090011803,-0.9900403305015151,-1.1345074104349098,279,57,24,-1.4336926619369006,-0.005138683376117923,-0.059737194247370916,0.9089718944801964,10.918341333238955,15,8,195,36,15,5.915532144264922,0.030336062278281648,0.39436880961766146,1.804834305342166,4.2,7,7,84,21,9,-7.349224806201823,-0.08749077150240266,-0.8165805340224247,0.12509228497597352,7.349224806201822,8,1
close_pos,HIGH,0.9752380952382301,False,0.17142857142857137,-5.9155321442649225,-0.047712441903325464,-0.07797688295423244,7.349224806201823,0.3712651239380681,0.6981584064214827,279,192,82,25.522427276667127,0.09147823396654885,0.3112491131300869,1.5356308598649604,4.200000000000003,46,34,195,135,58,12.449029186655324,0.06384117531618115,0.21463843425267803,1.3661556217118322,4.199999999999999,33,23,84,57,24,13.073398090011803,0.15563569154775955,0.5447249204171585,1.957758101832366,4.200000000000001,13,11
body_atr,LOW,0.7839383938393512,True,0.19999999999999996,5.019116527037131,0.1552147998789497,0.3405735102606722,-0.8499999999999996,-0.021141881360028453,-0.015280232563265272,279,195,88,28.257851141767357,0.10128262057981131,0.32111194479281086,1.568005175851026,8.600000000000009,48,38,195,126,56,23.383677857957377,0.11991629670747372,0.4175656760349532,1.7847060149267369,3.1978912569552786,29,27,84,69,32,4.874173283809981,0.05802587242630929,0.1523179151190619,1.244319462847618,8.399999999999999,19,11
body_atr,HIGH,0.7839383938393512,False,0.7714285714285715,-23.38367785795738,-0.5760456590958243,-0.8786880481324831,-4.874173283809981,0.10987353685424303,0.14516220935102164,279,51,19,-4.169116527037131,-0.014943069989380399,-0.21942718563353322,0.6945702177994774,8.399999999999999,13,4,195,42,16,-5.0191165270371325,-0.025739059113010936,-0.3136947829398207,0.5654444565335816,8.399999999999999,11,3,84,9,3,0.8500000000000001,0.01011904761904762,0.2833333333333334,1.4047619047619049,2.1,2,1
body_atr,LOW,0.8436548995740831,True,0.24285714285714288,7.029632622339211,0.2167848588111561,0.5087708975959349,-0.8499999999999996,-0.021141881360028453,-0.015280232563265272,279,188,85,30.26836723706944,0.10848877145903026,0.3560984380831699,1.6495457495464956,8.600000000000009,45,37,195,122,53,25.394193953259457,0.1302266356577408,0.4791357349671596,1.9529034022619995,3.150000000000002,26,26,84,66,32,4.874173283809981,0.05802587242630929,0.1523179151190619,1.244319462847618,8.399999999999999,19,11
body_atr,HIGH,0.8436548995740831,False,0.7142857142857143,-25.39419395325946,-0.6138325072729642,-0.9223388055054672,-4.874173283809981,0.10987353685424303,0.14516220935102164,279,60,23,-6.179632622339215,-0.022149220868599336,-0.26867967923213976,0.6321647248607609,8.799999999999999,16,5,195,47,20,-7.029632622339215,-0.036049398063278025,-0.35148163111696074,0.5217936991605975,8.799999999999999,14,4,84,13,3,0.8500000000000001,0.01011904761904762,0.2833333333333334,1.4047619047619049,2.1,2,1
body_atr,LOW,0.9624082758620068,True,0.3142857142857143,7.628917211919639,0.2791799268198275,0.6811263067122852,-0.47657944224383986,0.04518994691949879,0.07358086595839497,279,163,72,31.241072384406024,0.11197516983658073,0.43390378311675043,1.8041460073206192,7.350000000000005,37,34,195,108,48,25.993478542839885,0.13329988996328146,0.541530802975831,2.12525881137835,3.150000000000002,22,25,84,55,24,5.2475938415661405,0.06247135525673977,0.21864974339858914,1.3331805613692782,7.35,15,9
body_atr,HIGH,0.9624082758620068,False,0.6428571428571428,-25.99347854283989,-0.5675075646327892,-0.8621717529703754,-5.24759384156614,-0.12050652511866358,-0.18395216489598765,279,82,34,-7.1523377696758,-0.02563561924614982,-0.21036287557869998,0.708653922537869,8.768401116617557,24,8,195,60,25,-7.6289172119196405,-0.03912265236881867,-0.3051566884767856,0.5819607516956893,8.349284589580424,18,5,84,22,9,0.47657944224384097,0.005673564788617154,0.052953271360426775,1.0756475305148956,3.3234205577561595,6,3
body_atr,LOW,1.6147200803214046,False,0.6428571428571428,-3.8733678686622213,0.3172968623343174,0.810516279945019,-3.476944368147354,0.10744381797873784,0.16844390757247418,279,64,33,16.73842237792065,0.0599943454405758,0.5072249205430501,1.9963346653524194,4.200000000000003,16,15,195,46,25,14.491193462258025,0.07431381262696422,0.5796477384903209,2.2546487846110836,3.150000000000002,11,12,84,18,8,2.2472289156626264,0.02675272518645984,0.2809036144578282,1.4280436029833574,3.1500000000000004,5,3
body_atr,HIGH,1.6147200803214046,False,0.30000000000000004,-14.491193462258021,-0.18330255230575404,-0.31415059664346145,-2.247228915662626,-0.03438202175319616,-0.05263872111639789,279,184,74,7.350312236809578,0.026345205149855118,0.09932854374066999,1.1577344438127517,6.866015104398289,45,27,195,123,49,3.873367868662224,0.019863424967498586,0.07904832385024947,1.1299819080226032,6.866015104398289,29,18,84,61,25,3.4769443681473544,0.04139219485889708,0.1390777747258942,1.2069609742944853,6.643897183463089,16,9
body_atr,LOW,1.7836363636363322,False,0.7,-9.210265245961567,0.17356798503250492,0.524576075752843,-3.2769443681473547,0.43834743243656604,0.9057474072856055,279,50,25,11.601525000621304,0.04158252688394733,0.4640610000248522,2.004461039014831,3.1500000000000012,11,11,195,38,21,9.154296084958679,0.046945108127993226,0.4359188611885084,1.9687085804189077,3.1499999999999995,9,9,84,12,4,2.4472289156626257,0.02913367756741221,0.6118072289156564,2.165347102696489,2.1,2,2
body_atr,HIGH,1.7836363636363322,False,0.22857142857142854,-9.154296084958677,-0.09179040863819676,-0.155402980964771,-2.4472289156626266,-0.06046171481883672,-0.09534183234585303,279,200,83,12.487209614108922,0.044757023706483594,0.15044830860372196,1.2408366810256501,6.473420557756164,50,31,195,134,54,9.210265245961569,0.04723212946646958,0.17056046751780674,1.2887295237012937,6.3,31,21,84,66,29,3.276944368147354,0.039011242477944685,0.11299808166025363,1.1642578630650302,6.4734205577561585,19,10
body_atr,LOW,1.8435270693891268,False,0.7857142857142857,-19.24230134297218,-0.3208668769594657,-0.5370150456239413,-3.2769443681473547,0.43834743243656604,0.9057474072856055,279,42,19,1.5694889036106923,0.005625408256669148,0.08260467913740487,1.1358864851610988,3.8277400120519336,11,7,195,30,15,-0.877740012051933,-0.004501230831035554,-0.05851600080346221,0.9071174590421234,3.6277400120519334,9,5,84,12,4,2.4472289156626257,0.02913367756741221,0.6118072289156564,2.165347102696489,2.1,2,2
body_atr,HIGH,1.8435270693891268,True,0.18571428571428572,0.8777400120519374,0.07523335793122765,0.15908796220476518,-2.4472289156626266,-0.06046171481883672,-0.09534183234585303,279,202,86,22.519245711119535,0.08071414233376177,0.26185169431534333,1.4343212426048593,6.473420557756164,50,35,195,136,57,19.242301342972183,0.09867846842549838,0.33758423408723115,1.6032204668708299,4.200000000000003,31,25,84,66,29,3.276944368147354,0.039011242477944685,0.11299808166025363,1.1642578630650302,6.4734205577561585,19,10
breakout_atr,LOW,0.2265796983286645,False,0.17142857142857137,-3.685735023887494,-0.009267663965783657,-0.012393234730623481,5.752771084337374,0.2856179782468038,0.5211448194290724,279,193,83,26.155770675180108,0.09374828198989286,0.3151297671708447,1.5370873698784557,5.423420557756163,47,35,195,134,58,14.678826307032752,0.07527603234375771,0.25308321219021984,1.4317392699354412,4.939111229830058,33,24,84,59,25,11.476944368147354,0.13663029009699232,0.45907777472589417,1.7807445148399557,5.42342055775616,14,11
breakout_atr,HIGH,0.2265796983286645,False,0.8,-15.728826307032753,-0.07408408873546823,-0.13035452563183925,-11.476944368147354,-0.8925561820212622,-1.042289638858145,279,50,22,-3.1170360604498804,-0.011172172259676991,-0.14168345729317647,0.8020929485428645,7.4218876113745065,15,7,195,32,14,2.6357350238874937,0.013516589866089711,0.18826678742053526,1.3137779790342254,5.25,8,6,84,18,8,-5.7527710843373745,-0.06848537005163541,-0.7190963855421718,0.21731005655273822,5.752771084337374,7,1
breakout_atr,LOW,0.3090919867235704,True,0.24285714285714288,-1.5513362132577484,0.05487978644140207,0.10087932758048557,5.752771084337374,0.2856179782468038,0.5211448194290724,279,181,78,28.29016948580985,0.10139845693838656,0.3626944805873058,1.6210892166741377,5.423420557756163,44,34,195,125,53,16.813225117662498,0.08622166727006408,0.31723066259740557,1.5450118322465503,4.895762021189789,30,23,84,56,25,11.476944368147354,0.13663029009699232,0.45907777472589417,1.7807445148399557,5.42342055775616,14,11
breakout_atr,HIGH,0.3090919867235704,False,0.7285714285714286,-17.863225117662495,-0.23596475966875347,-0.4007267719164762,-11.476944368147354,-0.8925561820212622,-1.042289638858145,279,66,27,-5.251434871079623,-0.018822347208170692,-0.19449758781776386,0.7221463031174802,8.506286422004248,18,8,195,45,19,0.5013362132577504,0.002570954939783335,0.026386116487250037,1.0434057327495885,6.3,11,7,84,21,8,-5.7527710843373745,-0.06848537005163541,-0.7190963855421718,0.21731005655273822,5.752771084337374,7,1
breakout_atr,LOW,0.45587096774178054,True,0.30000000000000004,1.5091798820443358,0.14323567921062053,0.3016188923802561,2.381154338928754,0.2125081855560875,0.3836802746477461,279,159,70,27.979068835703316,0.10028340084481475,0.3997009833671901,1.7128555113366573,5.2500000000000036,38,30,195,109,49,19.873741212964582,0.10191662160494658,0.405586555366624,1.7457513970463208,3.1500000000000004,26,22,84,50,21,8.105327622738734,0.09649199550879446,0.38596798203517785,1.6432799700586294,5.25,12,8
breakout_atr,HIGH,0.45587096774178054,False,0.6571428571428571,-20.92374121296458,-0.368983371241184,-0.6066201162244353,-8.105327622738733,-0.35662551485822513,-0.5115736995303279,279,90,37,-4.940334220973085,-0.017707291114598872,-0.13352254651278606,0.8039549912312267,9.45,24,12,195,62,24,-2.559179882044333,-0.013123999395099143,-0.10663249508518054,0.8375123884416293,9.45,15,8,84,28,13,-2.381154338928752,-0.028347075463437527,-0.18316571837913478,0.7480259958805553,4.2811543389287525,9,4
