feed,time,side,open,high,low,close,buy_vol,sell_vol,delta,delta_frac,atr14,body_atr,dir_result,b_thresh,stage_b,response_time,response_offset,stage_d,fwd_1m_atr,fwd_3m_atr,fwd_5m_atr,fwd_15m_atr
RITHMIC_RAW,2026-08-03 08:00:00+00:00,SHORT,4117.0,4117.4,4115.6,4116.1,53.0,21.0,32.0,0.43243243243243246,1.2571428571428183,-0.7159090909088237,-0.7159090909088237,,False,,,False,0.6363636363638008,1.5113636363641172,-0.1590909090907693,-0.9545454545453393
RITHMIC_RAW,2026-08-03 08:11:00+00:00,SHORT,4115.5,4117.3,4115.5,4116.4,31.0,10.0,21.0,0.5121951219512195,1.1428571428572079,0.7874999999996369,0.7874999999996369,,False,,,False,0.8749999999999503,-0.9625000000002636,0.34999999999966175,3.1499999999993435
RITHMIC_RAW,2026-08-03 08:31:00+00:00,LONG,4112.1,4113.0,4112.0,4112.6,19.0,81.0,-62.0,-0.62,1.2714285714286493,0.39325842696626806,-0.39325842696626806,,False,,,False,0.7865168539325361,-0.39325842696626806,1.6516853932578965,1.3370786516851683
RITHMIC_RAW,2026-08-03 08:34:00+00:00,SHORT,4111.9,4112.2,4111.2,4112.1,29.0,9.0,20.0,0.5263157894736842,1.3571428571428572,0.1473684210531677,0.1473684210531677,,False,,,False,-1.6947368421047269,-0.8842105263156554,-2.357894736841971,-2.5789473684210527
RITHMIC_RAW,2026-08-03 08:35:00+00:00,SHORT,4111.3,4114.8,4110.9,4114.4,64.0,22.0,42.0,0.4883720930232558,1.549999999999987,1.9999999999996647,1.9999999999996647,,False,,,False,-0.19354838709689318,0.12903225806439986,-0.32258064516129303,-0.12903225806498664
RITHMIC_RAW,2026-08-03 09:16:00+00:00,LONG,4116.3,4116.8,4115.6,4115.6,8.0,29.0,-21.0,-0.5675675675675675,0.9857142857142337,-0.7101449275360848,0.7101449275360848,,False,,,False,-0.7101449275370075,-0.7101449275370075,-4.260869565218354,-11.159420289855662
RITHMIC_RAW,2026-08-03 09:27:00+00:00,LONG,4109.0,4109.3,4108.0,4108.1,11.0,35.0,-24.0,-0.5217391304347826,1.6214285714286234,-0.555066079294912,0.555066079294912,,False,,,False,0.1850220264312634,-1.0484581497801508,-1.7885462555068872,-0.06167400881079508
RITHMIC_RAW,2026-08-03 09:30:00+00:00,LONG,4109.0,4109.1,4104.0,4106.4,117.0,301.0,-184.0,-0.44019138755980863,1.8571428571428572,-1.4000000000001958,1.4000000000001958,,False,,,False,-0.9692307692303774,-1.346153846153846,-0.6461538461537482,2.746153846154042
RITHMIC_RAW,2026-08-03 09:35:00+00:00,SHORT,4102.7,4105.5,4102.7,4105.2,46.0,15.0,31.0,0.5081967213114754,2.149999999999961,1.1627906976744398,1.1627906976744398,,False,,,False,-0.4186046511630521,-1.0232558139534225,-1.6744186046513625,-3.813953488372078
RITHMIC_RAW,2026-08-03 09:47:00+00:00,LONG,4111.2,4111.4,4110.1,4110.6,15.0,42.0,-27.0,-0.47368421052631576,1.7642857142857014,-0.3400809716596122,0.3400809716596122,,False,,,False,0.7935222672062774,1.5870445344125548,1.0769230769228786,0.6801619433197399
RITHMIC_RAW,2026-08-03 10:25:00+00:00,LONG,4109.6,4109.8,4108.3,4108.4,10.0,43.0,-33.0,-0.6226415094339622,1.4142857142855974,-0.8484848484854332,0.8484848484854332,,False,,,False,0.7070707070707656,1.4141414141415312,0.9191919191921238,-0.7777777777774563
RITHMIC_RAW,2026-08-03 10:39:00+00:00,SHORT,4108.0,4108.8,4107.7,4108.5,52.0,14.0,38.0,0.5757575757575758,1.1928571428572599,0.4191616766466655,0.4191616766466655,,False,,,False,1.0059880239518446,2.263473053891841,2.514970059879993,3.269461077843686
RITHMIC_RAW,2026-08-03 11:01:00+00:00,LONG,4105.3,4105.6,4103.2,4104.4,30.0,95.0,-65.0,-0.52,1.5357142857144157,-0.5860465116282128,0.5860465116282128,,False,,,False,0.8465116279070235,2.669767441860476,1.4325581395352363,-0.32558139534880964
RITHMIC_RAW,2026-08-03 11:26:00+00:00,SHORT,4104.0,4106.4,4104.0,4106.0,39.0,9.0,30.0,0.625,1.5071428571428183,1.3270142180095128,1.3270142180095128,,False,,,False,0.4644549763032088,0.862559241706304,0.3317535545023782,-2.5213270142181954
RITHMIC_RAW,2026-08-03 11:55:00+00:00,LONG,4117.5,4118.3,4117.0,4117.3,10.0,27.0,-17.0,-0.4594594594594595,1.999999999999935,-0.0999999999999123,0.0999999999999123,0.23094816228258785,True,,,False,0.0,0.7500000000000244,1.4000000000001365,-1.4000000000001365
RITHMIC_RAW,2026-08-03 11:59:00+00:00,SHORT,4118.9,4118.9,4118.1,4118.9,33.0,11.0,22.0,0.5,1.9714285714284674,0.0,0.0,0.18871539037139576,True,2026-08-03 12:01:00+00:00,2.0,True,-0.6086956521743142,0.6594202898547382,0.9130434782605487,3.398550724637768
RITHMIC_RAW,2026-08-03 12:19:00+00:00,LONG,4111.5,4111.6,4107.0,4107.5,33.0,95.0,-62.0,-0.484375,1.6785714285713635,-2.3829787234043476,2.3829787234043476,0.1014492753622219,False,,,False,0.8340425531913049,0.35744680851086885,0.7148936170211959,0.4765957446809779
RITHMIC_RAW,2026-08-03 13:19:00+00:00,LONG,4092.8,4093.5,4090.2,4091.7,175.0,444.0,-269.0,-0.4345718901453958,2.557142857142935,-0.4301675977654923,0.4301675977654923,0.1338239970923134,False,,,False,-0.07821229050271977,-0.7430167597763714,-0.7039106145250115,-2.111731843575212
RITHMIC_RAW,2026-08-03 13:33:00+00:00,SHORT,4085.5,4086.7,4084.8,4085.2,85.0,29.0,56.0,0.49122807017543857,2.6857142857142144,-0.11170212765964516,-0.11170212765964516,0.1473684210531677,True,2026-08-03 13:35:00+00:00,2.0,True,-0.4095744680852527,1.2659574468084087,1.7499999999999787,-0.4840425531915699
RITHMIC_RAW,2026-08-03 13:49:00+00:00,SHORT,4086.7,4086.8,4084.3,4085.0,70.0,31.0,39.0,0.38613861386138615,3.3214285714285716,-0.5118279569891925,-0.5118279569891925,0.029473684210633566,True,,,False,-0.27096774193551126,-0.36129032258059035,-0.15053763440860216,0.2408602150538182
RITHMIC_RAW,2026-08-03 16:26:00+00:00,LONG,4093.8,4094.1,4091.9,4092.5,43.0,84.0,-41.0,-0.3228346456692913,1.25,-1.0400000000001455,1.0400000000001455,0.1661987188224049,False,,,False,0.5599999999998545,0.0,-0.07999999999992724,1.6
RITHMIC_RAW,2026-08-03 17:20:00+00:00,LONG,4092.2,4092.2,4090.0,4090.1,29.0,83.0,-54.0,-0.48214285714285715,1.007142857142883,-2.085106382978579,2.085106382978579,0.19857344055249634,False,,,False,0.893617021276663,-0.0992907801417511,0.7943262411349119,0.6950354609931608
RITHMIC_RAW,2026-08-03 17:44:00+00:00,SHORT,4091.6,4091.9,4091.5,4091.9,57.0,18.0,39.0,0.52,0.8785714285714091,0.3414634146343609,0.3414634146343609,0.0,False,,,False,0.5691056910569232,0.5691056910569232,2.1626016260164116,6.2601626016261545
RITHMIC_RAW,2026-08-03 18:07:00+00:00,SHORT,4088.8,4090.0,4088.8,4089.2,67.0,23.0,44.0,0.4888888888888889,1.1428571428571428,0.3499999999996817,0.3499999999996817,0.0,False,,,False,-0.26250000000015916,-3.8500000000000796,-2.3625000000002387,-4.28750000000008
RITHMIC_RAW,2026-08-03 18:09:00+00:00,SHORT,4089.9,4092.6,4089.9,4092.3,86.0,40.0,46.0,0.36507936507936506,1.2785714285714025,1.8770949720671486,1.8770949720671486,0.0,False,,,False,-1.0167597765361203,0.3128491620112507,1.4078212290504504,-0.5474860335194219
RITHMIC_RAW,2026-08-03 18:44:00+00:00,SHORT,4095.4,4097.2,4095.2,4097.1,89.0,46.0,43.0,0.31851851851851853,0.8571428571428896,1.9833333333335765,1.9833333333335765,0.0,False,,,False,-1.3999999999997348,0.5833333333333113,-1.633333333332847,-2.5666666666663573
RITHMIC_RAW,2026-08-03 18:47:00+00:00,LONG,4097.7,4097.8,4096.5,4096.6,6.0,40.0,-34.0,-0.7391304347826086,0.9642857142858118,-1.1407407407400596,1.1407407407400596,0.23094816228258785,False,,,False,-0.10370370370407049,1.4518518518513277,3.007407407406726,7.259259259258525
RITHMIC_RAW,2026-08-03 18:49:00+00:00,SHORT,4096.9,4098.7,4096.9,4098.5,38.0,23.0,15.0,0.2459016393442623,1.0428571428572013,1.5342465753427286,1.5342465753427286,0.029473684210633566,False,,,False,0.47945205479449365,-0.9589041095889873,-1.2465753424658579,-5.178082191780183
RITHMIC_RAW,2026-08-03 19:00:00+00:00,SHORT,4099.5,4102.1,4099.5,4101.9,71.0,43.0,28.0,0.24561403508771928,1.0714285714284415,2.2399999999999323,2.2399999999999323,0.05894736842126713,False,,,False,-0.7466666666669269,-1.4933333333338539,-1.9600000000005773,-2.0533333333342614
RITHMIC_RAW,2026-08-03 19:06:00+00:00,SHORT,4103.8,4105.5,4103.2,4104.3,93.0,50.0,43.0,0.3006993006993007,1.207142857142831,0.4142011834319616,0.4142011834319616,0.0884210526319007,False,,,False,0.9940828402365571,1.905325443787174,0.4142011834319616,-1.905325443787174
RITHMIC_RAW,2026-08-03 19:14:00+00:00,LONG,4102.7,4103.0,4101.6,4101.9,12.0,37.0,-25.0,-0.5102040816326531,1.3428571428571558,-0.5957446808511935,0.5957446808511935,0.2633228840126793,False,,,False,1.6382978723409516,1.4148936170216693,1.340425531915016,5.138297872340782
RITHMIC_RAW,2026-08-03 19:15:00+00:00,SHORT,4102.2,4104.1,4102.1,4104.1,61.0,17.0,44.0,0.5641025641025641,1.3214285714286365,1.43783783783818,1.43783783783818,0.11789473684253426,False,,,False,0.22702702702715352,-0.07567567567525899,-0.8324324324319785,-5.145945945945142
RITHMIC_RAW,2026-08-03 19:27:00+00:00,SHORT,4109.6,4110.1,4108.9,4109.8,74.0,30.0,44.0,0.4230769230769231,1.2857142857142858,0.15555555555541406,0.15555555555541406,0.1473684210531677,False,,,False,0.38888888888888884,-0.8555555555551311,0.8555555555558384,0.544444444444303
RITHMIC_RAW,2026-08-03 19:32:00+00:00,LONG,4109.6,4109.6,4107.7,4108.7,23.0,56.0,-33.0,-0.4177215189873418,1.5357142857144157,-0.5860465116282128,0.5860465116282128,0.26665830721014344,False,,,False,-0.1302325581394054,0.976744186046429,0.5209302325582139,1.497674418604643
RITHMIC_RAW,2026-08-03 19:53:00+00:00,LONG,4111.3,4111.3,4110.4,4110.5,18.0,55.0,-37.0,-0.5068493150684932,1.149999999999961,-0.6956521739132252,0.6956521739132252,0.26999373040760755,False,,,False,-0.1739130434781086,-1.217391304347551,-1.9130434782607761,-2.1739130434783345
RITHMIC_RAW,2026-08-03 19:58:00+00:00,SHORT,4108.5,4109.1,4108.0,4108.3,68.0,29.0,39.0,0.4020618556701031,1.2785714285714025,-0.1564245810054475,-0.1564245810054475,0.14900584795361696,True,2026-08-03 19:59:00+00:00,1.0,True,0.07821229050307943,1.3296089385473708,0.7039106145255808,0.0
RITHMIC_RAW,2026-08-03 20:11:00+00:00,LONG,4107.7,4108.0,4106.6,4107.6,7.0,39.0,-32.0,-0.6956521739130435,0.9285714285714286,-0.10769230769172002,0.10769230769172002,0.2733291536050717,True,2026-08-03 20:12:00+00:00,1.0,True,0.9692307692303774,1.2923076923074963,0.9692307692303774,3.230769230769231
RITHMIC_RAW,2026-08-03 20:31:00+00:00,SHORT,4111.5,4112.9,4111.4,4112.9,34.0,14.0,20.0,0.4166666666666667,0.9928571428569869,1.4100719424458983,1.4100719424458983,0.05894736842126713,False,,,False,-0.10071942446081389,-0.5035971223022374,-0.805755395683763,0.6043165467621352
RITHMIC_RAW,2026-08-03 20:33:00+00:00,SHORT,4112.7,4115.0,4112.7,4113.6,76.0,31.0,45.0,0.4205607476635514,1.149999999999896,0.7826086956527192,0.7826086956527192,0.0884210526319007,False,,,False,0.1739130434789093,-0.08695652173866378,0.08695652173945465,0.6956521739132646
RITHMIC_RAW,2026-08-03 20:51:00+00:00,LONG,4112.8,4113.3,4111.6,4112.3,17.0,50.0,-33.0,-0.4925373134328358,0.5571428571429351,-0.8974358974357719,0.8974358974357719,0.23219676874848755,False,,,False,-2.3333333333333335,-1.974358974359351,-2.153846153845526,
RITHMIC_RAW,2026-08-03 22:04:00+00:00,SHORT,4107.0,4107.9,4106.7,4106.9,50.0,21.0,29.0,0.4084507042253521,1.299999999999857,-0.07692307692336522,-0.07692307692336522,0.11789473684253426,True,,,False,-0.3076923076927613,0.4615384615380925,0.6153846153841234,0.15384615384603084
RITHMIC_RAW,2026-08-03 22:05:00+00:00,SHORT,4107.0,4107.9,4106.7,4107.3,76.0,25.0,51.0,0.504950495049505,1.2642857142855715,0.23728813559339101,0.23728813559339101,0.0,False,,,False,1.9774011299437262,0.3954802259887452,0.3163841807914278,0.23728813559339101
RITHMIC_RAW,2026-08-03 23:17:00+00:00,SHORT,4107.0,4107.2,4106.8,4106.9,28.0,9.0,19.0,0.5135135135135135,1.0,-0.1000000000003638,-0.1000000000003638,0.029473684210633566,True,,,False,0.5999999999994543,-0.6000000000003638,-2.600000000000364,0.0
RITHMIC_RAW,2026-08-03 23:51:00+00:00,SHORT,4107.3,4108.3,4107.2,4107.8,46.0,15.0,31.0,0.5081967213114754,0.8142857142856883,0.6140350877193178,0.6140350877193178,0.0,False,,,False,-0.12280701754319341,0.0,-0.8596491228068216,-9.333333333332961
RITHMIC_RAW,2026-08-04 00:23:00+00:00,LONG,4116.0,4116.0,4113.7,4114.3,5.0,34.0,-29.0,-0.7435897435897436,1.8428571428571558,-0.9224806201549336,0.9224806201549336,0.2633228840126793,False,,,False,0.4341085271318786,0.9224806201549336,1.139534883720626,-0.7596899224809109
RITHMIC_RAW,2026-08-04 01:30:00+00:00,SHORT,4105.0,4106.4,4104.8,4105.7,37.0,6.0,31.0,0.7209302325581395,1.7142857142856494,0.4083333333332427,0.4083333333332427,0.0,False,,,False,0.4083333333332427,0.6416666666663726,-0.9916666666665981,-6.066666666667214
RITHMIC_RAW,2026-08-04 01:41:00+00:00,SHORT,4110.0,4113.0,4109.8,4112.4,70.0,17.0,53.0,0.6091954022988506,2.3142857142856235,1.0370370370369206,1.0370370370369206,0.0,False,,,False,0.12962962962932031,-0.950617283950969,-0.561728395061829,-0.950617283950969
RITHMIC_RAW,2026-08-04 02:32:00+00:00,SHORT,4113.1,4115.6,4113.1,4113.9,53.0,17.0,36.0,0.5142857142857142,1.392857142857078,0.5743589743584787,0.5743589743584787,0.0,False,,,False,-0.14358974359027266,-0.9333333333335074,-1.5076923076926392,-2.943589743590142
RITHMIC_RAW,2026-08-04 02:51:00+00:00,SHORT,4117.0,4117.4,4116.5,4116.7,34.0,12.0,22.0,0.4782608695652174,1.4357142857143117,-0.20895522388071994,-0.20895522388071994,0.029473684210633566,True,,,False,0.0,0.7661691542284618,0.3482587064676554,2.9253731343281784
RITHMIC_RAW,2026-08-04 03:20:00+00:00,SHORT,4115.9,4117.0,4115.5,4116.7,24.0,9.0,15.0,0.45454545454545453,1.05714285714287,0.7567567567569196,0.7567567567569196,0.0,False,,,False,0.09459459459407724,2.0810810810808835,1.702702702702854,3.878378378377815
RITHMIC_RAW,2026-08-04 03:47:00+00:00,SHORT,4108.3,4108.8,4108.2,4108.7,29.0,11.0,18.0,0.45,1.100000000000234,0.3636363636359556,0.3636363636359556,0.0,False,,,False,-0.727272727272738,-0.8181818181821403,-1.454545454545476,0.8181818181813135
RITHMIC_RAW,2026-08-04 04:07:00+00:00,SHORT,4107.8,4109.0,4107.8,4109.0,24.0,9.0,15.0,0.45454545454545453,1.1642857142854675,1.030674846625829,1.030674846625829,0.0,False,,,False,-0.25766871165665256,-0.5153374233133051,-0.5153374233133051,-3.34969325153414
RITHMIC_RAW,2026-08-04 04:14:00+00:00,SHORT,4109.6,4112.3,4109.6,4112.2,58.0,18.0,40.0,0.5263157894736842,0.9285714285713637,2.799999999999608,2.799999999999608,0.0,False,,,False,-0.21538461538443454,-1.93846153846187,0.10769230769172755,-4.846153846154185
RITHMIC_RAW,2026-08-04 04:26:00+00:00,SHORT,4114.2,4116.0,4114.0,4115.6,68.0,29.0,39.0,0.4020618556701031,1.44285714285713,0.9702970297033572,0.9702970297033572,0.029473684210633695,False,,,False,0.0,-0.762376237623391,-0.6237623762373772,-1.9405940594054536
RITHMIC_RAW,2026-08-04 04:28:00+00:00,SHORT,4115.5,4116.5,4115.4,4116.2,33.0,11.0,22.0,0.5,1.349999999999909,0.5185185185184187,0.5185185185184187,0.05894736842126713,False,,,False,-0.37037037037039533,-0.22222222222237192,-1.7777777777783017,-1.333333333333558
RITHMIC_RAW,2026-08-04 04:38:00+00:00,LONG,4117.9,4118.2,4117.5,4118.2,8.0,32.0,-24.0,-0.6,1.19285714285713,0.25149700598817915,-0.25149700598817915,0.26665830721014344,True,2026-08-04 04:39:00+00:00,1.0,True,0.3353293413178264,0.16766467065853197,-0.16766467065853197,1.9281437125750236
RITHMIC_RAW,2026-08-04 04:48:00+00:00,SHORT,4119.9,4121.9,4119.7,4121.5,53.0,14.0,39.0,0.582089552238806,1.0142857142856363,1.5774647887328743,1.5774647887328743,0.08842105263190056,False,,,False,1.084507042253963,1.4788732394367334,0.9859154929578223,2.859154929577326
RITHMIC_RAW,2026-08-04 05:12:00+00:00,LONG,4115.3,4115.3,4113.4,4113.4,20.0,96.0,-76.0,-0.6551724137931034,1.1857142857142466,-1.60240963855473,1.60240963855473,0.16994453822010377,False,,,False,0.08433734939789995,0.0,1.2650602409638971,4.638554216867623
RITHMIC_RAW,2026-08-04 05:22:00+00:00,LONG,4118.0,4118.0,4116.8,4117.0,8.0,29.0,-21.0,-0.5675675675675675,1.0571428571430002,-0.9459459459458179,0.9459459459458179,0.20107065348429565,False,,,False,0.0,1.6081081081077184,1.79729729729671,-0.9459459459458179
RITHMIC_RAW,2026-08-04 05:24:00+00:00,SHORT,4117.4,4119.4,4117.4,4118.9,29.0,4.0,25.0,0.7575757575757576,1.2214285714286623,1.228070175438505,1.228070175438505,0.11789473684253426,False,,,False,0.16374269005831843,0.0,-0.32748538011738143,1.6374269005846733
RITHMIC_RAW,2026-08-04 05:41:00+00:00,SHORT,4115.2,4116.6,4115.2,4116.5,25.0,10.0,15.0,0.42857142857142855,1.7785714285715326,0.730923694779176,0.730923694779176,0.1473684210531677,False,,,False,-0.16867469879527314,-1.1807228915664005,-1.3493975903611624,1.068273092369211
RITHMIC_RAW,2026-08-04 05:55:00+00:00,SHORT,4115.1,4115.9,4115.1,4115.7,28.0,10.0,18.0,0.47368421052631576,1.157142857142779,0.518518518518082,0.518518518518082,0.149005847953617,False,,,False,0.9506172839502098,-0.6049382716048218,-2.5925925925927675,-3.0246913580248953
RITHMIC_RAW,2026-08-04 05:56:00+00:00,LONG,4115.9,4116.6,4114.1,4114.6,18.0,96.0,-78.0,-0.6842105263157895,1.2928571428571038,-1.0055248618779207,1.0055248618779207,0.23219676874848755,False,,,False,1.7790055248613694,2.088397790055171,4.0994475138117155,3.2486187845303443
RITHMIC_RAW,2026-08-04 05:58:00+00:00,SHORT,4116.5,4116.8,4116.0,4116.4,32.0,8.0,24.0,0.6,1.3714285714284935,-0.07291666666693608,-0.07291666666693608,0.15064327485406626,True,,,False,-0.6562500000004352,-2.5520833333334783,-3.5000000000003313,-1.7500000000004974
RITHMIC_RAW,2026-08-04 05:59:00+00:00,SHORT,4117.0,4119.1,4116.9,4117.3,86.0,31.0,55.0,0.4700854700854701,1.492857142857117,0.2009569377991684,0.2009569377991684,0.08842105263190082,False,,,False,-0.9377990430619736,-1.674641148325388,-2.746411483253271,-2.0765550239231154
RITHMIC_RAW,2026-08-04 06:43:00+00:00,SHORT,4114.3,4115.1,4114.3,4114.6,33.0,9.0,24.0,0.5714285714285714,1.05714285714287,0.2837837837839524,0.2837837837839524,0.11789473684253426,False,,,False,-0.9459459459459344,-3.027027027026818,-2.2702702702698985,-2.837837837837803
RITHMIC_RAW,2026-08-04 06:57:00+00:00,SHORT,4115.8,4116.2,4115.8,4116.2,25.0,5.0,20.0,0.6666666666666666,1.2714285714285194,0.3146067415727605,0.3146067415727605,0.1473684210531677,False,,,False,-1.1011235955060923,-1.9662921348315412,-2.7528089887641576,-1.8876404494387087
RITHMIC_RAW,2026-08-04 07:02:00+00:00,LONG,4121.0,4121.0,4119.5,4119.7,10.0,40.0,-30.0,-0.6,1.4285714285715585,-0.9100000000000446,0.9100000000000446,0.2633228840126793,False,,,False,0.21000000000010824,1.1200000000001529,0.6300000000003247,-1.0499999999999046
RITHMIC_RAW,2026-08-04 07:16:00+00:00,SHORT,4117.9,4118.4,4117.2,4118.3,29.0,13.0,16.0,0.38095238095238093,1.249999999999935,0.3200000000004532,0.3200000000004532,0.149005847953617,False,,,False,0.0800000000002952,-0.9599999999999045,-0.7199999999997464,-1.27999999999963
RITHMIC_RAW,2026-08-04 07:24:00+00:00,SHORT,4121.0,4121.6,4120.7,4121.6,36.0,13.0,23.0,0.46938775510204084,1.4857142857142338,0.4038461538464128,0.4038461538464128,0.15064327485406626,False,,,False,0.7403846153848861,1.8846153846155729,1.750000000000306,1.6826923076923666
RITHMIC_RAW,2026-08-04 07:34:00+00:00,LONG,4122.4,4122.6,4120.6,4120.8,10.0,77.0,-67.0,-0.7701149425287356,1.407142857142779,-1.137055837563127,1.137055837563127,0.26665830721014344,False,,,False,-0.07106598984797821,0.3553299492385984,-1.2081218274111052,-0.4263959390865766
RITHMIC_RAW,2026-08-04 07:36:00+00:00,SHORT,4120.6,4122.4,4120.0,4121.8,110.0,27.0,83.0,0.6058394160583942,1.4642857142857142,0.819512195121827,0.819512195121827,0.15228070175451552,False,,,False,0.34146341463414637,1.8439024390242662,1.1609756097559734,-0.20487804878061205
RITHMIC_RAW,2026-08-04 07:49:00+00:00,LONG,4120.8,4120.8,4119.7,4120.2,5.0,34.0,-29.0,-0.7435897435897436,1.599999999999909,-0.3750000000002487,0.3750000000002487,0.26999373040760755,False,,,False,0.12499999999989342,0.4374999999999112,0.562500000000373,3.8750000000001066
RITHMIC_RAW,2026-08-04 08:03:00+00:00,SHORT,4124.0,4129.6,4123.6,4127.9,566.0,210.0,356.0,0.4587628865979381,1.5642857142856883,2.4931506849313156,2.4931506849313156,0.1539181286549648,False,,,False,0.958904109589057,0.8310502283100509,1.0228310502279787,2.684931506849243
RITHMIC_RAW,2026-08-04 08:14:00+00:00,LONG,4125.1,4125.7,4124.2,4124.2,12.0,40.0,-28.0,-0.5384615384615384,1.8857142857143896,-0.47727272727299036,0.47727272727299036,0.2733291536050717,False,,,False,-0.1590909090909968,-0.31818181818151126,-0.5833333333330118,-2.4924242424240086
RITHMIC_RAW,2026-08-04 08:21:00+00:00,LONG,4123.1,4123.1,4122.2,4122.7,10.0,39.0,-29.0,-0.5918367346938775,1.2928571428572337,-0.3093922651937705,0.3093922651937705,0.27666457680253587,False,,,False,-2.2430939226514948,-2.861878453038332,-3.790055248618237,-4.640883977900226
