signal_time_utc,status,net_r,sl_label,negative_net_label,clock,fold,p_sl,threshold,veto
2026-09-04T19:33:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,2,0.6115439335270443,0.6633251882951625,False
2026-09-07T00:11:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,2,0.7632192258301753,0.6633251882951625,True
2026-09-07T05:27:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,2,0.9946029707280866,0.6633251882951625,True
2026-09-07T07:55:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,3,0.5855619920770241,0.6534532651882554,False
2026-09-07T12:10:00+00:00,TIMEOUT,2.128748180494892,0,0,FILL_TIME_DIAGNOSTIC,3,0.222426446966332,0.6534532651882554,False
2026-09-08T15:11:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,3,0.6792843891502736,0.6534532651882554,True
2026-09-09T05:01:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,3,0.6081208883087221,0.6534532651882554,False
2026-09-09T07:36:00+00:00,TIMEOUT,1.0507751937981775,0,0,FILL_TIME_DIAGNOSTIC,3,0.5503118818323187,0.6534532651882554,False
2026-09-09T12:57:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,3,0.33550906374823036,0.6534532651882554,False
2026-09-09T13:19:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,3,0.2823526924114377,0.6534532651882554,False
2026-09-09T14:29:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,3,0.6572748235078923,0.6534532651882554,True
2026-09-10T00:18:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,3,0.44698943726092794,0.6534532651882554,False
2026-09-10T10:05:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,3,0.6636482387931015,0.6534532651882554,True
2026-09-11T00:06:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,3,0.5250623329382553,0.6534532651882554,False
2026-09-11T03:42:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,3,0.817920584893302,0.6534532651882554,True
2026-09-11T05:09:00+00:00,TIMEOUT,1.597228915662626,0,0,FILL_TIME_DIAGNOSTIC,4,0.42649071260052296,0.6830015624803659,False
2026-09-11T05:55:00+00:00,TIMEOUT,0.8765794422438408,0,0,FILL_TIME_DIAGNOSTIC,4,0.8494589481316475,0.6830015624803659,True
2026-09-11T08:00:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,4,0.2750603078993782,0.6830015624803659,False
2026-09-13T22:33:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,4,0.5072480599232094,0.6830015624803659,False
2026-09-14T10:18:00+00:00,TIMEOUT,1.4708415516104445,0,0,FILL_TIME_DIAGNOSTIC,4,0.37418136526823126,0.6830015624803659,False
2026-09-14T16:43:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,4,0.4269299303861028,0.6830015624803659,False
2026-09-15T12:53:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,4,0.5944397684714235,0.6830015624803659,False
2026-09-15T14:00:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,4,0.7725536827661023,0.6830015624803659,True
2026-09-15T15:55:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,4,0.5441112645020061,0.6830015624803659,False
2026-09-15T18:06:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,4,0.4103095956697897,0.6830015624803659,False
