signal_time_utc,status,net_r,sl_label,negative_net_label,clock,fold,p_sl,threshold,veto
2026-08-24T06:06:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,0,0.6834854099994567,0.6570661197891826,True
2026-08-24T10:03:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,0,0.28844521551541613,0.6570661197891826,False
2026-08-24T23:00:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,0,0.3076411661179854,0.6570661197891826,False
2026-08-25T18:57:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,0,0.2480233722124895,0.6570661197891826,False
2026-08-26T05:02:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,0,0.5196162044065235,0.6570661197891826,False
2026-08-26T06:04:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,0,0.8434857040695597,0.6570661197891826,True
2026-08-26T11:18:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,0,0.5247661989592026,0.6570661197891826,False
2026-08-26T17:30:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,0,0.9413156555649004,0.6570661197891826,True
2026-08-27T01:14:00+00:00,TIMEOUT,0.3542379788102158,0,0,ORDER_START_DEPLOYABLE,0,0.7615207080996239,0.6570661197891826,True
2026-08-27T08:56:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,0,0.6813546742374841,0.6570661197891826,True
2026-08-27T10:57:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,0,0.4111188724864313,0.6570661197891826,False
2026-08-27T12:02:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,0,0.44393348199016064,0.6570661197891826,False
2026-08-27T15:41:00+00:00,TIMEOUT,1.206650791359731,0,0,ORDER_START_DEPLOYABLE,1,0.783283825463326,0.6409746085121366,True
2026-08-27T16:37:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,1,0.2700248661815207,0.6409746085121366,False
2026-08-27T18:52:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,1,0.29788256028288,0.6409746085121366,False
2026-08-27T19:08:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,1,0.36934938011460483,0.6409746085121366,False
2026-08-28T03:24:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,1,0.5656348081703476,0.6409746085121366,False
2026-08-28T06:59:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,1,0.39309150712823,0.6409746085121366,False
2026-08-28T09:31:00+00:00,TIMEOUT,0.6308834729628682,0,0,ORDER_START_DEPLOYABLE,1,0.6666340727237468,0.6409746085121366,True
2026-08-28T19:01:00+00:00,TIMEOUT,1.0623744551827174,0,0,ORDER_START_DEPLOYABLE,1,0.8749421211939405,0.6409746085121366,True
2026-08-30T23:08:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,1,0.4447512996739259,0.6409746085121366,False
2026-08-31T04:37:00+00:00,TIMEOUT,1.0156011893702572,0,0,ORDER_START_DEPLOYABLE,1,0.757169634792036,0.6409746085121366,True
2026-08-31T05:20:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,1,0.46432670179155916,0.6409746085121366,False
2026-08-31T16:29:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,1,0.3231737238830515,0.6409746085121366,False
2026-08-31T23:32:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,2,0.2535375421983774,0.6213373408421428,False
2026-09-01T20:05:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,2,0.5162509129869077,0.6213373408421428,False
2026-09-02T02:20:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,2,0.5272034523227864,0.6213373408421428,False
2026-09-03T02:50:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,2,0.6562455139268552,0.6213373408421428,True
2026-09-03T05:00:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,2,0.27598105083808655,0.6213373408421428,False
2026-09-03T11:45:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,2,0.6036987438236645,0.6213373408421428,False
2026-09-04T10:32:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,2,0.461321827407516,0.6213373408421428,False
2026-09-04T11:51:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,2,0.5426867717592969,0.6213373408421428,False
2026-09-04T14:25:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,2,0.7084331064111892,0.6213373408421428,True
2026-09-04T19:33:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,2,0.5339289304889976,0.6213373408421428,False
2026-09-07T00:11:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,2,0.4847867330181556,0.6213373408421428,False
2026-09-07T05:27:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,2,0.39353094930863664,0.6213373408421428,False
2026-09-07T07:55:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,3,0.5695084685312679,0.598459244833092,False
2026-09-07T12:10:00+00:00,TIMEOUT,2.128748180494892,0,0,ORDER_START_DEPLOYABLE,3,0.5587672360421245,0.598459244833092,False
2026-09-08T15:11:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,3,0.6058443785542176,0.598459244833092,True
2026-09-09T05:01:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,3,0.438221127270256,0.598459244833092,False
2026-09-09T07:36:00+00:00,TIMEOUT,1.0507751937981775,0,0,ORDER_START_DEPLOYABLE,3,0.5127892627418885,0.598459244833092,False
2026-09-09T12:57:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,3,0.4265197038210045,0.598459244833092,False
2026-09-09T13:19:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,3,0.5437931458249153,0.598459244833092,False
2026-09-09T14:29:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,3,0.5419132555019182,0.598459244833092,False
2026-09-10T00:18:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,3,0.4603473635836217,0.598459244833092,False
2026-09-10T10:05:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,3,0.47764022300988246,0.598459244833092,False
2026-09-11T00:06:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,3,0.5803098324369966,0.598459244833092,False
2026-09-11T03:42:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,3,0.5518175811776372,0.598459244833092,False
2026-09-11T05:09:00+00:00,TIMEOUT,1.597228915662626,0,0,ORDER_START_DEPLOYABLE,4,0.6927918915806998,0.5905737604721606,True
2026-09-11T05:55:00+00:00,TIMEOUT,0.8765794422438408,0,0,ORDER_START_DEPLOYABLE,4,0.4966951630621542,0.5905737604721606,False
2026-09-11T08:00:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,4,0.5196269059958691,0.5905737604721606,False
2026-09-13T22:33:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,4,0.4451618913821588,0.5905737604721606,False
2026-09-14T10:18:00+00:00,TIMEOUT,1.4708415516104445,0,0,ORDER_START_DEPLOYABLE,4,0.5151824312182549,0.5905737604721606,False
2026-09-14T16:43:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,4,0.49516341856193313,0.5905737604721606,False
2026-09-15T12:53:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,4,0.6514815735065006,0.5905737604721606,True
2026-09-15T14:00:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,4,0.7190543523943674,0.5905737604721606,True
2026-09-15T15:55:00+00:00,SL,-1.05,1,1,ORDER_START_DEPLOYABLE,4,0.6724762628914586,0.5905737604721606,True
2026-09-15T18:06:00+00:00,TP,2.95,0,0,ORDER_START_DEPLOYABLE,4,0.3612110767291741,0.5905737604721606,False
2026-08-24T06:06:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,0,0.6180612589611403,0.6769158248332153,False
2026-08-24T10:03:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,0,0.2693659559380147,0.6769158248332153,False
2026-08-24T23:00:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,0,0.3156245958031972,0.6769158248332153,False
2026-08-25T18:57:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,0,0.14557252702216283,0.6769158248332153,False
2026-08-26T05:02:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,0,0.468813225388179,0.6769158248332153,False
2026-08-26T06:04:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,0,0.9206223066344132,0.6769158248332153,True
2026-08-26T11:18:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,0,0.7667815450311031,0.6769158248332153,True
2026-08-26T17:30:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,0,0.8858244239670475,0.6769158248332153,True
2026-08-27T01:14:00+00:00,TIMEOUT,0.3542379788102158,0,0,FILL_TIME_DIAGNOSTIC,0,0.7526188948315541,0.6769158248332153,True
2026-08-27T08:56:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,0,0.9061339652938305,0.6769158248332153,True
2026-08-27T10:57:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,0,0.503138058497492,0.6769158248332153,False
2026-08-27T12:02:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,0,0.7527169139629803,0.6769158248332153,True
2026-08-27T15:41:00+00:00,TIMEOUT,1.206650791359731,0,0,FILL_TIME_DIAGNOSTIC,1,0.6833140634630653,0.6803954039116965,True
2026-08-27T16:37:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,1,0.14278196152311412,0.6803954039116965,False
2026-08-27T18:52:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,1,0.04162581798285423,0.6803954039116965,False
2026-08-27T19:08:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,1,0.3118477162689331,0.6803954039116965,False
2026-08-28T03:24:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,1,0.756025779538463,0.6803954039116965,True
2026-08-28T06:59:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,1,0.13523005259090876,0.6803954039116965,False
2026-08-28T09:31:00+00:00,TIMEOUT,0.6308834729628682,0,0,FILL_TIME_DIAGNOSTIC,1,0.6439678447790596,0.6803954039116965,False
2026-08-28T19:01:00+00:00,TIMEOUT,1.0623744551827174,0,0,FILL_TIME_DIAGNOSTIC,1,0.8821370050686745,0.6803954039116965,True
2026-08-30T23:08:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,1,0.2591793323770436,0.6803954039116965,False
2026-08-31T04:37:00+00:00,TIMEOUT,1.0156011893702572,0,0,FILL_TIME_DIAGNOSTIC,1,0.8631088426037196,0.6803954039116965,True
2026-08-31T05:20:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,1,0.285063900178194,0.6803954039116965,False
2026-08-31T16:29:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,1,0.07857891728471744,0.6803954039116965,False
2026-08-31T23:32:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,2,0.02747903209676028,0.6633251882951625,False
2026-09-01T20:05:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,2,0.4026618607998112,0.6633251882951625,False
2026-09-02T02:20:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,2,0.2969796081510243,0.6633251882951625,False
2026-09-03T02:50:00+00:00,TP,2.95,0,0,FILL_TIME_DIAGNOSTIC,2,0.7110761766341545,0.6633251882951625,True
2026-09-03T05:00:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,2,0.12261694799498359,0.6633251882951625,False
2026-09-03T11:45:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,2,0.49078297451911607,0.6633251882951625,False
2026-09-04T10:32:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,2,0.5031223545439568,0.6633251882951625,False
2026-09-04T11:51:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,2,0.5934158777828674,0.6633251882951625,False
2026-09-04T14:25:00+00:00,SL,-1.05,1,1,FILL_TIME_DIAGNOSTIC,2,0.9171126816521472,0.6633251882951625,True
