period,variant,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses,positive_periods,periods_total,actions,total_saved_R,total_given_up_R,net_delta_R,acted_control_right_tail_share,acted_modified_mean_R_on_control_right_tail
historical,CONTROL,5297,0.39022087974325087,0.1322202021482657,1.225657512618299,700.3704107793633,31.976920699121933,21.902371944106395,14,5,5,0,0.0,0.0,0.0,,
historical,REDUCE_50_RUNNER_50,5297,0.3873890881631112,0.12981963962287021,1.2271517116499921,687.6546310823435,30.849809012140838,22.290401564940623,14,5,5,383,78.61419431867805,91.32997401569776,-12.715779697019737,0.10182767624020887,1.1389191244738324
forward_2026,CONTROL,544,0.3694852941176471,0.06525338378964177,1.1054907878098506,35.497840781565124,27.632952848676066,1.2846198875653594,16,4,6,0,0.0,0.0,0.0,,
forward_2026,REDUCE_50_RUNNER_50,544,0.3694852941176471,0.06742467933653493,1.1112153912978622,36.679025559075,27.3971721293728,1.3387887401616543,16,4,6,33,7.150152815906487,5.968968038396612,1.1811847775098743,0.06060606060606061,1.2340633481258487
