flow_id,signal_time,entry_time,exit_time,exit_reason,period,entry_price,exit_price,atr14,risk_dist,level,parent_net_r_5bps,covered,fp_state,fp_time,fp_price,fp_minutes,fp_residual_r,mfe60_r,mae60_r,mfe120_r,mae120_r,reclaim1,reclaim1_time,reclaim1_price,reclaim1_residual_r,reclaim2,reclaim2_time,reclaim2_price,reclaim2_residual_r
79,2021-02-10 08:00:00+00:00,2021-02-10 12:30:00+00:00,2021-02-10 13:00:00+00:00,SL,2021,45174.22,45964.389642857146,316.06785714285746,790.1696428571437,45690.0,-1.0285851401710768,True,ADVERSE_FIRST,2021-02-10 12:45:00+00:00,45569.30482142857,15.0,-0.5000000000000008,0.009453666143121724,1.0703777443812899,0.009453666143121724,1.0703777443812899,True,2021-02-10 12:45:00+00:00,45695.36,-0.3404707397823734,False,,,
85,2021-02-13 09:00:00+00:00,2021-02-13 11:00:00+00:00,2021-02-13 16:15:00+00:00,SL,2021,46650.57,47404.489642857145,301.56785714285746,753.9196428571437,46660.01,-1.0309386885207088,True,ADVERSE_FIRST,2021-02-13 11:30:00+00:00,47027.52982142857,30.0,-0.5000000000000008,0.5285311289806852,0.565617309537062,0.5285311289806852,0.8358981039566977,True,2021-02-13 11:15:00+00:00,46788.31,-0.8173014839114673,True,2021-02-13 11:30:00+00:00,46821.45,-0.773344544582485
88,2021-02-14 23:15:00+00:00,2021-02-15 01:30:00+00:00,2021-02-15 02:15:00+00:00,TP,2021,48065.21,47219.75375,225.45500000000015,563.6375000000004,48200.0,1.4573615932225985,True,FAVORABLE_FIRST,2021-02-15 02:00:00+00:00,47783.39125,30.0,0.9999999999999941,4.81869996229846,0.41469916391297207,4.81869996229846,0.41469916391297207,False,,,,False,,,
98,2021-02-20 13:15:00+00:00,2021-02-20 22:30:00+00:00,2021-02-20 23:00:00+00:00,SL,2021,54922.38,55872.11214285714,379.8928571428577,949.7321428571443,55113.27,-1.028914668421548,True,ADVERSE_FIRST,2021-02-20 22:45:00+00:00,55397.24607142857,15.0,-0.5000000000000003,0.14991595374635408,1.096014289743353,0.14991595374635408,1.096014289743353,True,2021-02-20 22:45:00+00:00,55496.05,-0.39596653191688963,False,,,
101,2021-02-22 01:15:00+00:00,2021-02-22 03:45:00+00:00,2021-02-22 09:45:00+00:00,TP,2021,55954.31,54454.17339285714,400.0364285714287,1000.0910714285717,56125.53,1.4720253926874505,True,FAVORABLE_FIRST,2021-02-22 04:30:00+00:00,55454.26446428571,45.0,0.9999999999999993,0.7542413101663931,0.3833250900364436,0.7542413101663931,0.49564486091445464,True,2021-02-22 04:00:00+00:00,56172.64,1.718310118185666,True,2021-02-22 05:15:00+00:00,56248.38,1.7940432210637947
128,2021-03-08 04:15:00+00:00,2021-03-08 07:45:00+00:00,2021-03-08 13:15:00+00:00,SL,2021,49783.97,50713.97357142857,372.0014285714289,930.0035714285723,49800.0,-1.0267654724828217,True,FAVORABLE_FIRST,2021-03-08 08:15:00+00:00,49318.96821428571,30.0,-1.4999999999999996,0.5096432041351615,0.16734344338155085,0.5096432041351615,0.38158993245033307,True,2021-03-08 08:45:00+00:00,49906.96,-0.8677531960322726,True,2021-03-08 09:00:00+00:00,49802.28,-0.980311903564118
139,2021-03-14 10:45:00+00:00,2021-03-14 11:00:00+00:00,2021-03-14 22:45:00+00:00,TIME,2021,60173.52,60274.32,277.83214285714195,694.5803571428548,60300.0,-0.1884400539894383,True,FAVORABLE_FIRST,2021-03-14 11:15:00+00:00,59826.22982142857,15.0,-0.645123597238831,1.0431046495185932,0.5605254971527045,1.0431046495185932,0.6859969405987754,True,2021-03-14 11:45:00+00:00,60417.75,0.20649878523774742,True,2021-03-14 12:00:00+00:00,60394.75,0.17338526602650722
155,2021-03-22 19:45:00+00:00,2021-03-22 19:45:00+00:00,2021-03-22 20:45:00+00:00,TP,2021,55563.91,54072.82428571429,397.6228571428573,994.0571428571433,55643.49,1.4720519537537349,True,ADVERSE_FIRST,2021-03-22 20:15:00+00:00,56060.938571428575,30.0,1.9999999999999976,1.5396096803863015,0.5065604161876247,1.5396096803863015,0.5065604161876247,True,2021-03-22 20:00:00+00:00,55999.69,1.9383852609795322,True,2021-03-22 20:15:00+00:00,55907.05,1.845191423315702
159,2021-03-24 19:45:00+00:00,2021-03-24 20:00:00+00:00,2021-03-24 22:15:00+00:00,TP,2021,54362.36,53003.59839285714,362.33642857142905,905.8410714285726,54722.0,1.4699934338844496,True,FAVORABLE_FIRST,2021-03-24 20:15:00+00:00,53909.439464285715,15.0,1.0000000000000062,1.2831831506236302,0.15194718404955057,1.371498863526595,0.15194718404955057,False,,,,False,,,
188,2021-04-10 15:45:00+00:00,2021-04-10 20:45:00+00:00,2021-04-10 22:00:00+00:00,SL,2021,58709.41,59321.52250000001,244.8450000000001,612.1125000000003,59078.33,-1.047956388735735,True,ADVERSE_FIRST,2021-04-10 21:00:00+00:00,59015.466250000005,15.0,-0.5000000000000021,0.23770140292838315,0.9690702281034822,0.23770140292838315,1.2667769405133793,True,2021-04-10 21:15:00+00:00,59143.21,-0.2913067450836361,True,2021-04-10 21:30:00+00:00,59202.97,-0.19367763278809888
